Original,Translate,Translate_GPT_1
"In paradiso non dé atender pregio,",ne vous attendez pas à une récompense au paradis;,N'attendez pas la récompense dans le ciel
"Anzi vi dé atender gran dispregio,","En fait, il doit s'attendre à un grand mépris,","plutôt que de s'attendre à un grand mépris,"
Almen s’e’ non è privilegiato;,au moins s'il n'est pas privilégié;,minimum s'il n'est pas favorisé
"E s’alcun n’è, sì n’è fatto, ingannato","Et si quelqu'un l'est, il a été trompé.","Si quelqu'un est trompé, il a été arnaqué."
"È ’l Papa, che li dié il su’ Colegio,","par le Pape qui lui a donné son privilège,",De la part du Pape qui lui a accordé sa faveur.
Ché dar non credo doveria privilegio,Parce que je ne pense pas que tu devrais donner des privilèges,Parce que je ne pense pas que le favoritisme devrait être accordé.
"C’uon sano e forte gisse mendicato: ",à une personne saine et forte qui vit avec l'aumône.,À une personne saine et vigoureuse qui vit dans la charité.
"Ché•lle limosine, che sono donate",Parce que l'aumône qui est donnée,Pourquoi l'aumône est-elle offerte ?
"A’ vechi, o magagniati san’ posanza,","à vieux ou malades sans force,","Aux vieux ou aux malades, faibles, impuissants."
"A chui la morte seria gran santate,","pour qui la mort serait une grande bénédiction,",pour qui la mort serait une grande grâce.
"Colui, che•lle manuca, i’ l’ò ’n gravanza:","Celui qui les utilise, je considère un fardeau:","qui les emploie, je les considère comme un fardeau."
Elle gli fieno ancor ben pagate.,ils seront toujours bien payés.,Ils seront encore généreusement payés.
Di questo non bisognia aver dottanza.,Il n'est pas nécessaire de le savoir.,Il n'y a pas besoin de savoir.
"Tanto quanto Gesù andò per terra,","Aussi bien que Jésus marchait sur la terre,","Aussi bien que Jésus marchait sur la terre,"
I suo’ disciepoli e’ non dimandaro,ses disciples n'ont pas demandé,Ses disciples n'ont pas remis en question
"Né pane, né vino, anzi il guadagniaro","ni pain ni vin, mais ils ont gagné","Pas de nourriture, pas de boisson, mais ils ont chassé."
"Co•le lor man, se•llo non erra.","De leurs mains, sans faire d'erreur.","Avec leurs doigts, pas d'erreur."
"Co’ buon’ mastri divin’ ne feci guerra,","J'ai fait la guerre aux bons maîtres divins,",J'ai combattu contre les sages maîtres divins.
Perch’e’ questo sermone predicaro,parce qu'ils ont prêché cet enseignement,Pourquoi ont-ils répandu cette doctrine?
"Al popolo a Parigi, e sì ’l provaro","à la population de Paris, et ils l'ont prouvé.",Le peuple de Paris l'a montré clairement.
"C’uon, ch’è truante, col Diavol s’aferra.",Celui qui vit sur l'aumône rejoint le Diable.,Que l'homme qui vit dans les limousines rejoigne le diable.
"Ancor, po’ che Giesù si tornò in cielo,","Encore une fois, après le retour de Jésus au ciel,","Encore une fois, après que Jésus est monté au ciel,"
San Paolo predicava i conpagnioni,Saint Paul prêcha à ses compagnons,Saint Paul prêcha à ses compagnons de voyage.
"Ched e’ sì non vendeser lo,","qui n'a rien vendu,",qu'ils n'ont rien offert.
"Sì ch’e’ di grazia fecier lor sermoni,","afin que leurs discours soient de grâce,",pour que leurs discours soient élégants.
"Di lor lavor vivieno, già no ’l vi cielo,","vécu de leur travail, n'attendant rien du ciel,","Ils vivent avec leur profession, sans s'attendre à quoi que ce soit d'en haut."
"Sanza fondar castella, né magioni.",sans construire de châteaux ou de grandes maisons.,sans construire de grands palais ou maisons.
"Ver è ch’e’ ci à persone ispeziali,","Il est vrai qu'il y a des gens spéciaux,",Il ne fait aucun doute qu'il y a des gens exceptionnels.
"Che van cherendo lor vita per Dio,","vivant leur vie pour Dieu,","qui vivent leur existence pour Dieu,"
Per ch’i’   vi dico ben c’al parer mio,"C'est pourquoi je vous le dis, à mon avis,","C'est pourquoi je vous dis que, à mon avis,"
Egli è mercié far   bene a que’ cotali.,Ça vaut la peine de faire du bien à ces gens.,Il est louable de faire du bien à ces gens.
"Di questi sono alquanti bestiali,",De ceux-là ils sont tout à fait ignorants,Ils ne sont pas cultivés.
"Che non ànno iscienza in lavorio,","et n'ont aucune connaissance de l'œuvre,",et n'ont aucune connaissance du travail.
"Ed altri v’à, che l’ànno, ma è rio","et d'autres qui l'ont, mais c'est","et d'autres qui le possèdent, mais il est rare"
"Il tenpo, e lor guadagni sì son frali.",Le temps et leurs gains sont fragiles.,Le temps et ses profits sont instables.
"À ’ncor di gientil giente discacciata,",Des gens toujours gentils ont été chassés,Des gens toujours aimables ont été expulsés.
"Che non son costumati a lavorare,","qui ne sont pas habitués à travailler,",Ils ne sont pas familiers au travail.
Ma son viuti sol di lor entrata.,de ne vivre qu'avec leurs revenus.,N'exister qu'avec leurs revenus.
"A cota’   gienti dé ciascun donare,","A ces gens, il est juste de donner,","Pour ces personnes, il est approprié de donner,"
Ché lor limosina è bene inpiegata:,Car leurs aumônes sont bien dépensées:,parce que leur charité est bien investie
Si è mercié atarli   governare.,Il est juste de les gouverner.,"Contrôlez-les, dirigez-les."
"Ad alcun altro, che•ffa lavoraggio,","À quelqu'un d'autre, qui travaille","À quelqu'un d'autre, qui travaille"
"Ma ben sua vita trar non ne poria,",mais ils ne pouvaient survivre seuls;,Mais ils n'ont pas pu résister seuls.
"Sì gli consente Idio ben truandia,","Dieu leur permet de vivre par l'aumône,",Dieu leur permet de vivre par la charité.
"Per quel, che gli falliscie al su’ managio;",à cause de ce qu'il manque de vivre;,à cause de ce dont il a besoin pour survivre.
"Od altro povero, c’avesse   coragio",ou pour d'autres pauvres qui ont le courage,d'autres pauvres qui ont le courage
"Di volere studiar   in chericia,","de vouloir étudier en cléricate,",Aspiration à une bourse au séminaire.
Gran mercied’è a farli cortesia,C'est une grande charité pour les aider.,C'est une grande bonté de les aider.
Insin ch’e’ sia   de la scienza sagio;,jusqu'à ce qu'ils deviennent sages dans la connaissance;,jusqu'à ce qu'ils acquièrent la sagesse dans l'intelligence.
E se ’n cavalleria   alcun volesse,et si quelqu'un voulait la cavalerie,Si quelqu'un voulait la cavalerie.
"Intender per la fede asealzare,",jusqu'à ce qu'il puisse bien rouler et avoir les armes,Aussi longtemps qu'il pourra bien monter et disposer des armes.
"Non falleria   già, sed e’ chiedesse","Il n'aurait pas tort de supplier,",Il n'aurait pas tort de supplier.
"Infin ch’e’ sé potesse   ben montare,","jusqu'à ce qu'il puisse s'accumuler,",jusqu'à ce qu'il puisse masser
E avere spezieria   ch’e’ potesse,et avoir le capital nécessaire avec lequel,et avoir le capital indispensable avec lequel
Conduciersi nella terra d’oltremare».,Se promener dans les terres d'outre-mer,explorer les terres étrangères
"«Dì, Falsenbiante, in che maniera puote","Dis, Falsenbiante, comment peux-tu","Expliquez-vous, Impostor, comment"
"Seguire Idio chi à tutto venduto,","suivre Dieu, qui a tout vendu","Adorant Dieu, qui a tout donné"
"Ed àllo tutto a’ pover’ dispenduto,",et a tout dépensé pour les pauvres,et a tout dissipé pour les nécessiteux
"E le sue borse son rimase vote,","et ses poches sont vides,",Et ses sacs sont déserts.
"Ed è forte, e possente, e à grosse gote?","Et il est fort, puissant et avec de grandes joues ?","Et il est puissant, puissant et avec des joues bien en vue ?"
Gli sarebe per dritto concieduto,Ce serait par le droit qui lui serait accordé,Ça aurait dû être son droit.
"C’a trar sua vita domandasse aiuto,","de demander de l'aide pour remonter sa vie,",solliciter de l'aide pour élever son existence.
"Come quest’altri, che•ttu or mi note?».",Comme ces autres que tu m'as montrés maintenant ?,Comme ceux que tu m'as présentés avant ?
«Dico di no: che se Dio fe’ comando,"""Je ne dis pas: si Dieu a donné l'ordre",S'exclame à tort: Si Dieu a donné l'ordre
"C’on desse tutto a’ poveri, e po’ ’L sieva,","de tout donner aux pauvres, puis de semer","Distribuez tout aux nécessiteux, puis vous vous répandez."
"La Sua ’ntenzion non fu in truandando,","Son intention n'était pas de voler,","À sa volonté, ce n'était pas pour soustraire,"
"E questo intendimento ti ne lieva,","et cette intention vous libère,",et cette aspiration vous émancipe
"Ma con buon’opere tuttor lavorando,","mais avec de bonnes actions qui fonctionnent toujours,",mais toujours agir avec de bonnes actions.
C’uon forte in truandar l’anima grieva.,vous évitez de surcharger votre âme de vol.,Vous évitez de peser votre âme en volant.
"Ancor una crudel costuma abiamo,",Nous avons toujours une coutume cruelle :,Nous avons toujours une cruauté coutumière.
Contra cui no’ prendiamo   la nimistade:,contre lequel nous ne prenons pas l'hostilité:,Contre lesquels nous ne manifestons pas d'hostilité.
"Quanti no’ siamo,   in buona veritade,","Combien sommes-nous, en bonne vérité,","Combien d'entre nous sommes, en fait,"
In difamarlo noi ci asottigliamo;,Nous nous calomnions l'un l'autre;,Nous descendons pour calomnier.
"E se, per aventura, noi sapiamo","et si, par hasard, nous savons","Et si, heureusement, nous savons"
"Com’e’ possa venire a dignitade,","comment elle peut arriver à la dignité,",comment il peut gagner l'honneur.
"Nascosamente noi facciàn   tagliate,","Cachément, on l'a coupé,","Occultivement, on lui fait des tranches."
Sì che di quella via noi ’l ne gittiamo.,pour qu'on puisse le faire sortir de cette route.,Pour que tu puisses le virer de cette route.
"E ciò facciamo   noi sì tracielato,",Et nous le faisons avec tant de sournoisité.,Et nous le faisons de manière si furtive.
"Ch’e’ non saprà per chui l’avrà perduto,","qu'il ne saura pas de qui il l'a perdue,",qu'il ne saura pas d'où elle a été dispersée.
Infin ch’e’ non ne fia di fuor gittato;,jusqu'à ce qu'elle soit jetée dehors;,Jusqu'à ce qu'il soit expulsé.
"Ché, s’e’ l’avese da prima saputo,","parce que, s'il l'avait su au début,","Parce que, s'il l'avait su à l'avance,"
Per aventura e’ si saria scusato,Peut-être qu'il s'excuserait.,Peut-être qu'il le regretterait.
Sì ch’i’ ne saria menzonier tenuto».,afin que je ne sois pas obligé de le mentionner,afin que je n'aurais pas dû mentionner
"«Cotesta mi par gran dislealtate»,",Ça me semble très malhonnête.,Cela me semble être une grande déloyauté.
"Rispose Amore, «Or non credi tu ’n Cristo?».",L'amour répondit: «Ne croyez-vous pas en Christ?,L'amour répondit : « N'avez-vous pas foi en Christ ? »
"«I’ non, chéd e’ sarà pover, e tristo","Je ne le ferai pas, car il sera pauvre et triste.","Pas moi, parce que ce sera mélancolie et mélancolie."
"Colu’, che viverà di lealtade,",Celui qui vivra par la loyauté,Celui qui vivra avec honnêteté.
"Sì ch’io non vo’ per me quelle ghignate,","Tellement que je ne veux pas que ces rires pour moi,",Tellement que je ne veux pas que ces rires soient pour moi.
"Ma, come ched i’ possa, i’ pur aquisto,","mais, comme je peux, acheter","Cependant, comment puis-je obtenir, acheter"
Ché da nessun nonn-è volontier visto,parce que personne n'aime voir,parce que personne ne veut volontairement observer
"Colui, che man terrà di Povertate,","Celui qui croit en la pauvreté,",Celui qui adhère à la pauvreté.
"Anzi l’alunga ciascuno, ed incaccia,","et l'a chassé, et l'a chassé,","Au lieu de le repousser, de le rejeter,"
"Già no•lli fia sì amico, né parente,","Il ne sera jamais son ami ou parent,",Il ne sera jamais son ami ou son voisin.
Ch’egli il vega volontieri in faccia.,Je suis prêt à le voir en face.,Je suis prêt à lui faire face face à face.
"Sì ch’i’ vogl’anzi c’on mi sia ubidente,","Tellement que je veux être obéissante à moi-même,",Autant que je veux qu'il obéisse.
"Come ch’io a Cristo   ne dispiaccia,",quant au déplaisir du Christ,comme au Christ attristé
Ched eser in servagio della giente.,être au service du peuple.,être mis à la disposition de la population.
"Vedete che danari ànno usorieri,","Tu vois l'argent que les usuriers ont,",Découvrez combien d'argent les prêteurs ont.
"Siniscalchi, e provosti, e piatitori,","Les Sinishalks, les Provosts, et les Petizers,","Chevaliers, administrateurs, candidats."
Che tutti quanti son gran piatitori:,qu'ils sont tous de grands piteux;,que tous sont de grandes supplications
"E’ si son argogliosi molto, e fieri.",Et ils sont très fiers et fiers.,Ils sont extrêmement satisfaits et se vantent.
"Ancor borghesi, sopra i cavalieri,","Même les bourgeois, au-dessus des chevaliers,","Les bourgeois, au-dessus des nobles, étaient également significatifs."
Son ogi tutti quanti venditori,Ce sont tous des vendeurs.,Ce sont tous des marchands.
"Di lor derrate, e aterminatori,","de leurs denrées alimentaires et de leurs atterrisseurs,",de leurs provisions et de leurs avions.
"Sì c’ognie gientil huon farà panieri,","afin que chaque gentleman fasse des paniers,",Tellement que chaque chevalier produira des paniers.
"E’ conviene, ch’e’ vendan casa o terra",il est nécessaire qu'ils vendent des maisons ou des terres,Il est nécessaire qu'ils commercent des maisons ou des propriétés.
"Infin che i borghesi siar pagati,","jusqu'à ce que les bourgeois soient payés,",Jusqu'à ce que les bourgeois soient indemnisés.
Che giorno e notte gli tegnono in serra.,qui les gardent dans la serre jour et nuit.,qui les gardent dans la serre jour et nuit.
"Ma io, che porto panni devisati,","Mais moi, qui porte des vêtements malicieux,","Moi, je porte des vêtements usés."
"Fo creder lor che ciascheun sì erra,","Je leur fais croire que tout le monde a tort,",Je leur fais supposer que tout le monde fait des erreurs.
E ’nganno ingannatori   e ingannati.,Et trompez les trompeurs et les trompeurs.,et ruse à la fois les escrocs et les victimes.
"Chi se ’n vuol adirar, sì se n’adiri,","Qui veut être en colère, être en colère,","Qui veut se mettre en colère, qui se met en colère."
"Chéd i’ vi pur conterò ognie mio fatto,","Car je vous raconterai toutes mes actions,",Parce que je vais vous montrer toutes mes actions.
"S’i’ dovess’eser istrutto intrafatto,","Si on m'apprenait au fond,",Si je devais être bien éduqué.
"O morto, a torto, com’ furo i martìri,","ou morts, injustement, comme les martyrs,","mort, injustement, comme les saints"
"O discacciato,   com’e’ fu ’l buon siri","Ou jeté dehors, comme l'était le bon seigneur.","Exilé, tout comme le monsieur."
"Guillermo, che di Santo Amor fu stratto,","Guillermo, qui a été traîné par le Saint-Amour,","Guillermo, qui a été submergé par l'amour divin,"
"Così ’l conciò la mogle di Baratto,","Et la femme de Baratto lui donna,",Donc la femme de Baratto l'a préparé.
Però ch’e’ mi ronpea   tutti mie’ giri;,parce qu'il m'a cassé tous les genoux;,parce qu'il a gâché tous mes plans.
"Chéd e’ sì fu per lei sì discacciato,","parce qu'il était tellement chassé pour elle,",Parce qu'il était si loin d'elle.
"E sol per verità, ch’e’ sostenea,","et seulement pour la vérité qu'il tenait,",et seulement pour la vérité qu'il professe.
Ched e’ fu del reame isbandegiato.,qui a été banni du royaume.,Exilé du royaume.
"De mia vita fe’ libro, e sì legiea","Il a fait un livre de ma vie et l'a lu,",Il a écrit un volume sur mon existence et l'a éteint.
Ch’e’ non volea   ch’i’ gisse mendicato:,qui ne voulait pas que je vive en mendicité;,Il ne voulait pas que je vive en mendicité.
Verso mia madre troppo misprendea!,Elle avait trop peu de respect pour ma mère !,Il avait trop peu de respect pour ma mère !
Questo buonuon volea ch’i’ rinegasse,Ce bon homme voulait que je démente.,Ce monsieur voulait que je renonce à moi-même.
"Mendichità e gisse lavorando,","le mendiant et moi vivions au travail,","la pauvreté et vous avez vécu en vous soutenant,"
S’i’ non avea che mia vita passando,Si je n'avais pas ma vie à passer,Si je n'avais pas ma vie à passer
"Potesse, sanza c’altro domandasse.",sans rien demander d'autre.,sans rien demander d'autre.
A quel consigl’io mai no•m’acordasse:,Je ne me suis jamais adapté à ce conseil :,Je n'ai jamais suivi cette suggestion.
Tropp’è gran noia l’andar travagliando.,Trop d'ennui va marcher.,Une monotonie insupportable fonctionne.
"Megl’i’amo star davante adorando,","Je préfère être devant toi en train d'adorer,",Je préfère être dans la première rangée en train d'adorer.
Ched i’ a lavorar ma’ faticasse;,plutôt que de se lasser de travailler.,Au lieu de travailler dur.
Ché ’l lavorar sì no•mi può piaciere,"Je n'aime pas travailler, parce que je n'aime pas le travail.","que d'opérer, parce que le travail ne me plaît pas"
"Néd a•cciò consentir no•mi poria,","et je ne pourrais jamais vous consentir,","et je ne pourrais jamais l'accorder,"
Ché molte volte fallarei in dolere.,parce que plusieurs fois j'échouerais dans la douleur.,Parce que plusieurs fois je me soumettais à des tourments.
Più amo il manto di Papalardia,"Je préfère porter le manteau de Papalardia,",Je préfère porter le manteau de Papalardia.
"Portar, per ciò ch’egl’è magior savere,","parce que c'est la meilleure chose à faire,",Parce que c'est le bon choix.
Ché di lui cuopr’io mia   gran rinaldia.,"Avec ça, je couvre ma grande malice.",Car avec elle ma grande ruse est rapide.
"I’ sì nonn-ò più cura d’ermitagi,","Je ne veux plus vivre comme un ermite,",Je ne vais plus vivre comme un solitaire.
"Né di star in diserti, né ’n foresta,","ni de se tenir dans des lieux désertiques ou dans la forêt,",Ni de s'arrêter dans des lieux désolés ou dans la forêt.
Ch’e’ vi cade sovente la tenpesta.,parce que la tempête tombe souvent sur nous.,Parce que la tempête s'effondre souvent.
"S’i’ chito a San Giovanni que•bboscagi,","Si je m'installe à San Giovanni, dans les bois,","Si je m'assois à St. John's, dans les bois,"
"In cittadi, e ’n castella fo mie’ stagi","Je fais mes arrêts en ville et dans les châteaux,",J'explore mes destinations dans la ville et dans les manières.
Mostrando ched i’ faccia vita agresta;,"Se montrer pour faire une vie de ferme,",présenter un style de vie rustique.
"Ma, s’alla villa buon morsel s’aresta,","Mais s'il y a un bon repas dans la villa,","S'il y a un grand banquet dans la villa,"
E’ pur convien per forza ch’i’ n’asagi.,Vous devez le goûter.,Il est impératif que vous le goûtiez.
E vo diciendo ch’i’ vo’ fuor del mondo,"Et tu dis que je veux sortir du monde,",Vous dites que je veux quitter le monde.
"Per ch’i’ mi giuochi in sale e in palazi,","pour s'amuser dans le sel et les palais,",Pour me ravir dans les halls et les bâtiments.
"Ma, chi vuol dire vero, i’ mi v’afondo,","Mais qui veut dire la vérité, je coule,","Ceux qui veulent exprimer la réalité, je m'immerge."
"S’i’ posso trovar via d’aver grand’agi,",Si je peux trouver un moyen d'avoir de grandes joies,Si je peux trouver un moyen d'obtenir une grande satisfaction.
Or siate cierto ch’i’ no•mi nascondo,"Maintenant, soyez sûr que je ne me cache pas.","Maintenant, soyez absolument convaincu que je ne suis pas du tout."
"Ancor, s’i’ m’intrametto in far   mogliazo,","Même si je suis impliqué dans la planification des mariages,","Même si j'essaie d'organiser des mariages,"
"Altr’or fo paci, altr’or sì son sensale,","D'autres fois je fais la paix, d'autres fois je suis intermédiaire,","D'autres fois je suis une trêve, d'autres fois je suis un médiateur,"
"Manovaldo mi fo, ma quel cotale,","Je travaille, mais c'est ce que je fais.","Je me dédie au travail manuel, mais ça"
"Che mi vi mette, l’abiate per pazo","ça me met dedans, tu l'as mis hors de ton esprit","Ça me met dedans, c'est dingue."
"Ché de’ suo’ beni i’ fo torre, e palazo,","Car de sa richesse je fais des tours et des palais,","À cause de ses biens, je construis des tours et des châteaux."
"Over be’ dormitori, o belle sale;","ou de beaux dortoirs, ou de beaux sels;","Des dortoirs d'hôtes, de belles chambres."
"Sì che, s’egli à figluol, poco gli vale:","de sorte que, s'il a un fils, il vaut peu:","S'il a un enfant, il a peu de valeur pour lui."
I ben’ del padre sì ’l te ne rispazo.,Je vais lui enlever la propriété de son père.,La propriété de l'ancêtre que je lui enlève.
"E, se voi aveste nulla cosa a fare,","Et si tu as quelque chose à faire,","Si vous avez quelque chose à faire,"
"Intorno di colui, con ch’i’ riparo,","À propos de ce que j'ai à faire,","à propos de ce que j'interagit avec,"
"Diràllami, faròlla capitare.","Dis-moi, je vais faire en sorte que ça arrive.","Avertissez-moi, je vais le rendre possible."
Ma non convien mostrar   ch’e’ vi si’ amaro,Mais vous ne voulez pas montrer que vous êtes amer.,Tu ne veux pas montrer que tu es gêné.
"A larga mente sapermi donare,","dans une large mesure savoir me donner,","Accordez-moi généreusement, accordez-moi ma demande."
Ché ’l mi’ servigio i’ ’l vendo molto caro.,Parce que je vends mon service très cher.,Parce que j'offre mon service à un prix élevé.
"I’ sì son de’ valletti d’Antecristo,","Je suis l'un des valets de l'Antéchrist,",Je suis un serviteur de l'Antéchrist.
"Di quel’ ladron’, che dicie la,","de ce voleur qu'ils disent,",Le malfaiteur qu'ils disent.
"Ch’e’ fanno molto santa portatura,","qui ont un caractère très saint,",qui ont l'air très sacré.
E ciaschedun di loro è ipocristo.,Et chacun d'eux est hypocrite.,et chacun d'eux est un prétendant.
"Agniol pietoso par, quand’uon l’à visto,","On dirait un agneau pitoyable, quand on le voit,",Il ressemble à une créature innocente quand tu le regardes.
Di fora sì fa dolze portatura,"Dehors, tu fais une douce portature.",Il y a une belle présentation dehors.
"Ma egli è dentro lupo, per natura,","Mais c'est dans un loup, par nature,","mais c'est à l'intérieur d'un loup, par essence,"
Che divora la giente Giesocristo.,qui dévore le peuple de Jésus-Christ.,qui soumet les disciples de Jésus-Christ.
"Così abiamo inpreso mare e terra,","Nous avons donc pris la mer et la terre,",C'est ainsi que nous avons conquis la mer et la terre.
E sì facciàn per tutto ordinamento:,Et nous faisons des ordres partout :,et nous créons la discipline partout
"Chi no•l’oserva, diamo c’a fede erra.","Celui qui ne l'observe pas, nous lui faisons du mal par erreur de foi.","Qui ne le respecte pas, nous le condamnons avec crédulité."
"Tanto facciamo co•nostro tradimento,","Nous le faisons avec notre tradition de toute façon,","Faisons-le avec notre coutume de toute façon,"
"Che tutto ’l mondo à preso co•noi guerra,","que le monde entier a fait la guerre contre nous,","que le monde entier nous a attaqués,"
Ma tutti gli mettiamo a perdimento.,Mais nous les gâchons tous.,Mais nous les dévastons tous.
"Sed i’ truovo in cittade o in castello,","Mais si je me retrouve dans la ville ou dans le château,","Si je le découvre en ville ou dans la forteresse,"
"Colà ove paterino sia riparato,","où le père est réfugié,",Où l'ancêtre est un réfugié.
"Credente ched e’ sia o consolato,","Croyant qu'il est réconforté,",Croire qu'il est sincère.
"Od altr’uon, ma’ ch’e’ sia mio ribello,","ou autre, mais qu'il soit mon rebelle,","Au lieu d'un autre, mais pour être mon rebelle,"
"O prete ched e’ sia, o chericiello,","ou un prêtre, ou un clerc,","Un prêtre, un ecclésiastique,"
"Che tenga amica, o giolivo parlato,","de garder des amis, ou de parler joyeusement,","de garder des amis, ou de s'exprimer joyeusement."
"E’ convien ch’e’ per me sia gastigato,","Et il vaut mieux que je sois châtié,",et il est approprié que je sois puni.
"Ché ciaschedun mi dubita, sì son fello.","Car tout le monde me craint, je suis si maléfique.","Parce que tout le monde me craint, je suis si maléfique."
"Ancor gastigo altressì usurai,",Je punis aussi les usuriers.,Je punis les usuriers.
"E que’ che sopravendono a credenza,","et ceux qui ont vaincu la foi,",et ceux qui défient la conviction.
"Roffiane, et forziere, e bordelai.","les voleurs, les brutes et les bordels.","Les voleurs, les voleurs, les loups."
E ’n ciascuno i’ ò malivoglenza;,Et dans chacun j'ai un mauvais pressentiment;,J'ai une rancune pour tout le monde.
"Ma che che duolo tu senti, no ’l dirai,","Mais quelle que soit la douleur que vous ressentez, vous ne le direz pas,","Mais quelle que soit la souffrance que vous ressentez, vous ne l'exprimerez pas."
Sì fortemente dotti mia sentenza.,Tellement forte est ma phrase.,Tellement déterminé est mon verdict.
"Que’, che vorrà canpar del mi’ furore,","Ce qu'il achètera de ma colère,","Ce qu'il veut acheter de ma colère,"
Eco qui preste le mie difensioni:,Voici mes défenseurs prêts :,Voici mes avocats prêts.
"Grosse lanprede, over di gran salmoni","de gros anguilles ou de gros saumons,","Gros anguilles, gros saumons."
"Aporti, lucci, sanza far sentore,","Pikes, pas de bruit,","Pikes, pas de bruit,"
"La buona anguilla nonn-è già pegiore,","la bonne anguille n'est pas déjà pire,",l'anguille saine n'est pas déjà inférieure.
"Alose, o tinche, o buoni   storioni,","Alose ou étain, ou bons esturgeons,","saumon, truite, magnifique espadon."
"Torte battute, o tartere, o fiadoni:",Gâteaux ou contes de fées:,"Des gâteaux, des blagues, des truffes ou des florentins."
Queste son cose d’aquistar mi’ amore.,Ce sont des choses à acheter mon amour.,Ce sont des offrandes pour gagner mon affection.
"O s’e’ mi manda ancor grossi cavretti,","Ou s'il m'envoie de grands enfants,",S'il m'envoie de grosses chèvres aussi.
"O gran capponi   di muda be nodriti,","ou de grands capons en croissance récente,",immenses roosters nouvellement développés
"O paperi novelli, o coniglietti.","ou de nouveaux canards, ou de lapins.","Jeunes oiseaux, ou lapins."
"Da ch’e’ ci avrà di ta’ morse’ serviti,","Depuis qu'il les a servis avec ces bouches,","Depuis qu'il les a servis avec ces sourires,"
No gli bisognia di far gran disdetti:,Il n'aura pas besoin d'être très vexé.,Il n'aura pas besoin de faire de mauvaises choses.
"Dica ch’è guoco, e giuoca a tutti ’nviti.","Dis que c'est un jeu, et tu joues avec tous les invités.","Vous prétendez que c'est amusant, et vous attirez tout le monde ici."
"Que’, che non pensa d’aver l’armadure,","Celui qui ne pense pas qu'il a une armure,",Celui qui ne pense pas avoir de protection.
"Ch’i’ v’ò contate, over preziosi vini,","que j'ai listé, ou des vins précieux,","que j'ai énuméré, O précieux nectar"
"Over di be’ sachetti di fiorini,","ou de beaux sacs de florins,",Magnifiques sacs à main de florins.
Le mie sentenze   lor fier troppo dure.,Mes peines seront trop sévères pour eux.,Mes affirmations seront trop sévères pour eux.
"Né non si fidi già in ,",Et ne me fais pas déjà confiance.,Ne vous confiez pas déjà.
"Ch’e’ saccian, ché, co•mie’ mastri divini,","qui savent, parce que, comme mes divins professeurs,","Qui sait, à cause de moi aussi, mes vénérables professeurs."
"I’ proverò ched e’ son paterini,",Je prouverai qu'ils sont pères.,Je prouverai qu'ils sont parents.
"E farò lor sentir le gran calure,","et je leur ferai sentir les grandes flammes,",et je leur ferai percevoir les immenses flammes.
"Od i’ farò almen ch’e’ fien murati,","Ou au moins je les ferai murer,","Au moins, je vais les mettre en place."
"O darò lor sì dure   penitenze,","Ou je leur donnerai des pénitences aussi sévères,",Je leur donnerai des sanctions aussi sévères.
Che me’ lor fora ch’e’ non fosser nati.,"""Que j'aurais été mieux s'ils n'étaient jamais nés",Que j'aurais été mieux si elles n'avaient jamais été générées.
"A Prato, ed a Arezo, e a Firenze","A Prato, Arezzo et Florence","A Prato, Arezzo et Florence: proche, proche, proche, proche."
N’ò io distrutti molti e iscacciati:,J'en ai détruit et chassé beaucoup.,J'ai dévasté et chassé de nombreuses personnes.
"Dolente è que’, che cade a mie sentenze».","""celui qui tombe sous mes jugements est triste.""",C'est douloureux celui qui tombe sous mes jugements.
"«Dì, Falsenbiante, per gran cortesia,","""Dis, Falsenbiante, s'il te plaît,","Sors, menteur, s'il te plaît."
"Po’ ch’i’ t’ò ritenuto di mia giente,",Car je t'ai caché à mon peuple.,Car je t'ai gardé parmi mon peuple.
"E ò•tti fatto don sì bel’e giente,","Et je t'ai donné un cadeau d'un si beau peuple,",Je t'ai donné des gens si gentils.
"Che•ttu sè Re della baratteria,","que vous êtes le roi de la fraude,",que vous êtes le chef de la tromperie.
"Afideròmi in te, o è follia?","Est-ce que je vais te faire confiance, ou est-ce que c'est fou ?","Est-ce que je vais te faire confiance, ou est-ce que c'est fou ?"
"Fa che•ttu me ne facci conosciente,",Laissez-moi vous rencontrer.,Faites-nous savoir.
"Chéd i’ sarei doman troppo dolente,","Parce que demain je serais trop triste,","Parce que demain, je serais trop mélancolique."
Se•ttu pensassi a farmi villania».,"si tu crois que tu vas me faire du mal.""",Si vous pensiez me faire du mal...
"«Per Dio merzé, messer, non vi dottate,","""Par Dieu récompense, ne doutez pas,","Par la grâce divine, n'hésitez pas,"
"Chéd i’ vi do la fé, tal com’i’ porto,","que je vous donne ma parole, comme je la porte,","Je vous assure, transport."
Ched i’ vi terrò pura lealtate».,"que je garderai ta fidélité pure.""","""que je te montrerai une loyauté inconditionnelle"""
"«Allor», sì disse Amor, «ogniò si’  acorto","-- Alors, dit l'Amour, tout le monde s'arme.","Puis, il a déclaré l'Amour, ""Que chacun se rende lui-même."
"D’armarsi con su’ arme devisate,",pour s'armer de ses armes spéciales,Équipé de ses propres armes uniques.
"E vadasi al castel, che•ssì m’à morto».","et va au château qui m'a tué.""","""et va dans le manoir qui m'a submergé"""
A l’armadure ciaschedun si prese:,Tout le monde a pris sa propre armure;,Tout le monde a pris sa propre armure.
