Filename,Original,Translate
fiore_114.csv,Conduciersi nella terra d’oltremare».,per viaggiare verso la terra al di là del mare.
fiore_115.csv,"«Dì, Falsenbiante, in che maniera puote","Dimmi, Falso Semendo: in che modo un uomo può"
fiore_115.csv,"Seguire Idio chi à tutto venduto,","segui Dio, che ha venduto tutto"
fiore_115.csv,"Ed àllo tutto a’ pover’ dispenduto,","e l'ha data ai poveri,"
fiore_115.csv,"E le sue borse son rimase vote,","e la cui borsa rimane vuota,"
fiore_115.csv,"Ed è forte, e possente, e à grosse gote?",e chi è forte e vigoroso e ha guance carnose?
fiore_115.csv,Gli sarebe per dritto concieduto,Sarebbe giusto permettergli...
fiore_115.csv,"C’a trar sua vita domandasse aiuto,","implorare per sopravvivere,"
fiore_115.csv,"Come quest’altri, che•ttu or mi note?».",proprio come gli altri che hai elencato per me ora?
fiore_115.csv,«Dico di no: che se Dio fe’ comando,"La risposta è no, perché quando Dio ha ordinato"
fiore_115.csv,"C’on desse tutto a’ poveri, e po’ ’L sieva,","che si dia tutto ai poveri e poi lo si segua,"
fiore_115.csv,"La Sua ’ntenzion non fu in truandando,",La sua intenzione non era di implorare l'elemosina
fiore_115.csv,"E questo intendimento ti ne lieva,",- e tira fuori questa opinione dalla tua testa
fiore_115.csv,"Ma con buon’opere tuttor lavorando,","ma piuttosto lavorando sempre per fini buoni,"
fiore_115.csv,C’uon forte in truandar l’anima grieva.,per un uomo forte che implora pesa la sua anima.
fiore_116.csv,"Ancor una crudel costuma abiamo,",Abbiamo ancora una crudele usanza:
fiore_116.csv,Contra cui no’ prendiamo   la nimistade:,"in verità, tutti noi agiamo"
fiore_116.csv,"Quanti no’ siamo,   in buona veritade,",contro la persona che odiamo
fiore_116.csv,In difamarlo noi ci asottigliamo;,contritando di rovinare la sua reputazione;
fiore_116.csv,"E se, per aventura, noi sapiamo","e se, per caso, impariamo"
fiore_116.csv,"Com’e’ possa venire a dignitade,","come può venire a un posto eccelso,"
fiore_116.csv,"Nascosamente noi facciàn   taglia[t]e,",In segreto abbiamo intenzione di tagliarlo fuori
fiore_116.csv,Sì che di quella via noi ’l ne gittiamo.,e buttarlo fuori strada.
fiore_116.csv,"E ciò facciamo   noi sì tracielato,",E questo lo facciamo segretamente.
fiore_116.csv,"Ch’e’ non saprà per chui l’avrà perduto,",che l'inferno non sa chi l'ha fatto perdere
fiore_116.csv,Infin ch’e’ non ne fia di fuor gittato;,finche' non sara' cacciato via.
fiore_116.csv,"Ché, s’e’ l’avese da prima saputo,","Perche' se l'avesse saputo fin dall'inizio,"
fiore_116.csv,Per aventura e’ si saria scusato,"forse avrebbe trovato un modo per proteggersi,"
fiore_116.csv,Sì ch’i’ ne saria menzonier tenuto».,e quindi sarei considerato un bugiardo.
fiore_117.csv,"«Cotesta mi par gran dislealtate»,","Questo mi sembra essere un grande tradimento,"
fiore_117.csv,"Rispose Amore, «Or non credi tu ’n Cristo?».",Ha risposto Amore. Non credete in Cristo?
fiore_117.csv,"«I’ non, chéd e’ sarà pover, e tristo","Non io, per chi vive per lealtà"
fiore_117.csv,"Colu’, che viverà di lealtade,",sarà povero e triste.
fiore_117.csv,"Sì ch’io non vo’ per me quelle ghignate,",Non voglio certo che mi schernisca.
fiore_117.csv,"Ma, come ched i’ possa, i’ pur aquisto,","ma continuo ad accumulare ricchezze in ogni modo possibile,"
fiore_117.csv,Ché da nessun nonn-è volontier visto,perché nessuno pensa bene
fiore_117.csv,"Colui, che man terrà di Povertate,",della persona che è fedele alla povertà;
fiore_117.csv,"Anzi l’alunga ciascuno, ed incaccia,","anzi, tutti lo tengono lontano e lo cacciano via."
fiore_117.csv,"Già no•lli fia sì amico, né parente,",Non ha amici o parenti.
fiore_117.csv,Ch’egli il vega volontieri in faccia.,che lo guarderebbe volentieri in faccia.
fiore_117.csv,"Sì ch’i’ vogl’anzi c’on mi sia ubidente,","Anche se potrei non piacere a Cristo per questo motivo,"
fiore_117.csv,"Come ch’io a Cristo   ne dispiaccia,",Preferisco che le persone mi ubbidiscano.
fiore_117.csv,Ched eser in servagio della giente.,e non essere servitori di altri.
fiore_118.csv,"Vedete che danari ànno usorieri,","Vedi quanti soldi gli usurai,"
fiore_118.csv,"Siniscalchi, e provosti, e piatitori,","Seneschals, provosts e sindaci hanno!"
fiore_118.csv,Che tutti quanti son gran piatitori:,Sono tutti truffatori.
fiore_118.csv,"E’ si son argogliosi molto, e fieri.",e sono molto orgogliosi e feroci.
fiore_118.csv,"Ancor borghesi, sopra i cavalieri,","Inoltre, tutta la borghesia, a discapito della"
fiore_118.csv,Son ogi tutti quanti venditori,"cavalieri, ora vendete i loro beni"
fiore_118.csv,"Di lor derrate, e aterminatori,","a prezzi gonfiati e a credito,"
fiore_118.csv,"Sì c’ognie gientil huon farà panieri,",affinché ogni nobile venga derubato.
fiore_118.csv,"E’ conviene, ch’e’ vendan casa o terra",Devono vendere la loro casa e la loro terra
fiore_118.csv,"Infin che i borghesi siar pagati,","perché la borghesia possa essere pagata,"
fiore_118.csv,Che giorno e notte gli tegnono in serra.,coloro che giorno e notte tengono stretti i nobili.
fiore_118.csv,"Ma io, che porto panni devisati,","Ma io, che mi vesto in varie vesti,"
fiore_118.csv,"Fo creder lor che ciascheun sì erra,","far credere a ciascuno di loro che gli altri si sbagliano,"
fiore_118.csv,E ’nganno ingannatori   e ingannati.,e inganno sia gli ingannatori che gli ingannati.
fiore_119.csv,"Chi se ’n vuol adirar, sì se n’adiri,","Chi vuole arrabbiarsi, lasci che si arrabbi,"
fiore_119.csv,"Chéd i’ vi pur conterò ognie mio fatto,","perché vi racconterò tutte le mie opere,"
fiore_119.csv,"S’i’ dovess’eser istrutto intrafatto,",anche se dovessi essere immediatamente distrutto
fiore_119.csv,"O morto, a torto, com’ furo i martìri,","o uccisi ingiustamente come i martiri,"
fiore_119.csv,"O discacciato,   com’e’ fu ’l buon siri",o perseguitato proprio come il buon signore
fiore_119.csv,"Guillermo, che di Santo Amor fu stratto,",Guglielmo che era un nativo di St. Amour.
fiore_119.csv,"Così ’l conciò la mogle di Baratto,","In questo modo la moglie di Deceit ha riparato il suo hashish,"
fiore_119.csv,Però ch’e’ mi ronpea   tutti mie’ giri;,Perche' stava rovinando tutti i miei piani ingannevoli.
fiore_119.csv,"Chéd e’ sì fu per lei sì discacciato,","Poiché Guglielmo fu così perseguitato da lei,"
fiore_119.csv,"E sol per verità, ch’e’ sostenea,","e solo per la verità che ha sostenuto,"
fiore_119.csv,Ched e’ fu del reame isbandegiato.,che è stato bandito dal regno.
fiore_119.csv,"De mia vita fe’ libro, e sì legiea","Della mia vita scrisse un libro, e insegnò"
fiore_119.csv,Ch’e’ non volea   ch’i’ gisse mendicato:,che non voleva che andassi a supplicare l'elemosina:
fiore_119.csv,Verso mia madre troppo misprendea!,verso mia madre ha commesso un grave errore!
fiore_120.csv,Questo buonuon volea ch’i’ rinegasse,Questo brav'uomo voleva che rinunciassi
fiore_120.csv,"Mendichità e gisse lavorando,","implorare e andare al lavoro,"
fiore_120.csv,S’i’ non avea che mia vita passando,se non avessi i mezzi per sostenermi
fiore_120.csv,"Potesse, sanza c’altro domandasse.",senza chiedere di più.
fiore_120.csv,A quel consigl’io mai no•m’acordasse:,Non accetterei mai quel consiglio:
fiore_120.csv,Tropp’è gran noia l’andar travagliando.,lavorare è troppo fastidioso!
fiore_120.csv,"Megl’i’amo star davante adorando,",Preferisco continuare ad implorare
fiore_120.csv,Ched i’ a lavorar ma’ faticasse;,piuttosto che stancarmi lavorando.
fiore_120.csv,Ché ’l lavorar sì no•mi può piaciere,"Perche' non posso divertirmi a lavorare,"
fiore_120.csv,"Néd a•cciò consentir no•mi poria,","né potrei accettare di farlo,"
fiore_120.csv,Ché molte volte fallarei in dolere.,perché spesso svenivo dal dolore.
fiore_120.csv,Più amo il manto di Papalardia,Preferisco indossare il mantello dell'ipocrisia.
fiore_120.csv,"Portar, per ciò ch’egl’è magior savere,","perché è la cosa più saggia da fare,"
fiore_120.csv,Ché di lui cuopr’io mia   gran rinaldia.,per con esso I in grado di coprire il mio modo volpe-come.
fiore_121.csv,"I’ sì nonn-ò più cura d’ermitagi,","Non mi preoccupo più degli eremi,"
fiore_121.csv,"Né di star in diserti, né ’n foresta,","o di vivere nei deserti e nelle foreste,"
fiore_121.csv,Ch’e’ vi cade sovente la tenpesta.,dove si verificano spesso tempeste:
fiore_121.csv,"S’i’ chito a San Giovanni que•bboscagi,",così lascio questi luoghi selvaggi a San Giovanni!
fiore_121.csv,"In cittadi, e ’n castella fo mie’ stagi","Rendo la mia umile dimora nelle città e nei castelli,"
fiore_121.csv,Mostrando ched i’ faccia vita agresta;,facendo sembrare che io conduco una vita dura;
fiore_121.csv,"Ma, s’alla villa buon morsel s’aresta,","ma se si trova un bel boccone in città,"
fiore_121.csv,E’ pur convien per forza ch’i’ n’asagi.,Allora devo assaggiarlo di sicuro.
fiore_121.csv,E vo diciendo ch’i’ vo’ fuor del mondo,"E dico quanto sono lontano dalle cose terrene,"
fiore_121.csv,"Per ch’i’ mi giuochi in sale e in palazi,",anche se mi diverto in eleganti camere e palazzi;
fiore_121.csv,"Ma, chi vuol dire vero, i’ mi v’afondo,","anzi, a dire il vero, sono completamente immerso nel mondo."
fiore_121.csv,"S’i’ posso trovar via d’aver grand’agi,","Se riesco a trovare un modo per avere un grande conforto,"
fiore_121.csv,Or siate cierto ch’i’ no•mi nascondo,ora si può essere sicuri che non si nascondono
fiore_122.csv,"Ancor, s’i’ m’intrametto in far   mogliazo,","Inoltre, mi impegno nell'organizzare matrimoni,"
fiore_122.csv,"Altr’or fo paci, altr’or sì son sensale,","a volte sono un pacificatore, altre volte un agente;"
fiore_122.csv,"Manovaldo mi fo, ma quel cotale,","Divento un amministratore, ma chiunque"
fiore_122.csv,"Che mi vi mette, l’abiate per pazo","se me lo fai fare, dovresti considerarlo pazzo,"
fiore_122.csv,"Ché de’ suo’ beni i’ fo torre, e palazo,","perché dalle sue proprietà guadagno torri e palazzi,"
fiore_122.csv,"Over be’ dormitori, o belle sale;","o belle camere da letto e belle sale,"
fiore_122.csv,"Sì che, s’egli à figluol, poco gli vale:","in modo che, se ha un figlio, poco buono suo padre ha proprietà"
fiore_122.csv,I ben’ del padre sì ’l te ne rispazo.,"Lo faro', perche' li spazzo via tutti."
fiore_122.csv,"E, se voi aveste nulla cosa a fare,",E se dovessi fare un affare...
fiore_122.csv,"Intorno di colui, con ch’i’ riparo,","con uno dei miei soci,"
fiore_122.csv,"Diràllami, faròlla capitare.","l'inferno me lo dica, e io l'ho fatto accadere;"
fiore_122.csv,Ma non convien mostrar   ch’e’ vi si’ amaro,ma non devi mostrare il tuo dispiacere
fiore_122.csv,"A larga mente sapermi donare,","per avermi dovuto pagare generosamente,"
fiore_122.csv,Ché ’l mi’ servigio i’ ’l vendo molto caro.,per vendo il mio servizio ad un prezzo molto alto.
fiore_123.csv,"I’ sì son de’ valletti d’Antecristo,","""L'Anticristo è uno dei servitori dell'Anticristo,"""
fiore_123.csv,"Di quel’ ladron’, che dicie la,","uno di quei ladri che, secondo la Bibbia,"
fiore_123.csv,"Ch’e’ fanno molto santa portatura,","hanno un aspetto molto santo,"
fiore_123.csv,E ciaschedun di loro è ipocristo.,e ognuno di loro è un ipocrita.
fiore_123.csv,"Agniol pietoso par, quand’uon l’à visto,","A coloro che lo vedono, sembra un agnello pio,"
fiore_123.csv,Di fora sì fa dolze portatura,così mite è il suo aspetto esteriore;
fiore_123.csv,"Ma egli è dentro lupo, per natura,","ma dentro di lui è un lupo per natura,"
fiore_123.csv,Che divora la giente Giesocristo.,che divora il popolo di Gesù Cristo.
fiore_123.csv,"Così abiamo inpreso mare e terra,","In questo modo abbiamo conquistato terra e mare,"
fiore_123.csv,E sì facciàn per tutto ordinamento:,e così diamo ordini in tutto il mondo:
fiore_123.csv,"Chi no•l’oserva, diamo c’a fede erra.","coloro che non seguono le nostre regole, diciamo che si allontanano dalla fede."
fiore_123.csv,"Tanto facciamo co•nostro tradimento,",Con il nostro tradimento facciamo così tanto
fiore_123.csv,"Che tutto ’l mondo à preso co•noi guerra,",che tutti hanno dichiarato guerra contro di noi;
fiore_123.csv,Ma tutti gli mettiamo a perdimento.,ma siamo in grado di sconfiggerli tutti.
fiore_124.csv,"Sed i’ truovo in cittade o in castello,","Se trovo una città o un castello,"
fiore_124.csv,"Colà ove paterino sia riparato,","in cui un Paterin si rifugia,"
fiore_124.csv,"Crede[n]te ched e’ sia [o] consolato,","che sia un o un ,"
fiore_124.csv,"Od altr’uon, ma’ ch’e’ sia mio ribello,","o chiunque altro, a patto che sia mio nemico,"
fiore_124.csv,"O prete ched e’ sia, o chericiello,",che sia un prete o un giovane chierico
fiore_124.csv,"Che tenga amica, o giolivo parlato,","che ha un amante o un prelato alla ricerca del piacere,"
fiore_124.csv,"E’ convien ch’e’ per me sia gastigato,",Devo punirli tutti.
fiore_124.csv,"Ché ciaschedun mi dubita, sì son fello.","perché tutti mi temono, sono così malvagio."
fiore_124.csv,"Ancor gastigo altressì usurai,","Inoltre, punisco gli usurai,"
fiore_124.csv,"E que’ che sopravendono a credenza,","e quelli che vendono a credito a prezzi gonfiati,"
fiore_124.csv,"Roffiane, et forziere, e bordelai.","Ruffiani, incantesimi e papponi."
fiore_124.csv,E ’n ciascuno i’ ò malivoglenza;,Per ognuno di loro provo grande odio;
fiore_124.csv,"Ma che che duolo tu senti, no ’l dirai,","ma per quanto dolore provi, non ti lamenterai,"
fiore_124.csv,Sì fortemente dotti mia sentenza.,così fortemente temete il mio giudizio.
fiore_125.csv,"Que’, che vorrà canpar del mi’ furore,","Se qualcuno vuole sfuggire alla mia furia,"
fiore_125.csv,Eco qui preste le mie difensioni:,Ecco le armi per difendersi da me:
fiore_125.csv,"Grosse lanprede, over di gran salmoni",lasciarlo portare enormi lampredi o enormi salmoni
fiore_125.csv,"Aporti, lucci, sanza far sentore,","o il luccio, senza che lo si sappia."
fiore_125.csv,"La buona anguilla nonn-è già pegiore,","Una buona anguilla non è male,"
fiore_125.csv,"Alose, o tinche, o buoni   storioni,","shad o tench o qualche buon storione,"
fiore_125.csv,"Torte battute, o tartere, o fiadoni:",torte o pasticcini ripieni o pane dolce:
fiore_125.csv,Queste son cose d’aquistar mi’ amore.,Queste sono cose che guadagneranno il mio amore.
fiore_125.csv,"O s’e’ mi manda ancor grossi cavretti,","O lasciare che mi mandi dei figli grandi,"
fiore_125.csv,"O gran capponi   di muda be•nodriti,","o capponi grandi e ben nutriti che si mutano,"
fiore_125.csv,"O paperi novelli, o coniglietti.",o piccoli gosling e conigli.
fiore_125.csv,"Da ch’e’ ci avrà di ta’ morse’ serviti,","Dopo averci servito quei bocconi,"
fiore_125.csv,No•gli bisognia di far gran disdetti:,l'inferno non ha bisogno di fare grandi scuse:
fiore_125.csv,"Dica ch’è guoco, e giuoca a tutti ’nviti.","lasciare che mi dica a che gioco di giocare, e io lo giocherò."
fiore_126.csv,"Que’, che non pensa d’aver l’armadure,",Coloro che non forniscono le armi difensive
fiore_126.csv,"Ch’i’ v’ò contate, over preziosi vini,",Vi ho accennato - per non parlare dei vini pregiati
fiore_126.csv,"Over di be’ sachetti di fiorini,",o deliziose bustine piene di fiorine
fiore_126.csv,Le mie sentenze   lor fier troppo dure.,Troverà i miei giudizi su di loro molto duri.
fiore_126.csv,"Né non si fidi già in ,","Essi non dovrebbero contare sulle Scritture,"
fiore_126.csv,"Ch’e’ saccian, ché, co•mie’ mastri divini,",perché dovrebbero sapere che i miei teologi
fiore_126.csv,"I’ proverò ched e’ son paterini,","e dimostrerò che sono paterine,"
fiore_126.csv,"E farò lor sentir le gran calure,",e faro' sentire loro i fuochi caldi.
fiore_126.csv,"Od i’ farò almen ch’e’ fien murati,","O almeno li faro' imprigionare,"
fiore_126.csv,"O darò lor sì dure   penitenze,",o dare loro tali dure penitenze
fiore_126.csv,Che me’ lor fora ch’e’ non fosser nati.,che sarebbe meglio se non fossero nati.
fiore_126.csv,"A Prato, ed a Arezo, e a Firenze",A Prato e ad Arezzo e a Firenze
fiore_126.csv,N’ò io distrutti molti e iscacciati:,Distrussi ed esiliai molti di loro:
fiore_126.csv,"Dolente è que’, che cade a mie sentenze».",Doloroso è colui che cade sotto il mio giudizio!
fiore_127.csv,"«Dì, Falsenbiante, per gran cortesia,","Falso sembrare, dimmi per cortesia,"
fiore_127.csv,"Po’ ch’i’ t’ò ritenuto di mia giente,",da quando ti ho accettato tra la mia baronessa
fiore_127.csv,"E ò•tti fatto don sì bel’e giente,",e ti hanno dato un dono così nobile
fiore_127.csv,"Che•ttu sè Re della baratteria,","che sono il re della frode,"
fiore_127.csv,"Afideròmi in te, o è follia?",Dovrei fidarmi di te o e' una follia?
fiore_127.csv,"Fa che•ttu me ne facci conosciente,",Assicurati di farmelo sapere.
fiore_127.csv,"Chéd i’ sarei doman troppo dolente,","perché sarei molto triste domani,"
fiore_127.csv,Se•ttu pensassi a farmi villania».,se stavi progettando di tradirmi.
fiore_127.csv,"«Per Dio merzé, messer, non vi dottate,","Per la misericordia di Dio, mio signore, non abbiate paura,"
fiore_127.csv,"Chéd i’ vi do la fé, tal com’i’ porto,","perché io vi do la mia parola, che è affidabile quanto me,"
fiore_127.csv,Ched i’ vi terrò pura lealtate».,che manterro' la vera lealta' nei tuoi confronti.
fiore_127.csv,"«Allor», sì disse Amor, «ogniò si’  acorto","Poi, ha detto Amore, ciascuno di voi essere veloce"
fiore_127.csv,"D’armarsi con su’ arme devisate,",per armarsi con le sue armi particolari
fiore_127.csv,"E vadasi al castel, che•ssì m’à morto».",e andare al castello che mi ha rovinato.
fiore_128.csv,A l’armadure ciaschedun si prese:,Hanno preso tutte le armi.
fiore_128.csv,E’ sì s’armar co•molto gran valore,"e si armarono di grande forza,"
fiore_128.csv,"Per dar a Gielosia pene e dolore,","per dare gelosia e angoscia,"
fiore_128.csv,Se contra lor stesse alle difese;,se dovesse resistergli.
fiore_128.csv,"Ed alcun prese   scudo, altro pavese,","E alcuni presero uno scudo, altri un pavis,"
fiore_128.csv,"Ispade, e lancie, a molto gran romore,","spade e lance, tutte con un gran grido;"
fiore_128.csv,Diciendo ciaschedun al Die d’Amore,ciascuno che dice il Dio dell'Amore
fiore_128.csv,"Che quelle guardie saran morte, e prese.",che quelle guardie saranno morte e catturate.
fiore_128.csv,"Or sì vi conterò la contenenza,",Ora vi dirò come Falso sembrare
fiore_128.csv,Che Falsenbiante fecie in quella andata,Comportati in quella spedizione
fiore_128.csv,Colla su’ amica Costretta-Astinenza:,con il suo amico Astinenza forzata.
fiore_128.csv,"E’ non menar co•llor già giente armata,","Non hanno portato con sé guerrieri armati,"
fiore_128.csv,"Ma come giente di gran penitenza,","ma come persone con uno sguardo penitente,"
fiore_128.csv,Si mosser per fornir ben lor giornata.,uscirono per compiere il loro compito di giorno.
fiore_129.csv,"Astinenza Costretta, la primera,","Prima di tutto, l'astinenza forzata"
fiore_129.csv,"Sì si vestì di roba di renduta,","indossare un abito da monaca,"
fiore_129.csv,"Velata che non fosse conosciuta,",completo di velo che potrebbe non essere riconosciuto;
fiore_129.csv,Con un i•man faciea preghera;,Teneva in mano un salterio e pregava.
fiore_129.csv,"La ciera sua non parea molto fera,",Il suo volto non sembrava molto feroce;
fiore_129.csv,Anz’era humile e piana divenuta.,"anzi, era diventato umile e modesto;"
fiore_129.csv,Al una filza avea penduta,"aveva attaccato un rosario al suo salterio,"
fiore_129.csv,"Di paternostri, e ’l laccio di fil iera;",ed era legato con filo.
fiore_129.csv,Ed i•mano un bordone di ladorneccio,E nella sua mano portava
fiore_129.csv,"Portava, il qual le donò ser Baratto:","uno staff di ladri, che Ser Deceit le aveva dato:"
fiore_129.csv,"Già non era di melo, né di leccio:",non era fatto di legno di mela o di quercia;
fiore_129.csv,"Il suocier le l’avea tagliato, e fatto;",Suo suocero l'aveva tagliata e modellata per lei.
fiore_129.csv,La scarsella avea piena di forneccio.,La sua borsa era piena di merce rubata.
fiore_129.csv,Ver’ Mala-Bocca andò per darli matto.,E' andata verso Bad Mouth per scaccomarlo.
fiore_130.csv,"Falso-Senbiante, sì com’on di coro,",Proprio come un membro di un ordine religioso
fiore_130.csv,"Religioso, e di santa vita,","o un uomo di vita santa,"
fiore_130.csv,S’aparechiò: e’ si avea vestita,False Seeming si era preparato e aveva indossato per questa occasione
fiore_130.csv,La rob[a] frate Alberto d’Agi-moro;,l'abitudine di Alberto d'Agimore.
fiore_130.csv,Il su’ bordon non fu di secomoro,Il suo staff non era fatto di sicomoro
fiore_130.csv,Ma di gran falsità ben ripulita;,ma di grande e lucida falsità;
fiore_130.csv,La sua scarsella avea pien’ e fornita,la sua borsa era piena e rifornita
fiore_130.csv,Di tradigion più che d’argiento o d’oro;,"con tradimento, più che con oro o argento;"
fiore_130.csv,Ed una al collo tutta sola,"e sopra la sua spalla portava un volume, tutto da solo;"
fiore_130.csv,"Portava, in seno avea rasoio taglente,","dentro la sua camicia aveva un rasoio affilato,"
fiore_130.csv,"Ch’e ’l fecie fabricare a Taglia-gola,","l'ha fatta fare a Tagliagola,"
fiore_130.csv,Di che quel Malabocca maldiciente,e poi l'ha usato per tagliare le calunnie
fiore_130.csv,"Fu poi strangolato, ch’e’ tal gola","Mouth cattivo gola, quello che ha preso grande piacere"
fiore_130.csv,Avea de dir male d’ognie giente.,nel dire cose malvagie su tutti.
fiore_131.csv,Così n’andaro in lor pellegrinagio,"E così i buoni pellegrini, donne e maschi,"
fiore_131.csv,La buona pellegrina e ’l pellegrino;,sono andati in pellegrinaggio;
fiore_131.csv,"Ver’ Mala-Bocca tener lor camino,","si dirigono dritti verso Bad Mouth,"
fiore_131.csv,Ch’e’ troppo ben guardava su’ passagio.,che custodiva molto attentamente il suo cancello.
fiore_131.csv,"E Falsenbiante, malizioso e sagio,",Malicio e saggio Falso Semendo
fiore_131.csv,"Il salutò col capo molto chino,","lo salutava con la testa piegata verso il basso,"
fiore_131.csv,"E’ sì gli dissi: «I’ son mastro divino,","dicendo: Io sono un maestro di teologia,"
fiore_131.csv,Sì siàn venuti a voi per ostellagio».,e siamo venuti a voi per ottenere l'ospitalità.
fiore_131.csv,"Mala-Bocca conobe ben Senbiante,","La Mouth Cattiva ha chiaramente riconosciuto l'apparire,"
fiore_131.csv,Ma non ch’e’•ffose Falso; sì rispuose,"ma non che fosse Falso; così, egli rispose"
fiore_131.csv,C’ostel darebe lor: «Venite avant[e]».,che avrebbe dato loro riparo:
fiore_131.csv,"Ad Astinenza molto mente puose,","Osservava molto da vicino l'Astinenza,"
fiore_131.csv,"Ch’e’ veduta l’avea per volte mante,","perché l'aveva vista molte volte,"
fiore_131.csv,Ma per Costretta già mai no•lla spuose.,ma non la riconobbe come forzata.
fiore_132.csv,Malabocca sì ’nchiede i pellegrini,La Mouth cattiva chiede ai pellegrini
fiore_132.csv,Di loro stato e di lor condizione;,"del loro stato e delle loro condizioni,"
fiore_132.csv,E’ dimandò qual era la cagione,e chiese loro perché
fiore_132.csv,Ch’e’ gli andavan sì matti e sì tapini.,Sembravano così scoraggiati e miserabili.
fiore_132.csv,"Que’ disser: «No’ sì siàn mastri divini,","Dissero: ""Noi siamo padroni della teologia,"
fiore_132.csv,E sì cierchiamo in ognie regione,e così in ogni regione che cerchiamo
fiore_132.csv,"De l’anime, che vanno a perdizione,","anime che sembrano destinate all'inferno,"
fiore_132.csv,Per rimenargli a lor dritti camini.,per riportarli sulla retta via.
fiore_132.csv,Or par che•ssia piaciuto al Salvatore,Ora sembra che abbia soddisfatto il Salvatore
fiore_132.csv,"D’averci qui condotti per vo’ dire,",di averci portati qui per ricordartelo.
fiore_132.csv,E gastigar del vostro grande errore,"del vostro grande peccato e per castigarvi per esso,"
fiore_132.csv,S’e’ vi piacie d’intender e d’udire».,se si desidera imparare su di esso e di ascoltare.
fiore_132.csv,"O fatto, i’ sì son presto d’ubidire».","o fatto, sono pronto ad obbedire."
fiore_133.csv,"Astinenza sì cominciò a parlare,","Poi l'astinenza cominciò a parlare,"
fiore_133.csv,"E disse: «La vertude più sovrana,",dicendo: La virtù più alta
fiore_133.csv,"Che possa aver la criatura humana,",che la creatura umana può avere
fiore_133.csv,Si è della sua lingua rifrenare.,è quello di trattenere la sua lingua.
fiore_133.csv,"Sovr’ogn’altra persona, a noi sì pare,",Ci sembra che questo peccato
fiore_133.csv,Ch’esto peccato in voi fioriscie e grana;,fiori e prospera in voi più che in qualsiasi altro;
fiore_133.csv,"Se no ’l lasciate, egli è cosa ciertana","se non si lascia andare, essa è certo"
fiore_133.csv,"Che nello ’Nferno vi conviene andare,",che andrai all'inferno.
fiore_133.csv,Ché pez’à c’una truffola levaste,Per un po' di tempo fa hai iniziato una voce feroce
fiore_133.csv,"Sopra ’l valetto, che vo’ ben sapete.","riguardo al giovane, lo sai bene:"
fiore_133.csv,Con gran[de] torto voi il difamaste,"l'hai calunniato ingiustamente,"
fiore_133.csv,"Ch’e’ non pensava a•cciò, che vo’ credete.",Perche' non aveva intenzione di fare cio' che pensi che fosse.
fiore_133.csv,"Bellacoglienza tanto ne gravaste,",Hai fatto accuse così pesanti contro Fair Welcome
fiore_133.csv,Ch’ella fu messa là ove vo’ vedete».,che è stata messa là dove potete vederla.
fiore_134.csv,Udendo Mala-Bocca c’Astinenza,Dopo aver sentito il forte rimprovero
fiore_134.csv,"Sì forte il biasimava, e riprendea,","e le critiche che l'Astinenza gli ha dato,"
fiore_134.csv,"Sì•ssi crucciò, e disse ch’e’ volea",Mouth cattivo si è arrabbiato molto e ha detto che voleva
fiore_134.csv,C’andasser fuor   della su’apartenenza:,di lasciare il suo territorio:
fiore_134.csv,«Vo’ credete coprir Bellacoglienza,Pensi di poter cancellare Fair Benvenuto
fiore_134.csv,"Di ciò, che quel valetto far credea.",di quello che il ragazzo stava pensando di fare.
fiore_134.csv,Be•llo dissi e dirò ch’ela volea,"L'ho detto una volta e l'ho detto di nuovo, che voleva"
fiore_134.csv,"Donargli il Fior, e quest’era sua ’ntenza.","per dargli il Fiore, e questa era la sua intenzione."
fiore_134.csv,"Que’ lo ’nnerrò del bascio, quest’è cierto,","Quello non l'ha baciata per sbaglio, che di sicuro si fa:"
fiore_134.csv,"Per ch’i’ vi dico, a voi divinatori,","per cui vi dico, voi chiacchiere eleganti,"
fiore_134.csv,Che questo fatto non fia già coverto.,che questo atto non sarà nascosto.
fiore_134.csv,Vo’ mi parete due inganatori:,Mi sembra che tu sia due ingannatori:
fiore_134.csv,"Andate fuor di casa, che ’n aperto","esci da casa mia, per I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I"
fiore_134.csv,Vi dico ch’i’ non vo’ tapinatori».,vi dico che non voglio truffatori qui.
fiore_135.csv,Falso-Senbiante disse: «Per merzede,Falso sembrare ha detto: Per misericordia
