Original,Translate_de_1
" Come da lei l’udir nostro ebbe triegua, ed ecco l’altra con sì gran fracasso, che somigliò tonar che tosto segua","Als wir sie nicht mehr hörten, siehe, da machte eine andere Stimme einen großen Krach, wie ein Donner, der einem andern folgte."
 «Io sono Aglauro che divenni sasso»,"Ich bin Aglauro, der ich steinig wurde."
" e allor, per ristrignermi al poeta, in destro feci, e non innanzi, il passo",Da trat ich zu Virgil und ging nach rechts und nicht nach vorn.
 Già era l’aura d’ogne parte queta,Die Luft war still zurückgekehrt
 ed el mi disse,Und er sprach zu mir:
 «Quel fu ’l duro camo che dovria l’uom tener dentro a sua meta,"Das war die harte Bremse, die der Mensch in seinen Grenzen halten sollte."
" Ma voi prendete l’esca, sì che l’amo de l’antico avversaro a sé vi tira","Aber ihr nehmt den Köder an, so daß euch die Liebe des Teufels zu sich zieht."
 e però poco val freno o richiamo,und die Bremse oder den Rückruf nützen wenig.
" Chiamavi ’l cielo e ’ntorno vi si gira, mostrandovi le sue bellezze etterne, e l’occhio vostro pur a terra mira","Der Himmel ruft euch und dreht euch um und zeigt euch seine ewigen Attraktionen, und euer Blick ist immer auf die Erde gerichtet."
 onde vi batte chi tutto discerne»,"Darum strafen euch alle, die alles sehen."
" Quanto tra l’ultimar de l’ora terza e ’l principio del dì par de la spera che sempre a guisa di fanciullo scherza, ","Was ist der Raum, der von der Sonne wandert, gleich einem Kind, das spielt, vom Anfang des Tages bis zum Ende der dritten Stunde,"
 tanto pareva già inver’ la sera essere al sol del suo corso rimaso,ebenso war es noch bis zum Abendanfang.
" vespero là, e qui mezza notte era","im Fegefeuer war er der Vesper, und in Italien war es Mitternacht."
" E i raggi ne ferien per mezzo ’l naso, perché per noi girato era sì ’l monte, che già dritti andavamo inver’ l’occaso, ","Und die Sonnenstrahlen schlugen uns ins Gesicht, denn wir drehten uns um den Berg und fuhren direkt nach Westen."
" quand’ io senti’ a me gravar la fronte a lo splendore assai più che di prima, e stupor m’eran le cose non conte","Als ich das Gefühl hatte, von einem helleren Glanz als zuvor zu blenden, war ich erstaunt über das Phänomen, das ich mir nicht erklärt hatte."
" ond’ io levai le mani inver’ la cima de le mie ciglia, e fecimi ’l solecchio, che del soverchio visibile lima",Dann hob ich meine Hände über meine Wimpern und schützte die Augen vor übermäßigem Licht im Vergleich zu meinen Sehvermögen.
" Come quando da l’acqua o da lo specchio salta lo raggio a l’opposita parte, salendo su per lo modo parecchio a quel che scende, ","Wie wenn der Lichtstrahl durch das Wasser oder einen Spiegel reflektiert wird, so dass der Strahl, der steigt, einen Winkel bildet, der dem Winkel des Strahls entspricht, der im Vergleich zur vertikalen Ebene abfällt,"
" e tanto si diparte dal cader de la pietra in igual tratta, sì come mostra esperïenza e arte","entsprechend dem, was Erfahrung und Wissenschaft beweisen"
 così mi parve da luce rifratta quivi dinanzi a me esser percosso,"Also fühlte ich mich, als wäre ich an dieser Stelle von einem reflektierten Licht getroffen worden,"
 per che a fuggir la mia vista fu ratta,"was mich veranlaßte, schnell den Blick abzulenken"
" «Che è quel, dolce padre, a che non posso schermar lo viso tanto che mi vaglia», diss’ io, «e pare inver’ noi esser mosso?»","Ich sagte: ""Was ist das, süßer Vater, vor dem ich meine Augen nicht beschützen kann, ohne geblendet zu werden, und der zu uns zu bewegen scheint?"""
" «Non ti maravigliar s’ancor t’abbaglia la famiglia del cielo», a me rispuose","Er antwortete: ""Wundere dich nicht, wenn die Engel dich noch blenden."""
 «messo è che viene ad invitar ch’om saglia,"Das ist ein himmlischer Bote, der uns einlädt, hinaufzugehen."
" Tosto sarà ch’a veder queste cose non ti fia grave, ma fieti diletto quanto natura a sentir ti dispuose»","Bald wird es dich nicht nur nicht stören, wenn du etwas siehst, sondern es wird dir Freude bereiten, wie sehr dich die Natur dazu veranlaßt hat."
" Poi giunti fummo a l’angel benedetto, con lieta voce disse","Nachdem wir den gesegneten Engel erreicht hatten, sprach er mit freudiger Stimme:"
 «Intrate quinci ad un scaleo vie men che li altri eretto»,"kann man hier auf eine Treppe zugreifen, weniger steil als die anderen."
" Noi montavam, già partiti di linci, e ‘Beati misericordes’ fue cantato retro, e ‘Godi tu che vinci’","Wir gingen hinauf, weit weg von diesem Punkt, und hinter uns wurde gesungen ""Selig die Barmherzigen,"" und ""Genieß du, der siegte."""
 Lo mio maestro e io soli amendue suso andavamo,"Mein Meister und ich, allein, gingen beide hinauf."
" e io pensai, andando, prode acquistar ne le parole sue","Und ich dachte, als ich hinaufging, daß ich durch seine Worte einen Vorteil erkaufte."
 e dirizza’mi a lui sì dimandando,Und ich wandte mich an ihn und fragte ihn so.
" «Che volse dir lo spirto di Romagna, e ‘divieto’ e ‘consorte’ menzionando?»","Was meinte der Geist der Romagna mit ""Ausschluss"" und ""Community""?"
 Per ch’elli a me,Da antwortete er mir.
 «Di sua maggior magagna conosce il danno,Er kennt den Schaden seiner größten Sünde
 e però non s’ammiri se ne riprende perché men si piagna,"Darum soll man sich nicht wundern, wenn man ihn tadelt, daß man nicht trauern sollte."
" Perché s’appuntano i vostri disiri dove per compagnia parte si scema, invidia move il mantaco a’ sospiri","Neid treibt zum Seufzen, denn eure Wünsche konzentrieren sich auf die Güter, deren Besitz schwindet, je mehr sie besitzen."
" Ma se l’amor de la spera supprema torcesse in suso il disiderio vostro, non vi sarebbe al petto quella tema","Wenn aber die Liebe des Empires eure Begierde nach oben richten würde, so hätte die Brust nicht solche Furcht."
" ché, per quanti si dice più lì ‘nostro’, tanto possiede più di ben ciascuno, e più di caritate arde in quel chiostro»","Denn je mehr im Himmel sind die, die Gutes genießen, desto größer ist das Gut, das besessen ist, und desto mehr Liebe brennt an jenem heiligen Orte."
" «Io son d’esser contento più digiuno», diss’ io, «che se mi fosse pria taciuto, e più di dubbio ne la mente aduno","Ich sagte: ""Ich bin noch weit davon entfernt, zufrieden zu sein, als wenn ich dich nicht um etwas gebeten hätte, und in meinem Sinn habe ich noch mehr Zweifel."
" Com’ esser puote ch’un ben, distributo in più posseditor, faccia più ricchi di sé che se da pochi è posseduto?»","Wie kann es sein, dass ein Gut, das unter den meisten Besitzern verteilt wird, diejenigen reicher macht, als wenn es von wenigen genossen würde?"
 Ed elli a me,Und er zu mir
" «Però che tu rificchi la mente pur a le cose terrene, di vera luce tenebre dispicchi","Denn du denkst nur an irdische Güter, daß du aus der Finsternis kommest vom wahren Licht."
" Quello infinito e ineffabil bene che là sù è, così corre ad amore com’ a lucido corpo raggio vene","Das unendliche und unaussprechliche Gut, das da oben im Himmel ist, läuft zur Liebe, gleichwie der Lichtstrahl zu einem glänzenden Leib geht"
 Tanto si dà quanto trova d’ardore,"Je mehr sie sich gewährt, desto mehr findet sie den Eifer der Nächstenliebe"
" sì che, quantunque carità si stende, cresce sovr’ essa l’etterno valore","so daß, je mehr die Liebe eines jeden ist, desto mehr wird das ewige Gut in ihm sein."
" E quanta gente più là sù s’intende, più v’è da bene amare, e più vi s’ama, e come specchio l’uno a l’altro rende","Und je mehr Menschen man da oben liebt, desto besser ist es, zu lieben, und desto mehr wird man lieben, und die Liebe spiegelt sich von einem zum anderen wie das Licht aus einem Spiegel wider."
" E se la mia ragion non ti disfama, vedrai Beatrice, ed ella pienamente ti torrà questa e ciascun’ altra brama","Und wenn dir mein Denken nicht gefällt, so wirst du Beatrice sehen, und sie wird dir das und andere Wünsche erfüllen."
" Procaccia pur che tosto sieno spente, come son già le due, le cinque piaghe, che si richiudon per esser dolente»","Dann beeil dich und lösche die anderen fünf Ps, wie die ersten beiden, die durch deine Reue verschwindet."
" Com’ io voleva dicer ‘Tu m’appaghe’, vidimi giunto in su l’altro girone, sì che tacer mi fer le luci vaghe","Als ich sagen wollte: ""Ich bin zufrieden,"" sah ich mich in den anderen Rahmen wandern, so daß meine begierigen Augen mich zum Schweigen brachten."
" Ivi mi parve in una visïone estatica di sùbito esser tratto, e vedere in un tempio più persone","Dort fühlte ich mich entführt in einer ekstatischen Vision, und ich sah viele Menschen in einem Tempel"
" e una donna, in su l’entrar, con atto dolce di madre dicer","Und ich sah eine Frau an der Tür, die mit der süßen Haltung einer Mutter redete."
" «Figliuol mio, perché hai tu così verso noi fatto? Ecco, dolenti, lo tuo padre e io ti cercavamo»","Und mein Sohn, warum hast du dich uns gegenüber so verhalten? Siehe, dein Vater und ich haben dich gekränkt gesucht."
" E come qui si tacque, ciò che pareva prima, dispario","Und als er schwieg, verschwand der Inhalt dieser Vision."
" Indi m’apparve un’altra con quell’ acque giù per le gote che ’l dolor distilla quando di gran dispetto in altrui nacque, e dir","Und es erschien mir eine andere Frau mit ihrem Gesichte, gefesselt von Tränen, die durch den Schmerz verursacht wurden, der durch einen großen Zorn gegen jemand verursacht wurde, der sagte:"
" «Se tu se’ sire de la villa del cui nome ne’ dèi fu tanta lite, e onde ogne scïenza disfavilla, ","Wenn du Herr bist über die Stadt, auf deren Namen ein großer Streit unter den Göttern war, und aus der alle Erkenntnis stammt,"
" vendica te di quelle braccia ardite ch’abbracciar nostra figlia, o Pisistràto»","Rache an den kühnen Armen, die unsere Tochter umarmten, oder Pisistrat"
" E ’l segnor mi parea, benigno e mite, risponder lei con viso temperato","Und es schien mir, als ob der gütige und milde Herr ihr mit ausgeglichenem Gesicht antwortete."
" «Che farem noi a chi mal ne disira, se quei che ci ama è per noi condannato?», ","Was werden wir tun, wenn wir diejenigen verurteilen, die uns lieben?"
" Poi vidi genti accese in foco d’ira con pietre un giovinetto ancider, forte gridando a sé pur","Und ich sah Leute brennen vom Feuer des Zorns und töteten einen jungen Mann, indem sie ihn steinigten und miteinander laut schrieen."
" «Martira, martira»","TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, TÖTE, T!"
" E lui vedea chinarsi, per la morte che l’aggravava già, inver’ la terra, ma de li occhi facea sempre al ciel porte, ","Und ich sah, wie er sich fast sterbend zur Erde niederbeugte, aber er blickte zum Himmel und betete zu dem HERRN,"
" orando a l’alto Sire, in tanta guerra, che perdonasse a’ suoi persecutori, con quello aspetto che pietà diserra","und so viel Gewalt, daß er seinen Verfolgern verzeihe mit der Gestalt, die gnädig ist."
" Quando l’anima mia tornò di fori a le cose che son fuor di lei vere, io riconobbi i miei non falsi errori","Als meine Seele wieder in sich selbst kam und die wahren Dinge draußen erkannte, erkannte ich, daß ich Visionen von dem wahren Inhalt hatte."
" Lo duca mio, che mi potea vedere far sì com’ om che dal sonno si slega, disse","Mein Meister, der mich wie einen Mann sah, der nach und nach aus dem Schlaf kommt, sagte:"
" «Che hai che non ti puoi tenere, ma se’ venuto più che mezza lega velando li occhi e con le gambe avvolte, a guisa di cui vino o sonno piega?»","Was hast du, das du nicht stehst und mehr als eine halbe Liga mit den verhüllten Augen und den verwirrten Beinen gehst, wie jemand, der von Wein oder Schlaf belastet ist?"
" «O dolce padre mio, se tu m’ascolte, io ti dirò», diss’ io, «ciò che m’apparve quando le gambe mi furon sì tolte»","Und ich sprach: Mein süßer Vater, wenn du mir zuhörst, so will ich dir sagen, was mir erschienen ist, wenn meine Beine nicht standhaft waren."
 Ed ei,Und er
" «Se tu avessi cento larve sovra la faccia, non mi sarian chiuse le tue cogitazion, quantunque parve","Wenn du hundert Masken über deinem Gesicht hättest, so würden deine Gedanken nicht vor mir verborgen sein, so gering sie auch sein mögen."
 Ciò che vedesti fu perché non scuse d’aprir lo core a l’acque de la pace che da l’etterno fonte son diffuse,"Was du gesehen hast, wollte dich veranlassen, nicht zu weigern, das Herz für die Wasser des Friedens zu öffnen, die von der ewigen Quelle ausgegossen werden"
" Non dimandai “Che hai?” per quel che face chi guarda pur con l’occhio che non vede, quando disanimato il corpo giace","Ich fragte dich nicht, was ich habe, wie das, was er sieht, mit dem Auge, das er nicht sieht, wenn der Leib heilig liegt."
 ma dimandai per darti forza al piede,"Aber ich fragte dich, um deinen Schritt zu beschleunigen."
" così frugar conviensi i pigri, lenti ad usar lor vigilia quando riede»","So muss man die Faulen stechen, langsam bewegen, wenn sie wieder aufwachen."
" Noi andavam per lo vespero, attenti oltre quanto potean li occhi allungarsi contra i raggi serotini e lucenti","Wir gingen im Kleid und starrten unsere Augen vor uns her, wie es uns die Lichter der Sonne erlaubten, nieder und hell."
 Ed ecco a poco a poco un fummo farsi verso di noi come la notte oscuro,"Und siehe, bald rückt ein Rauch auf uns zu, dunkel wie die Nacht,"
 né da quello era loco da cansarsi,von welchem man nicht entronnen werden konnte
 Questo ne tolse li occhi e l’aere puro,Und er blendete uns und nahm uns die reine Luft weg.
" Buio d’inferno e di notte privata d’ogne pianeto, sotto pover cielo, quant’ esser può di nuvol tenebrata, ","Die Dunkelheit der Hölle oder eine Nacht ohne Sterne, unter einem dunklen Himmel, wie es sein kann, wenn eine Nacht mit Wolken bedeckt ist,"
" non fece al viso mio sì grosso velo come quel fummo ch’ivi ci coperse, né a sentir di così aspro pelo, che l’occhio stare aperto non sofferse","Und er sah mich nicht wie den Rauch, der uns daselbst umgab, noch ärgerte er meine Augen so, daß ich sie nicht offen halten konnte."
 onde la scorta mia saputa e fida mi s’accostò e l’omero m’offerse,Da trat mein weiser Führer zu mir und bot mir seinen Arm an.
" Sì come cieco va dietro a sua guida per non smarrirsi e per non dar di cozzo in cosa che ’l molesti, o forse ancida,","Wie der Blinde seiner Führung folgt, damit er sich nicht verirrt und ihm etwas anstößt, was ihm weh tut oder ihn vielleicht umbringt,"
"m’andava io per l’aere amaro e sozzo, ascoltando il mio duca che diceva pur","Also ging ich in dieser bitteren und dunklen Luft und hörte meinem Lehrer zu, der zu mir redete allezeit."
 «Guarda che da me tu non sia mozzo»,Lass dich nicht von mir trennen.
" Io sentia voci, e ciascuna pareva pregar per pace e per misericordia l’Agnel di Dio che le peccata leva","Und ich hörte Stimmen, und jeder schien um Frieden und Barmherzigkeit zu beten, das Lamm Gottes, das die Sünden von der Welt wegnimmt."
 Pur ‘Agnus Dei’ eran le loro essordia,"Die ersten Worte waren immer ""Agnus Dei"""
" una parola in tutte era e un modo, sì che parea tra esse ogne concordia","Alle sagten das gleiche und so, dass es eine völlige Eintracht schien"
" «Quei sono spirti, maestro, ch’i’ odo?», diss’ io","Ich sagte: Meister, sind es Geister, die ich höre?"
 Ed elli a me,Und er zu mir
" «Tu vero apprendi, e d’iracundia van solvendo il nodo»","Sag uns die Wahrheit, und sie verbüßen die Strafe für ihre Wut."
" «Or tu chi se’ che ’l nostro fummo fendi, e di noi parli pur come se tue partissi ancor lo tempo per calendi?»","""Wer bist du, der durch den Rauch unseres Fransens geht und von uns redet, als ob du die Zeit noch spaltest?"
 Così per una voce detto fue,So wurde es von einer Stimme gesagt.
 onde ’l maestro mio disse,Da sagte mein Meister:
" «Rispondi, e domanda se quinci si va sùe»","Antworte, und frage, ob es hier oben hinaufgeht."
 E io,Und ich
" «O creatura che ti mondi per tornar bella a colui che ti fece, maraviglia udirai, se mi secondi»","O Seele, die dich reinigt, auf daß du schön werdest zu dem, der dich erschuf, wenn du mir nachfolgst, wirst du etwas Außergewöhnliches hören."
" «Io ti seguiterò quanto mi lece», rispuose","Und er sprach: Ich will dir nachfolgen, solange es mir erlaubt ist."
" «e se veder fummo non lascia, l’udir ci terrà giunti in quella vece»","Und wenn uns der Rauch nicht sehen läßt, so wird uns der Klang der Worte zusammenhalten."
 Allora incominciai,Also fing ich an.
" «Con quella fascia che la morte dissolve men vo suso, e venni qui per l’infernale ambascia","Ich gehe nach oben mit der Hülle, die der Tod auflöst, und kam hierher durch die Hölle"
" E se Dio m’ha in sua grazia rinchiuso, tanto che vuol ch’i’ veggia la sua corte per modo tutto fuor del moderno uso, ","Und wenn Gott mich in seine Gnade aufgenommen hat, so dass er mir sein Königreich auf eine ganz andere Weise als den modernen Gebrauch zeigen will,"
" non mi celar chi fosti anzi la morte, ma dilmi, e dimmi s’i’ vo bene al varco","Verstecke nicht deinen Namen vor deinem Tod, sondern sag es mir und sag mir, ob ich in die richtige Richtung gehe, um zum nächsten Rahmen zu gelangen."
 e tue parole fier le nostre scorte»,und deine Worte werden unser Führer sein.
" «Lombardo fui, e fu’ chiamato Marco","Ich war Lombard, und mein Name war Markus."
" del mondo seppi, e quel valore amai al quale ha or ciascun disteso l’arco","Ich lernte die Welt kennen und liebte die gnädige Tugend, zu der heute ein jeglicher den Bogen ausgebreitet hat."
 Per montar sù dirittamente vai»,"Um nach oben zu gehen, gehen Sie in die richtige Richtung"
" Così rispuose, e soggiunse",So antwortete er und fügte hinzu
 «I’ ti prego che per me prieghi quando sù sarai»,"Ich bitte dich, für mich zu beten, wenn du im Paradies bist."
 E io a lui,Und ich ihm
 «Per fede mi ti lego di far ciò che mi chiedi,"Ich verspreche dir, ich werde tun, was du willst."
" ma io scoppio dentro ad un dubbio, s’io non me ne spiego","Aber ich platze, wenn ich keinen Zweifel loswerden kann, der mich quält."
" Prima era scempio, e ora è fatto doppio ne la sentenza tua, che mi fa certo qui, e altrove, quello ov’ io l’accoppio","Vorher war es ein einfacher Zweifel, und jetzt hat es sich verdoppelt wegen deiner Worte, die mir bestätigen, hier und anderswo, was ich schon gehört habe."
" Lo mondo è ben così tutto diserto d’ogne virtute, come tu mi sone, e di malizia gravido e coverto","Die Welt ist völlig frei von aller gnädigen Tugend, wie du mir sagst, und voll aller Bosheit."
" ma priego che m’addite la cagione, sì ch’i’ la veggia e ch’i’ la mostri altrui","aber ich bitte dich, mir den Grund zu zeigen, damit ich ihn verstehe und den anderen zeige."
" ché nel cielo uno, e un qua giù la pone»","Denn manche setzen sie in den himmlischen Einflüssen, andere in den menschlichen Handlungen."
" Alto sospir, che duolo strinse in «uhi», mise fuor prima","Zuerst seufzte er tief, und dann verwandelte er sich in "
 e poi cominciò,Dann fing es an.
" «Frate, lo mondo è cieco, e tu vien ben da lui","""Bruder, die Welt ist blind, und du zeigst, dass du von dort kommst."""
" Voi che vivete ogne cagion recate pur suso al cielo, pur come se tutto movesse seco di necessitate","Ihr, die ihr am Leben seid, werdet die Ursache alles zum Himmel zurückbringen, als ob es alles bestimmt, was nötig ist."
" Se così fosse, in voi fora distrutto libero arbitrio, e non fora giustizia per ben letizia, e per male aver lutto","Wenn das der Fall wäre, gäbe es keinen freien Willen mehr in euch, und es wäre nicht richtig, für Tugend belohnt zu werden und für Schuld bestraft zu werden."
 Lo cielo i vostri movimenti inizia,"Der Himmel fängt eure Bewegungen an, nicht einmal alle."
" non dico tutti, ma, posto ch’i’ ’l dica, lume v’è dato a bene e a malizia, e libero voler","aber auch wenn ihr dies gesteht, seid ihr imstande, Recht und Unrecht zu unterscheiden, und habt einen freien Willen."
" che, se fatica ne le prime battaglie col ciel dura, poi vince tutto, se ben si notrica","Und wenn er in den ersten Schlachten mit den Astraleinflüssen Schwierigkeiten hat, so gewinnt er alles, wenn es gut ernährt wird."
 A maggior forza e a miglior natura liberi soggiacete,"Ihr seid freier, höherer Gewalt und besserer Natur unterworfen."
" e quella cria la mente in voi, che ’l ciel non ha in sua cura","und erschafft in euch den Verstand, den der Himmel nicht in seiner Macht hat."
" Però, se ’l mondo presente disvia, in voi è la cagione, in voi si cheggia","Darum, wenn die gegenwärtige Welt sündigt, so ist die Vernunft in euch, und es ist euch zuzuschreiben."
 e io te ne sarò or vera spia,Und jetzt werde ich dir einen Beweis geben.
" Esce di mano a lui che la vagheggia prima che sia, a guisa di fanciulla che piangendo e ridendo pargoleggia, l’anima semplicetta che sa nulla, ","Die einfache Seele, die nichts weiß, kommt aus den Händen dessen, der sie liebt, bevor sie gebildet wird, wie ein Mädchen, das weint und lacht, ohne zu wissen, warum,"
" salvo che, mossa da lieto fattore, volontier torna a ciò che la trastulla","es sei denn, von einem glücklichen Schöpfer bewegt, kehrt er gerne zu dem zurück, was ihm Freude bereitet"
 Di picciol bene in pria sente sapore,Zuerst spürt er den Geschmack von Gütern von geringer Bedeutung
" quivi s’inganna, e dietro ad esso corre, se guida o fren non torce suo amore","hier täuscht er sich und rennt ihnen nach, es sei denn, daß eine Führung oder Bremse seine Liebe abwendet."
 Onde convenne legge per fren porre,"Deshalb war es notwendig, mit den Gesetzen zu bremsen."
" convenne rege aver, che discernesse de la vera cittade almen la torre","Es war nötig, einen König zu haben, der zumindest den Turm der wahren Stadt auszeichnete."
" Le leggi son, ma chi pon mano ad esse? Nullo, però che ’l pastor che procede, rugumar può, ma non ha l’unghie fesse","Gibt es Gesetze, aber wer hält sie? Niemand, denn der Hirte, der die Herde leitet, kann brüllen; aber er hat keine Nägel."
" per che la gente, che sua guida vede pur a quel ben fedire ond’ ella è ghiotta, di quel si pasce, e più oltre non chiede","Und das Volk, das seine Führung sieht, nach den irdischen Gütern zu suchen, von denen es eisig ist, ernährt sich von denen und verlangt nichts anderes."
" Ben puoi veder che la mala condotta è la cagion che ’l mondo ha fatto reo, e non natura che ’n voi sia corrotta","Du kannst verstehen, dass der schlechte Führer der Päpste der Grund ist, der die Welt verdorben hat, nicht eure vom Himmel beeinflußte Natur."
" Soleva Roma, che ’l buon mondo feo, due soli aver, che l’una e l’altra strada facean vedere, e del mondo e di Deo","Rom, das die tugendhafte Welt erbaute, war es gewohnt, zwei allein zu haben, die beide Wege der Welt und Gottes anzeigen."
 L’un l’altro ha spento,Der eine hat den anderen ausgeschaltet.
" ed è giunta la spada col pasturale, e l’un con l’altro insieme per viva forza mal convien che vada","und das Schwert hat sich dem Hirtentum angeschlossen, und es ist unvermeidlich, daß die beiden Dinge miteinander böse sind, vereint mit Gewalt."
" però che, giunti, l’un l’altro non teme","Denn vereint, die eine Macht fürchtet nicht die andere"
" se non mi credi, pon mente a la spiga, ch’ogn’ erba si conosce per lo seme","Wenn du mir nicht glaubst, so denke an die Ähren, denn jede Pflanze erkennt sich von ihrem Samen."
" In sul paese ch’Adice e Po riga, solea valore e cortesia trovarsi, prima che Federigo avesse briga","In dem Land, das von Etsch und Po durchquert wird, waren Wert und Höflichkeit üblich, anwesend zu sein, bevor Friedrich II behindert wurde"
" or può sicuramente indi passarsi per qualunque lasciasse, per vergogna di ragionar coi buoni o d’appressarsi","nun kann jeder, der nicht mit den tugendhaften Menschen reden oder sich ihnen nahen will, ohne Furcht dahingehen, um sich zu schämen."
" Ben v’èn tre vecchi ancora in cui rampogna l’antica età la nova, e par lor tardo che Dio a miglior vita li ripogna","Es gibt noch drei alte Männer, in denen das alte Alter das neue zurechtweist, und sie hoffen, dass Gott sie bald in ein besseres Leben bringen wird."
" Currado da Palazzo e ’l buon Gherardo e Guido da Castel, che mei si noma, francescamente, il semplice Lombardo","Corrado da Palazzo, der gute Gherardo und Guido da Castello, die die Franzosen als die einfache Lombardo"
" Dì oggimai che la Chiesa di Roma, per confondere in sé due reggimenti, cade nel fango, e sé brutta e la soma»","Schließe, dass die Kirche von Rom jetzt, um die beiden Kräfte in sich zu konzentrieren, fällt in den Schlamm und schmutzige sich und seine Aufgabe"
" «O Marco mio», diss’ io, «bene argomenti","Ich sagte: ""Mein Markus, du hast recht."""
 e or discerno perché dal retaggio li figli di Levì furono essenti,"Und jetzt verstehe ich, warum die Nachkommen von Levi aus dem Erbteil der Güter ausgeschlossen wurden."
" Ma qual Gherardo è quel che tu per saggio di’ ch’è rimaso de la gente spenta, in rimprovèro del secol selvaggio?»","Aber wer ist der Gerard, den du sagst, dass er als Vorbild für das alte Volk geblieben ist, als Vorwurf für das gefallene Jahrhundert?"
" «O tuo parlar m’inganna, o el mi tenta», rispuose a me",Er sprach zu mir: Deine Worte betrügen mich oder reizen mich.
" «ché, parlandomi tosco, par che del buon Gherardo nulla senta","Denn wenn du mit toskanischem Akzent redest, so scheint es, als wüsstest du nichts von dem guten Gerardus."
" Per altro sopranome io nol conosco, s’io nol togliessi da sua figlia Gaia","Ich kenne ihn nicht durch einen anderen Spitznamen, es sei denn, ich zeige ihn als den Vater von Gaia"
" Dio sia con voi, ché più non vegno vosco","Gott sei mit euch, denn ich kann euch nicht mehr folgen."
" Vedi l’albor che per lo fummo raia già biancheggiare, e me convien partirmi (l’angelo è ivi) prima ch’io li paia»","Sieh das Licht, das durch die Dunkelheit dringt, und es weiß schon, und ich muß mich von euch trennen, ehe ich dem Engel erscheint, der da ist."
" Così tornò, e più non volle udirmi",Also ging er weg und wollte nicht mehr hören.
" Ricorditi, lettor, se mai ne l’alpe ti colse nebbia per la qual vedessi non altrimenti che per pelle talpe, ","Denken Sie daran, Leser, wenn Sie jemals den Nebel in den Bergen überrascht, damit Sie nichts wie ein Maulwurf mit den Augen mit der Haut bedeckt sehen,"
" come, quando i vapori umidi e spessi a diradar cominciansi, la spera del sol debilemente entra per essi","wie die Sonne schwach durch die feuchten und dicken Dämpfe eindringt, wenn diese beginnen, sich abzukühlen"
" e fia la tua imagine leggera in giugnere a veder com’ io rividi lo sole in pria, che già nel corcar era","Und deine Fantasie wird leicht verstehen, wie ich die Sonne erblickte, die nahe bei Sonnenuntergang war."
" Sì, pareggiando i miei co’ passi fidi del mio maestro, usci’ fuor di tal nube ai raggi morti già ne’ bassi lidi","Und da ich meine Schritte an die meines Meisters vertraute, ging ich aus dem Rauch hinaus und sah die Sonnenstrahlen, die schon nahe am Horizont waren."
" O imaginativa che ne rube talvolta sì di fuor, ch’om non s’accorge perché dintorno suonin mille tube, chi move te, se ’l senso non ti porge? ","Oder Fantasie, die uns manchmal von dem ablenkt, was um uns herum passiert, dass man nicht einmal bemerkt, dass sie tausend Trompeten spielen, wer erzeugt dich, wenn du nicht aus einem Gefühl herauskommst?"
" Moveti lume che nel ciel s’informa, per sé o per voler che giù lo scorge","Es erzeugt dir ein Licht, das im Himmel geboren wird, an sich selbst oder durch den göttlichen Willen, der sie zur Erde führt."
" De l’empiezza di lei che mutò forma ne l’uccel ch’a cantar più si diletta, ne l’imagine mia apparve l’orma","In meiner Fantasie erschien die Gestalt der Gottlosen, die sich in den Vogel verwandelte, der am meisten gesungen hat."
" e qui fu la mia mente sì ristretta dentro da sé, che di fuor non venìa cosa che fosse allor da lei ricetta","Und mein Verstand zentrierte sich so sehr, daß nichts von außen kam, das mich ablenken könnte."
" Poi piovve dentro a l’alta fantasia un crucifisso, dispettoso e fero ne la sua vista, e cotal si moria","Dann sah ich in meiner tiefen Fantasie einen gekreuzigten Mann, der voller Bitterkeit aussah und auf diese Weise starb."
" intorno ad esso era il grande Assüero, Estèr sua sposa e ’l giusto Mardoceo, che fu al dire e al far così intero","Und um ihn her war der große König Ahasveros, sein Weib Esther, und der Gerechte Mordechai, der so laut war in seinen Worten und Taten."
" E come questa imagine rompeo sé per sé stessa, a guisa d’una bulla cui manca l’acqua sotto qual si feo, ","Und als dieses Bild von sich selbst verschwand, wie eine Blase, die versagt, weil unter ihr kein Wasser mehr ist,"
" surse in mia visïone una fanciulla piangendo forte, e dicea","Und es erschien in meinem Sinn ein Mädchen, das verzweifelt weinte, und sprach:"
" «O regina, perché per ira hai voluto esser nulla? Ancisa t’hai per non perder Lavina","Warum wolltest du dich wegen deines Zornes umbringen? Du hast dich umgebracht, damit du Lavinia nicht verlierst."
 or m’hai perduta,Jetzt hast du mich wirklich verloren.
" Io son essa che lutto, madre, a la tua pria ch’a l’altrui ruina»","Ich bin hier und trauere, Mutter, vor deinem Verderben und vor dem Verderben anderer."
