id,Original,Translate
1043," Quello infinito e ineffabil bene che là sù è, così corre ad amore com’ a lucido corpo raggio vene",L'illimitato e ineffabile benevolenza che risiede nei Cieli si dirige verso l'amore come un raggio di luce attira il corpo splendente.
1044," Tanto si dà quanto trova d’ardore","Tanto più viene concesso, quanto più è presente l'entusiasmo della carità."
1045," sì che, quantunque carità si stende, cresce sovr’ essa l’etterno valore","A medida que cada uno extiende su caridad, aumenta en él el bien eterno."
1046," E quanta gente più là sù s’intende, più v’è da bene amare, e più vi s’ama, e come specchio l’uno a l’altro rende","Più persone si amano lassù, più c'è di buono da amare e più si ama, come la luce che risuona in uno specchio."
1047," E se la mia ragion non ti disfama, vedrai Beatrice, ed ella pienamente ti torrà questa e ciascun’ altra brama","Se non sei soddisfatto del mio ragionamento, allora Beatrice sarà lì a saziare tutti i tuoi desideri e a soddisfarli completamente."
1048," Procaccia pur che tosto sieno spente, come son già le due, le cinque piaghe, che si richiudon per esser dolente»","Sbrigati a rimuovere le altre cinque P, proprio come hai fatto con le prime due che sono state eliminate per il tuo ravvedimento."
1049," Com’ io voleva dicer ‘Tu m’appaghe’, vidimi giunto in su l’altro girone, sì che tacer mi fer le luci vaghe","Mentre stavo per esprimere la mia soddisfazione, mi trovai in un'altra situazione così sorprendente da farmi rimanere a bocca aperta."
1050," Ivi mi parve in una visïone estatica di sùbito esser tratto, e vedere in un tempio più persone","Come se fosse la visione di un sogno, mi sembrava che un luogo sacro ospitasse molti devoti."
1051," e una donna, in su l’entrar, con atto dolce di madre dicer","C'era una donna sulla porta, con l'espressione dolce di una madre che parlava."
1052," «Figliuol mio, perché hai tu così verso noi fatto? Ecco, dolenti, lo tuo padre e io ti cercavamo»","«Figlio, che cosa ti ha spinto a parlarci in quel modo? Io e tuo padre siamo rimasti molto tristi nel non vederti»"
1053," E come qui si tacque, ciò che pareva prima, dispario","All'istante, la scena si dissolse dalla mente una volta cessato il silenzio."
1054," Indi m’apparve un’altra con quell’ acque giù per le gote che ’l dolor distilla quando di gran dispetto in altrui nacque, e dir","Successivamente, un'altra donna apparve davanti a me con le guance rigate di lacrime scaturite da un grande senso di ira nei confronti di qualcuno, proferendo parole "
1055," «Se tu se’ sire de la villa del cui nome ne’ dèi fu tanta lite, e onde ogne scïenza disfavilla, ","«In tuo dominio è la città per la quale si scatenò una controversia divina, e da cui sono emersi tutti gli insegnamenti del sapere"
1056," vendica te di quelle braccia ardite ch’abbracciar nostra figlia, o Pisistràto»","Vendica quelle temerarie braccia che hanno stretto nostra figlia, o Pisistrato!"
1057," E ’l segnor mi parea, benigno e mite, risponder lei con viso temperato",Sembrava che il benevolo e mite signore replicasse con un'espressione serena.
1058," «Che farem noi a chi mal ne disira, se quei che ci ama è per noi condannato?», ","Cosa dovremmo fare a chi ci vuole del male, se puniamo coloro che ci amano?"
1059," Poi vidi genti accese in foco d’ira con pietre un giovinetto ancider, forte gridando a sé pur","Quando mi voltai vidi un gruppo di persone che lapidavano un giovane, urlanti rabbiosamente a vicenda in preda all'ira."
1060," «Martira, martira»","«Elimina, elimina»"
1061," E lui vedea chinarsi, per la morte che l’aggravava già, inver’ la terra, ma de li occhi facea sempre al ciel porte, ","Stavo osservando mentre lui, morente quasi al limite della sua vita, si piegava a terra ma ancora con lo sguardo rivolto al cielo invocava la benedizione di Dio."
1062," orando a l’alto Sire, in tanta guerra, che perdonasse a’ suoi persecutori, con quello aspetto che pietà diserra","Nonostante tanta violenza subita, con un'aria che suscita pietà, lei perdona i suoi persecutori."
1063," Quando l’anima mia tornò di fori a le cose che son fuor di lei vere, io riconobbi i miei non falsi errori","Quando fui di nuovo in grado di percepire il mondo esterno, mi resi conto che le visioni che avevo avuto erano vere."
1064," Lo duca mio, che mi potea vedere far sì com’ om che dal sonno si slega, disse","Il mio maestro, osservandomi come se stessi svegliandosi lentamente dal sonno, disse"
1065," «Che hai che non ti puoi tenere, ma se’ venuto più che mezza lega velando li occhi e con le gambe avvolte, a guisa di cui vino o sonno piega?»","Hai qualcosa di sbagliato che ti fa camminare zoppicando più di mezza lega, con gli occhi velati e la vista annebbiata, come se fossi stato drogato dal vino o dal sonno?"
1066," «O dolce padre mio, se tu m’ascolte, io ti dirò», diss’ io, «ciò che m’apparve quando le gambe mi furon sì tolte»","Io esclamai ""Ascoltami, caro padre mio! Ti racconterò cosa mi è successo mentre la mia forza mi abbandonava"""
1067," Ed ei",E lui
1068," «Se tu avessi cento larve sovra la faccia, non mi sarian chiuse le tue cogitazion, quantunque parve","»«Anche se tu avessi indossato cento maschere, non saresti riuscito a nascondermi i tuoi più piccoli pensieri.»"
1069," Ciò che vedesti fu perché non scuse d’aprir lo core a l’acque de la pace che da l’etterno fonte son diffuse","Hai visto qualcosa che voleva convincerti a non chiudere il tuo spirito alla pace, sgorgata dalla fonte senza fine."
1070," Non dimandai “Che hai?” per quel che face chi guarda pur con l’occhio che non vede, quando disanimato il corpo giace","Non ti chiesi cosa avessi come fa quello che osserva con l'occhio esterno, quando il corpo è inanimato."
1071," ma dimandai per darti forza al piede",ti chiesi di aumentare il ritmo.
1072," così frugar conviensi i pigri, lenti ad usar lor vigilia quando riede»",Dobbiamo spronare coloro che sono pigri e riluttanti a tirarsi su quando si svegliano.
1073," Noi andavam per lo vespero, attenti oltre quanto potean li occhi allungarsi contra i raggi serotini e lucenti","Camminavamo nella tiepida sera, con i nostri sguardi proiettati avanti illuminati dai raggi di sole basso e luminoso."
1074," Ed ecco a poco a poco un fummo farsi verso di noi come la notte oscuro","Si avvicinava lentamente a noi una cappa di fumo, cupa come la notte."
1075," né da quello era loco da cansarsi",non c'era via d'uscita.
1076," Questo ne tolse li occhi e l’aere puro",Furono accecati e privati dell'aria fresca da questo.
1077," Buio d’inferno e di notte privata d’ogne pianeto, sotto pover cielo, quant’ esser può di nuvol tenebrata, ","Un cielo impenetrabile, talmente fitto da non lasciare intravedere neanche una stella, come quello che si ha in una notte di pioggia o di nebbia; è quanto simile al buio dell'Inferno."
1078," non fece al viso mio sì grosso velo come quel fummo ch’ivi ci coperse, né a sentir di così aspro pelo, che l’occhio stare aperto non sofferse","Non velai la mia vista come il fumo che ci avvolse, né mi arrossarono gli occhi al punto da non riuscire a tenerli aperti."
1079," onde la scorta mia saputa e fida mi s’accostò e l’omero m’offerse",La mia apprezzata guida si avvicinò a me e mi propose il suo sostegno.
1080," Sì come cieco va dietro a sua guida per non smarrirsi e per non dar di cozzo in cosa che ’l molesti, o forse ancida,","Come un cieco si aggrappa alla guida per orientarsi e procedere senza timore di ferirsi o, peggio, di venire ucciso."
1081,"m’andava io per l’aere amaro e sozzo, ascoltando il mio duca che diceva pur","procedendo nell'atmosfera tetra e buia, io ascoltavo il mio insegnante che incessantemente mi esortava ad andare avanti"
1082," «Guarda che da me tu non sia mozzo»",Assicurati di rimanere con me.
1083," Io sentia voci, e ciascuna pareva pregar per pace e per misericordia l’Agnel di Dio che le peccata leva","Sentivo le preghiere di moltitudini, implorando la grazia e la misericordia del Signore al fine di sconfiggere il peccato."
1084," Pur ‘Agnus Dei’ eran le loro essordia",L'espressione iniziale era sempre 'Agnus Dei'.
1085," una parola in tutte era e un modo, sì che parea tra esse ogne concordia","cinque voci parlavano come se fossero una sola, con pieno accordo"
1086," «Quei sono spirti, maestro, ch’i’ odo?», diss’ io",Chiesi al maestro: «Sento la presenza di qualche ente spirituale?»
1087," Ed elli a me",E lui a me
1088," «Tu vero apprendi, e d’iracundia van solvendo il nodo»","Riconosci la verità, e loro devono sopportare le conseguenze del loro sfogo d’ira."
1089," «Or tu chi se’ che ’l nostro fummo fendi, e di noi parli pur come se tue partissi ancor lo tempo per calendi?»","Che ne è di te, che viaggi attraverso la nostra cornice e parli di noi come se fossimo ancora connessi?"
1090," Così per una voce detto fue",Così fu detto da una voce
1091," onde ’l maestro mio disse",Il mio insegnante ha dichiarato allora.
1092," «Rispondi, e domanda se quinci si va sùe»",Potresti chiedere se si può salire da questo lato?
1093," E io",E io
1094," «O creatura che ti mondi per tornar bella a colui che ti fece, maraviglia udirai, se mi secondi»","«O spirito, purificati per risplendere di nuovo davanti a Colui che ti formò; se mi accompagni scoprirai qualcosa di stupefacente.»"
1095," «Io ti seguiterò quanto mi lece», rispuose","»Egli rispose: ""Seguirò fin dove sarò in grado di farlo""."
1096," «e se veder fummo non lascia, l’udir ci terrà giunti in quella vece»","Anche se la foschia ci impedisce di vederci, le nostre parole faranno da collante."
1097," Allora incominciai",Allora iniziai
1098," «Con quella fascia che la morte dissolve men vo suso, e venni qui per l’infernale ambascia","Sto ascendendo con quel carapace che la morte disintegra, e sono giunto fin qui attraverso le fiamme dell'Inferno"
1099," E se Dio m’ha in sua grazia rinchiuso, tanto che vuol ch’i’ veggia la sua corte per modo tutto fuor del moderno uso, ","Se Dio mi ha concesso la Sua benevolenza, al punto da volere che io contempli il Suo regno con occhi diversi da quelli della nostra epoca,"
1100," non mi celar chi fosti anzi la morte, ma dilmi, e dimmi s’i’ vo bene al varco","Non tenermi all'oscuro del tuo nome prima della tua scomparsa, ma fammene partecipe, e dimmi se sto procedendo nella strada giusta per ottenere l'accesso all'ulteriore Cornice."
1101," e tue parole fier le nostre scorte»",Le tue parole serviranno da guida per noi.
1102," «Lombardo fui, e fu’ chiamato Marco","»Il mio nome era Marco, e io provenivo dalla Lombardia."
1103," del mondo seppi, e quel valore amai al quale ha or ciascun disteso l’arco",Conoscevo il mondo e apprezzavo quella gentile virtù che oggi tutti hanno abbracciato.
1104," Per montar sù dirittamente vai»",Dirigiti nella direzione corretta per salire.
1105," Così rispuose, e soggiunse","Lui replicò così, e proseguì dicendo"
1106," «I’ ti prego che per me prieghi quando sù sarai»",Ti prego di ricordarti di me quando sarai nel Regno dei Cieli.
1107," E io a lui","Io, a mia volta, a lui"
1108," «Per fede mi ti lego di far ciò che mi chiedi",»Ti assicuro che rispetterò le tue richieste.
1109," ma io scoppio dentro ad un dubbio, s’io non me ne spiego","se non riesco a liberarmi di una preoccupazione tormentosa, esplodo"
1110," Prima era scempio, e ora è fatto doppio ne la sentenza tua, che mi fa certo qui, e altrove, quello ov’ io l’accoppio","Avevo già sentito parlare di questo dubbio, ma le tue parole lo hanno reso più forte e solido, qui come altrove."
1111," Lo mondo è ben così tutto diserto d’ogne virtute, come tu mi sone, e di malizia gravido e coverto",Tu mi dici che il mondo è del tutto privo di qualsiasi gentilezza e pieno di malizia.
1112," ma priego che m’addite la cagione, sì ch’i’ la veggia e ch’i’ la mostri altrui","per favore, potresti spiegarmi la ragione affinché io possa capirla ed esporla anche ad altri?"
1113," ché nel cielo uno, e un qua giù la pone»","Alcuni attribuiscono le sventure all'influenza del cielo, mentre altri alle azioni degli esseri umani."
1114," Alto sospir, che duolo strinse in «uhi», mise fuor prima","All'inizio emise un sospiro profondo, che poi si è trasformato in un ""uhi""."
1115," e poi cominciò",e poi iniziò
1116," «Frate, lo mondo è cieco, e tu vien ben da lui","»""Fratello, la terra è ottusa ed evidenzi che sei originario da lì""."
1117," Voi che vivete ogne cagion recate pur suso al cielo, pur come se tutto movesse seco di necessitate","Attribuite ogni cosa necessariamente al Cielo, come se fosse una forza vivente che determinasse le vicende della vostra esistenza."
1118," Se così fosse, in voi fora distrutto libero arbitrio, e non fora giustizia per ben letizia, e per male aver lutto","Se ciò fosse vero, il vostro libero arbitrio sarebbe limitato, e non sarebbe giustamente ricompensare la virtù o punire la colpa."
1119," Lo cielo i vostri movimenti inizia","L'Universo guida le vostre azioni,"
1120," non dico tutti, ma, posto ch’i’ ’l dica, lume v’è dato a bene e a malizia, e libero voler","Anche se questo è vero, avete la capacità di discernere tra ciò che è giusto e sbagliato, e una libertà di scelta."
1121," che, se fatica ne le prime battaglie col ciel dura, poi vince tutto, se ben si notrica","Anche se le prime battaglie con gli influssi astrali sono difficili da affrontare, c'è sempre la possibilità di vincere qualunque premio, a condizione di mantenere una buona alimentazione."
1122," A maggior forza e a miglior natura liberi soggiacete","Voi siete soggetti, con libertà, ad una forza superiore e a un'essenza migliore."
1123," e quella cria la mente in voi, che ’l ciel non ha in sua cura","L'intelletto che il cielo non può generare in voi, è creato da essi stessi."
1124," Però, se ’l mondo presente disvia, in voi è la cagione, in voi si cheggia","Se il mondo presente presenta difetti, la responsabilità ricade su di voi e va attribuita a voi."
1125," e io te ne sarò or vera spia",darei una prova al mio proposito adesso
1126," Esce di mano a lui che la vagheggia prima che sia, a guisa di fanciulla che piangendo e ridendo pargoleggia, l’anima semplicetta che sa nulla, ","La semplice anima, ancora ignara di tutto, viene creata e guidata nel mondo dall'amore di Colui che la forma: come se fosse una bambina che ride senza comprendere bene il motivo del proprio giubilo o piange in lacrime inspiegabili."
1127," salvo che, mossa da lieto fattore, volontier torna a ciò che la trastulla","se viene ispirata dal piacere del Creatore, torna con gioia al luogo che le da soddisfazione."
1128," Di picciol bene in pria sente sapore",Per prima cosa provò il gusto dei beni di basso valore.
1129," quivi s’inganna, e dietro ad esso corre, se guida o fren non torce suo amore","Qui c'è chi è ingannato, perseguendo loro senza sosta, a meno che non venga convinto da un mentore o un freno ad allontanare il suo amore mal riposto."
1130," Onde convenne legge per fren porre",Per questo fu necessario regolare le cose con delle leggi
1131," convenne rege aver, che discernesse de la vera cittade almen la torre",Era essenziale che un sovrano identificasse almeno la torre della città reale.
1132," Le leggi son, ma chi pon mano ad esse? Nullo, però che ’l pastor che procede, rugumar può, ma non ha l’unghie fesse","Nessuno ha l'autorità per far rispettare le leggi, poiché il pastore che accompagna il gregge può masticare, ma non è in grado di controllarlo."
1133," per che la gente, che sua guida vede pur a quel ben fedire ond’ ella è ghiotta, di quel si pasce, e più oltre non chiede","La gente, che osserva la sua guida cercare con avidità beni terreni, si sazia di essi e non desidera altro."
1134," Ben puoi veder che la mala condotta è la cagion che ’l mondo ha fatto reo, e non natura che ’n voi sia corrotta","Si può facilmente vedere come la cattiva conduzione dei Papi sia stata alla base del decadimento del mondo, non è per colpa di voi che siete stati influenzati da quello che accade nel Cielo."
1135," Soleva Roma, che ’l buon mondo feo, due soli aver, che l’una e l’altra strada facean vedere, e del mondo e di Deo","La prestigiosa Roma, famosa per aver creato una società moralmente corretta, usava avere due sole figure che rappresentavano entrambe le vie: la via del mondo e quella di Dio."
1136," L’un l’altro ha spento",L'uno ha spento il fuoco dell'altro.
1137," ed è giunta la spada col pasturale, e l’un con l’altro insieme per viva forza mal convien che vada","La spada e il pastorale si sono trovati costretti a convivere, ma la loro unione non poteva essere che un disastro."
1138," però che, giunti, l’un l’altro non teme","Quando sono uniti, nessuno potere ha paura dell'altro."
1139," se non mi credi, pon mente a la spiga, ch’ogn’ erba si conosce per lo seme","pensa all'origine, poiché ogni cosa si riconosce dal suo inizio"
1140," In sul paese ch’Adice e Po riga, solea valore e cortesia trovarsi, prima che Federigo avesse briga","Prima dell'ostacolamento da parte di Federico II, nella regione dove Adige e Po scorrono, erano comuni l'onore e la gentilezza."
1141," or può sicuramente indi passarsi per qualunque lasciasse, per vergogna di ragionar coi buoni o d’appressarsi","Chiunque non desiderasse conversare con persone di elevata moralità o avvicinarvisi, per pudore, può ora farlo senza timori."
1142," Ben v’èn tre vecchi ancora in cui rampogna l’antica età la nova, e par lor tardo che Dio a miglior vita li ripogna","Vi sono ancora tre persone anziane che desiderano ardentemente la loro dipartita, considerando il tempo presente inferiore a quello passato, e confidando nell'aiuto divino perché ciò avvenga in fretta."
1143," Currado da Palazzo e ’l buon Gherardo e Guido da Castel, che mei si noma, francescamente, il semplice Lombardo","Corrado da Palazzo, Gherardo benvoluto e Guido da Castello, conosciuto come il Lombardo dai Francesi."
1144," Dì oggimai che la Chiesa di Roma, per confondere in sé due reggimenti, cade nel fango, e sé brutta e la soma»","Evidenzia che la Chiesa di Roma, cercando di concentrare i due poteri sotto il suo controllo, è caduta in una situazione indecorosa compromettendo così se stessa e le proprie responsabilità."
1145," «O Marco mio», diss’ io, «bene argomenti",»Io esclamai a Marco: «Hai assolutamente ragione!»
1146," e or discerno perché dal retaggio li figli di Levì furono essenti",Ora comprendo perché ai discendenti di Levi non fu concessa l'eredità dei possedimenti.
1147," Ma qual Gherardo è quel che tu per saggio di’ ch’è rimaso de la gente spenta, in rimprovèro del secol selvaggio?»",Chi è Gherardo di cui parli che fa da monito a tutto il vecchio popolo e rappresenta la caduta del mondo moderno?
1148," «O tuo parlar m’inganna, o el mi tenta», rispuose a me",»Lei mi ha detto «Oppure le tue parole sono trabocchetti o stuzzicano la mia curiosità?»
1149," «ché, parlandomi tosco, par che del buon Gherardo nulla senta","parlando con un accento tipico di Toscana, sembra che tu non abbia alcuna conoscenza del caro Gherardo."
1150," Per altro sopranome io nol conosco, s’io nol togliessi da sua figlia Gaia","Io non lo conosco con un altro nome, tranne per identificarlo come il genitore di Gaia."
1151," Dio sia con voi, ché più non vegno vosco","Che Dio vi guidi, non avendo più la possibilità di accompagnarvi."
1152," Vedi l’albor che per lo fummo raia già biancheggiare, e me convien partirmi (l’angelo è ivi) prima ch’io li paia»","Guardo la luce che brilla attraverso le tenebre, ed io devo separarmi da voi prima di comparire all'angelo in piedi li."
1153," Così tornò, e più non volle udirmi",Si allontanò senza ascoltarmi oltre.
1154," Ricorditi, lettor, se mai ne l’alpe ti colse nebbia per la qual vedessi non altrimenti che per pelle talpe, ","Ricorda, lettore, se mai tu ti ritrovi in una nebbia così densa da non poter vedere nulla, come un'ottusata talpa che ha gli occhi ricoperti dalla sua pelle."
1155," come, quando i vapori umidi e spessi a diradar cominciansi, la spera del sol debilemente entra per essi","come i vapori umidi e spessi si diradano, la luce del sole inizia a penetrare debolmente."
1156," e fia la tua imagine leggera in giugnere a veder com’ io rividi lo sole in pria, che già nel corcar era","potrai facilmente figurarti come il sole, che era sul punto di tramontare, comparve davanti a me"
1157," Sì, pareggiando i miei co’ passi fidi del mio maestro, usci’ fuor di tal nube ai raggi morti già ne’ bassi lidi","Ricalcando i passi fiduciosi del mio mentore, uscii dalla nebbia e il sole stava sorgendo all'orizzonte."
1158," O imaginativa che ne rube talvolta sì di fuor, ch’om non s’accorge perché dintorno suonin mille tube, chi move te, se ’l senso non ti porge? ","Oh immaginazione, a volte ci fai così distogliere l'attenzione da quello che sta succedendo intorno a noi che non notiamo nemmeno se si fa sentire il suono di un mille trombe. Ma chi ti ha creato se non dalla sensazioni?"
1159," Moveti lume che nel ciel s’informa, per sé o per voler che giù lo scorge","Genera una luce celestiale che discende sulla Terra, forse per volontà divina."
1160," De l’empiezza di lei che mutò forma ne l’uccel ch’a cantar più si diletta, ne l’imagine mia apparve l’orma","Un'immagine di lei, malvagia, mi apparve nella mia mente ed essa si mutò in un uccello che cantava con piacere."
1161," e qui fu la mia mente sì ristretta dentro da sé, che di fuor non venìa cosa che fosse allor da lei ricetta",La mia mente era così focalizzata che nulla esterno poteva distogliere la mia attenzione.
1162," Poi piovve dentro a l’alta fantasia un crucifisso, dispettoso e fero ne la sua vista, e cotal si moria","Guardai, con un intenso dolore, un uomo crocifisso che moriva sotto un terribile disprezzo. Nell'oscuro mondo della fantasia, questo tragico spettacolo mi colpì nel profondo del cuore."
1163," intorno ad esso era il grande Assüero, Estèr sua sposa e ’l giusto Mardoceo, che fu al dire e al far così intero","Il grande re Assuero, sua moglie Ester e Mardocheo, che agì in modo così giusto con le sue parole e azioni, gli erano intorno."
1164," E come questa imagine rompeo sé per sé stessa, a guisa d’una bulla cui manca l’acqua sotto qual si feo, ",e subito dopo che questa immagine si dissolse come una bolla d'aria sparita quando l'acqua sotto di essa è finita.
1165," surse in mia visïone una fanciulla piangendo forte, e dicea","Un'immagine di una fanciulla in lacrime affiorò improvvisamente alla mia mente, che annunciava con disperazione"
1166," «O regina, perché per ira hai voluto esser nulla? Ancisa t’hai per non perder Lavina","«O regina, perché ti sei tolta la vita a causa della tua furia? Hai preso questa drastica misura per non separarti da Lavinia"
1167," or m’hai perduta",Adesso mi hai davvero persa.
1168," Io son essa che lutto, madre, a la tua pria ch’a l’altrui ruina»","Mamma, mi dispiace più per la tua disgrazia che di qualsiasi altro."
1169," Come si frange il sonno ove di butto nova luce percuote il viso chiuso, che fratto guizza pria che muoia tutto","Come una luce penetra improvvisamente gli occhi chiusi, disturbando il sonno, così svanisce gradualmente poco alla volta."
1170," così l’imaginar mio cadde giuso tosto che lume il volto mi percosse, maggior assai che quel ch’è in nostro uso","In seguito all'arrivo di una luce più accecante della media, l’immaginazione smise di funzionare."
1171," I’ mi volgea per veder ov’ io fosse, quando una voce disse ",":""eccoti!""Mi ero voltato per capire dove mi trovassi quando udii una voce dire: ""Ecco qui sei!""."
1172," «Qui si monta», che da ogne altro intento mi rimosse","«Qui è un luogo di salita», e ciò mi ha distolto da qualsiasi altra intenzione."
1173," e fece la mia voglia tanto pronta di riguardar chi era che parlava, che mai non posa, se non si raffronta","Provai un tale impulso di vedere chi stesse parlando, che non sarei mai riuscito a trattenermi fino a quando non avessi ottenuto la mia curiosità."
1174," Ma come al sol che nostra vista grava e per soverchio sua figura vela, così la mia virtù quivi mancava","La luminosità del sole era così intensa che non riuscivo a vederlo, come la mia capacità visiva sarebbe stata insufficiente."
1175," «Questo è divino spirito, che ne la via da ir sù ne drizza sanza prego, e col suo lume sé medesmo cela","»Questo è un dono divino, che non necessita di preghiere per guidarci sulla strada giusta e adornarla con la sua magnificenza celandoci il suo vero aspetto."
1176," Sì fa con noi, come l’uom si fa sego",Si tratta di noi come si tratterrebbe se stesso.
1177," ché quale aspetta prego e l’uopo vede, malignamente già si mette al nego","Chi nota la necessità di qualcuno ma attende di essere pregato per offrire aiuto, si prepara maliziosamente ad respingere l'aiuto."
1178," Or accordiamo a tanto invito il piede",Vediamo di prendere al volo il suo invito!
1179," procacciam di salir pria che s’abbui, ché poi non si poria, se ’l dì non riede»","Facciamo tutto il possibile per raggiungere la cima prima che scenda l'oscurità, poiché sarebbe impossibile aspettare fino all'alba."
1180," Così disse il mio duca, e io con lui volgemmo i nostri passi ad una scala",Il mio maestro disse così e io lo seguii verso una scala.
1181," e tosto ch’io al primo grado fui, senti’mi presso quasi un muover d’ala e ventarmi nel viso e dir",": ""Sei sulla via giusta""Quando varcai la soglia, le ali di un uccello mi sfiorarono il viso e un soffio di vento accompagnò le parole che sentii dire:""Stai percorrendo la strada giusta""."
1182," ‘Beati pacifici, che son sanz’ ira mala’",Coloro che hanno un atteggiamento mite e non sono vittime di colera cattiva saranno benedetti.
1183," Già eran sovra noi tanto levati li ultimi raggi che la notte segue, che le stelle apparivan da più lati",I colori dell'ultimo sole che lasciava spazio alla notte erano così vivaci che le stelle luminose si intravedevano da ogni angolazione.
1184," ‘O virtù mia, perché sì ti dilegue?’, fra me stesso dicea, ","Pensavo tra me e me 'Oh, come mai la mia forza interiore mi abbandona così?'"
1185," ché mi sentiva la possa de le gambe posta in triegue",sentivo le mie gambe indebolirsi
1186," Noi eravam dove più non saliva la scala sù, ed eravamo affissi, pur come nave ch’a la piaggia arriva","Non potevamo andare oltre, come una nave ormeggiata al suo porto d'arrivo, la scala non ci permetteva di salire."
1187," E io attesi un poco, s’io udissi alcuna cosa nel novo girone",In quel quadro aspettai un po' prima di coglierne qualcosa di mai visto.
1188," poi mi volsi al maestro mio, e dissi",Guardai il mio maestro e gli dissi
1189," «Dolce mio padre, dì, quale offensione si purga qui nel giro dove semo? Se i piè si stanno, non stea tuo sermone»","Oh, caro padre mio, come posso sperimentare la punizione in questa cornice di tempo? Se perduriamo nella calma, non cessare il tuo apporto d'insegnamenti."
1190," Ed elli a me",Lui mi parlava
1191," «L’amor del bene, scemo del suo dover, quiritta si ristora",»Qui si punisce l'amore per la bontà nel caso in cui non venga assolto il proprio compito.
1192," qui si ribatte il mal tardato remo",Qui si rimprovera il remo che è stato troppo lento durante la sua esistenza.
1193," Ma perché più aperto intendi ancora, volgi la mente a me, e prenderai alcun buon frutto di nostra dimora»","Per aiutarti a capire meglio, presta attenzione alle mie parole e trae profitto dal nostro incontro."
1194," «Né creator né creatura mai», cominciò el, «figliuol, fu sanza amore, o naturale o d’animo","«Né il Creatore, né alcuna creatura, mio caro, sono stati mai privi di amore, che sia innato o scelto."
1195," e tu ’l sai",tu ben ne sei consapevole
1196," Lo naturale è sempre sanza errore, ma l’altro puote errar per malo obietto o per troppo o per poco di vigore","L'amore spontaneo è improntato su un comportamento virtuoso, al contrario quello intenzionalmente diretto verso una persona non appropriata e ancora soggetto a essere affievolito o rinforzato in modo errato."
1197," Mentre ch’elli è nel primo ben diretto, e ne’ secondi sé stesso misura, esser non può cagion di mal diletto","Finché l'amore è centrato sulla benevolenza e distribuito in modo equilibrato tra tutti, non ci sarebbero né peccati né compiacimenti."
1198," ma quando al mal si torce, o con più cura o con men che non dee corre nel bene, contra ’l fattore adovra sua fattura","quando si rivolge verso il male piuttosto che nella direzione del bene, con meno o maggior zelo di quanto sarebbe necessario, l'essere umano agisce in opposizione al proprio Creatore."
1199," Quinci comprender puoi ch’esser convene amor sementa in voi d’ogne virtute e d’ogne operazion che merta pene","Tutto ciò che fate, ogni virtù e ogni azione punibile sono dovuti all'amore che nutrite in voi stessi."
1200," Or, perché mai non può da la salute amor del suo subietto volger viso, da l’odio proprio son le cose tute",".In quanto l'amore non può mai ostacolare la salvezza di un individuo, le creature sono protette dall'autodistruzione provocata da sentimenti negativi verso se stesse."
1201," e perché intender non si può diviso, e per sé stante, alcuno esser dal primo, da quello odiare ogne effetto è deciso","In quanto Dio non può essere separato da una qualsiasi creatura e nessuna creatura può sussistere da sola, è impossibile odiare Dio."
1202," Resta, se dividendo bene stimo, che ’l mal che s’ama è del prossimo","Se la mia valutazione è corretta, l'amore diretto verso qualcuno che causa dolore all'altro non desidera il bene del prossimo."
1203," ed esso amor nasce in tre modi in vostro limo",questo amore può prendere vita in tre forme diverse nella vostra natura
1204," È chi, per esser suo vicin soppresso, spera eccellenza, e sol per questo brama ch’el sia di sua grandezza in basso messo","Vi è chi spera di prevalere facendo passare il vicino in secondo piano, desiderando che perda la sua importanza."
1205," è chi podere, grazia, onore e fama teme di perder perch’ altri sormonti, onde s’attrista sì che ’l contrario ama","vi è chi teme di perdere potere, favore, onore e fama se un altro lo supera, per cui si rattrista al punto da desiderare l'opposto"
1206," ed è chi per ingiuria par ch’aonti, sì che si fa de la vendetta ghiotto, e tal convien che ’l male altrui impronti","C'è chi si incupisce a tal punto a seguito di un'offesa, da bramare la vendetta e conseguentemente preparare il male per l'altro."
1207," Questo triforme amor qua giù di sotto si piange",L'amore a tre vie è severamente represso nelle cornici di seguito
1208," or vo’ che tu de l’altro intende, che corre al ben con ordine corrotto",ora voglio che tu pensi a come altri possano cercare di fare del bene in modo errato
1209," Ciascun confusamente un bene apprende nel qual si queti l’animo, e disira","Tutti hanno un'idea vaga di un bene supremo, che possa appagare la loro anima, e lo sognano."
1210," per che di giugner lui ciascun contende",ognuno tenta di riuscire nell'impresa
1211," Se lento amore a lui veder vi tira o a lui acquistar, questa cornice, dopo giusto penter, ve ne martira","Se siete troppo deboli nell'amore da ricercarlo o raggiungerlo, allora questa cornice vi infligge la giusta punizione per i vostri pentimenti."
1212," Altro ben è che non fa l’uom felice",Ci sono cose ben diverse che non possono suscitare la felicità di un uomo.
1213," non è felicità, non è la buona essenza, d’ogne ben frutto e radice","Non è la contentezza autentica, né l'essenza incorrotta che costituiscono sorgente e frutto di ogni bene."
1214," L’amor ch’ad esso troppo s’abbandona, di sovr’ a noi si piange per tre cerchi",Colui che dà troppo spazio ai beni materiali è punito dai Tre Piani Superiori.
1215," ma come tripartito si ragiona, tacciolo, acciò che tu per te ne cerchi»","Ma non voglio rivelarti la struttura tripartita, in modo che tu possa scoprirla da solo."
