Original,Translate_de_1
" Resta, se dividendo bene stimo, che ’l mal che s’ama è del prossimo","Wenn meine Einschätzung richtig ist, möchte die Liebe zu jemandem, der dem anderen Kummer bereitet, nicht das Wohl des Nächsten."
 ed esso amor nasce in tre modi in vostro limo,Diese Liebe kann in drei verschiedenen Formen in eurer Natur lebendig werden
" È chi, per esser suo vicin soppresso, spera eccellenza, e sol per questo brama ch’el sia di sua grandezza in basso messo","Es gibt Menschen, die hoffen, daß sie den Nachbar in den Hintergrund stellen und sich wünschen, daß er seine Bedeutung verliert."
" è chi podere, grazia, onore e fama teme di perder perch’ altri sormonti, onde s’attrista sì che ’l contrario ama","Für den anderen gibt es jemanden, der so betrübt ist, daß er das Gegenteil von dem wünscht, was er für sich wünscht, damit er nicht die Gefahr erleidet, in Macht, Gunst, Ehre und Ruhm überwunden zu werden."
" ed è chi per ingiuria par ch’aonti, sì che si fa de la vendetta ghiotto, e tal convien che ’l male altrui impronti","Es gibt Menschen, die sich wegen einer Verleumdung so ärgern, daß sie sich nach Rache sehnen und dadurch das Böse auf das andere vorbereiten."
 Questo triforme amor qua giù di sotto si piange,Dreiwege-Liebe wird in den folgenden Rahmen stark unterdrückt
" or vo’ che tu de l’altro intende, che corre al ben con ordine corrotto","Jetzt will ich, dass du darüber nachdenkst, wie andere versuchen können, Gutes falsch zu tun."
" Ciascun confusamente un bene apprende nel qual si queti l’animo, e disira","Jeder hat eine vage Vorstellung von einem höchsten Gut, das seine Seele befriedigen kann, und sie träumen davon."
 per che di giugner lui ciascun contende,"Jeder versucht, im Unternehmen erfolgreich zu sein"
" Se lento amore a lui veder vi tira o a lui acquistar, questa cornice, dopo giusto penter, ve ne martira","Wenn ihr in der Liebe zu schwach seid, um ihn zu suchen oder zu erreichen, dann bringt euch dieser Rahmen die richtige Strafe für eure Reue mit sich."
 Altro ben è che non fa l’uom felice,"Es gibt ganz andere Dinge, die das Glück eines Menschen nicht wecken können."
" non è felicità, non è la buona essenza, d’ogne ben frutto e radice","Es ist weder die wahre Zufriedenheit noch das verderbliche Wesen, die Quelle und Frucht aller Guten sind."
" L’amor ch’ad esso troppo s’abbandona, di sovr’ a noi si piange per tre cerchi","Wer zu viel Platz für materielle Güter gibt, wird von den drei Oberen Ebenen bestraft."
" ma come tripartito si ragiona, tacciolo, acciò che tu per te ne cerchi»","Aber ich will dir die dreigliedrige Struktur nicht enthüllen, damit du sie selbst herausfinden kannst."
" Posto avea fine al suo ragionamento l’alto dottore, e attento guardava ne la mia vista s’io parea contento","Nachdem er seine Rede beendet hatte, untersuchte mich der berühmte Lehrer sorgfältig, ob ich zufrieden war."
" e io, cui nova sete ancor frugava, di fuor tacea, e dentro dicea","Als ich draußen still erschien, sehnte ich mich noch danach, zu lernen."
 ‘Forse lo troppo dimandar ch’io fo li grava’,Ich könnte Virgilio mit meiner Fülle von Fragen ärgern.
" Ma quel padre verace, che s’accorse del timido voler che non s’apriva, parlando, di parlare ardir mi porse","Als ich sah, daß ich mein geheimes Verlangen nicht zum Ausdruck brachte, ermunterte mich dieser weise Vater, mich mit seinen Worten zu öffnen."
 Ond’ io,Also rief ich aus.
" «Maestro, il mio veder s’avviva sì nel tuo lume, ch’io discerno chiaro quanto la tua ragion parta o descriva","Mein Blick wurde von deiner Weisheit erleuchtet, so dass ich die Argumente in deiner logischen Analyse deutlich unterscheiden kann."
" Però ti prego, dolce padre caro, che mi dimostri amore, a cui reduci ogne buono operare e ’l suo contraro»","Bitte, lieber Vater, erklären Sie mir die Bedeutung der Liebe, die die Motivation für alle tugendhaften Taten und das Gegenteil darstellt."
" «Drizza», disse, «ver’ me l’agute luci de lo ’ntelletto, e fieti manifesto l’error de’ ciechi che si fanno duci",. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
" L’animo, ch’è creato ad amar presto, ad ogne cosa è mobile che piace, tosto che dal piacere in atto è desto",".Von seiner Natur zu lieben, reagiert die Seele sofort auf alles, was sie angenehm findet, sobald dies vom angenehmen Objekt ausgedrückt wird."
" Vostra apprensiva da esser verace tragge intenzione, e dentro a voi la spiega, sì che l’animo ad essa volger face","Durch eure Fähigkeit zur Intellektuellisierung, ausgehend von einer konkreten Realität und durch die Schaffung eines Bildes in deinem Verstand treibt ihr euch dazu, dieses Objekt in Betracht zu ziehen."
" e se, rivolto, inver’ di lei si piega, quel piegare è amor, quell’ è natura che per piacer di novo in voi si lega","Wenn die Seele auf etwas zugeht, ist es ein Akt der Liebe, und diese spontane Reaktion auf alles, was wir schätzen."
" Poi, come ’l foco movesi in altura per la sua forma ch’è nata a salire là dove più in sua matera dura, ","Wie das Feuer nach oben steigt wegen seiner Natur und bringt es an einen Ort, wo die Materie länger dauern kann,"
" così l’animo preso entra in disire, ch’è moto spiritale, e mai non posa fin che la cosa amata il fa gioire","Die Seele, überwältigt von der Liebe, lässt sich von einem Wirbel des Verlangens tragen, der nur wächst, wenn das geliebte Ding ihm Glück bringt."
 Or ti puote apparer quant’ è nascosa la veritate a la gente ch’avvera ciascun amore in sé laudabil cosa,"Jetzt wird deutlich, wie viele Geheimnisse Personen verbergen, die behaupten, dass jedes Gefühl der Liebe per Definition erhaben ist."
" però che forse appar la sua matera sempre esser buona, ma non ciascun segno è buono, ancor che buona sia la cera»","Es könnte sein, dass seine Materie von Qualität ist, aber nicht alle Siegel garantieren den gleichen Standard, obwohl das Wachs ist ausgezeichnet."
" «Le tue parole e ’l mio seguace ingegno», rispuos’ io lui, «m’hanno amor discoverto, ma ciò m’ha fatto di dubbiar più pregno","Ich sagte zu ihm: ""Deine Worte und mein Durst nach Erkenntnis haben mich verstehen lassen, was Liebe ist, aber das macht mehr Zweifel an mir aufkommen."""
" ché, s’amore è di fuori a noi offerto e l’anima non va con altro piede, se dritta o torta va, non è suo merto»","Wenn die Liebe von der äußeren Umgebung angeboten wird und unsere Seele dem Drang nicht widerstehen kann, darauf zu reagieren, ist es etwas, das ohne Verantwortung für das Urteil oder die Schuld daran geschieht, wie wir uns in dieser Situation verhalten."
 Ed elli a me,Er zu mir und ich zu ihm
" «Quanto ragion qui vede, dir ti poss’ io","Wir können sagen, dass die menschliche Vernunft gemeinsame Schlussfolgerungen hat."
" da indi in là t’aspetta pur a Beatrice, ch’è opra di fede","Für alles, was menschliches Verständnis übersteigt, ist Beatrice der beste Bezugspunkt für uns, denn es erfordert, geglaubt zu werden."
" Ogne forma sustanzïal, che setta è da matera ed è con lei unita, specifica vertute ha in sé colletta, ","Jede Seele, die mit der Materie geeint ist, aber von ihr getrennt bleibt, führt in ihr eine persönliche Einstellung ein."
" la qual sanza operar non è sentita, né si dimostra mai che per effetto, come per verdi fronde in pianta vita","Das Leben in der Pflanze manifestiert sich durch seine Wirkung, wie die grünen Blätter, die auf das Vorhandensein einer erneuerten Kraft."
" Però, là onde vegna lo ’ntelletto de le prime notizie, omo non sape, e de’ primi appetibili l’affetto, ",Der Mensch ist sich des Weges der ersten Grundsätze des Wissens und der Zuneigung zu den primären Gütern nicht bewusst.
 che sono in voi sì come studio in ape di far lo mele,Wie die Honigbiene bist auch du mit einer natürlichen Neigung dazu ausgestattet.
 e questa prima voglia merto di lode o di biasmo non cape,Diese anfängliche Bevorzugung ist weder lobenswert noch zu verurteilen.
" Or perché a questa ogn’ altra si raccoglia, innata v’è la virtù che consiglia, e de l’assenso de’ tener la soglia","Damit sich die anderen an diese Ordnung anpassen, besitzt ihr eine intrinsische Tugend, die Rat gibt und bestimmt, ob ihr die Erlaubnis zum Handeln geben sollt oder nicht."
" Quest’ è ’l principio là onde si piglia ragion di meritare in voi, secondo che buoni e rei amori accoglie e viglia",".Daher kommt euer Verdienst oder Missfallen, je nachdem, wie ihr zwischen edlen und schädlichen Lieben unterscheiden werdet."
" Color che ragionando andaro al fondo, s’accorser d’esta innata libertate","Diejenigen, die sich eingehend mit dieser Frage befassten, erkannten diese angeborene Freiheit."
 però moralità lasciaro al mondo,Sie legten einen ethischen Kodex für die ganze Menschheit fest.
" Onde, poniam che di necessitate surga ogne amor che dentro a voi s’accende, di ritenerlo è in voi la podestate","Selbst wenn die Liebe unvermeidlich erscheint, haben Sie die Fähigkeit, sie zu kontrollieren."
" La nobile virtù Beatrice intende per lo libero arbitrio, e però guarda che l’abbi a mente, s’a parlar ten prende»","Beatrice nennt diese Tugend als ""freier Wille,"" also vergewissere dich, dass du dich daran erinnerst, wenn er sie jemals erwähnen sollte."
" La luna, quasi a mezza notte tarda, facea le stelle a noi parer più rade, fatta com’ un secchion che tuttor arda","Mit dem Licht, das einem glitzernden Kupferstück des Mondes ähnelte, waren die Sterne verdunkelt, als Mitternacht vergangen war."
 e correa contro ’l ciel per quelle strade che ’l sole infiamma allor che quel da Roma tra ’ Sardi e ’ Corsi il vede quando cade,"und ging gegen die von der Sonne genommene Richtung, wenn sie in die räumliche Sicht von Rom zwischen Sardinien und Korsika fällt."
" E quell’ ombra gentil per cui si noma Pietola più che villa mantoana, del mio carcar diposta avea la soma","Pietole ist in der ganzen Region Mantua für diese edle Seele berühmt, die die Last meiner angeblichen Erklärung gelegt hatte."
" per ch’io, che la ragione aperta e piana sovra le mie quistioni avea ricolta, stava com’ om che sonnolento vana","Wie ein Mann, der in seinem Schlaf rumschnüffelt, war ich mit meinen klaren Vorstellungen über diese Dinge verwirrt."
 Ma questa sonnolenza mi fu tolta subitamente da gente che dopo le nostre spalle a noi era già volta,"Meine Taubheit wurde von einigen Figuren, die uns folgten, plötzlich unterbrochen."
" E quale Ismeno già vide e Asopo lungo di sè di notte furia e calca, pur che i Teban di Bacco avesser uopo, ","In der Nacht waren Ismeno und Asop Zeugen einer großen Anzahl von Menschen, die schnell durch ihr Bett liefen, als die Tebaner Bacchus anriefen."
" cotal per quel giron suo passo falca, per quel ch’io vidi di color, venendo, cui buon volere e giusto amor cavalca","zu ChristusMit einem guten Willen und einer gerechten Liebe, die sie trieb, wie ich mit jenen Seelen gesehen habe, die auf Christus gerichtet waren, passten auch sie ihren eigenen Schritt in den Rahmen."
" Tosto fur sovr’ a noi, perché correndo si movea tutta quella turba magna",Die Bewohner aus der ganzen Gegend strömten wegen der Massen von Menschen auf der Flucht schnell auf uns zu.
 e due dinanzi gridavan piangendo,Zwei Menschen kämpften mit Schreien und Schluchzen.
 «Maria corse con fretta a la montagna,Maria flog schnell zu den Bergen.
" e Cesare, per soggiogare Ilerda, punse Marsilia e poi corse in Ispagna»","Cäsar, der Ilerda manipulieren wollte, griff Marseille an und stürzte dann nach Spanien."
" «Ratto, ratto, che ’l tempo non si perda per poco amor», gridavan li altri appresso, ","Die anderen hinter ihnen schrien: ""Lass uns nicht zögern, wir halten nicht an wegen der Gefühllosigkeit!"
 «che studio di ben far grazia rinverda»,"Versuchen wir, Güte mit Hingabe zu entwickeln."
" «O gente in cui fervore aguto adesso ricompie forse negligenza e indugio da voi per tepidezza in ben far messo, ","O Menschen, in denen jetzt ein lebendiges Engagement besteht, mögen die Trägheit und die Rückständigkeit, die ihr mit lauwarmem Interesse an dem Tun des Guten gezeigt habt, vergelten."
" questi che vive, e certo i’ non vi bugio, vuole andar sù, pur che ’l sol ne riluca","Wer am Leben ist, dessen will ich euch nicht belügen, der will aufsteigen, wenn die Sonne wieder anfängt zu leuchten."
 però ne dite ond’ è presso il pertugio»,Wie ist die Position des nächsten Durchgangs?
 Parole furon queste del mio duca,Meine Worte wurden von meinem Führer gesprochen.
 e un di quelli spirti disse,einer der Geister sprach
" «Vieni di retro a noi, e troverai la buca",Folgen Sie unseren Fußstapfen und entdecken Sie den Weg.
" Noi siam di voglia a muoverci sì pieni, che restar non potem","Wir haben so viel Energie, dass wir nicht stillstehen können."
" però perdona, se villania nostra giustizia tieni","Wenn du glaubst, dass unsere Höflichkeit als Ungerechtigkeit angesehen wurde, dann vergib uns bitte."
" Io fui abate in San Zeno a Verona sotto lo ’mperio del buon Barbarossa, di cui dolente ancor Milan ragiona",Während der Herrschaft von Federico Barbarossa übernahm ich das Amt des Abt der Basilika von San Zeno in Verona. Noch heute beklagt die Stadt Mailand schmerzhaft ihre Abreise.
" E tale ha già l’un piè dentro la fossa, che tosto piangerà quel monastero, e tristo fia d’avere avuta possa","Er stirbt bereits, und bald wird er seine Verbindung zum Kloster bereuen und sich traurig fühlen, weil er so viel Macht über den Ort hatte."
" perché suo figlio, mal del corpo intero, e de la mente peggio, e che mal nacque, ha posto in loco di suo pastor vero»","Statt das Kind zu ernennen, um die Aufgabe zu erfüllen, hat die Person jeden anderen, der qualifiziert und tauglich war, zum Abt ernannt, da sein Kind sowohl im Körper als auch im Geist behindert und nicht für die Stellung geeignet war."
" Io non so se più disse o s’ei si tacque, tant’ era già di là da noi trascorso","Ich weiß nicht, ob er etwas anderes zu sagen hatte, oder ob er schon zu weit gegangen war, da wir ihn nicht mehr hören konnten."
" ma questo intesi, e ritener mi piacque","Ich spürte das und beschloss, es zu registrieren."
 E quei che m’era ad ogne uopo soccorso disse,"Der, der immer für mich da war, rief aus"
 «Volgiti qua,Drehen Sie in diese Richtung.
 vedine due venir dando a l’accidïa di morso»,"Hier sind zwei Leute, die die Schuld an der Veruntreuung tragen."
 Di retro a tutti dicean,"Dass ich der Beste bin. Es hieß, ich wäre die Nummer eins von allen."
" «Prima fue morta la gente a cui il mar s’aperse, che vedesse Iordan le rede sue","Bevor die Nachkommen des Volkes, das das Rote Meer überquert hatte, den Jordan erreichten, war es bereits verschwunden."
" E quella che l’affanno non sofferse fino a la fine col figlio d’Anchise, sé stessa a vita sanza gloria offerse»","Derjenige, der den Mühen der Reise mit Anceo nach Italien nicht standhält, zog sich ein ehrloses Schicksal an."
" Poi quando fuor da noi tanto divise quell’ ombre, che veder più non potiersi, ","Als diese Seelen sich entfernt hatten, bis sie hörbar wurden,"
" novo pensiero dentro a me si mise, del qual più altri nacquero e diversi","Eine Idee ist mir in den Sinn gekommen, die viele andere Überlegungen hervorgebracht hat."
" e tanto d’uno in altro vaneggiai, che li occhi per vaghezza ricopersi, e ’l pensamento in sogno trasmutai","Ich sprach so unaufrichtig von einer Seite zur anderen, dass ich erschöpft, meine Augen geschlossen und meine Gedanken in Träume verwandelte."
" Ne l’ora che non può ’l calor dïurno intepidar più ’l freddo de la luna, vinto da terra, ","Wenn die brennende Helligkeit der Sonne die Kälte der Mondstrahlen, die durch die eisige Atmosphäre der Erde zerstreut wird, nicht mehr abmildern kann."
 e talor da Saturno ,manchmal aus dem Saturn
" —quando i geomanti lor Maggior Fortuna veggiono in orïente, innanzi a l’alba, surger per via che poco le sta bruna—,","Die Erscheinung des Glücks Maior im Osten vor Sonnenaufgang, die dann von den Strahlen der Sonne überwältigt wird, ist ein Spektakel, das den Geomanten bekannt ist."
"  mi venne in sogno una femmina balba, ne li occhi guercia, e sovra i piè distorta, con le man monche, e di colore scialba","In dem Alptraum, den ich hatte, tauchte eine blasse Frau mit finsteren Augen und finsteren Beinen zu mir und stotterte, während ihre Glieder zusammenbrachen."
 Io la mirava,Ich wollte sie beobachten.
" e come ’l sol conforta le fredde membra che la notte aggrava, così lo sguardo mio le facea scorta la lingua, ","Wie die Sonne in der Nacht Wärme in die vernebelten Glieder bringt, so kehrte meine Gegenwart ihre Worte wieder auf."
" e poscia tutta la drizzava in poco d’ora, e lo smarrito volto, com’ amor vuol, così le colorava","Und dann, sehr schnell, brachte er sie zum Lachen und belebte ihr blasses Aussehen mit dem Glanz, den die Liebe verlangte."
" Poi ch’ell’ avea ’l parlar così disciolto, cominciava a cantar sì, che con pena da lei avrei mio intento rivolto","Da er ein loses Gespräch gekauft hatte, begann er, so spannend zu singen, daß es für mich unmöglich war, ihnen meine Aufmerksamkeit zu nehmen."
" «Io son», cantava, «io son dolce serena, che ’ marinari in mezzo mar dismago","Ich sang meine verzaubernde Melodie, die die Seeleute auf dem großen Ozean faszinierte."
 tanto son di piacere a sentir piena,Sie sind angenehm zu hören
 Io volsi Ulisse del suo cammin vago al canto mio,"Mit meinem Gesang entfernte ich Odysseus, obwohl er seine Reise fortsetzen wollte."
" e qual meco s’ausa, rado sen parte","Jeder, der mit mir vertraut ist, kann mich kaum ablenken."
 sì tutto l’appago»,Ich bin sehr zufrieden mit ihm.
" Ancor non era sua bocca richiusa, quand’ una donna apparve santa e presta lunghesso me per far colei confusa","Pechliche KreaturIhr Mund war noch offen, als eine gottesfürchtige und fürsorgliche Frau an meiner Seite erschien, bereit, dem unglücklichen Geschöpf Trost und Ermunterung zu bieten."
" «O Virgilio, Virgilio, chi è questa?», fieramente dicea","Sie fragte stolz nach Virgilio, Virgilio, wer ist die Küste?"
 ed el venìa con li occhi fitti pur in quella onesta,Frau Er näherte sich und blickte auf die Ehrlichkeit dieser Frau.
" L’altra prendea, e dinanzi l’apria fendendo i drappi, e mostravami ’l ventre","Virgil schnappte sich den anderen und zerriss seinen vorderen Teil des Gewandes, indem er seinen Bauch auf mich legte."
 quel mi svegliò col puzzo che n’uscia,Sein Geruch weckte mich auf
" Io mossi li occhi, e ’l buon maestro","Als er mich lächelte, schaute ich auf den guten Lehrer, und er lächelte zu mir."
" «Almen tre voci t’ho messe», dicea, ","Er sagte, er hätte versucht, dich mindestens dreimal zu erreichen."
 «Surgi e vieni,"Ich komme, steh auf und komm, ich komme!"""
 troviam l’aperta per la qual tu entre»,"Wir suchen einen Weg, um zum nächsten Rahmen zu gelangen."
" Sù mi levai, e tutti eran già pieni de l’alto dì i giron del sacro monte, e andavam col sol novo a le reni","Als ich aufstand, erleuchtete die Sonne, die bereits am Himmel stand, die Rahmen des heiligen Berges, während wir gingen und ihn hinter unserem Rücken hielten."
" Seguendo lui, portava la mia fronte come colui che l’ha di pensier carca, che fa di sé un mezzo arco di ponte","Ich hielt einen unwiderstehlichen Ausdruck wie Virgilio, ein Herz, das mit vielen Gedanken belastet war, die ihn in einen Bogen einer Brücke verwandelten."
 quand’ io udi’ ,"seinen Ruf, als ich seinen Ruf hörte"
 «Venite qui si varca» ,"Gehen Sie, die Tür ist offen."
" parlare in modo soave e benigno, qual non si sente in questa mortal marca","Mit einer Melodie, die so zärtlich und ermunternd ist, wie niemand sonst in dieser irdischen Welt hören kann."
" Con l’ali aperte, che parean di cigno, volseci in sù colui che sì parlonne tra due pareti del duro macigno","Derjenige, der von uns redete, indem er seine kandidierenden Flügel wie ein Schwan öffnete, führte uns, zwischen den beiden massiven Klippen des Berges aufzusteigen."
" Mosse le penne poi e ventilonne, ‘Qui lugent’ affermando esser beati, ch’avran di consolar l’anime donne","Nachdem er die Federn bewegt und einen Wind verursacht hatte, sagte er, daß es Segnungen für die gibt, die weinen; denn sie werden Seelen mit der Kraft haben, zu trösten."
" «Che hai che pur inver’ la terra guati?», la guida mia incominciò a dirmi, ","Mein Führer fing an, mich zu verhören, aber warum schaust du nur nach unten?"
 poco amendue da l’angel sormontati,"Nachdem wir den Engel kennengelernt hatten, stiegen wir etwas höher."
 E io,Ich war dort. Ich war dabei.
" «Con tanta sospeccion fa irmi novella visïon ch’a sé mi piega, sì ch’io non posso dal pensar partirmi»","Ich hatte einen Traum, der mich in eine unsichere Lage gebracht hat, so dass ich ihn nicht vergessen kann, und das veranlasst mich, mit Furcht weiterzumachen."
" «Vedesti», disse, «quell’antica strega che sola sovr’ a noi omai si piagne","Er sagte: ""Ihr habt die alte Hexe wahrgenommen, die sich der Sünde schuldig gemacht hat, die wir begangen haben."""
 vedesti come l’uom da lei si slega,"Ist dir aufgefallen, wie es möglich ist, dass der Mensch frei ist?"
" Bastiti, e batti a terra le calcagne","Beeilen Sie sich jetzt, das ist genug."
 li occhi rivolgi al logoro che gira lo rege etterno con le rote magne»,"lenke deine Aufmerksamkeit auf die Glocke, die der Ewige König mit himmlischen Rädern läutet."
" Quale ’l falcon, che prima a’ pié si mira, indi si volge al grido e si protende per lo disio del pasto che là il tira, tal mi fec’ io","Indem ich das Beispiel des Falken anrief, der die Erde erforscht, bevor er den Ruf seines Herrn erhörte und sehnsüchtig nach seiner Nahrung flog, wandte ich mich selbst an die Situation."
" e tal, quanto si fende la roccia per dar via a chi va suso, n’andai infin dove ’l cerchiar si prende","Mit großer Sorgfalt gehen Sie die Treppe in den Felsen geschnitzt, bis Sie den Ausgangspunkt des Vierten Rahmen erreichen."
" Com’ io nel quinto giro fui dischiuso, vidi gente per esso che piangea, giacendo a terra tutta volta in giuso","Als ich im letzten Raum auftauchte, die letzten verzweifelten Seelen, streckte er alle mit seinem Gesicht nach unten."
" ‘Adhaesit pavimento anima mea’ sentia dir lor con sì alti sospiri, che la parola a pena s’intendea","Sie erzählten mit so durchdringenden Stöhnen, dass ""Meine Seele sich der Erde angeschlossen hat,"" so dass sie ihre Worte kaum unterscheiden konnten."
" «O eletti di Dio, li cui soffriri e giustizia e speranza fa men duri, drizzate noi verso li alti saliri»","""Fahrt uns, von Gott auserwählte Seelen, damit wir dem Leiden entgehen können durch Gerechtigkeit und Optimismus in Richtung auf die nächste Ebene des Lebens."""
" «Se voi venite dal giacer sicuri, e volete trovar la via più tosto, le vostre destre sien sempre di fori»","Wenn Sie nicht gezwungen sind, am Boden zu bleiben und Ihr Ziel so schnell wie möglich zu erreichen, gehen Sie mit der rechten Flanke nach außen des Rahmens."
" Così pregò ’l poeta, e sì risposto poco dinanzi a noi ne fu","Virgilio betete, und die Antwort kam aus nächster Nähe."
" per ch’io nel parlare avvisai l’altro nascosto, e volsi li occhi a li occhi al segnor mio","Nachdem ich erkannt hatte, daß der andere etwas anderes sagen wollte, hob ich meine Augen auf meinen Mentor."
 ond’ elli m’assentì con lieto cenno ciò che chiedea la vista del disio,"Mit einem Lächeln gab er mir das Okay für das, was ich mit den Augen fragte."
" Poi ch’io potei di me fare a mio senno, trassimi sovra quella creatura le cui parole pria notar mi fenno, dicendo",":Als ich in der Lage war, nach meinen Wünschen zu handeln, floss mir neue Energie ein, dank der Worte, die die Entdeckung meiner wahren Identität geleitet hatten, indem ich sagte:"
" «Spirto in cui pianger matura quel sanza ’l quale a Dio tornar non pòssi, sosta un poco per me tua maggior cura","DER Geist, in dem Tränen helfen, über den Verlust nachzudenken, der nötig ist, um vor den Schöpfer zurückzukehren, gib mir einen Augenblick für deine größere Sorge."
" Chi fosti e perché vòlti avete i dossi al sù, mi dì, e se vuo’ ch’io t’impetri cosa di là ond’ io vivendo mossi»","Wer warst du in der Vergangenheit und warum schaust du nach oben? Wenn du willst, dass ich etwas von dieser Welt bekomme, in der ich lebe, dann lass es mich wissen."
 Ed elli a me,Er und ich
" «Perché i nostri diretri rivolga il cielo a sé, saprai","Wenn wir uns von der Liebe befreien, werden wir verstehen, warum sich die Firma von uns abwendet, sobald die Kette der Zuneigung gebrochen ist."
 ma prima scias quod ego fui successor Petri,"Vor allem solltest du wissen, daß ich Petrus als Nachfolger folgte."
" Intra Sïestri e Chiaveri s’adima una fiumana bella, e del suo nome lo titol del mio sangue fa sua cima","Ein schöner Wasserlauf von Sestri Levante nach Chiavari, und mein Haus zeigt seinen Namen im oberen Teil des Familienwappens."
" Un mese e poco più prova’ io come pesa il gran manto a chi dal fango il guarda, che piuma sembran tutte l’altre some",". Ich habe gelernt, für etwas mehr als einen Monat, wie schwer es ist, die Rolle des Papstes hoch zu halten und Korruption zu vermeiden; mit allen anderen schweren Aufgaben im Vergleich schienen sie leicht wie eine Feder."
" La mia conversïone, omè, ","Ach, meine Verwandlung."
fu tarda,Er kam zu spät.
" ma, come fatto fui roman pastore, così scopersi la vita bugiarda","Sobald ich die Rolle des Papstes übernommen hatte, erkannte ich, wie irreführend meine Vergangenheit war."
" Vidi che lì non s’acquetava il core, né più salir potiesi in quella vita","Ich wusste, dass mein Standpunkt mich nicht zufriedenstellte, und es gab keine Möglichkeit, eine größere Anerkennung anzustreben."
 per che di questa in me s’accese amore,Dann wandte ich mich mit Zuneigung an das ewige Dasein.
" Fino a quel punto misera e partita da Dio anima fui, del tutto avara","und Groll Bis dahin war ich von Gott vernachlässigt worden, von Habgier vergiftet und voller Groll."
" or, come vedi, qui ne son punita","Wie du siehst, reduzieren wir das Urteil proportional."
" Quel ch’avarizia fa, qui si dichiara in purgazion de l’anime converse",.Das Beispiel der Strafe für bekehrte Seelen bezeugt den bösen Einfluss von Gier.
 e nulla pena il monte ha più amara,"Es gibt keinen größeren Schmerz für den Berg, als das hier ist."
" Sì come l’occhio nostro non s’aderse in alto, fisso a le cose terrene, così giustizia qui a terra il merse","Ohne einen Blick auf den Himmel, der von irdischen Besitztümern blockiert wird, hat die göttliche Gerechtigkeit sie nach unten stürzen lassen."
" Come avarizia spense a ciascun bene lo nostro amore, onde operar perdési, ","Die Gier schmälerte unsere Liebe zu geistigen Gütern so sehr, daß wir nicht mehr Gutes tun konnten."
" così giustizia qui stretti ne tene, ne’ piedi e ne le man legati e presi","Die Gerechtigkeit hält uns hier fest, mit Händen und Füßen."
" e quanto fia piacer del giusto Sire, tanto staremo immobili e distesi»","Wir werden stehen und auf dem Boden liegen, solange der gerechte Herr will."
 Io m’era inginocchiato e volea dire,"Ich kniete nieder, um zu reden."
" ma com’ io cominciai ed el s’accorse, solo ascoltando, del mio reverire, ","Als ich anfing zu sprechen und einfach zuzuhören, bemerkte ich meine Vorliebe."
" «Qual cagion», disse, «in giù così ti torse?»","Er fragte: ""Was hat dich dazu gebracht, dich so zu verbeugen?"""
 E io a lui,Ihm auch.
 «Per vostra dignitate mia coscïenza dritto mi rimorse»,In eurer unvergleichlichen Majestät hielt er mich nieder.
" «Drizza le gambe, lèvati sù, frate», rispuose","Er sagte: ""Nimm dich hoch, Bruder, richte deinen Rücken!"""
 «non errar,Mach keinen Fehler.
 conservo sono teco e con li altri ad una podestate,Wir alle unterliegen der gleichen Autorität wie du und die anderen hier.
" Se mai quel santo evangelico suono che dice ‘Neque nubent’ intendesti, ben puoi veder perch’ io così ragiono","Du verstehst, warum ich das sage, wenn du das evangelische Sprichwort verstanden hast, das besagt: ""Man heiratet nicht."""
 Vattene omai,Verschwinde!
 non vo’ che più t’arresti,"Ich will nicht, dass er länger bleibt."
" ché la tua stanza mio pianger disagia, col qual maturo ciò che tu dicesti","Denn wenn du hier bleibst, schränkt das meine Fähigkeit ein, das zu verarbeiten, was du vorher gesagt hast."
" Nepote ho io di là c’ha nome Alagia, buona da sé, pur che la nostra casa non faccia lei per essempro malvagia","Alagie, meine Enkelin auf der Erde, ist von großer Tugend, aber unsere Familie muss darauf achten, sie nicht in eine böse Person mit ihrem falschen Vorbild zu verwandeln."
 e questa sola di là m’è rimasa»,Ich war allein mit ihr in der Welt.
 Contra miglior voler voler mal pugna,Der Wille kann vergeblich gegen eine höhere Kraft kämpfen.
" onde contra ’l piacer mio, per piacerli, trassi de l’acqua non sazia la spugna","Obwohl ich zögerlich war, zog ich den Schwamm aus dem Wasser, um Kaiser Hadrian V. zu befriedigen."
 Mossimi,Ich ging von diesem Ort weg.
" e ’l duca mio si mosse per li luoghi spediti pur lungo la roccia, come si va per muro stretto a’ merli","Und mein Meister wanderte in den offenen Raum entlang der felsigen Wand, wie ein Entdecker, der auf den Tribünen eines rasanten Schlosses an den Amseln wanderte."
" ché la gente che fonde a goccia a goccia per li occhi il mal che tutto ’l mondo occupa, da l’altra parte in fuor troppo s’approccia","Diejenigen, die wegen einer größeren Welt weinen, sind in der Nähe der Schwelle des Universums positioniert."
" Maladetta sie tu, antica lupa, che più che tutte l’altre bestie hai preda per la tua fame sanza fine cupa","Verflucht seist du, alter Wolf, ebenso wie der Rest deiner schrecklichen Beute, die deine durstige und unerschöpfliche Begierde ernährt."
