id,Original,Translate
1126," Prima era scempio, e ora è fatto doppio ne la sentenza tua, che mi fa certo qui, e altrove, quello ov’ io l’accoppio","Prima era un dubbio semplice, mentre ora è raddoppiato a causa delle tue parole, che mi confermano, qui e altrove, ciò che ho già udito "
1127," Lo mondo è ben così tutto diserto d’ogne virtute, come tu mi sone, e di malizia gravido e coverto","Il mondo è del tutto privo di ogni virtù cortese, come tu mi dici, e pieno di ogni malizia"
1128," ma priego che m’addite la cagione, sì ch’i’ la veggia e ch’i’ la mostri altrui","ma ti prego di indicarmene la causa, così che io la comprenda e la mostri agli altri"
1129," ché nel cielo uno, e un qua giù la pone»"," infatti alcuni la pongono nelle influenze celesti, altri nei comportamenti umani»"
1130," Alto sospir, che duolo strinse in «uhi», mise fuor prima","Dapprima emise un profondo sospiro, che poi si tramutò in «uhi»"
1131," e poi cominciò"," poi iniziò"
1132," «Frate, lo mondo è cieco, e tu vien ben da lui"," «Fratello, il mondo è cieco e tu dimostri di venire da lì"
1133," Voi che vivete ogne cagion recate pur suso al cielo, pur come se tutto movesse seco di necessitate","Voi che siete in vita riconducete la causa di tutto al Cielo, come se esso determinasse ogni cosa necessariamente"
1134," Se così fosse, in voi fora distrutto libero arbitrio, e non fora giustizia per ben letizia, e per male aver lutto","Se fosse così, in voi non ci sarebbe più il libero arbitrio, e non sarebbe giusto essere premiati per la virtù, ed essere puniti per la colpa"
1135," Lo cielo i vostri movimenti inizia","Il Cielo inizia i vostri movimenti, e neppure tutti"
1136," non dico tutti, ma, posto ch’i’ ’l dica, lume v’è dato a bene e a malizia, e libero voler"," ma anche ammettendo ciò, voi siete in grado di distinguere il bene dal male, e avete il libero arbitrio"
1137," che, se fatica ne le prime battaglie col ciel dura, poi vince tutto, se ben si notrica"," il quale, se anche incontra difficoltà nelle prime battaglie con gli influssi astrali, poi vince ogni cosa, purché venga ben nutrito"
1138," A maggior forza e a miglior natura liberi soggiacete","Voi siete soggetti, liberi, a una forza maggiore e a una natura migliore "
1139," e quella cria la mente in voi, che ’l ciel non ha in sua cura"," e quella crea in voi l'intelletto, che il cielo non ha in suo potere"
1140," Però, se ’l mondo presente disvia, in voi è la cagione, in voi si cheggia","Perciò, se il mondo attuale pecca, la ragione è in voi e a voi deve essere attribuita"
1141," e io te ne sarò or vera spia"," e io ora te ne darò una dimostrazione"
1142," Esce di mano a lui che la vagheggia prima che sia, a guisa di fanciulla che piangendo e ridendo pargoleggia, l’anima semplicetta che sa nulla, ","L'anima semplice, che non sa nulla, esce dalle mani di Colui che la ama, prima di essere formata, come una fanciulla, che piange e ride senza saperne il motivo, "
1143," salvo che, mossa da lieto fattore, volontier torna a ciò che la trastulla","a meno che, mossa da un lieto Creatore, torna volentieri a ciò che le dà piacere"
1144," Di picciol bene in pria sente sapore",Dapprima sente il sapore dei beni di scarso rilievo
1145," quivi s’inganna, e dietro ad esso corre, se guida o fren non torce suo amore"," qui s'inganna e corre dietro ad essi, a meno che una guida o un freno non distolga il suo amore mal riposto"
1146," Onde convenne legge per fren porre",Per questo fu necessario porre dei freni con le leggi
1147," convenne rege aver, che discernesse de la vera cittade almen la torre"," fu necessario avere un re che distinguesse almeno la torre della vera città"
1148," Le leggi son, ma chi pon mano ad esse? Nullo, però che ’l pastor che procede, rugumar può, ma non ha l’unghie fesse","Le leggi ci sono, ma chi le fa rispettare? Nessuno, dal momento che il pastore  che guida il gregge può ruminare, ma non ha le unghie fesse"
1149," per che la gente, che sua guida vede pur a quel ben fedire ond’ ella è ghiotta, di quel si pasce, e più oltre non chiede","quindi la gente, che vede la sua guida ricercare quei beni terreni di cui essa è ghiotta, si nutre di quelli e non chiede nient'altro"
1150," Ben puoi veder che la mala condotta è la cagion che ’l mondo ha fatto reo, e non natura che ’n voi sia corrotta","Puoi capire bene che la cattiva guida dei pontefici è la ragione che ha corrotto il mondo, non certo la vostra natura influenzata dai Cieli"
1151," Soleva Roma, che ’l buon mondo feo, due soli aver, che l’una e l’altra strada facean vedere, e del mondo e di Deo","Roma, che costruì il mondo virtuoso, era solita avere due soli, che indicavano entrambe le strade, del mondo e di Dio"
1152," L’un l’altro ha spento",L'uno ha spento l'altro
1153," ed è giunta la spada col pasturale, e l’un con l’altro insieme per viva forza mal convien che vada"," e la spada si è unita al pastorale, ed è inevitabile che le due cose stiano male insieme, unite in modo forzato"
1154," però che, giunti, l’un l’altro non teme","infatti, uniti, l'un potere non teme l'altro"
1155," se non mi credi, pon mente a la spiga, ch’ogn’ erba si conosce per lo seme"," se non mi credi, pensa alla spiga , poiché ogni pianta si riconosce dal suo seme"
1156," In sul paese ch’Adice e Po riga, solea valore e cortesia trovarsi, prima che Federigo avesse briga","Nel paese  che è attraversato da Adige e Po, valore e cortesia erano soliti essere presenti, prima che Federico II fosse ostacolato "
1157," or può sicuramente indi passarsi per qualunque lasciasse, per vergogna di ragionar coi buoni o d’appressarsi","ora può passare di lì senza timore chiunque non volesse parlare con gli uomini virtuosi o avvicinarsi a loro, per vergogna"
1158," Ben v’èn tre vecchi ancora in cui rampogna l’antica età la nova, e par lor tardo che Dio a miglior vita li ripogna","Ci sono ancora tre vecchi in cui l'età antica rimprovera la nuova, e si augurano che Dio li faccia passare presto a miglior vita"
1159," Currado da Palazzo e ’l buon Gherardo e Guido da Castel, che mei si noma, francescamente, il semplice Lombardo","Corrado da Palazzo, il buon Gherardo  e Guido da Castello, che i Francesi indicavano come il semplice Lombardo"
1160," Dì oggimai che la Chiesa di Roma, per confondere in sé due reggimenti, cade nel fango, e sé brutta e la soma»","Concludi che ormai la Chiesa di Roma, per accentrare in sé i due poteri, cade nel fango e sporca sé e il suo incarico»"
1161," «O Marco mio», diss’ io, «bene argomenti","Io dissi «O Marco mio, tu hai ragione"
1162," e or discerno perché dal retaggio li figli di Levì furono essenti"," e adesso capisco perché i discendenti di Levi furono esclusi dall'eredità dei beni"
1163," Ma qual Gherardo è quel che tu per saggio di’ ch’è rimaso de la gente spenta, in rimprovèro del secol selvaggio?»","Ma chi è quel Gherardo che tu dici che è rimasto come esempio dell'antico popolo, come rimprovero del secolo decaduto?»"
1164," «O tuo parlar m’inganna, o el mi tenta», rispuose a me",Mi rispose «O le tue parole mi ingannano o mi stuzzicano
1165," «ché, parlandomi tosco, par che del buon Gherardo nulla senta"," infatti, parlando con accento toscano, sembra che tu non sappia nulla del buon Gherardo"
1166," Per altro sopranome io nol conosco, s’io nol togliessi da sua figlia Gaia","Io non lo conosco attraverso un altro soprannome, a meno di non indicarlo come il padre di Gaia"
1167," Dio sia con voi, ché più non vegno vosco"," Dio sia con voi, perché non posso più seguirvi"
1168," Vedi l’albor che per lo fummo raia già biancheggiare, e me convien partirmi (l’angelo è ivi) prima ch’io li paia»","Vedi la luce che filtra attraverso il buio e già biancheggia, e io devo separarmi da voi prima che io appaia all'angelo, che è lì»"
1169," Così tornò, e più non volle udirmi"," Così se ne andò, e non volle più starmi a sentire"
1171," Ricorditi, lettor, se mai ne l’alpe ti colse nebbia per la qual vedessi non altrimenti che per pelle talpe, ","Ricorda, lettore, se mai ti ha sorpreso la nebbia in montagna così da non farti vedere nulla come una talpa con gli occhi coperti dalla pelle, "
1172," come, quando i vapori umidi e spessi a diradar cominciansi, la spera del sol debilemente entra per essi",come il sole penetra debolmente attraverso i vapori umidi e spessi quando questi iniziano a diradarsi
1173," e fia la tua imagine leggera in giugnere a veder com’ io rividi lo sole in pria, che già nel corcar era","e la tua immaginazione potrà facilmente comprendere come io rividi all'inizio il sole, che era ormai vicino al tramonto"
1174," Sì, pareggiando i miei co’ passi fidi del mio maestro, usci’ fuor di tal nube ai raggi morti già ne’ bassi lidi","Così, adeguando i miei passi a quelli fidati del mio maestro, uscii fuori da quel fumo e rividi i raggi solari, già vicini all'orizzonte"
1175," O imaginativa che ne rube talvolta sì di fuor, ch’om non s’accorge perché dintorno suonin mille tube, chi move te, se ’l senso non ti porge? ","O immaginazione, che talvolta ci estrani da quello che ci accade intorno al punto che uno non si accorge neppure che suonano mille trombe, chi ti genera se non trai origine da una sensazione? "
1176," Moveti lume che nel ciel s’informa, per sé o per voler che giù lo scorge","Ti genera una luce che nasce nel Cielo, di per sé o per la volontà divina che la porta verso la Terra"
1177," De l’empiezza di lei che mutò forma ne l’uccel ch’a cantar più si diletta, ne l’imagine mia apparve l’orma","Nella mia immaginazione apparve la figura di colei , empia, che si trasformò nell'uccello che più si diletta a cantare "
1178," e qui fu la mia mente sì ristretta dentro da sé, che di fuor non venìa cosa che fosse allor da lei ricetta",e qui la mia mente si concentrò a tal punto che dall'esterno non proveniva nulla che fosse in grado di distogliermi
1179," Poi piovve dentro a l’alta fantasia un crucifisso, dispettoso e fero ne la sua vista, e cotal si moria","Poi nella mia profonda fantasia vidi un uomo crocifisso , con aspetto pieno di amaro disdegno, che moriva in questo modo"
1180," intorno ad esso era il grande Assüero, Estèr sua sposa e ’l giusto Mardoceo, che fu al dire e al far così intero","intorno a lui c'era il grande re Assuero, sua moglie Ester e il giusto Mardocheo, che fu così integro nelle parole e nelle azioni"
1181," E come questa imagine rompeo sé per sé stessa, a guisa d’una bulla cui manca l’acqua sotto qual si feo, ","E non appena questa immagine svanì di per se stessa, come una bolla che viene meno perché sotto di essa non c'è più acqua, "
1182," surse in mia visïone una fanciulla piangendo forte, e dicea","apparve nella mia mente una fanciulla che piangeva disperata, e diceva"
1183," «O regina, perché per ira hai voluto esser nulla? Ancisa t’hai per non perder Lavina"," «O regina , perché a causa della tua ira hai voluto distruggerti?Ti sei suicidata per non perdere Lavinia"
1184," or m’hai perduta"," ora mi hai davvero perduta"
1185," Io son essa che lutto, madre, a la tua pria ch’a l’altrui ruina»"," Io sono qui che mi addoloro, madre, per la tua rovina prima che per quella di altri»"
1186," Come si frange il sonno ove di butto nova luce percuote il viso chiuso, che fratto guizza pria che muoia tutto","Come il sonno si interrompe, quando d'improvviso una luce colpisce gli occhi chiusi, così che esso scompare gradualmente poco alla volta"
1187," così l’imaginar mio cadde giuso tosto che lume il volto mi percosse, maggior assai che quel ch’è in nostro uso","così la mia immaginazione cessò non appena il viso fu colpito da una luce, assai più intensa di quella cui siamo abituati"
1188," I’ mi volgea per veder ov’ io fosse, quando una voce disse ","Io mi giravo per vedere dove mi trovavo, quando una voce disse"
1189," «Qui si monta», che da ogne altro intento mi rimosse"," «Qui si sale» ed essa mi distolse da ogni altro intento"
1190," e fece la mia voglia tanto pronta di riguardar chi era che parlava, che mai non posa, se non si raffronta","e mi riempì di un tale desiderio di guardare chi stesse parlando, che non si sarebbe mai quietato senza soddisfarlo"
1191," Ma come al sol che nostra vista grava e per soverchio sua figura vela, così la mia virtù quivi mancava","Ma la mia facoltà visiva era insufficiente a questo, come lo sarebbe a guardare il sole che abbaglia i nostri occhi e non ci permette di vederlo per troppa luminosità"
1192," «Questo è divino spirito, che ne la via da ir sù ne drizza sanza prego, e col suo lume sé medesmo cela","«Questo è uno spirito divino , che senza bisogno di pregarlo ci indirizza sulla via per salire e col suo fulgore cela il proprio aspetto"
1193," Sì fa con noi, come l’uom si fa sego",Si comporta con noi come l'uomo fa con se stesso
1194," ché quale aspetta prego e l’uopo vede, malignamente già si mette al nego"," infatti, chi vede il bisogno e aspetta di essere pregato, si prepara malignamente a negare il suo aiuto"
1195," Or accordiamo a tanto invito il piede",Ora affrettiamoci a raccogliere il suo invito
1196," procacciam di salir pria che s’abbui, ché poi non si poria, se ’l dì non riede»"," cerchiamo di salire prima che faccia buio, poiché dopo sarebbe impossibile prima che il giorno ritorni»"
1197," Così disse il mio duca, e io con lui volgemmo i nostri passi ad una scala","Così disse il mio maestro, e insieme a lui volsi i miei passi a una scala"
1198," e tosto ch’io al primo grado fui, senti’mi presso quasi un muover d’ala e ventarmi nel viso e dir"," e non appena fui sul primo gradino, sentii vicino al viso un battito d'ali e un soffio di vento, mentre una voce diceva"
1199," ‘Beati pacifici, che son sanz’ ira mala’"," 'Beati i mansueti, che sono privi di ira malvagia'"
1200," Già eran sovra noi tanto levati li ultimi raggi che la notte segue, che le stelle apparivan da più lati",Gli ultimi raggi del sole che è seguito dalla notte erano tanto alti sopra di noi che le stelle apparivano da molti lati
1201," ‘O virtù mia, perché sì ti dilegue?’, fra me stesso dicea, ","Io dicevo fra me e me 'O mia virtù, perché mia abbandoni così?', "
1202," ché mi sentiva la possa de le gambe posta in triegue",poiché mi sentivo venir meno la forza delle gambe
1203," Noi eravam dove più non saliva la scala sù, ed eravamo affissi, pur come nave ch’a la piaggia arriva","Noi eravamo là dove la scala non saliva oltre, ed eravamo fermi come una nave giunta all'approdo"
1204," E io attesi un poco, s’io udissi alcuna cosa nel novo girone","Io aspettai un poco, per sentire qualcosa di nuovo in quella Cornice"
1205," poi mi volsi al maestro mio, e dissi"," poi mi rivolsi indietro al mio maestro e dissi"
1206," «Dolce mio padre, dì, quale offensione si purga qui nel giro dove semo? Se i piè si stanno, non stea tuo sermone»"," «Dolce padre mio, dimmi, quale colpa si sconta nella Cornice dove ci troviamo? Se i piedi stanno fermi, non cessi il tuo insegnamento»"
1207," Ed elli a me",E lui a me
1208," «L’amor del bene, scemo del suo dover, quiritta si ristora"," «Qui si espia l'amore del bene, quando è mancante del suo dovere"
1209," qui si ribatte il mal tardato remo"," qui si ribatte il remo che fu troppo lento in vita"
1210," Ma perché più aperto intendi ancora, volgi la mente a me, e prenderai alcun buon frutto di nostra dimora»","Ma affinché tu comprenda ancora più chiaramente, rivolgi a me la tua attenzione e avrai qualche buon frutto dalla nostra sosta»"
1211," «Né creator né creatura mai», cominciò el, «figliuol, fu sanza amore, o naturale o d’animo","Cominciò «Né il Creatore , nè alcuna creatura, figliolo, fu mai senza amore, o naturale o d'elezione, "
1212," e tu ’l sai",e lo sai bene
1213," Lo naturale è sempre sanza errore, ma l’altro puote errar per malo obietto o per troppo o per poco di vigore","L'amore naturale è sempre corretto, mentre l'altro può errare perché rivolto a un oggetto sbagliato, oppure per vigore scarso o eccessivo"
1214," Mentre ch’elli è nel primo ben diretto, e ne’ secondi sé stesso misura, esser non può cagion di mal diletto","Finché l'amore è diretto verso il primo bene  ed è equilibrato verso gli altri , non ci può essere alcun piacere peccaminoso"
1215," ma quando al mal si torce, o con più cura o con men che non dee corre nel bene, contra ’l fattore adovra sua fattura","ma quando si indirizza al male o corre al bene con minore o maggiore sollecitudine di quanto dovrebbe, allora la creatura opera contro il suo Creatore "
1216," Quinci comprender puoi ch’esser convene amor sementa in voi d’ogne virtute e d’ogne operazion che merta pene",Da ciò puoi capire che l'amore necessariamente in voi è causa di ogni virtù e di ogni azione meritevole di essere punita
1217," Or, perché mai non può da la salute amor del suo subietto volger viso, da l’odio proprio son le cose tute","Ora, poiché l'amore non può mai agire contro la salvezza del proprio soggetto, le creature sono sicure rispetto all'odio verso se stesse"
1218," e perché intender non si può diviso, e per sé stante, alcuno esser dal primo, da quello odiare ogne effetto è deciso","e poiché nessuna creatura può essere separata da Dio né stare per se stessa, è impossibile odiare Dio"
1219," Resta, se dividendo bene stimo, che ’l mal che s’ama è del prossimo","Resta, se la mia classificazione è esatta, che l'amore mal diretto vuole il male del prossimo"
1220," ed esso amor nasce in tre modi in vostro limo"," e questo amore nella vostra natura nasce in tre modi diversi"
1221," È chi, per esser suo vicin soppresso, spera eccellenza, e sol per questo brama ch’el sia di sua grandezza in basso messo","Vi è chi spera di primeggiare calpestando il suo vicino, e solo per questo desidera che quello perda la sua grandezza"
1222," è chi podere, grazia, onore e fama teme di perder perch’ altri sormonti, onde s’attrista sì che ’l contrario ama","vi è chi teme di perdere potere, favore, onore e fama se un altro lo supera, per cui si rattrista al punto da desiderare l'opposto"
1223," ed è chi per ingiuria par ch’aonti, sì che si fa de la vendetta ghiotto, e tal convien che ’l male altrui impronti","e vi è chi sembra adombrarsi per aver ricevuto un'offesa al punto di desiderare la vendetta, e quindi predispone il male altrui"
1224," Questo triforme amor qua giù di sotto si piange",Questo triplice amore è punito nelle Cornici sottostanti
1225," or vo’ che tu de l’altro intende, che corre al ben con ordine corrotto"," ora voglio che tu pensi all'altro, che corre al bene in modo sbagliato"
1226," Ciascun confusamente un bene apprende nel qual si queti l’animo, e disira","Ognuno concepisce in modo confuso un bene supremo, tale da soddisfare l'anima, e lo desidera"
1227," per che di giugner lui ciascun contende"," ognuno cerca quindi di raggiungerlo"
1228," Se lento amore a lui veder vi tira o a lui acquistar, questa cornice, dopo giusto penter, ve ne martira","Se siete indotti a cercarlo o a raggiungerlo con un amore troppo debole, questa Cornice ve ne fa scontare la giusta pena, dopo il pentimento"
1229," Altro ben è che non fa l’uom felice",Vi sono altri beni che non rendono felice l'uomo
1230," non è felicità, non è la buona essenza, d’ogne ben frutto e radice"," non è la vera felicità, non è la buona essenza che è frutto e radice di ogni bene"
1231," L’amor ch’ad esso troppo s’abbandona, di sovr’ a noi si piange per tre cerchi",L'amore che si abbandona eccessivamente a questi beni  è punito nelle tre Cornici soprastanti
1232," ma come tripartito si ragiona, tacciolo, acciò che tu per te ne cerchi»"," ma non ti dico in che modo esso è tripartito, in modo che tu lo ricerchi di tua iniziativa»"
1234," Posto avea fine al suo ragionamento l’alto dottore, e attento guardava ne la mia vista s’io parea contento","L'insigne maestro aveva concluso il suo ragionamento e mi guardava attentamente, per vedere se ero soddisfatto"
1235," e io, cui nova sete ancor frugava, di fuor tacea, e dentro dicea","e io, che ero ancora tormentato dalla sete di sapere, esternamente tacevo e dentro di me dicevo"
1236," ‘Forse lo troppo dimandar ch’io fo li grava’"," 'Forse Virgilio sarà irritato dalle mie troppe domande'"
1237," Ma quel padre verace, che s’accorse del timido voler che non s’apriva, parlando, di parlare ardir mi porse","Ma quel padre di verità, che si accorse del mio desiderio che non si manifestava per timore, con le sue parole mi invitò a parlare"
1238," Ond’ io",Allora dissi
1239," «Maestro, il mio veder s’avviva sì nel tuo lume, ch’io discerno chiaro quanto la tua ragion parta o descriva"," «Maestro, la mia vista è talmente rischiarata dalla tua luce che io vedo nettamente tutto ciò che il tuo ragionamento separa ed espone analiticamente"
1240," Però ti prego, dolce padre caro, che mi dimostri amore, a cui reduci ogne buono operare e ’l suo contraro»","Perciò ti prego, dolce padre mio caro, di spiegarmi cos'è l'amore al quale riconduci ogni azione virtuosa e il suo opposto »"
1241," «Drizza», disse, «ver’ me l’agute luci de lo ’ntelletto, e fieti manifesto l’error de’ ciechi che si fanno duci","Disse «Volgi verso di me gli occhi acuti dell'intelletto, e ti sarà chiaro l'errore dei ciechi che pretendono di fare da guida"
1242," L’animo, ch’è creato ad amar presto, ad ogne cosa è mobile che piace, tosto che dal piacere in atto è desto","L'anima, che è creata con la disposizione ad amare, si muove verso ogni cosa che le piace, non appena tale disposizione è posta in atto dalla cosa piacevole"
1243," Vostra apprensiva da esser verace tragge intenzione, e dentro a voi la spiega, sì che l’animo ad essa volger face","La vostra facoltà conoscitiva trae l'immagine da una cosa reale e la elabora dentro di voi, così che spinge l'anima a indirizzarsi verso di essa"
1244," e se, rivolto, inver’ di lei si piega, quel piegare è amor, quell’ è natura che per piacer di novo in voi si lega","e se l'anima, così indirizzata, si volge verso quella cosa, questo atto è amore, è un atteggiamento naturale che primariamente si lega in voi per la cosa piacevole"
1245," Poi, come ’l foco movesi in altura per la sua forma ch’è nata a salire là dove più in sua matera dura, ","Poi, come il fuoco si leva verso l'alto per la sua natura, che lo spinge a salire là dove la sua materia dura più a lungo , "
1246," così l’animo preso entra in disire, ch’è moto spiritale, e mai non posa fin che la cosa amata il fa gioire","così l'animo preso da amore nutre il desiderio, che è un movimento dello spirito, e non cessa per tutto il tempo in cui la cosa amata gli dà gioia"
1247," Or ti puote apparer quant’ è nascosa la veritate a la gente ch’avvera ciascun amore in sé laudabil cosa",Ora puoi capire quanto è nascosta la verità a coloro che affermano che ogni amore è lodevole di per se stesso
1248," però che forse appar la sua matera sempre esser buona, ma non ciascun segno è buono, ancor che buona sia la cera»","poiché forse la sua materia è sempre buona, ma non lo è ogni sigillo, anche se la cera è buona »"
1249," «Le tue parole e ’l mio seguace ingegno», rispuos’ io lui, «m’hanno amor discoverto, ma ciò m’ha fatto di dubbiar più pregno","Io gli risposi «Le tue parole e il mio ingegno smanioso di seguirti mi hanno spiegato la natura dell'amore, ma ciò mi spinge ancor più a dubitare"
1250," ché, s’amore è di fuori a noi offerto e l’anima non va con altro piede, se dritta o torta va, non è suo merto»","infatti, se l'amore ci è offerto dalla realtà esterna e l'anima non può fare a meno di esservi indotta, non è suo merito o sua colpa se agisce in modo giusto o sbagliato»"
1251," Ed elli a me",E lui a me
1252," «Quanto ragion qui vede, dir ti poss’ io"," «Io ti posso dire ciò che la ragione umana comprende"
1253," da indi in là t’aspetta pur a Beatrice, ch’è opra di fede"," per tutto ciò che va oltre ti rimando a Beatrice, poiché ciò è argomento di fede"
1254," Ogne forma sustanzïal, che setta è da matera ed è con lei unita, specifica vertute ha in sé colletta, ","Ogni anima, che è separata dalla materia e al tempo stesso unita ad essa, ha raccolta in sé una specifica disposizione, "
1255," la qual sanza operar non è sentita, né si dimostra mai che per effetto, come per verdi fronde in pianta vita","la quale non è avvertita se non agisce, né è visibile se non produce i suoi effetti, come la vita nella pianta si vede attraverso le foglie verdi"
1256," Però, là onde vegna lo ’ntelletto de le prime notizie, omo non sape, e de’ primi appetibili l’affetto, ","Perciò l'uomo ignora da dove venga la conoscenza delle prime nozioni  e l'amore verso i primi beni, "
1257," che sono in voi sì come studio in ape di far lo mele",che sono connaturati in voi come nell'ape l'attitudine a produrre il miele
1258," e questa prima voglia merto di lode o di biasmo non cape"," e questa prima inclinazione non è degna di lode o di biasimo"
1259," Or perché a questa ogn’ altra si raccoglia, innata v’è la virtù che consiglia, e de l’assenso de’ tener la soglia","Ora, perché a questa disposizione si conformino tutte le altre, è innata in voi una virtù che dà consigli , che deve dare o negare il consenso ad agire"
1260," Quest’ è ’l principio là onde si piglia ragion di meritare in voi, secondo che buoni e rei amori accoglie e viglia","Questo è il principio da dove nasce in voi il merito o il biasimo, a seconda che esamini e separi gli amori buoni e quelli cattivi"
1261," Color che ragionando andaro al fondo, s’accorser d’esta innata libertate",Coloro che ragionando andarono al fondo della questione  si accorsero di questa libertà innata
1262," però moralità lasciaro al mondo"," per questo elaborarono per il mondo la morale "
1263," Onde, poniam che di necessitate surga ogne amor che dentro a voi s’accende, di ritenerlo è in voi la podestate","Dunque, anche ammettendo che ogni amore nasca in voi in modo necessario, voi avete il potere di tenerlo a freno"
1264," La nobile virtù Beatrice intende per lo libero arbitrio, e però guarda che l’abbi a mente, s’a parlar ten prende»","Beatrice chiama questa nobile virtù 'libero arbitrio', e dunque bada di ricordartene, se lei te ne dovesse parlare»"
1265," La luna, quasi a mezza notte tarda, facea le stelle a noi parer più rade, fatta com’ un secchion che tuttor arda","La luna, quando ormai era mezzanotte passata, offuscava col suo chiarore le stelle, simile a un paiolo di rame scintillante"
1266," e correa contro ’l ciel per quelle strade che ’l sole infiamma allor che quel da Roma tra ’ Sardi e ’ Corsi il vede quando cade","e percorreva il cielo in senso contrario a quello percorso dal sole quando tramonta fra Sardegna e Corsica, per chi guarda da Roma"
1267," E quell’ ombra gentil per cui si noma Pietola più che villa mantoana, del mio carcar diposta avea la soma","E quell'anima nobile, per cui Pietole è più famosa di ogni città del mantovano, si era liberato del peso della spiegazione che io gli avevo imposto"
1268," per ch’io, che la ragione aperta e piana sovra le mie quistioni avea ricolta, stava com’ om che sonnolento vana","dunque io, che avevo raccolto nella mia mente le idee chiare sopra quelle questioni, stavo come un uomo che vaneggia nel sonno"
1269," Ma questa sonnolenza mi fu tolta subitamente da gente che dopo le nostre spalle a noi era già volta",Ma questa mia sonnolenza fu interrotta improvvisamente da delle anime che correvano dietro le nostre spalle
1270," E quale Ismeno già vide e Asopo lungo di sè di notte furia e calca, pur che i Teban di Bacco avesser uopo, ","E come i fiumi Ismeno e Asopo videro di notte una folla che correva furiosamente lungo il loro corso, quando i Tebani avevano bisogno di Bacco, "
1271," cotal per quel giron suo passo falca, per quel ch’io vidi di color, venendo, cui buon volere e giusto amor cavalca","nello stesso modo in quella Cornice chi è cavalcato da buona volontà e giusto amore curva il proprio passo , come io vidi fare a quelle anime"
1272," Tosto fur sovr’ a noi, perché correndo si movea tutta quella turba magna","Ben presto furono presso di noi, perché tutta quella gran folla si muoveva correndo"
1273," e due dinanzi gridavan piangendo"," e due di fronte agli altri gridavano piangendo"
1274," «Maria corse con fretta a la montagna"," «Maria corse in fretta alla montagna"
1275," e Cesare, per soggiogare Ilerda, punse Marsilia e poi corse in Ispagna»"," e Cesare, per sottomettere Ilerda, colpì Marsiglia e poi corse in Spagna»"
1276," «Ratto, ratto, che ’l tempo non si perda per poco amor», gridavan li altri appresso, ","Gli altri dietro di loro gridavano «In fretta, in fretta, non perdiamo tempo per scarso amore, "
1277," «che studio di ben far grazia rinverda»",facciamo rifiorire la grazia con l'impegno a far bene»
1278," «O gente in cui fervore aguto adesso ricompie forse negligenza e indugio da voi per tepidezza in ben far messo, ","«O gente, in cui ora un acuto fervore, forse, compensa la negligenza e l'indugio che voi per tiepido amore metteste nel fare il bene, "
1279," questi che vive, e certo i’ non vi bugio, vuole andar sù, pur che ’l sol ne riluca","costui  che è vivo, e certo non vi mento, vuole salire, non appena il sole tornerà a splendere"
1280," però ne dite ond’ è presso il pertugio»"," dunque diteci dov'è il passaggio più vicino»"
1281," Parole furon queste del mio duca",Queste furono le parole della mia guida
1282," e un di quelli spirti disse"," e uno di quelli spiriti disse"
1283," «Vieni di retro a noi, e troverai la buca"," «Vieni dietro a noi e troverai il varco"
1284," Noi siam di voglia a muoverci sì pieni, che restar non potem",Noi siamo così pieni di voglia di muoverci che non possiamo fermarci
1285," però perdona, se villania nostra giustizia tieni"," dunque perdonaci, se ritieni che la nostra rettitudine sia scortesia"
1286," Io fui abate in San Zeno a Verona sotto lo ’mperio del buon Barbarossa, di cui dolente ancor Milan ragiona","Io fui l'abate della basilica di San Zeno a Verona, sotto l'impero del buon Federico Barbarossa, del quale Milano ancora oggi si rammarica dolente"
1287," E tale ha già l’un piè dentro la fossa, che tosto piangerà quel monastero, e tristo fia d’avere avuta possa","E un tale  è già quasi morente, e ben presto rimpiangerà quel monastero, e sarà triste di aver avuto potere su di esso"
1288," perché suo figlio, mal del corpo intero, e de la mente peggio, e che mal nacque, ha posto in loco di suo pastor vero»","perché ha posto lì come suo abate, al posto di quello che doveva svolgere l'incarico, suo figlio, menomato nel corpo e nella mente e nato male »"
1289," Io non so se più disse o s’ei si tacque, tant’ era già di là da noi trascorso","Io non so se aggiunse altro oppure tacque, tanto era già corso lontano da noi"
1290," ma questo intesi, e ritener mi piacque"," ma sentii questo e ho voluto trascriverlo"
1291," E quei che m’era ad ogne uopo soccorso disse",E colui che era il mio soccorso in ogni circostanza disse
1292," «Volgiti qua"," «Girati da questa parte"
1293," vedine due venir dando a l’accidïa di morso»"," ecco due anime che biasimano la colpa dell'accidia»"
1294," Di retro a tutti dicean",Dietro a tutti dicevano
1295," «Prima fue morta la gente a cui il mar s’aperse, che vedesse Iordan le rede sue"," «Il popolo per cui si aprì il Mar Rosso morì prima che il Giordano  vedesse i suoi eredi"
1296," E quella che l’affanno non sofferse fino a la fine col figlio d’Anchise, sé stessa a vita sanza gloria offerse»","E quel popolo che non sopportò gli affanni del viaggio con Anchise fino in Italia, si condannò a una vita senza gloria»"
1297," Poi quando fuor da noi tanto divise quell’ ombre, che veder più non potiersi, ","Poi, quando quelle anime furono tanto lontane da noi che non si potevano più sentire, "
1298," novo pensiero dentro a me si mise, del qual più altri nacquero e diversi","nella mia mente nacque un nuovo pensiero, dal quale ne nacquero altri e diversi"
