,Inferno,Parafrasi
1178," e i diavoli si fecer tutti avanti, sì ch’io temetti ch’ei tenesser patto"," e i diavoli si fecero tutti avanti, così che ebbi paura che non rispettassero i patti"
1179,"  così vid’ïo già temer li fanti ch’uscivan patteggiati di Caprona, veggendo sé tra nemici cotanti","allo stesso modo vidi temere i fanti che uscivano dal castello di Caprona secondo i termini della resa, vedendosi tra tanti nemici"
1180,"  I’ m’accostai con tutta la persona lungo ’l mio duca, e non torceva li occhi da la sembianza lor ch’era non buona","Io mi strinsi tutto alla mia guida, e non staccavo gli occhi dall'aspetto poco rassicurante dei diavoli"
1181,"  Ei chinavan li raffi e ""Vuo’ che ’l tocchi"", diceva l’un con l’altro, ""in sul groppone?""",Essi chinavano gli uncini e si dicevano l'un con l'altro: «Vuoi che lo colpisca sul groppone?» 
1182," E rispondien: ""Sì, fa che gliel’accocchi""","E rispondevano: «Sì, fa' in modo di assestargli un colpo»"
1183,"  Ma quel demonio che tenea sermone col duca mio, si volse tutto presto e disse: ""Posa, posa, Scarmiglione""","Ma quel diavolo che parlava col mio maestro si voltò rapidamente e disse: «Sta' fermo, Scarmiglione»"
1184,"  Poi disse a noi: ""Più oltre andar per questo iscoglio non si può, però che giace tutto spezzato al fondo l’arco sesto","Poi disse a noi: «Non si può procedere oltre per questo ponte, visto che giace crollato al fondo della sesta Bolgia"
1185,"  E se l’andare avante pur vi piace, andatevene su per questa grotta","E se volete andare comunque avanti, procedete lungo questo argine"
1186, presso è un altro scoglio che via face, non lontano c'è un altro ponte che permette il passaggio
1187,"  Ier, più oltre cinqu’ ore che quest’otta, mille dugento con sessanta sei anni compié che qui la via fu rotta","Ieri, cinque ore più tardi dell'ora presente, si compirono 1266 anni da quando il ponte è crollato"
1188,  Io mando verso là di questi miei a riguardar s’alcun se ne sciorina,Io mando in quella direzione i miei diavoli per controllare che nessun dannato esca dalla pece
1189," gite con lor, che non saranno rei"""," andate con loro, si comporteranno bene»"
1190,"  ""Tra’ ti avante, Alichino, e Calcabrina"", cominciò elli a dire, ""e tu, Cagnazzo","Cominciò a dire: «Fatevi avanti, Alichino e Calcabrina, e tu, Cagnazzo"
1191, e Barbariccia guidi la decina, e Barbariccia sia a capo dei dieci diavoli
1192,"  Libicocco vegn’oltre e Draghignazzo, Cirïatto sannuto e Graffiacane e Farfarello e Rubicante pazzo","Vengano inoltre Libicocco e Draghignazzo, Ciriatto dalle lunghe zanne e Graffiacane, Farfarello e Rubicante pazzo"
1193,  Cercate ’ntorno le boglienti pane,Perlustrate intorno la bollente pece viscosa
1194," costor sian salvi infino a l’altro scheggio che tutto intero va sovra le tane"""," questi due siano sani e salvi fino all'altro ponte che, intatto, dà accesso alla prossima Bolgia»"
1195,"  ""Omè, maestro, che è quel ch’i’ veggio?"", diss’io, ""deh, sanza scorta andianci soli, se tu sa’ ir","Allora io dissi: «Ahimè, maestro, cosa vedo mai? Per favore, andiamo laggiù senza guida, se tu sai la strada"
1196, ch’i’ per me non la cheggio, io non la chiedo di sicuro
1197,"  Se tu se’ sì accorto come suoli, non vedi tu ch’e’ digrignan li denti e con le ciglia ne minaccian duoli?""","Se sei saggio come al solito, non vedi che i diavoli digrignano i denti e ci lanciano occhiate minacciose?»"
1198,"  Ed elli a me: ""Non vo’ che tu paventi",E lui a me: «Non voglio che tu abbia timore
1199," lasciali digrignar pur a lor senno, ch’e’ fanno ciò per li lessi dolenti"""," lasciali pure digrignare i denti come vogliono, poiché fanno così per i dannati immersi nella pece»"
1200,  Per l’argine sinistro volta dienno,I diavoli si voltarono a sinistra sull'argine
1201," ma prima avea ciascun la lingua stretta coi denti, verso lor duca, per cenno"," ma prima ognuno di loro aveva stretto la lingua tra i denti, voltandosi alla loro guida  come a un segnale convenuto"
1202,  ed elli avea del cul fatto trombetta, e quello aveva emesso uno sconcio rumore col sedere
1204," Io vidi già cavalier muover campo, e cominciare stormo e far lor mostra, e talvolta partir per loro scampo","Io ho visto in altre occasioni dei cavalieri mettersi in marcia,  attaccare battaglia e sfilare in parata, talvolta battere in ritirata"
1205," corridor vidi per la terra vostra, o Aretini, e vidi gir gualdane, fedir torneamenti e correr giostra"," ho visto soldati a cavallo nella vostra terra, o Aretini, e li ho visti fare incursioni, partecipare a tornei a squadre e individuali"
1206,"  quando con trombe, e quando con campane, con tamburi e con cenni di castella, e con cose nostrali e con istrane","li ho visti obbedire a squilli di tromba, a campane, a tamburi e a segnali dai castelli, con strumenti nostrani e stranieri"
1207,"  né già con sì diversa cennamella cavalier vidi muover né pedoni, né nave a segno di terra o di stella","ma non ho mai visto cavalieri o fanti muoversi al suono di un così bizzarro strumento a fiato, né ho visto una nave muoversi per un segnale simile venuto da terra o dal cielo"
1208,  Noi andavam con li diece demoni,Noi camminavamo coi dieci diavoli: 
1209, Ahi fiera compagnia,"feroce compagnia, ahimè, "
1210," ma ne la chiesa coi santi, e in taverna coi ghiottoni",ma in chiesa si deve stare coi santi e alla taverna con gli ubriaconi
1211,"  Pur a la pegola era la mia ’ntesa, per veder de la bolgia ogne contegno e de la gente ch’entro v’era incesa","Io avevo occhi solo alla pece, per vedere tutto quanto era contenuto nella Bolgia e la gente che vi era bruciata all'interno"
1212,"  Come i dalfini, quando fanno segno a’ marinar con l’arco de la schiena che s’argomentin di campar lor legno,  ","Come i delfini, quando emergono con la schiena e indicano ai marinai che devono salvare la loro nave ,"
1213,"  talor così, ad alleggiar la pena, mostrav’alcun de’ peccatori ’l dosso e nascondea in men che non balena","così talvolta, per alleviare la loro pena, alcuni peccatori mostravano il dorso fuori della pece, e si nascondevano in men che non si dica"
1214,"  E come a l’orlo de l’acqua d’un fosso stanno i ranocchi pur col muso fuori, sì che celano i piedi e l’altro grosso,  ","E come i ranocchi stanno a pelo d'acqua in un fosso, col muso fuori e celando le zampe e il resto del corpo, "
1215,  sì stavan d’ogne parte i peccatori,così stavano i peccatori da ogni parte
1216," ma come s’appressava Barbariccia, così si ritraén sotto i bollori"," ma non appena si avvicinava Barbariccia, tornavano sotto la pece bollente"
1217,"  I’ vidi, e anco il cor me n’accapriccia, uno aspettar così, com’elli ’ncontra ch’una rana rimane e l’altra spiccia","Io vidi, e ancora ne provo orrore in cuore, un dannato che esitava, proprio come quando una rana resta fuor d'acqua e un'altra si immerge"
1218,"  e Graffiacan, che li era più di contra, li arruncigliò le ’mpegolate chiome e trassel sù, che mi parve una lontra","e Graffiacane, che gli era proprio di fronte, afferrò con l'uncino i suoi capelli imbrattati di pece e lo tirò su come se fosse una lontra"
1219,"  I’ sapea già di tutti quanti ’l nome, sì li notai quando fuorono eletti, e poi ch’e’ si chiamaro, attesi come","Io conoscevo il nome di tutti quanti i demoni, perché li notai quando furono scelti e prestai attenzione quando si chiamavano l'un l'altro"
1220,"  ""O Rubicante, fa che tu li metti li unghioni a dosso, sì che tu lo scuoi"", gridavan tutti insieme i maladetti","I maledetti gridavano a una voce: «O Rubicante, mettigli gli artigli addosso e scuoialo»"
1221,"  E io: ""Maestro mio, fa, se tu puoi, che tu sappi chi è lo sciagurato venuto a man de li avversari suoi""","E io: «Maestro mio, se puoi, fa' in modo che io sappia chi è lo sventurato che è caduto nelle mani dei suoi avversari»"
1222,  Lo duca mio li s’accostò allato,Il mio maestro gli si avvicinò a lato
1223," domandollo ond’ei fosse, e quei rispuose: ""I’ fui del regno di Navarra nato", gli chiese chi fosse e quello rispose: «Io nacqui nel regno di Navarra
1224,"  Mia madre a servo d’un segnor mi puose, che m’avea generato d’un ribaldo, distruggitor di sé e di sue cose","Mia madre mi mise a servizio di un signore, dopo avermi generato con un ribaldo che fu scialacquatore e suicida"
1225,  Poi fui famiglia del buon re Tebaldo,Poi fui al servizio del buon re Tebaldo secondo : 
1226," quivi mi misi a far baratteria, di ch’io rendo ragione in questo caldo""","qui iniziai a compiere baratterie, di cui sconto la pena in questo calore»"
1227,"  E Cirïatto, a cui di bocca uscia d’ogne parte una sanna come a porco, li fé sentir come l’una sdruscia","E Ciriatto, a cui usciva da ogni lato della bocca una zanna come a un cinghiale, gli fece sentire come una sola lacerava le carni"
1228,  Tra male gatte era venuto ’l sorco,Il topo era finito tra le grinfie di gatte malvagie
1229," ma Barbariccia il chiuse con le braccia e disse: ""State in là, mentr’io lo ’nforco"""," ma Barbariccia lo protesse con le braccia, dicendo: «State lontani, mentre lo infilzo»"
1230,  E al maestro mio volse la faccia,"E poi il demone si rivolse a Virgilio, dicendogli: "
1231," ""Domanda"", disse, ""ancor, se più disii saper da lui, prima ch’altri ’l disfaccia""","«Domandagli ancora, se desideri sapere altro di lui, prima che qualcuno lo faccia a pezzi»"
1232,"  Lo duca dunque: ""Or dì: de li altri rii conosci tu alcun che sia latino sotto la pece?""",Allora il maestro: «Dimmi: sai se tra gli altri dannati sotto la pece ci siano degli italiani?» 
1233," E quelli: ""I’ mi partii,  poco è, da un che fu di là vicino",E quello: «Io mi separai poco fa da uno che proviene da un paese vicino 
1234," Così foss’io ancor con lui coperto, ch’i’ non temerei unghia né uncino"""," Fossi ancora insieme a lui coperto dalla pece, in quanto non avrei paura degli artigli né degli uncini dei Malebranche»"
1235,"  E Libicocco ""Troppo avem sofferto"", disse",E Libicocco disse: «Abbiamo pazientato troppo»
1236," e preseli ’l braccio col runciglio, sì che, stracciando, ne portò un lacerto"," e gli prese il braccio con l'uncino, cosicché gli portò via un brandello di carne"
1237,  Draghignazzo anco i volle dar di piglio giuso a le gambe,"Anche Draghignazzo volle ferirlo alle gambe, "
1238, onde ’l decurio loro si volse intorno intorno con mal piglio,ma il loro capo rivolse a tutti loro un'occhiata severa
1239,"  Quand’elli un poco rappaciati fuoro, a lui, ch’ancor mirava sua ferita, domandò ’l duca mio sanza dimoro:  ","Quando essi si furono placati un poco, il mio maestro chiese subito al dannato, che ancora guardava la sua ferita:"
1240,"  ""Chi fu colui da cui mala partita di’ che facesti per venire a proda?""",«Chi fu colui dal quale dici che ti sei malamente separato per venire a riva?» 
1241," Ed ei rispuose: ""Fu frate Gomita, quel di Gallura, vasel d’ogne froda, ch’ebbe i nemici di suo donno in mano, e fé sì lor, che ciascun se ne loda","E lui rispose: «Fu frate Gomìta, della Gallura, ricettacolo di ogni imbroglio, che ebbe in suo potere i nemici del suo signore  e si comportò con loro in modo che ciascuno ne ebbe vantaggio"
1242,"  Danar si tolse e lasciolli di piano, sì com’e’ dice","Ne prese danari e li liberò facilmente, così come racconta"
1243," e ne li altri offici anche barattier fu non picciol, ma sovrano"," e anche negli altri incarichi fu un barattiere non mediocre, ma sopraffino"
1244,  Usa con esso donno Michel Zanche di Logodoro,È solito stare con lui messer Michele Zanche di Logudoro 
1245, e a dir di Sardigna le lingue lor non si sentono stanche,e le loro lingue non si stancano mai di parlare della Sardegna
1246,"  Omè, vedete l’altro che digrigna","Ahimè, vedete il diavolo  che digrigna i denti: "
1247," i’ direi anche, ma i’ temo ch’ello non s’apparecchi a grattarmi la tigna""","io direi altro, ma temo che quello sia pronto a procurarmi sofferenze»"
1248,"  E ’l gran proposto, vòlto a Farfarello che stralunava li occhi per fedire, disse: ""Fatti ’n costà, malvagio uccello""","E il gran capo, rivolto a Farfarello che stralunava gli occhi per colpire, disse: «Fatti in là, uccello malefico»"
1249,"  ""Se voi volete vedere o udire"", ricominciò lo spaürato appresso, ""Toschi o Lombardi, io ne farò venire","Poi il dannato, spaurito, ricominciò: «Se voi volete vedere o sentire toscani o lombardi, io li farò venire qui"
1250,"  ma stieno i Malebranche un poco in cesso, sì ch’ei non teman de le lor vendette","ma i Malebranche stiano un poco indietro, così che i dannati non temano le loro rappresaglie"
1251," e io, seggendo in questo loco stesso,  per un ch’io son, ne farò venir sette quand’io suffolerò, com’è nostro uso di fare allor che fori alcun si mette"""," e io, stando in questo punto in disparte, in cambio di uno solo come me, ne farò emergere sette fischiando, come siamo soliti fare quando qualcuno di noi affiora dalla pece»"
1252,"  Cagnazzo a cotal motto levò ’l muso, crollando ’l capo, e disse: ""Odi malizia ch’elli ha pensata per gittarsi giuso""","A quelle parole Cagnazzo alzò il muso, scrollando la testa, e disse: «Senti che inganno ha escogitato per gettarsi sotto la pece»"
1253,"  Ond’ei, ch’avea lacciuoli a gran divizia, rispuose: ""Malizioso son io troppo, quand’io procuro a’ mia maggior trestizia""","Allora il dannato, che conosceva ogni astuzia per imbrogliare, rispose: «Sarei davvero troppo furbo se procurassi ai miei compagni di pena nuovi tormenti»"
1254,"  Alichin non si tenne e, di rintoppo a li altri, disse a lui: ""Se tu ti cali, io non ti verrò dietro di gualoppo,  ma batterò sovra la pece l’ali","Alichino non si trattenne e di contro agli altri disse al dannato: «Se tu ti tufferai, non ti inseguirò a piedi ma volando sulla pece"
1255," Lascisi ’l collo, e sia la ripa scudo, a veder se tu sol più di noi vali"""," Lasciategli il collo e ripariamoci dietro l'argine, così vedremo se tu da solo vali più di tutti noi»"
1256,"  O tu che leggi, udirai nuovo ludo: ciascun da l’altra costa li occhi volse, quel prima, ch’a ciò fare era più crudo","O lettore, adesso ascolterai una nuova farsa: ogni diavolo rivolse lo sguardo all'argine opposto, a cominciare da colui  che era più restio a fare questo"
1257,  Lo Navarrese ben suo tempo colse,Il Navarrese colse prontamente l'occasione
1258," fermò le piante a terra, e in un punto saltò e dal proposto lor si sciolse", puntò i piedi sulla roccia e in un istante saltò e si divincolò dal loro capo 
1259,"  Di che ciascun di colpa fu compunto, ma quei più che cagion fu del difetto","Ognuno di loro si sentì colpevole della cosa, ma soprattutto quello che l'aveva provocata "
1260," però si mosse e gridò: ""Tu se’ giunto""", quindi si mosse e gridò al dannato: «Ti ho preso»
1261,  Ma poco i valse: ché l’ali al sospetto non potero avanzar,"Ma non gli servì a molto, poiché le ali non furono più rapide della paura del barattiere: "
1262," quelli andò sotto, e quei drizzò volando suso il petto: ",quello si immerse e il demone si impennò volando in alto e sollevando il petto:
1263," non altrimenti l’anitra di botto, quando ’l falcon s’appressa, giù s’attuffa, ed ei ritorna sù crucciato e rotto","proprio come fa l'anitra di colpo, quando il falcone si avvicina e lei si tuffa in acqua, così che il rapace torna in alto stizzito e stanco"
1264,"  Irato Calcabrina de la buffa, volando dietro li tenne, invaghito che quei campasse per aver la zuffa","Calcabrina, infuriato per la beffa, lo inseguì volando e desiderò che il dannato scappasse per azzuffarsi col compagno"
1265,"  e come ’l barattier fu disparito, così volse li artigli al suo compagno, e fu con lui sopra ’l fosso ghermito","e non appena il barattiere fu scomparso, rivolse gli artigli contro Alichino e lo ghermì proprio sopra il fossato"
1266,"  Ma l’altro fu bene sparvier grifagno ad artigliar ben lui, e amendue cadder nel mezzo del bogliente stagno","Ma l'altro fu pronto a difendersi come uno sparviero adulto e ad artigliarlo a sua volta, ed entrambi caddero in mezzo al bollente stagno di pece"
1267,  Lo caldo sghermitor sùbito fue,"Il caldo li fece subito dividere, "
1268," ma però di levarsi era neente, sì avieno inviscate l’ali sue","ma sollevarsi in volo era impossibile, tanto avevano le ali imbrattate di pece"
1269,"  Barbariccia, con li altri suoi dolente, quattro ne fé volar da l’altra costa con tutt’i raffi, ","Barbariccia, avvilito insieme agli altri, ne fece volare quattro sull'altro argine con tutti gli uncini, "
1270,"  e assai prestamente  di qua, di là discesero a la posta",e quelli scesero rapidamente da un lato e dall'altro nei punti loro assegnati
1271," porser li uncini verso li ’mpaniati, ch’eran già cotti dentro da la crosta","porsero gli uncini ai due compagni impegolati, che erano già cotti sotto la superficie vischiosa della pece"
1272,  E noi lasciammo lor così ’mpacciati, e noi li lasciammo lì in quell'impaccio
1274," Taciti, soli, sanza compagnia n’andavam l’un dinanzi e l’altro dopo, come frati minor vanno per via","Silenziosi e soli, senza altri insieme a noi, andavamo uno dietro l'altro, come i frati minori che vanno per strada"
1275," Vòlt’era in su la favola d’Isopo lo mio pensier per la presente rissa, dov’el parlò de la rana e del topo","Io, riguardo alla rissa cui avevamo assistito, pensavo alla favola di Esopo che parla della rana e del topo"
1276,"  ché più non si pareggia ’mo’ e ’issa’ che l’un con l’altro fa, se ben s’accoppia principio e fine con la mente fissa","infatti i due episodi sono assai simili, quasi come le parole 'mo' e 'issa' , se si paragonano l'inizio e la fine, riflettendo con attenzione"
1277,"  E come l’un pensier de l’altro scoppia, così nacque di quello un altro poi, che la prima paura mi fé doppia","E come da un pensiero ne nasce all'improvviso un altro, così da quello mi venne un altro pensiero che raddoppiò la prima paura"
1278,"  Io pensava così: ’Questi per noi sono scherniti con danno e con beffa sì fatta, ch’assai credo che lor nòi","Io pensavo così: '""I diavoli a causa nostra sono stati scherniti con la beffa oltre che il danno, e credo che questo dia loro molto fastidio"
1279,"  Se l’ira sovra ’l mal voler s’aggueffa, ei ne verranno dietro più crudeli che ’l cane a quella lievre ch’elli acceffa’","Se l'ira si aggiunge alla malvagità, essi ci verranno dietro più crudeli del cane contro la lepre che vuole azzannare"""
1280,"  Già mi sentia tutti arricciar li peli de la paura e stava in dietro intento, quand’io dissi: ""Maestro, se non celi  te e me tostamente, i’ ho pavento d’i Malebranche","Ormai mi sentivo rizzare tutti i peli dalla paura e mi voltavo indietro con ansia, quando dissi: «Maestro, se non ci nascondiamo entrambi in fretta, ho paura dei Malebranche"
1281, Noi li avem già dietro, Li abbiamo già alle costole
1282," io li ’magino sì, che già li sento""", me li immagino al punto che già li sento»
1283,"  E quei: ""S’i’ fossi di piombato vetro, l’imagine di fuor tua non trarrei più tosto a me, che quella dentro ’mpetro","E lui: «Se io fossi uno specchio, non rifletterei la tua immagine esteriore più in fretta di quella interiore che vedo dentro di me"
1284,"  Pur mo venieno i tuo’ pensier tra ’ miei, con simile atto e con simile faccia, sì che d’intrambi un sol consiglio fei","Proprio ora i tuoi pensieri raggiungevano i miei, con lo stesso atteggiamento e aspetto, così che ho maturato con entrambi una sola decisione"
1285,"  S’elli è che sì la destra costa giaccia, che noi possiam ne l’altra bolgia scendere, noi fuggirem l’imaginata caccia""","Se la sponda di destra è meno ripida, così da permetterci di scendere nell'altra Bolgia, noi sfuggiremo alla caccia che tu immagini»"
1286,"  Già non compié di tal consiglio rendere, ch’io li vidi venir con l’ali tese non molto lungi, per volerne prendere","Non ebbe il tempo di completare il ragionamento, perché io vidi i Malebranche venire ad ali spiegate non molto lontano, per catturarci"
1287,"  Lo duca mio di sùbito mi prese, come la madre ch’al romore è desta e vede presso a sé le fiamme accese,  ","Il mio maestro mi afferrò prontamente, come la madre che è svegliata all'improvviso dal rumore e vede il fuoco vicino a sé,"
1288,"  che prende il figlio e fugge e non s’arresta, avendo più di lui che di sé cura, tanto che solo una camiscia vesta","e prende il figlioletto e scappa senza fermarsi, preoccupandosi più di lui che di se stessa, anche se indossa solo una camicia"
1289,"  e giù dal collo de la ripa dura supin si diede a la pendente roccia, che l’un de’ lati a l’altra bolgia tura",e  si lasciò cadere supino dalla sommità dell'argine lungo il pendio della roccia che chiude la Bolgia da uno dei due lati
1290,"  Non corse mai sì tosto acqua per doccia a volger ruota di molin terragno, quand’ella più verso le pale approccia,  ","L'acqua non corse mai tanto velocemente lungo un condotto per muovere la ruota di un mulino di terra, quando essa è più vicina alle pale,"
1291,"  come ’l maestro mio per quel vivagno, portandosene me sovra ’l suo petto, come suo figlio, non come compagno","come il mio maestro scese lungo quell'argine, portando me sopra il suo petto come se io fossi suo figlio, non un compagno"
1292,"  A pena fuoro i piè suoi giunti al letto del fondo giù, ch’e’ furon in sul colle sovresso noi","Non appena i suoi piedi ebbero toccato il fondo della Bolgia, i diavoli giunsero sull'argine sopra di noi, "
1293, ma non lì era sospetto:  ,ma a quel punto non c'era più ragione di temere
1294," ché l’alta provedenza che lor volle porre ministri de la fossa quinta, poder di partirs’indi a tutti tolle","infatti l'alta provvidenza, ponendoli come custodi della quinta Bolgia, vietò loro di allontanarsi da essa"
1295,"  Là giù trovammo una gente dipinta che giva intorno assai con lenti passi, piangendo e nel sembiante stanca e vinta","Laggiù trovammo dei dannati dipinti che andavano in tondo con passi lentissimi, piangendo e con aspetto stanco e prostrato"
1296,"  Elli avean cappe con cappucci bassi dinanzi a li occhi, fatte de la taglia che in Clugnì per li monaci fassi","Avevano cappe con bassi cappucci davanti agli occhi, della stessa foggia di quelle dei monaci cluniacensi"
1297,"  Di fuor dorate son, sì ch’elli abbaglia","All'esterno sono dorate, al punto di abbagliare"
1298," ma dentro tutte piombo, e gravi tanto, che Federigo le mettea di paglia"," ma dentro sono tutte di piombo, e talmente pesanti che quelle di Federico II al confronto erano leggere come la paglia"
1299,  Oh in etterno faticoso manto,O manto gravoso per l'eternità
1300," Noi ci volgemmo ancor pur a man manca con loro insieme, intenti al tristo pianto"," Noi ci rivolgemmo ancora a sinistra insieme a loro, attenti al loro pianto angoscioso"
1301,"  ma per lo peso quella gente stanca venìa sì pian, che noi eravam nuovi di compagnia ad ogne mover d’anca",ma quella gente a causa del peso procedeva tanto lentamente che noi avevamo nuovi compagni a ogni movimento di fianchi
1302,"  Per ch’io al duca mio: ""Fa che tu trovi alcun ch’al fatto o al nome si conosca, e li occhi, sì andando, intorno movi""","Allora dissi al maestro: «Cerca di trovare qualcuno che sia noto per le gesta o per il nome, e mentre camminiamo volgi intorno lo sguardo»"
1303,"  E un che ’ntese la parola tosca, di retro a noi gridò: ","E un dannato, che sentì il mio accento toscano, gridò alle nostre spalle: "
1304,"  ""Tenete i piedi, voi che correte sì per l’aura fosca","«Fermate il passo, voi che correte in quest'aria oscura"
1305,"  Forse ch’avrai da me quel che tu chiedi""",Forse tu avrai da me quello che chiedi»
1306," Onde ’l duca si volse e disse: ""Aspetta, e poi secondo il suo passo procedi""", Allora il maestro si voltò e disse: «Aspettali e poi procedi adeguando il tuo passo al loro»
1307,"  Ristetti, e vidi due mostrar gran fretta de l’animo, col viso, d’esser meco","Io mi fermai e vidi due dannati che con lo sguardo mostravano una gran fretta di raggiungermi, "
1308, ma tardavali ’l carco e la via stretta,ma il peso delle cappe e la via stretta li ostacolava
1309,"  Quando fuor giunti, assai con l’occhio bieco mi rimiraron sanza far parola","Quando ci raggiunsero, mi guardarono a lungo con lo sguardo obliquo, senza parlare"
1310," poi si volsero in sé, e dicean seco:  ""Costui par vivo a l’atto de la gola", poi si rivolsero l'un l'altro e si dissero:«Costui sembra vivo per come muove la gola
1311," e s’e’ son morti, per qual privilegio vanno scoperti de la grave stola?"""," e se invece sono morti, quale privilegio gli consente di non indossare il pesante mantello?»"
1312,"  Poi disser me: ""O Tosco, ch’al collegio de l’ipocriti tristi se’ venuto, dir chi tu se’ non avere in dispregio"""," Poi mi dissero: «O toscano, che sei venuto nella compagnia dei tristi ipocriti, non disdegnare di dirci chi sei»"
1313,"  E io a loro: ""I’ fui nato e cresciuto sovra ’l bel fiume d’Arno a la gran villa, e son col corpo ch’i’ ho sempre avuto",E io a loro: «Sono nato e cresciuto nella grande città  sopra il bel fiume d'Arno e ho ancora il mio corpo mortale
1314,"  Ma voi chi siete, a cui tanto distilla quant’i’ veggio dolor giù per le guance? e che pena è in voi che sì sfavilla?""","Ma chi siete voi, che un grave dolore opprime e spinge a versare lacrime lungo le guance? e qual è questa vostra pena che scintilla in tal modo?»"
1315,"  E l’un rispuose a me: ""Le cappe rance son di piombo sì grosse, che li pesi fan così cigolar le lor bilance",E uno dei due rispose: «Le cappe lucide sono fatte di piombo e sono tanto spesse che il peso fa cigolare nello stesso modo le bilance
1316,"  Frati godenti fummo, e bolognesi",Fummo frati godenti e siamo nati a Bologna
1317," io Catalano e questi Loderingo nomati, e da tua terra insieme presi  come suole esser tolto un uom solingo, per conservar sua pace"," io mi chiamo Catalano e questo è Loderingo, insieme chiamati da Firenze come di solito si chiama un solo magistrato per assicurare la pace"
1318," e fummo tali, ch’ancor si pare intorno dal Gardingo""", e ci comportammo in modo tale che ve ne è ancora testimonianza presso la torre del Gardingo»
1319,"  Io cominciai: ""O frati, i vostri mali""","Io cominciai a dire: «Fratelli, le vostre pene»"
1320," ma più non dissi, ch’a l’occhio mi corse un, crucifisso in terra con tre pali"," ma non dissi altro, perché il mio sguardo fu attirato da un dannato , crocifisso a terra e legato a tre pali"
1321,"  Quando mi vide, tutto si distorse, soffiando ne la barba con sospiri","Quando quello mi vide, si contorse tutto soffiando e sospirando nella barba"
1322," e ’l frate Catalan, ch’a ciò s’accorse,  mi disse: "," e frate Catalano, che se ne accorse, mi disse: "
1323," ""Quel confitto che tu miri, consigliò i Farisei che convenia porre un uom per lo popolo a’ martìri", «Quel dannato crocifisso che osservi consigliò i Farisei che era preferibile per il popolo martirizzare un solo uomo 
1324,"  Attraversato è, nudo, ne la via, come tu vedi, ed è mestier ch’el senta qualunque passa, come pesa, pria","È posto nudo di traverso alla via, come vedi, ed è necessario che senta quanto pesa chiunque gli passi sopra, prima che sia arrivato dall'altra parte"
1325,"  E a tal modo il socero si stenta in questa fossa, e li altri dal concilio che fu per li Giudei mala sementa""","E allo stesso modo è punito in questa fossa suo suocero , e tutti gli altri sacerdoti del Sinedrio che con la loro decisione causarono gravi sciagure al popolo dei Giudei»"
1326,  Allor vid’io maravigliar Virgilio sovra colui ch’era disteso in croce tanto vilmente ne l’etterno essilio,Allora io vidi Virgilio meravigliarsi sopra colui che era crocifisso a terra in modo tanto misero nella sua eterna dannazione
1327,"  Poscia drizzò al frate cotal voce: ""Non vi dispiaccia, se vi lece, dirci s’a la man destra giace alcuna foce  ","Poi si rivolse così al frate: «Non vi dispiaccia, se potete, dirci se a destra c'è un qualche passaggio "
1328,"  onde noi amendue possiamo uscirci, sanza costrigner de li angeli neri che vegnan d’esto fondo a dipartirci""","da cui noi due possiamo uscire dalla Bolgia, senza obbligare qualcuno dei Malebranche a venire fin quaggiù a portarci via»"
1329,"  Rispuose adunque: ""Più che tu non speri s’appressa un sasso che da la gran cerchia si move e varca tutt’i vallon feri,  ","Allora rispose: «Più vicino di quanto speri c'è un ordine di ponti che parte dal cerchio esterno e sovrasta tutti i crudeli fossati,"
1330,  salvo che ’n questo è rotto e nol coperchia,salvo che su questa Bolgia è crollato e non la sovrasta: 
1331," montar potrete su per la ruina, che giace in costa e nel fondo soperchia""",potrete arrampicarvi sulla rovina di rocce che giace sulla parete e si ammucchia sul fondo»
1332,  Lo duca stette un poco a testa china,"Il maestro rimase un poco con la testa bassa, "
1333," poi disse: ""Mal contava la bisogna colui che i peccator di qua uncina""",poi disse: «Colui che uncina i peccatori dell'altra Bolgia  mi ha raccontato la storia in modo non sincero»
1334,"  E ’l frate: ""Io udi’ già dire a Bologna del diavol vizi assai, tra ’ quali udi’ ch’elli è bugiardo e padre di menzogna""","E il frate: «Io ho già sentito dire a Bologna che il diavolo ha molti vizi, compreso che è bugiardo e padre di menzogna»"
1335,"  Appresso il duca a gran passi sen gì, turbato un poco d’ira nel sembiante","Dopodiché il maestro se ne andò a grandi passi, un poco turbato dalla collera nel suo aspetto"
1336, ond’io da li ’ncarcati mi parti’  dietro a le poste de le care piante, allora io mi separai dai dannati gravati dal peso e seguii i cari passi di Virgilio
1338," In quella parte del giovanetto anno che ’l sole i crin sotto l’Aquario tempra e già le notti al mezzo dì sen vanno, ","In quella stagione dell'anno iniziato da poco, in cui il sole intiepidisce i raggi sotto la costellazione dell'Acquario e la durata delle notti si avvicina a quella dei giorni, "
1339," quando la brina in su la terra assempra l’imagine di sua sorella bianca, ma poco dura a la sua penna tempra,  ","quando la brina sulla terra ricorda l'immagine della sua bianca sorella , ma la sua penna non ha per molto l'inchiostro ,"
1340," lo villanello a cui la roba manca, si leva, e guarda, e vede la campagna biancheggiar tutta","il contadino a cui manca il foraggio si alza e guarda fuori, e vede la campagna tutta bianca: "
1341," ond’ei si batte l’anca,  ritorna in casa, e qua e là si lagna, come ’l tapin che non sa che si faccia","allora si batte il fianco, ritorna in casa, si lagna qua e là, come il pover'uomo che non sa cosa fare"
