Original,Translate_es_1
" Grand’ era già la colonna del Vaio, Sacchetti, Giuochi, Fifanti e Barucci e Galli e quei ch’arrossan per lo staio","El blasón de Vayo ya era conocido, así como los Sacchetti, los Juegos, los Fifantes, los Barucci, los Gallos y los que se avergüenzan por el engaño de la estatua."
" Lo ceppo di che nacquero i Calfucci era già grande, e già eran tratti a le curule Sizii e Arrigucci","El linaje del que provenían los Calfucci era de antigua nobleza, y los Sizi y los Arrigucci ya habían adoptado posiciones significativas en política."
 Oh quali io vidi quei che son disfatti per lor superbia,"Oh, qué fuerza tenían entonces aquellos que fueron devastados por su traquetanía."
 e le palle de l’oro fiorian Fiorenza in tutt’ i suoi gran fatti,El emblema de las bolas de oro confería a Florencia un gran prestigio para todas las empresas dignas de mención.
" Così facieno i padri di coloro che, sempre che la vostra chiesa vaca, si fanno grassi stando a consistoro","Los antepasados de quienes ahora tratan de obtener un beneficio debido a la sede obispal vacante, actuaban de esta manera."
" L’oltracotata schiatta che s’indraca dietro a chi fugge, e a chi mostra ’l dente o ver la borsa, com’ agnel si placa, ","Esta familia arrogante trata cruelmente a los que intentan huir, pero se vuelve mansa como un cordero ante los que amenazan los dientes o la bolsa."
" già venìa sù, ma di picciola gente","A pesar de los orígenes humildes, ya tenía cierto poder."
 sì che non piacque ad Ubertin Donato che poï il suocero il fé lor parente,Ubertino Donati no le gustó haber hecho de él un pariente de la familia de su suegro.
" Già era ’l Caponsacco nel mercato disceso giù da Fiesole, e già era buon cittadino Giuda e Infangato","Los Caponsacchi habían dejado Fiesole y ya se habían ido a vivir en el Mercado Viejo, donde se habían convertido en ciudadanos tanto judíos como infames."
 Io dirò cosa incredibile e vera,"Voy a anunciar algo increíble, pero que es verdad."
 nel picciol cerchio s’entrava per porta che si nomava da quei de la Pera,La entrada al interior del antiguo recinto fortificado se produjo mediante la puerta llamada por los Della Pera.
" Ciascun che de la bella insegna porta del gran barone il cui nome e ’l cui pregio la festa di Tommaso riconforta, ","Todos los súbditos del gran barón, celebrado el día de Santo Tomás por su nombre y su gloria, llevaban con orgullo la espléndida enseñanza."
 da esso ebbe milizia e privilegio,Recibieron de él la investidura y el título de caballero.
 avvegna che con popol si rauni oggi colui che la fascia col fregio,Aunque hoy uno que la adorna con un peinado dorado está a favor del pueblo
 Già eran Gualterotti e Importuni,Ya habían llegado los Gualterotti y los Importuni.
" e ancor saria Borgo più quïeto, se di novi vicin fosser digiuni",Borgo Santos Apóstoles sería más pacífico si no hubiera tenido nuevos inquilinos.
" La casa di che nacque il vostro fleto, per lo giusto disdegno che v’ha morti e puose fine al vostro viver lieto, ","Esa casa que dio comienzo a su desgracia, odiada justamente por haberla llevado al fracaso y poner fin a sus felices días."
" era onorata, essa e suoi consorti",se unió a sus consortes en señal de honor.
" o Buondelmonte, quanto mal fuggisti le nozze süe per li altrui conforti","Oh Buondelmonte, cuánto mal has hecho para tomar el consejo de otros y no participar en tu boda"
" Molti sarebber lieti, che son tristi, se Dio t’avesse conceduto ad Ema la prima volta ch’a città venisti","Si Dios no hubiera permitido que llegaras a la ciudad por primera vez, muchos que hoy están tristes ciertamente estarían felices."
" Ma conveniesi a quella pietra scema che guarda ’l ponte, che Fiorenza fesse vittima ne la sua pace postrema","viejoEl destino de Florencia quería que fueras una víctima en su último período de tranquilidad, junto al fragmento de la estatua cerca del Ponte Vecchio."
" Con queste genti, e con altre con esse, vid’ io Fiorenza in sì fatto riposo, che non avea cagione onde piangesse","Yo visité Florencia junto con numerosas familias, y allí encontré una calma calmada que no dejaba espacio para lágrimas o tristezas."
" Con queste genti vid’io glorïoso e giusto il popol suo, ","Corriendo con estas familias el pueblo de Florencia, tan magnífico y leal."
" tanto che ’l giglio non era ad asta mai posto a ritroso, né per divisïon fatto vermiglio»","Aunque no había ninguna división interna y la subasta nunca fue invertida, el lirio seguía siendo blanco como la nieve."
" Qual venne a Climenè, per accertarsi di ciò ch’avëa incontro a sé udito, quei ch’ancor fa li padri ai figli scarsi","Como aquel que sigue provocando a los padres a no mostrar indulgencia, fue a Climén para obtener confirmación de lo que se había dicho sobre él."
" tal era io, e tal era sentito e da Beatrice e da la santa lampa che pria per me avea mutato sito","Yo era la misma persona, y Beatrice así como la luz santa antes de que se moviera parecían verme de la misma manera."
" Per che mia donna «Manda fuor la vampa del tuo disio», mi disse, ",Mi esposa me dijo que expresara mis deseos.
 «sì ch’ella esca segnata bene de la interna stampa,Para que sea tan claro como yo.
" non perché nostra conoscenza cresca per tuo parlare, ma perché t’ausi a dir la sete, sì che l’uom ti mesca»","Para que te sientas cómodo pidiendo lo que necesitas, aunque no necesitemos tus palabras para conocer tus deseos."
" «O cara piota mia che sì t’insusi, che, come veggion le terrene menti non capere in trïangol due ottusi, ","Así se muestra que ninguno de tus descendientes puede ser un alma sin inteligencia.Oh, mi venerado antepasado, con tu eminente sabiduría demuestra que de la misma manera que dos rincones obtusos no pueden coexistir en la figura del triángulo, ni siquiera tus descendientes pueden tener un intelecto limitado."
" così vedi le cose contingenti anzi che sieno in sé, mirando il punto a cui tutti li tempi son presenti","De esta manera puedes ver cosas que pueden suceder, observando el presente eterno."
" mentre ch’io era a Virgilio congiunto su per lo monte che l’anime cura e discendendo nel mondo defunto, ","Durante mi viaje hacia lo alto del monte, bajo la dirección de Virgilio, que purificaba las almas de los difuntos, hice un descenso en el reino del más allá."
" dette mi fuor di mia vita futura parole gravi, avvegna ch’io mi senta ben tetragono ai colpi di ventura","Se me ha diagnosticado un futuro difícil, pero confío en que podré afrontar las adversidades."
 per che la voglia mia saria contenta d’intender qual fortuna mi s’appressa,¿ Cómo se determinará mi futuro?
 ché saetta previsa vien più lenta»,"Una flecha entrante está programada, pero llega con menor velocidad."
 Così diss’ io a quella luce stessa che pria m’avea parlato,"A aquel resplandor que me había hablado poco antes, le hablé"
" e come volle Beatrice, fu la mia voglia confessa","Mi deseo se cumplió, tal como Beatrice quería"
" Né per ambage, in che la gente folle già s’inviscava pria che fosse anciso l’Agnel di Dio che le peccata tolle, ","Antes de que el Cordero de Dios fuera crucificado para eliminar los pecados del mundo, los paganos ya estaban envueltos."
" ma per chiare parole e con preciso latin rispuose quello amor paterno, chiuso e parvente del suo proprio riso","Esa espléndida sonrisa del padre amoroso iluminó su respuesta, con palabras claras y un discurso claro."
" «La contingenza, che fuor del quaderno de la vostra matera non si stende, tutta è dipinta nel cospetto etterno",Todo lo que sucede en vuestra realidad material es conocido por Dios antes de que suceda.
 necessità però quindi non prende se non come dal viso in che si specchia nave che per torrente giù discende,"No hay necesidad de que estén presentes, como no lo está el hecho de que un barco baje la corriente si alguien la está mirando."
" Da indi, sì come viene ad orecchia dolce armonia da organo, mi viene a vista il tempo che ti s’apparecchia",El tiempo que se prepara para ti llega a mí como la dulce melodía de un órgano auditivo.
" Qual si partio Ipolito d’Atene per la spietata e perfida noverca, tal di Fiorenza partir ti convene","Como Hipólito, serás obligado a partir de Florencia a causa de la astuta y cruel madrastra."
" Questo si vuole e questo già si cerca, e tosto verrà fatto a chi ciò pensa là dove Cristo tutto dì si merca","Se está tratando de llevar a cabo esto, y pronto será obtenido por quien invoca a Cristo diariamente."
" La colpa seguirà la parte offensa in grido, come suol","La infamia caerá sobre la parte perdedora, como es customary."
 ma la vendetta fia testimonio al ver che la dispensa,Pero la reprimenda revelará claramente a todos la realidad
 Tu lascerai ogne cosa diletta più caramente,Te separarás de todas las cosas que más valoras.
 e questo è quello strale che l’arco de lo essilio pria saetta,"El exilio es el castigo que se impone primero, y implica un dolor profundo."
" Tu proverai sì come sa di sale lo pane altrui, e come è duro calle lo scendere e ’l salir per l’altrui scale","Experimentarás lo amargo que es comer el pan de otra persona, y lo difícil que es subir y bajar las escaleras de otra persona."
" E quel che più ti graverà le spalle, sarà la compagnia malvagia e scempia con la qual tu cadrai in questa valle",Tendrás un verdadero tormento en ser forzado a dividir el exilio con un grupo de personas malvadas y locas.
" che tutta ingrata, tutta matta ed empia si farà contr’ a te","Todo se volverá desagradable, tonto e injusto contra ti."
" ma, poco appresso, ella, non tu, n’avrà rossa la tempia","Serán ellos, y no tú, los que se pongan rojos en la cara después de poco tiempo."
 Di sua bestialitate il suo processo farà la prova,El resultado de lo que harán demostrará su tontería.
 sì ch’a te fia bello averti fatta parte per te stesso,Esto ha sido bueno para ti si te has separado.
 Lo primo tuo refugio e ’l primo ostello sarà la cortesia del gran Lombardo che ’n su la scala porta il santo uccello,"El gran Lombardo, que lleva el pájaro sagrado sobre su escudo, será tu primera morada y refugio de la cortesía."
" ch’in te avrà sì benigno riguardo, che del fare e del chieder, tra voi due, fia primo quel che tra li altri è più tardo","Por lo general él tendrá tal actitud de benevolencia hacia ti, que tú estarás lleno de sus favores antes incluso de tener que pedirlo, al contrario de lo habitual."
" Con lui vedrai colui che ’mpresso fue, nascendo, sì da questa stella forte, che notabili fier l’opere sue",Conocerás los resultados extraordinarios que este planeta ha tenido sobre él desde su nacimiento cuando lo llamas a tu lado.
" Non se ne son le genti ancora accorte per la novella età, ché pur nove anni son queste rote intorno di lui torte",".Aunque es joven, los años pasados de este Cielo sólo se cuentan en nueve rotaciones, sin embargo nadie parece haberse dado cuenta todavía."
" ma pria che ’l Guasco l’alto Arrigo inganni, parran faville de la sua virtute in non curar d’argento né d’affanni","Antes de tratar de engañar al elevado Arrigo VII de Luxemburgo, el Guasco demostrará sus cualidades con su despreocupación hacia la riqueza y las preocupaciones."
" Le sue magnificenze conosciute saranno ancora, sì che ’ suoi nemici non ne potran tener le lingue mute",Su fama se hará tan conocida que ni siquiera sus oponentes podrán negar su existencia.
 A lui t’aspetta e a’ suoi benefici,Que él y sus bendiciones te gobiernen.
" per lui fia trasmutata molta gente, cambiando condizion ricchi e mendici","Gracias a él, personas de todas las clases sociales se beneficiarán del cambio."
" e portera’ne scritto ne la mente di lui, e nol dirai»","Traerás a la mente estos datos sobre él, que no tienes que divulgar"
 e disse cose incredibili a quei che fier presente,Ella dijo cosas tan asombrosas que hasta los que las veían en persona estaban asombrados.
 Poi giunse,Luego dijo:
" «Figlio, queste son le chiose di quel che ti fu detto","He aquí, hijo, las explicaciones por lo que se te ha dicho."
 ecco le ’nsidie che dietro a pochi giri son nascose,a los daños que estarían acechando en pocos años
" Non vo’ però ch’a’ tuoi vicini invidie, poscia che s’infutura la tua vita vie più là che ’l punir di lor perfidie»","Te ruego que no tengas ningún disgusto con tus compatriotas, ya que tu existencia supera con mucho el castigo destinado a su maldad."
" Poi che, tacendo, si mostrò spedita l’anima santa di metter la trama in quella tela ch’io le porsi ordita, ","Después de que, en silencio, el alma santa demostró que había terminado la historia en el lienzo sobre el que le di el hilo guía,"
" io cominciai, come colui che brama, dubitando, consiglio da persona che vede e vuol dirittamente e ama","Empecé buscando un sabio consejo de alguien que mira, siente y actúa con equidad."
" «Ben veggio, padre mio, sì come sprona lo tempo verso me, per colpo darmi tal, ch’è più grave a chi più s’abbandona",".-Yo soy consciente, padre mío, de que el tiempo está llegando rápidamente hacia mí para traerme un impacto tan fuerte, tanto más devastador cuanto más se rinde a él."
" per che di provedenza è buon ch’io m’armi, sì che, se loco m’è tolto più caro, io non perdessi li altri per miei carmi","Debo ser muy cuidadoso, para que, si me veo obligado a dejar mi lugar de refugio más amado, no lo hago llevando a los demás también por culpa de mis palabras."
" Giù per lo mondo sanza fine amaro, e per lo monte del cui bel cacume li occhi de la mia donna mi levaro, ","En el vasto mundo lleno de amargura, con la mirada de mi mujer que me guió desde la espléndida cumbre del monte,"
" e poscia per lo ciel, di lume in lume, ho io appreso quel che s’io ridico, a molti fia sapor di forte agrume","Durante mi ascensión a través de los cielos del cielo, he adquirido conocimientos que no serán bien aceptados por muchos."
" e s’io al vero son timido amico, temo di perder viver tra coloro che questo tempo chiameranno antico»","Si yo no soy valientemente amigo de la verdad, me temo que no tengo ninguna oportunidad de vivir entre los que mirarán con nostalgia estos tiempos."
" La luce in che rideva il mio tesoro ch’io trovai lì, si fé prima corusca, quale a raggio di sole specchio d’oro","La luz que emanaba de mi tesoro, que había hallado en aquel lugar, se hizo vívida y brillante como un espejo de oro bajo los rayos del sol."
 indi rispuose,Entonces replicó
 «Coscïenza fusca o de la propria o de l’altrui vergogna pur sentirà la tua parola brusca,Una conciencia manchada de transgresiones propias o ajenas no podrá sino percibir tu discurso como descortés.
" Ma nondimen, rimossa ogne menzogna, tutta tua visïon fa manifesta",Elimina cualquier falsedad inaceptable y deja claro todo lo que has visto.
 e lascia pur grattar dov’ è la rogna,Deja que la persona que sufre de un problema lo resuelva.
" Ché se la voce tua sarà molesta nel primo gusto, vital nodrimento lascerà poi, quando sarà digesta","a quien la haya escuchado Si al principio tu voz parece desagradecida, una vez asimilada dará energía y alimento mental a quien se haya beneficiado de ella."
" Questo tuo grido farà come vento, che le più alte cime più percuote","Tu grito resuena entre los picos más altos, como un soplo de viento."
 e ciò non fa d’onor poco argomento,esto es motivo de gran orgullo
" Però ti son mostrate in queste rote, nel monte e ne la valle dolorosa pur l’anime che son di fama note, ","En estos cielos, el purgatorio y el doloroso valle del infierno se muestran las almas más famosas."
" che l’animo di quel ch’ode, non posa né ferma fede per essempro ch’aia la sua radice incognita e ascosa, ",porque el oyente no atribuye valor a un ejemplo cuyo origen es oscuro y misterioso.
 né per altro argomento che non paia»,No vamos a hablar de nada que no esté claramente claro.
" Già si godeva solo del suo verbo quello specchio beato, e io gustava lo mio, temprando col dolce l’acerbo","El bienaventurado ya disfrutaba de sus palabras, pero yo las estaba escuchando, aflojando la amargura con la ternura."
 e quella donna ch’a Dio mi menava disse,Esa mujer me dijo que me llevaba a Dios.
 «Muta pensier,Recuerda que las cosas pueden cambiar.No pierdas la esperanza. Recuerda que todo es cambiante.
 pensa ch’i’ sono presso a colui ch’ogne torto disgrava»,Él piensa que yo estoy protegida por Aquel que repara todo sobresalto.
 Io mi rivolsi a l’amoroso suono del mio conforto,Me volví a la que me consolaba con la dulce melodía de su voz.
" e qual io allor vidi ne li occhi santi amor, qui l’abbandono",No puedo dar una descripción exacta del amor que vi en sus brillantes ojos.
" non perch’ io pur del mio parlar diffidi, ma per la mente che non può redire sovra sé tanto, s’altri non la guidi","No sólo porque dudo de mis capacidades expresivas, sino también porque mi memoria no es lo suficientemente fuerte como para conservar lo que recuerdo a menos que me guíe la voluntad divina."
" Tanto poss’ io di quel punto ridire, che, rimirando lei, lo mio affetto libero fu da ogne altro disire, ","Me sentí como si, al mirar a Beatrice, mi corazón hubiera sido inmune a cualquier otro sentimiento."
" fin che ’l piacere etterno, che diretto raggiava in Bëatrice, dal bel viso mi contentava col secondo aspetto","Por su belleza, que era un reflejo de la eterna grandeza de Dios, Beatrice irradiaba hacia mí."
" Vincendo me col lume d’un sorriso, ella mi disse","El brillo de la sonrisa de Beatrice me había vencido, y ella me dijo"
 «Volgiti e ascolta,Date la vuelta y presta oído.
 ché non pur ne’ miei occhi è paradiso»,Se dice que el Paraíso puede ser visto a través de mis ojos.
" Come si vede qui alcuna volta l’affetto ne la vista, s’elli è tanto, che da lui sia tutta l’anima tolta, ","Percibo un amor en el fondo de la mirada, si tan intenso como para apoderarse de todas nuestras partes."
" così nel fiammeggiar del folgór santo, a ch’io mi volsi, conobbi la voglia in lui di ragionarmi ancora alquanto","Mientras me volvía hacia ese brillante resplandor sagrado, comprendí lo mucho que el ilustre santificado todavía quería conversar conmigo."
 El cominciò,Él corrió al galope
" «In questa quinta soglia de l’albero che vive de la cima e frutta sempre e mai non perde foglia, ","En este quinto Cielo del árbol, que recibe la vida desde la cumbre, está siempre en flor y nunca sin hojas."
" spiriti son beati, che giù, prima che venissero al ciel, fuor di gran voce, sì ch’ogne musa ne sarebbe opima","Antes de mejorar la vida, algunas personas ganaron tanta fama en la Tierra que se convirtieron en musas potenciales."
 Però mira ne’ corni de la croce,Recurrimientos a los antebrazos laterales de la cruz
" quello ch’io nomerò, lì farà l’atto che fa in nube il suo foco veloce»",El sobrenatural que yo invocaré hará lo que el rayo hace en la tormenta.
" Io vidi per la croce un lume tratto dal nomar Iosuè, com’ el si feo","Al oír a Josué, un esplendor recorrió la cruz con simultaneidad."
 né mi fu noto il dir prima che ’l fatto,Aconteció que ambos la escuchábamos y vimos juntos.
" E al nome de l’alto Macabeo vidi moversi un altro roteando, e letizia era ferza del paleo","Vi otra luz que giraba alrededor del glorioso nombre del Macabeo, y la alegría era el estímulo que hacía girar la trompeta."
" Così per Carlo Magno e per Orlando due ne seguì lo mio attento sguardo, com’ occhio segue suo falcon volando","Mi mirada atenta siguió otros dos nombres, además de Carlomagno y Orlando, como un halcón de caza que vuela sobre el ojo de su dueño."
" Poscia trasse Guiglielmo e Rinoardo e ’l duca Gottifredi la mia vista per quella croce, e Ruberto Guiscardo","Guillermo de Orange, Rinoardo y Goffredo de Buglione capturaron mi atención con esa cruz, tal como hizo Roberto Guiscardo."
" Indi, tra l’altre luci mota e mista, mostrommi l’alma che m’avea parlato qual era tra i cantor del cielo artista","Después de partir para unirse a las estrellas, mi alma que me había hablado se convirtió en un músico hábil entre esos himnos celestiales."
" Io mi rivolsi dal mio destro lato per vedere in Beatrice il mio dovere, o per parlare o per atto, segnato","Al girarme a la derecha, observé a Beatrice explicándome cuál era mi deber a través de sus palabras y gestos."
" e vidi le sue luci tanto mere, tanto gioconde, che la sua sembianza vinceva li altri e l’ultimo solere","Vi su expresión tan radiante, sus pupilas llenas de contentamiento que superaron en magnificencia distantes otras emociones típicas y anteriores admiradas."
" E come, per sentir più dilettanza bene operando, l’uom di giorno in giorno s’accorge che la sua virtute avanza, ","Así, al darse cuenta de que es un placer hacer el bien, el hombre de día en día desarrolla su propia virtuosidad."
" sì m’accors’ io che ’l mio girare intorno col cielo insieme avea cresciuto l’arco, veggendo quel miracol più addorno","Me di cuenta de que mi camino celestial se había ensanchado, observando el aumento de la belleza de Beatrice."
" E qual è ’l trasmutare in picciol varco di tempo in bianca donna, quando ’l volto suo si discarchi di vergogna il carco, ","Como una mujer de rostro pálido, su color vuelve rápidamente al momento en que la vergüenza se desvanece de sus rasgos."
" tal fu ne li occhi miei, quando fui vòlto, per lo candor de la temprata stella sesta, che dentro a sé m’avea ricolto","Cuando me volví, vi con mis propios ojos la brillante belleza de la sexta estrella, que había acogido dentro de sí."
 Io vidi in quella giovïal facella lo sfavillar de l’amor che lì era segnare a li occhi miei nostra favella,"La estrella de Júpiter emanaba una luz deslumbrante, sobre la cual estaban escritas cartas que pude ver con claridad gracias a las almas alojadas en ella."
" E come augelli surti di rivera, quasi congratulando a lor pasture, fanno di sé or tonda or altra schiera, ","Como aves que se levantan del río, aparentemente contentas con el alimento ingerido, a veces se agrupan en círculos u otras configuraciones, se mueven despreocupados."
" sì dentro ai lumi sante creature volitando cantavano, e faciensi or D, or I, or L in sue figure","A la luz de las estrellas, las almas sagradas giraban rápidamente, convirtiéndose primero en una ""D,"" luego en una 'I' y finalmente en una 'L'."
" Prima, cantando, a sua nota moviensi","Comenzaron a moverse al ritmo de su canción, cantando."
" poi, diventando l’un di questi segni, un poco s’arrestavano e taciensi","Convirtiéndose en cualquiera de los símbolos, dejaban de moverse y se quedaban quietos y silenciosos por unos instantes."
" O diva Pegasëa che li ’ngegni fai glorïosi e rendili longevi, ","Tú, Pegasea, hermosa diosa, haces grandes las mentes y prolongas la vida de las ideas."
" ed essi teco le cittadi e ’ regni, ","Gracias a ti, las ciudades y los reinos son gobernados de la misma manera."
" illustrami di te, sì ch’io rilevi le lor figure com’ io l’ho concette",Ilumíname con tu intuición para que pueda recordar esas escenas como las viví.
 paia tua possa in questi versi brevi,tu fuerza brille a través de estas pocas palabras
 Mostrarsi dunque in cinque volte sette vocali e consonanti,"Entre vocales y consonantes, había 35 letras en total."
" e io notai le parti sì, come mi parver dette","Recordé mentalmente las cartas, tal como las había visto."
" ‘DILIGITE IUSTITIAM’, primai fur verbo e nome di tutto ’l dipinto","""La justicia es amada"" fue lo primero que se vio en la imagen."
" ‘QUI IUDICATIS TERRAM’, fur sezzai",Los que juzgaron a la Tierra fueron los últimos.
 Poscia ne l’emme del vocabol quinto rimasero ordinate,Se bloquearon en la media palabra siguiente.
 sì che Giove pareva argento lì d’oro distinto,Por lo que Júpiter de color plateado destacaba con su brillante oro.
" E vidi scendere altre luci dove era il colmo de l’emme, e lì quetarsi cantando, credo, il ben ch’a sé le move",".Tomé nota de varias luces que descendían de la parte superior de la 'M', luego las vi detenerse, y veía canciones de estímulo para honrar a Dios por todo lo que había atraído a sí mismo."
" Poi, come nel percuoter d’i ciocchi arsi surgono innumerabili faville, onde li stolti sogliono agurarsi, ","De ardiente cepa, numerosas chispas se dispersan en el aire, y las mentes torpes predicen grandes acontecimientos según sus visiones."
" resurger parver quindi più di mille luci e salir, qual assai e qual poco, sì come ’l sol che l’accende sortille","Cuando el sol encendió las mil luces, algunas se habían levantado más de lo esperado y otras menos, según lo que había decidido."
" e quïetata ciascuna in suo loco, la testa e ’l collo d’un’aguglia vidi rappresentare a quel distinto foco","Vi un escenario extraordinario: las figuras se habían estancado en la posición requerida y habían formado, juntos, la cabeza y el cuello de un águila."
" Quei che dipinge lì, non ha chi ’l guidi",El pintor no tiene maestro.
" ma esso guida, e da lui si rammenta quella virtù ch’è forma per li nidi","Él es el inspirador, y reconocemos en Él la característica de crear viviendas necesarias para cada ser."
" L’altra bëatitudo, che contenta pareva prima d’ingigliarsi a l’emme, con poco moto seguitò la ’mprenta","Las otras luces de los beatos, dispuestas a formar un lirio heráldico de la 'M', con sutiles variaciones completaron la imagen del águila."
" O dolce stella, quali e quante gemme mi dimostraro che nostra giustizia effetto sia del ciel che tu ingemme","Oh estrella maravillosa, cuáles y cuántas riquezas de gracia me ofreciste para demostrar que nuestra justicia humana es un don celestial tan glorificado por ti."
" Per ch’io prego la mente in che s’inizia tuo moto e tua virtute, che rimiri ond’ esce il fummo che ’l tuo raggio vizia","Rezo a tu mente, de la que emana la iluminación de tu virtuosidad, para descubrir de dónde viene el humo turbio que oscurece su resplandeciente luminosidad."
 sì ch’un’altra fïata omai s’adiri del comperare e vender dentro al templo che si murò di segni e di martìri,"La construcción del Templo, a través de milagros y martirio, suscita una vez más la indignación por el puesto que se desarrolla allí."
" O milizia del ciel cu’ io contemplo, adora per color che sono in terra tutti svïati dietro al malo essemplo",Hoy oramos para que todos los que en la Tierra han sido desviados de los malvados ejemplos de los papas sean protegidos y bendecidos por los ejércitos divinos del Cielo.
 Già si solea con le spade far guerra,Solía pelearse con espadas.
 ma or si fa togliendo or qui or quivi lo pan che ’l pïo Padre a nessun serra,"Dios ofrece pan a cada uno sin limitaciones, pero nosotros se lo estamos quitando a alguien."
" Ma tu che sol per cancellare scrivi, pensa che Pietro e Paulo, che moriro per la vigna che guasti, ancor son vivi","Piensa en el hecho de que San Pedro y San Pablo, muertos para defender la viña de la que estás sobornando, todavía están presentes en nuestra memoria."
 Ben puoi tu dire,"Sí, por supuesto que tienes la opción de decir que sí."
" «I’ ho fermo ’l disiro sì a colui che volle viver solo e che per salti fu tratto al martiro, ",Deseo ardientemente a aquel que optó por vivir en el desierto y luego fue llevado al suplicio con una danza.
 ch’io non conosco il pescator né Polo»,No estoy familiarizado con el pescador ni con Polo.
 Parea dinanzi a me con l’ali aperte la bella image che nel dolce frui liete facevan l’anime conserte,"Un mar de almas leales, reflejado en la visión dulce de Dios, se extendía con las alas explicadas delante de mí en una hermosa imagen."
" parea ciascuna rubinetto in cui raggio di sole ardesse sì acceso, che ne’ miei occhi rifrangesse lui","Cada una de las almas brillaba como un rubí precioso, resplandeciente en la luz del sol que me atravesó los ojos."
" E quel che mi convien ritrar testeso, non portò voce mai, né scrisse incostro, né fu per fantasia già mai compreso","No lo que debo describir nunca se ha formulado en voz alta, ni se ha trazado en papel con tinta, ni tampoco se ha pensado en la imaginación humana."
" ch’io vidi e anche udi’ parlar lo rostro, e sonar ne la voce e «io» e «mio», quand’ era nel concetto e ‘noi’ e ‘nostro’",Yo observé y escuché el águila que con su voz pronunciaba .. .. .. .. .. .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
 E cominciò,a escribirEmpezó a extender palabras en la hoja
 «Per esser giusto e pio son io qui essaltato a quella gloria che non si lascia vincere a disio,"..Habiendo vivido una vida justa y devota, me ha sido concedida una gloria que ningún deseo mortal puede abrumar."
" e in terra lasciai la mia memoria sì fatta, che le genti lì malvage commendan lei, ma non seguon la storia»","Dejé una huella tan profunda en la Tierra que hasta los malvados alaban su memoria, a pesar de que nadie las une."
" Così un sol calor di molte brage si fa sentir, come di molti amori usciva solo un suon di quella image","Como una sola llama arde de muchas chispas, así un solo canto provenía de todas las almas que componían esa imagen."
 Ond’ io appresso,Así que exclamé
" «O perpetüi fiori de l’etterna letizia, che pur uno parer mi fate tutti vostri odori, ","Oh flores inmortales de la inmensa felicidad, que me hacen parecer como un solo aroma por todos los que emanan."
" solvetemi, spirando, il gran digiuno che lungamente m’ha tenuto in fame, non trovandoli in terra cibo alcuno","Suprimid con la maravillosa sonrisa de vuestra voz el agotador hambre que he aguantado durante mucho tiempo, sin encontrar ningún alimento en la tierra para alimentarme."
" Ben so io che, se ’n cielo altro reame la divina giustizia fa suo specchio, che ’l vostro non l’apprende con velame","Vuestra visión del Cielo no está limitada por ningún obstáculo, y refleja claramente la jerarquía angélica que acompaña a la justicia divina."
 Sapete come attento io m’apparecchio ad ascoltar,Sabe lo dispuesto que estoy a escuchar con atención.
 sapete qual è quello dubbio che m’è digiun cotanto vecchio»,¿ Cuál es el dilema histórico que indujo mi abstinencia prolongada?
" Quasi falcone ch’esce del cappello, move la testa e con l’ali si plaude, voglia mostrando e faccendosi bello, ","Como un halcón que, al liberarse de la capucha, agita la cabeza y mueve las alas emitiendo orgullosos gritos de voluntad y orgullo."
" vid’ io farsi quel segno, che di laude de la divina grazia era contesto, con canti quai si sa chi là sù gaude","De modo que sólo un ser celestial puede apreciar, así experimenté el águila formada por los cantos de acción de gracias hacia la Gracia Divina."
 Poi cominciò,a sonreír Empezó a sonreír.
" «Colui che volse il sesto a lo stremo del mondo, e dentro ad esso distinse tanto occulto e manifesto, ","Fue el Creador quien trazó los límites del Universo, distinguiendo entre las cosas visibles y las invisibles, fue el Hacedor que lo realizó."
" non poté suo valor sì fare impresso in tutto l’universo, che ’l suo verbo non rimanesse in infinito eccesso","no pudo hacer valer su grandeza en todas partes, porque su Mensaje permaneció para siempre inaccesible con respecto a las capacidades del hombre."
" E ciò fa certo che ’l primo superbo, che fu la somma d’ogne creatura, per non aspettar lume, cadde acerbo","La más perfecta de todas las criaturas ha perdido su posición divina, porque no quería aceptar la ayuda de Dios y su orgullo lo abruma."
 e quinci appar ch’ogne minor natura è corto recettacolo a quel bene che non ha fine e sé con sé misura,"Se comprende, pues, que todo ser más humilde no puede poseer ese infinito bien que está en la base de cada uno."
" Dunque vostra veduta, che convene esser alcun de’ raggi de la mente di che tutte le cose son ripiene, ","Por lo tanto, su visión corresponde a uno de los muchos rayos de la sabiduría divina que reside en toda criatura."
" non pò da sua natura esser possente tanto, che suo principio discerna molto di là da quel che l’è parvente","Por su naturaleza, no es lo suficientemente poderoso como para percibir el principio que está muy por encima de los límites de su comprensión."
" Però ne la giustizia sempiterna la vista che riceve il vostro mondo, com’ occhio per lo mare, entro s’interna","Los seres humanos perciben la justicia divina como el ojo penetra en el mar, con una vista sensible."
