Original,Translate,Translate_GPT_1
"E sì difendea buono Giustiziano,","Y así protegió al buen Ejecutor,","Defendió, pues, al Juez justo."
E questo fecie scriver nella Legie:,y tenía esto escrito en la Ley:,Y le mandó que se inscribiera en la Ley:
"Che nesun dia limosina a huon sano,",que nadie le dé limosna a una persona sana,Que nadie dé legados a un individuo sano.
"Che truovi a guadagniare, e•ttu t’avegi","que te encuentras capaz de ganar, y te das cuenta","en una posición para obtener, y usted mismo se da cuenta de que"
Ch’a lavorare e’ non vuol metter mano;,que no quiere ponerse a trabajar;,que no quiere participar en el trabajo.
"Ma vuol che•ttu ’l gastighi, e cacci, e fegi.","Pero quiere que lo castigues, que lo eches y lo hagas.","Pero quiere que lo castigues, que lo des la espalda y lo hagas."
"Chi di cota’ limosine è ’ngrassato,","Quienquiera que se engorde con estas limosnas,",Los que se han enriquecido con estas ofrendas.
"In paradiso non dé atender pregio,",no esperes recompensa en el paraíso;,no esperes la recompensa en el cielo
"Anzi vi dé atender gran dispregio,","De hecho, debe esperar un gran desprecio,","en lugar de esperar un gran desprecio,"
Almen s’e’ non è privilegiato;,al menos si no es privilegiada;,mínimo si no se favorece
"E s’alcun n’è, sì n’è fatto, ingannato","Y si alguien lo está, ha sido engañado.","Si alguien es engañado, ha sido estafado."
"È ’l Papa, che li dié il su’ Colegio,","por el Papa que le dio su privilegio,",Del Papa que le concedió su favor.
Ché dar non credo doveria privilegio,porque no creo que debas dar privilegios,Porque no creo que se deba conceder favoritismo.
"C’uon sano e forte gisse mendicato: ",a una persona sana y fuerte que vive de limosnas.,A un individuo sano y vigoroso que vive en la caridad.
"Ché•lle limosine, che sono donate",Porque las limosnas que se dan,¿Por qué se ofrecen limosnas?
"A’ vechi, o magagniati san’ posanza,","a viejos o enfermos sin fuerza,","Para los viejos o los enfermos, débiles, impotentes."
"A chui la morte seria gran santate,","para quien la muerte sería una gran bendición,",para quien la muerte sería una gran gracia.
"Colui, che•lle manuca, i’ l’ò ’n gravanza:","El que los usa, considero una carga:","que los emplea, los considero una carga."
Elle gli fieno ancor ben pagate.,Todavía se les pagará bien.,Todavía se les pagará generosamente.
Di questo non bisognia aver dottanza.,No hay necesidad de conocimiento de esto.,No hay necesidad de saberlo.
"Tanto quanto Gesù andò per terra,","Tanto como Jesús caminó en la tierra,","Tanto como Jesús caminó en la tierra,"
I suo’ disciepoli e’ non dimandaro,sus discípulos no preguntaron,Sus seguidores no cuestionaron
"Né pane, né vino, anzi il guadagniaro","ni pan ni vino, pero ganaron","Sin comida, sin bebida, pero cazaron."
"Co•le lor man, se•llo non erra.","Con sus manos, sin cometer un error.","Con los dedos, no hay error."
"Co’ buon’ mastri divin’ ne feci guerra,","He librado una guerra con los buenos maestros divinos,",Luché contra los sabios maestros divinos.
Perch’e’ questo sermone predicaro,porque ellos predicaron esta enseñanza,Por qué propagaron esta doctrina
"Al popolo a Parigi, e sì ’l provaro","a la gente de París, y lo demostraron.",La gente de París lo demostró claramente.
"C’uon, ch’è truante, col Diavol s’aferra.",Aquel que vive de limosnas se une al Diablo.,Que un hombre que vive en limusinas se una al diablo.
"Ancor, po’ che Giesù si tornò in cielo,","De nuevo, después que Jesús regresó al cielo,","Una vez más, después de que Jesús ascendió al cielo,"
San Paolo predicava i conpagnioni,San Pablo predicó a sus compañeros,San Pablo predicó a sus compañeros de viaje.
"Ched e’ sì non vendeser lo,","que no vendió nada,",que no ofrecieron nada.
"Sì ch’e’ di grazia fecier lor sermoni,","para que sus discursos fueran de gracia,",para que sus discursos fueran de elegancia.
"Di lor lavor vivieno, già no ’l vi cielo,","vivió de su trabajo, sin esperar nada del cielo,","Viven con su profesión, sin esperar nada de arriba."
"Sanza fondar castella, né magioni.",sin construir castillos o casas grandes.,sin construir grandes palacios o casas.
"Ver è ch’e’ ci à persone ispeziali,","Es cierto que hay gente especial,",No cabe duda de que hay personas excepcionales.
"Che van cherendo lor vita per Dio,","viviendo sus vidas por Dios,","que viven su existencia para Dios,"
Per ch’i’   vi dico ben c’al parer mio,"Por eso te lo digo, en mi opinión,","Por eso les digo que, en mi opinión,"
Egli è mercié far   bene a que’ cotali.,Vale la pena hacer el bien a esta gente.,Es encomiable hacer el bien a estas personas.
"Di questi sono alquanti bestiali,",De estos son bastante ignorantes.,Estos son bastante incultos.
"Che non ànno iscienza in lavorio,","y no tienen conocimiento de la obra,",y no tienen conocimiento de la obra.
"Ed altri v’à, che l’ànno, ma è rio","y otros que lo tienen, pero es","y otros que la poseen, pero es raro"
"Il tenpo, e lor guadagni sì son frali.",El tiempo y sus ganancias son frágiles.,El tiempo y sus ganancias son inestables.
"À ’ncor di gientil giente discacciata,",Aún hay gente amable que ha sido cazada.,Todavía se ha expulsado a personas adorables.
"Che non son costumati a lavorare,","que no estén acostumbrados a trabajar,",No son familiares en el trabajo.
Ma son viuti sol di lor entrata.,para vivir sólo con sus ingresos.,Para existir sólo con sus ingresos.
"A cota’   gienti dé ciascun donare,","A estas personas es correcto dar,","A estas personas es apropiado conceder,"
Ché lor limosina è bene inpiegata:,Porque sus limosnas están bien gastadas:,porque su caridad está bien invertida
Si è mercié atarli   governare.,Es correcto gobernarlos.,"Contrólalos, dirígelos."
"Ad alcun altro, che•ffa lavoraggio,","Para alguien más, que trabaja","Para alguien más, que trabaja"
"Ma ben sua vita trar non ne poria,",pero no pudieron sobrevivir solos;,Pero no podían resistirse solos.
"Sì gli consente Idio ben truandia,","Dios les permite vivir por la limosna,",Dios les permite vivir por caridad.
"Per quel, che gli falliscie al su’ managio;",por lo que le falta para vivir;,por lo que necesita para sobrevivir.
"Od altro povero, c’avesse   coragio",o para otros pobres que tienen el coraje,otras personas pobres que tienen el coraje
"Di volere studiar   in chericia,","de querer estudiar en el clero,",Aspiración a una beca en el seminario.
Gran mercied’è a farli cortesia,Es una gran caridad ayudarlos.,Es una gran bondad ayudarlos.
Insin ch’e’ sia   de la scienza sagio;,"hasta que lleguen a ser sabios en la ciencia,",hasta que adquieran sabiduría en el entendimiento.
E se ’n cavalleria   alcun volesse,y si alguien quería la caballería,Si alguien quería la caballería.
"Intender per la fede asealzare,",hasta que pudiera montar bien y tener las armas,Mientras pueda montar bien y deshacerse de las armas.
"Non falleria   già, sed e’ chiedesse","No se equivocaría al rogar,",No se equivocaría al rogar.
"Infin ch’e’ sé potesse   ben montare,","hasta que fue capaz de acumular,",hasta que fue capaz de misa
E avere spezieria   ch’e’ potesse,y tener el capital necesario con el que,y tener el capital indispensable con el que
Conduciersi nella terra d’oltremare».,Vagando en la Tierra de Ultramar,explorar la tierra extranjera
"«Dì, Falsenbiante, in che maniera puote","Dime, Falsenbiante, ¿cómo puedes","Exclama, impostor, cómo"
"Seguire Idio chi à tutto venduto,","¡Seguid a Dios, que lo ha vendido todo!","Adorando a Dios, que ha regalado todo"
"Ed àllo tutto a’ pover’ dispenduto,",y gastó todo en los pobres,y lo ha disipado todo para los necesitados
"E le sue borse son rimase vote,","y sus bolsillos están vacíos,",Y sus maletas están desiertas.
"Ed è forte, e possente, e à grosse gote?",¿Y es fuerte y poderoso y con grandes mejillas?,¿Y es poderoso y poderoso y con mejillas prominentes?
Gli sarebe per dritto concieduto,Sería por derecho concedido a él,Debería haber sido su derecho.
"C’a trar sua vita domandasse aiuto,","pedir ayuda para animar su vida,",solicitando ayuda para elevar su existencia.
"Come quest’altri, che•ttu or mi note?».",¿Como estos otros que me has mostrado ahora?,¿como los que me presentaste antes?
«Dico di no: che se Dio fe’ comando,"""No digo: si Dios ha dado la orden",Exclamación errónea: Si Dios ha dado la orden
"C’on desse tutto a’ poveri, e po’ ’L sieva,","para dar todo a los pobres, y luego sembrar","Distribuir todo a los necesitados, y luego difundir."
"La Sua ’ntenzion non fu in truandando,","Su intención no era robar,","A Su voluntad no era para restar,"
"E questo intendimento ti ne lieva,","y esta intención te libera,",y esta aspiración te emancipa
"Ma con buon’opere tuttor lavorando,","pero con buenas obras siempre trabajando,",pero siempre actuando con buenas acciones.
C’uon forte in truandar l’anima grieva.,Evitas cargar tu alma con robar.,Evitas afligir tu alma robando.
"Ancor una crudel costuma abiamo,",Todavía tenemos una costumbre cruel:,Todavía tenemos una crueldad habitual.
Contra cui no’ prendiamo   la nimistade:,contra la cual no nos enemistamos:,Contra lo cual no manifestamos hostilidad.
"Quanti no’ siamo,   in buona veritade,","¿Cuántos somos, en buena verdad,","¿Cuántos de nosotros somos, de hecho,"
In difamarlo noi ci asottigliamo;,Nos calumniamos unos a otros;,Vamos a difamar.
"E se, per aventura, noi sapiamo","Y si, por casualidad, sabemos","Y si, por suerte, sabemos"
"Com’e’ possa venire a dignitade,","cómo puede llegar a la dignidad,",cómo puede ganar honor.
"Nascosamente noi facciàn   tagliate,","Ocultamente, lo cortamos,",Ocasionalmente le hacemos rebanadas.
Sì che di quella via noi ’l ne gittiamo.,para que podamos sacarlo de esa carretera.,Así que puedes echarlo de esa carretera.
"E ciò facciamo   noi sì tracielato,",Y lo hacemos tan tortuosamente.,Y lo hacemos de una manera tan sigilosa.
"Ch’e’ non saprà per chui l’avrà perduto,","que no sabrá de quién lo ha perdido,",que él no sabrá de dónde fue dispersada.
Infin ch’e’ non ne fia di fuor gittato;,hasta que sea desechada;,Hasta que sea expulsado.
"Ché, s’e’ l’avese da prima saputo,","porque, si lo hubiera sabido al principio,","Porque, si hubiera sabido de antemano,"
Per aventura e’ si saria scusato,Tal vez se disculparía.,Quizá se arrepienta.
Sì ch’i’ ne saria menzonier tenuto».,para que no me vea obligado a mencionarlo,para que no debí mencionarlo.
"«Cotesta mi par gran dislealtate»,",Eso me suena muy deshonesto.,Esto me parece una gran deslealtad.
"Rispose Amore, «Or non credi tu ’n Cristo?».","El amor respondió: ""¿No crees en Cristo?","El amor respondió: ""¿No tienes fe en Cristo?"""
"«I’ non, chéd e’ sarà pover, e tristo","No lo haré, porque será pobre y triste.","Yo no, porque será melancólica y melancólica."
"Colu’, che viverà di lealtade,",el que vivirá por lealtad,El que vivirá con honestidad.
"Sì ch’io non vo’ per me quelle ghignate,","Tanto que no quiero esas risas para mí,",Tanto que no quiero esas risas para mí.
"Ma, come ched i’ possa, i’ pur aquisto,","pero, como puedo, comprar","Sin embargo, ¿cómo puedo obtener, comprar"
Ché da nessun nonn-è volontier visto,porque a nadie le gusta ver,porque nadie desea observar de buena gana
"Colui, che man terrà di Povertate,","El que cree en la pobreza,",El que se adhiere a la pobreza.
"Anzi l’alunga ciascuno, ed incaccia,","y lo echa, y lo echa,","En lugar de alejarlo, rechazarlo,"
"Già no•lli fia sì amico, né parente,","Nunca será su amigo o pariente,",Nunca será su amigo o su vecino.
Ch’egli il vega volontieri in faccia.,Estoy dispuesto a verlo en la cara.,Estoy dispuesto a enfrentarlo cara a cara.
"Sì ch’i’ vogl’anzi c’on mi sia ubidente,","Tanto es así que quiero ser obediente a mí mismo,",Por mucho que quiera que sea obediente.
"Come ch’io a Cristo   ne dispiaccia,",en cuanto al desagrado de Cristo,en cuanto a Cristo entristecido
Ched eser in servagio della giente.,estar al servicio de la gente.,estar a disposición de la población.
"Vedete che danari ànno usorieri,",¿Ves el dinero que tienen los usureros?,Averigua cuánto dinero tienen los prestamistas.
"Siniscalchi, e provosti, e piatitori,","Los Sinishalks, y los Provosts, y los Petizers,","Caballeros, administradores, solicitantes."
Che tutti quanti son gran piatitori:,"que todos ellos son grandes miserables,",que todos son grandes súplicas
"E’ si son argogliosi molto, e fieri.",Y están muy orgullosos y orgullosos.,Están extremadamente satisfechos y presumiendo.
"Ancor borghesi, sopra i cavalieri,","Incluso los burgueses, por encima de los caballeros,","Los burgueses, por encima de los nobles, también eran significativos."
Son ogi tutti quanti venditori,Todos son vendedores.,Son todos comerciantes.
"Di lor derrate, e aterminatori,","de sus productos alimenticios y de sus huertas,",de sus suministros y aviones.
"Sì c’ognie gientil huon farà panieri,","para que cada caballero haga cestas,",Tanto es así que cada caballero producirá cestas.
"E’ conviene, ch’e’ vendan casa o terra",es necesario que vendan casas o tierras,Es necesario que intercambien casas o propiedades.
"Infin che i borghesi siar pagati,","hasta que se pague a los burgueses,",Hasta que los burgueses sean compensados.
Che giorno e notte gli tegnono in serra.,que los mantienen en el invernadero día y noche.,que los mantienen en el invernadero día y noche.
"Ma io, che porto panni devisati,","Pero yo, que uso ropa traviesa,","Yo, usando ropa gastada."
"Fo creder lor che ciascheun sì erra,","Les hago creer que todos están equivocados,",Los hago asumir que todo el mundo comete errores.
E ’nganno ingannatori   e ingannati.,Y engañar a los engañadores y a los engañadores.,y astucia tanto a los ladrones como a las víctimas.
"Chi se ’n vuol adirar, sì se n’adiri,","¿Quién quiere estar enojado, estar enojado,","Quién quiere enojarse, quién se enfada."
"Chéd i’ vi pur conterò ognie mio fatto,","Porque yo os contaré todas mis obras,",Porque te mostraré todas mis acciones.
"S’i’ dovess’eser istrutto intrafatto,","Si me enseñaran en el fondo,",Si yo fuera a ser bien educado.
"O morto, a torto, com’ furo i martìri,","o muerto, injustamente, como los mártires,","muerto, injustamente, como los santos"
"O discacciato,   com’e’ fu ’l buon siri","O echado fuera, como lo fue el buen señor.","Exiliado, como el caballero."
"Guillermo, che di Santo Amor fu stratto,","Guillermo, que fue arrastrado por el Santo Amor,","Guillermo, que estaba abrumado por el amor divino,"
"Così ’l conciò la mogle di Baratto,","Así le dio la mujer de Baratto,",Así que la esposa de Baratto lo preparó.
Però ch’e’ mi ronpea   tutti mie’ giri;,porque me rompió todas las piernas;,porque estropeó todos mis planes.
"Chéd e’ sì fu per lei sì discacciato,","porque fue expulsado por ella,",Porque estaba tan lejos de ella.
"E sol per verità, ch’e’ sostenea,","y sólo por la verdad que tenía,",y sólo por la verdad que profesaba.
Ched e’ fu del reame isbandegiato.,que fue desterrado del reino.,Exiliado del reino.
"De mia vita fe’ libro, e sì legiea","Hizo un libro de mi vida y lo leyó,",Escribió un volumen sobre mi existencia y lo apagó.
Ch’e’ non volea   ch’i’ gisse mendicato:,que no quería que viviera mendigando;,No quería que viviera suplicando.
Verso mia madre troppo misprendea!,¡Tenía muy poca consideración por mi madre!,¡Tenía muy poco respeto por mi madre!
Questo buonuon volea ch’i’ rinegasse,Este buen hombre quería que lo negara.,Este caballero quería que me negara a mí mismo.
"Mendichità e gisse lavorando,","la mendicidad y yo vivíamos trabajando,","pobreza y vivías sosteniéndote a ti mismo,"
S’i’ non avea che mia vita passando,Si no tuviera mi vida que pasar,Si no tuviera mi vida que pasar
"Potesse, sanza c’altro domandasse.","podría, sin pedir nada más.","podría, sin preguntar nada más."
A quel consigl’io mai no•m’acordasse:,Nunca me adapté a ese consejo:,Nunca me he amoldado a esa sugerencia.
Tropp’è gran noia l’andar travagliando.,Demasiado aburrimiento va a funcionar.,La insoportable monotonía está funcionando.
"Megl’i’amo star davante adorando,","Prefiero estar delante de ti adorando,",Prefiero estar en primera fila adorando.
Ched i’ a lavorar ma’ faticasse;,en vez de cansarse de trabajar.,En lugar de trabajar duro.
Ché ’l lavorar sì no•mi può piaciere,"No me gusta trabajar, porque no me gusta trabajar.","que para operar, porque el trabajo no me agrada"
"Néd a•cciò consentir no•mi poria,","y nunca podría consentir contigo,","y nunca podría concederlo,"
Ché molte volte fallarei in dolere.,Porque muchas veces fallaría en el dolor.,Porque muchas veces me sometería al tormento.
Più amo il manto di Papalardia,"Prefiero usar la capa de Papalardia,",Prefiero usar la capa de Papalardia.
"Portar, per ciò ch’egl’è magior savere,","porque es lo mejor que se puede hacer,",Porque es la elección correcta.
Ché di lui cuopr’io mia   gran rinaldia.,Porque con ella cubro mi gran malicia.,Porque con ella mi gran astucia es rápida.
"I’ sì nonn-ò più cura d’ermitagi,","Ya no me importa vivir como ermitaño,",Ya no voy a vivir como un solitario.
"Né di star in diserti, né ’n foresta,","ni para estar en lugares desérticos o en el bosque,",Ni parar en lugares desolados o en el bosque.
Ch’e’ vi cade sovente la tenpesta.,porque la tormenta cae a menudo sobre nosotros.,Porque la tormenta a menudo se rompe.
"S’i’ chito a San Giovanni que•bboscagi,","Si me establezco en San Giovanni, en el bosque,","Si me siento en St. John, en el bosque,"
"In cittadi, e ’n castella fo mie’ stagi","Hago mis paradas en la ciudad y en castillos,",Exploro mis destinos en la ciudad y en los modales.
Mostrando ched i’ faccia vita agresta;,"Mostrando para hacer una vida de granja,",exhibiendo un estilo de vida rústico.
"Ma, s’alla villa buon morsel s’aresta,","Pero si hay una buena comida en la villa,","Si hay un gran banquete en la villa,"
E’ pur convien per forza ch’i’ n’asagi.,Tienes que probarlo.,Es imperativo que lo pruebes.
E vo diciendo ch’i’ vo’ fuor del mondo,"Y dices que quiero salir del mundo,",Dices que quiero dejar el globo terráqueo.
"Per ch’i’ mi giuochi in sale e in palazi,","para divertirse en sal y palacios,",Para deleitarme en salones y edificios.
"Ma, chi vuol dire vero, i’ mi v’afondo,","Pero quien quiere decir la verdad, me hundo,","Aquellos que desean expresar la realidad, me sumerjo."
"S’i’ posso trovar via d’aver grand’agi,",Si puedo encontrar una manera de tener grandes alegrías,Si puedo encontrar una manera de obtener una gran satisfacción.
Or siate cierto ch’i’ no•mi nascondo,Ahora asegúrate de que no me esconda.,Ahora esté absolutamente convencido de que no lo estoy en absoluto.
"Ancor, s’i’ m’intrametto in far   mogliazo,","Aunque me involucre en la planificación de bodas,","A pesar de que estoy tratando de organizar bodas,"
"Altr’or fo paci, altr’or sì son sensale,","otras veces hago las paces, otras veces soy intermediario,","otras veces soy una tregua, otras veces soy un mediador,"
"Manovaldo mi fo, ma quel cotale,","Estoy trabajando, pero eso es lo que estoy haciendo.","Me dedico al trabajo manual, pero eso"
"Che mi vi mette, l’abiate per pazo","que me pone en, lo tienes fuera de tu mente","que me pone en, lo tienes loco"
"Ché de’ suo’ beni i’ fo torre, e palazo,","Porque de su riqueza hago torres y palacios,",Por sus posesiones construyo torres y castillos.
"Over be’ dormitori, o belle sale;","o hermosos dormitorios, o hermosa sal;","Dormitorios anfitriones, bonitas habitaciones."
"Sì che, s’egli à figluol, poco gli vale:","de modo que, si tiene un hijo, vale poco:","Si tiene un hijo, es de poco valor para él."
I ben’ del padre sì ’l te ne rispazo.,Le quitaré la propiedad de su padre.,La propiedad del antepasado que le quité.
"E, se voi aveste nulla cosa a fare,","Y si tienes algo que hacer,","Si tienes algo que hacer,"
"Intorno di colui, con ch’i’ riparo,","Sobre lo que estoy tratando,","sobre con lo que interactúo,"
"Diràllami, faròlla capitare.","Dime, haré que suceda.","Notifíqueme, lo haré posible."
Ma non convien mostrar   ch’e’ vi si’ amaro,Pero no quieres demostrar que estás amargado.,No quieres demostrar que te avergüenzas.
"A larga mente sapermi donare,","en gran medida saben darme,","Concédeme generosamente, concédeme mi petición."
Ché ’l mi’ servigio i’ ’l vendo molto caro.,porque vendo mi servicio muy querido.,Porque ofrezco mi servicio a un precio alto.
"I’ sì son de’ valletti d’Antecristo,","Soy uno de los valets del Anticristo,",Soy un sirviente del Anticristo.
"Di quel’ ladron’, che dicie la,","de ese ladrón que dicen,",El malhechor que dicen.
"Ch’e’ fanno molto santa portatura,","que tienen un comportamiento muy santo,",que se ven muy sagrados.
E ciaschedun di loro è ipocristo.,Y cada uno de ellos es un hipócrita.,y cada uno de ellos es un fingido.
"Agniol pietoso par, quand’uon l’à visto,","Parece un cordero lamentable, cuando lo ves,",Parece una criatura inocente cuando lo miras.
Di fora sì fa dolze portatura,En el exterior se hace una dulce portadura,Hay una bonita presentación afuera.
"Ma egli è dentro lupo, per natura,","Pero está en un lobo, por naturaleza,","pero está dentro de un lobo, por esencia,"
Che divora la giente Giesocristo.,que devora al pueblo de Jesucristo.,que somete a los seguidores de Jesucristo.
"Così abiamo inpreso mare e terra,","Así que tomamos mar y tierra,",De esta manera hemos conquistado tanto el mar como la tierra.
E sì facciàn per tutto ordinamento:,Y hacemos órdenes por todas partes:,y creamos disciplina en todas partes
"Chi no•l’oserva, diamo c’a fede erra.","Al que no le observa, le hacemos daño con error de fe.","Que no lo respeta, lo condenamos con credulidad."
"Tanto facciamo co•nostro tradimento,","Lo hacemos con nuestra tradición de todos modos,","Vamos a hacerlo con nuestra costumbre de todos modos,"
"Che tutto ’l mondo à preso co•noi guerra,","que todo el mundo ha librado una guerra contra nosotros,","que todo el mundo nos ha atacado,"
Ma tutti gli mettiamo a perdimento.,Pero todos los estamos arruinando.,Pero todos los estamos devastando.
"Sed i’ truovo in cittade o in castello,","Pero si me encuentro en la ciudad o en el castillo,","Si me entero en la ciudad o en la fortaleza,"
"Colà ove paterino sia riparato,","donde el padre es un refugiado,",Donde el antepasado es un refugiado.
"Credente ched e’ sia o consolato,","creyendo que está consolado,",Creyendo que es sincero.
"Od altr’uon, ma’ ch’e’ sia mio ribello,","u otro, pero que él sea mi rebelde,","En lugar de otro, pero para ser mi rebelde,"
"O prete ched e’ sia, o chericiello,","o un sacerdote, o un clérigo,","Un sacerdote, un clérigo,"
"Che tenga amica, o giolivo parlato,","para mantener amigos, o para hablar con alegría,","para mantener amigos, o para expresarse alegremente."
"E’ convien ch’e’ per me sia gastigato,","Y es mejor para mí ser castigado,",y es apropiado que me castiguen.
"Ché ciaschedun mi dubita, sì son fello.","Porque todos me temen, soy tan malo.","Porque todos me temen, soy tan malvada."
"Ancor gastigo altressì usurai,",También castigo a los usureros.,Estoy castigando a los usureros.
"E que’ che sopravendono a credenza,","y a los que han vencido la fe,",y a los que desafían la convicción.
"Roffiane, et forziere, e bordelai.","ladrones, matones y burdeles.","Los ladrones, los ladrones, los lobos."
E ’n ciascuno i’ ò malivoglenza;,Y en cada uno tengo un mal presentimiento;,Tengo rencor en todos.
"Ma che che duolo tu senti, no ’l dirai,","Pero sea cual sea el dolor que sientas, no lo dirás,","Pero sea cual sea el sufrimiento que sientas, no lo expresarás."
Sì fortemente dotti mia sentenza.,Tan fuerte es mi sentencia.,Tan decidido es mi veredicto.
"Que’, che vorrà canpar del mi’ furore,","Lo que él comprará de mi ira,","Lo que él desea comprar de mi ira,"
Eco qui preste le mie difensioni:,Aquí están mis defensores listos:,Aquí están mis abogados listos.
"Grosse lanprede, over di gran salmoni","anguilas grandes o salmones grandes,","Grandes anguilas, grandes salmones."
"Aporti, lucci, sanza far sentore,","Pikes, sin ruido,","Pikes, sin ruido,"
"La buona anguilla nonn-è già pegiore,","la anguila buena ya no es peor,",la anguila sana no es ya inferior.
"Alose, o tinche, o buoni   storioni,","Alose, o tinche, o buenos esturiones,","salmón, trucha, magnífico pez espada."
"Torte battute, o tartere, o fiadoni:",Tartas o cuentos de hadas:,"Tortas, chistes, trufas o florentinos."
Queste son cose d’aquistar mi’ amore.,Estas son cosas para comprar mi amor.,Estas son ofrendas para ganar mi afecto.
"O s’e’ mi manda ancor grossi cavretti,","O si me envía niños grandes,","Si me envía grandes cabras, también."
"O gran capponi   di muda be nodriti,","o grandes capones de reciente crecimiento,",enormes gallos recién desarrollados
"O paperi novelli, o coniglietti.","o patos nuevos, o conejos.","Aves jóvenes, o conejos."
"Da ch’e’ ci avrà di ta’ morse’ serviti,","Desde que les sirvió con esas bocas,","Desde que les sirvió con esas sonrisas,"
No gli bisognia di far gran disdetti:,No tendrá que ser muy rencoroso.,No tendrá que hacer grandes cosas malas.
"Dica ch’è guoco, e giuoca a tutti ’nviti.","Di que es un juego, y juegas con todos los invitados.","Dices que es divertido, y atraes a todos aquí."
"Que’, che non pensa d’aver l’armadure,","El que no cree que tenga armadura,",El que no cree que tenga protección.
"Ch’i’ v’ò contate, over preziosi vini,","que he enumerado, o vinos preciosos,","que he enumerado, oh precioso néctar"
"Over di be’ sachetti di fiorini,","o hermosas bolsas de florines,",Hermosos bolsos de florines.
Le mie sentenze   lor fier troppo dure.,Mis sentencias serán demasiado duras para ellos.,Mis afirmaciones serán demasiado duras para ellos.
"Né non si fidi già in ,",Y no confíes en mí ya.,No confíes ya.
"Ch’e’ saccian, ché, co•mie’ mastri divini,","que saben, porque, como mis maestros divinos,","Que conocen, por mis venerables maestros."
"I’ proverò ched e’ son paterini,",Demostraré que son padres.,Demostraré que son padres.
"E farò lor sentir le gran calure,","y les haré sentir las grandes llamas,",y les haré percibir las inmensas llamas.
"Od i’ farò almen ch’e’ fien murati,","O al menos los tendré amurallados,",Al menos los prepararé.
"O darò lor sì dure   penitenze,","O les daré penitencias tan severas,",Les daré sanciones tan severas.
Che me’ lor fora ch’e’ non fosser nati.,"""Que hubiera estado mejor si nunca hubieran nacido",Que hubiera estado mejor si nunca hubieran sido generados.
"A Prato, ed a Arezo, e a Firenze","En Prato, Arezzo y Florencia","En Prato, Arezzo y Florencia: cerca, cerca, cerca, cerca."
N’ò io distrutti molti e iscacciati:,He destruido y echado fuera a muchos de ellos;,He devastado y alejado a numerosos.
"Dolente è que’, che cade a mie sentenze».",El que cae bajo mis juicios está triste.,El que cae bajo mis juicios es doloroso.
"«Dì, Falsenbiante, per gran cortesia,","""Di, Falsenbiante, por favor,","Sal, mentiroso, por favor."
"Po’ ch’i’ t’ò ritenuto di mia giente,",Porque te he ocultado de mi pueblo.,Porque te he guardado entre mi pueblo.
"E ò•tti fatto don sì bel’e giente,","Y te di un regalo de una gente tan hermosa,",Te di gente tan amable.
"Che•ttu sè Re della baratteria,","que tú eres el rey del fraude,",que tú eres el gobernante del engaño.
"Afideròmi in te, o è follia?","¿Voy a confiar en ti, o es una locura?","¿Voy a confiar en ti, o es una locura?"
"Fa che•ttu me ne facci conosciente,",Deja que te conozca.,"Avísanos, avísame."
"Chéd i’ sarei doman troppo dolente,","porque mañana estaría demasiado triste,",porque mañana sería demasiado melancólico
Se•ttu pensassi a farmi villania».,"si crees que vas a hacerme daño.""",Si pensaras que me harías daño...
"«Per Dio merzé, messer, non vi dottate,","""Por Dios recompensa, no dudes,","Por gracia divina, no dudéis,"
"Chéd i’ vi do la fé, tal com’i’ porto,","que te doy mi palabra, como la llevo,","Te lo aseguro, transporte."
Ched i’ vi terrò pura lealtate».,"que mantendré pura tu fidelidad.""","""que te mostraré lealtad incondicional"""
"«Allor», sì disse Amor, «ogniò si’  acorto","""Entonces,"" dijo Amor, ""todo el mundo se arma.","Luego, declaró Amor, ""Que cada hombre se entregue."
"D’armarsi con su’ arme devisate,",para armarse con sus armas especiales,Equipado con sus propias armas únicas.
"E vadasi al castel, che•ssì m’à morto».","e ir al castillo que me mató.""","""y proceder a la mansión que me abruma"""
A l’armadure ciaschedun si prese:,Cada uno tomó su propia armadura;,Cada uno tomó su propia armadura.
E’ sì s’armar co•molto gran valore,Se armaron a sí mismos con gran valor,Se dotaban de gran valor.
"Per dar a Gielosia pene e dolore,",Para dar Celos pene y dolor,Para infligir a los celos sufrimiento y tormento
Se contra lor stesse alle difese;,si se defienden contra sí mismos;,Si se defendieran.
"Ed alcun prese   scudo, altro pavese,","y algunos tomaron escudos, algunas espadas,","Algunos de ellos tomaron escudos, otros afilados."
"Ispade, e lancie, a molto gran romore,","y lanzas, con gran ruido,","y lanza, con gran trueno."
Diciendo ciaschedun al Die d’Amore,diciendo cada uno al Dios de Amor,invocando al Señor del Amor
"Che quelle guardie saran morte, e prese.",que esos guardias serían asesinados y capturados.,que esos guardias serían asesinados y encarcelados.
"Or sì vi conterò la contenenza,",Te diré lo que pasó.,Te diré lo que pasó.
Che Falsenbiante fecie in quella andata,lo que Falsenbian hizo de esa manera,Lo que Falsenbian hizo en ese momento
Colla su’ amica Costretta-Astinenza:,con su amiga Costretta-Astinenza:,Con su amiga de abstinencia forzada.
"E’ non menar co•llor già giente armata,","No se movían con esa gente armada,","No se movían con esa gente armada,"
"Ma come giente di gran penitenza,","pero como gente de gran penitencia,","Pero como gente de gran arrepentimiento,"
Si mosser per fornir ben lor giornata.,Se mudaron para darles un buen día.,Se mudaron para darles un día maravilloso.
