Original,Translate_de_1
" Ma conveniesi a quella pietra scema che guarda ’l ponte, che Fiorenza fesse vittima ne la sua pace postrema","altDas Schicksal von Florenz wollte, dass du ein Opfer in seiner letzten Ruheperiode bist, in der Nähe des Fragments der Statue in der Nähe der Ponte Vecchio."
" Con queste genti, e con altre con esse, vid’ io Fiorenza in sì fatto riposo, che non avea cagione onde piangesse","Ich besuchte Florenz zusammen mit vielen Familien und fand dort eine ruhige Ruhe, die keinen Raum für Tränen oder Traurigkeiten ließ."
" Con queste genti vid’io glorïoso e giusto il popol suo, ","Wandern Sie mit diesen Familien die Menschen von Florenz, so wunderbar und loyal."
" tanto che ’l giglio non era ad asta mai posto a ritroso, né per divisïon fatto vermiglio»","Obwohl es keine innere Spaltung gab und die Auktion nie umgedreht wurde, war die Lilie immer noch so weiß wie Schnee."
" Qual venne a Climenè, per accertarsi di ciò ch’avëa incontro a sé udito, quei ch’ancor fa li padri ai figli scarsi","Wie derjenige, der seine Eltern weiterhin veranlaßte, nicht nachsichtig zu sein, ging er zu Climene, um sich zu vergewissern, was über ihn gesagt worden war."
" tal era io, e tal era sentito e da Beatrice e da la santa lampa che pria per me avea mutato sito","Ich war die gleiche Person, und Beatrice sowie das heilige Licht, bevor sie sich bewegte, schienen mich auf die gleiche Weise zu sehen."
" Per che mia donna «Manda fuor la vampa del tuo disio», mi disse, ","Meine Frau sagte, ich solle meine Wünsche äußern."
 «sì ch’ella esca segnata bene de la interna stampa,"Damit es so ausgedrückt wird, wie ich es meine."
" non perché nostra conoscenza cresca per tuo parlare, ma perché t’ausi a dir la sete, sì che l’uom ti mesca»","Damit du dich wohlfühlst, zu fragen, was du brauchst, auch wenn wir deine Worte nicht brauchen, um deine Wünsche kennenzulernen."
" «O cara piota mia che sì t’insusi, che, come veggion le terrene menti non capere in trïangol due ottusi, ","So zeigt er, dass keiner deiner Nachkommen eine Seele ohne Intelligenz sein kann, Oh mein verehrter Vorfahr, mit deiner hervorragenden Weisheit beweist, dass auf dieselbe Weise, wie zwei dumme Ecken in der Gestalt des Dreiecks nicht koexistieren können, nicht einmal deine Nachkommen einen begrenzten Intellekt haben können."
" così vedi le cose contingenti anzi che sieno in sé, mirando il punto a cui tutti li tempi son presenti","Auf diese Weise kannst du Dinge sehen, die passieren könnten, indem du die ewige Gegenwart siehst."
" mentre ch’io era a Virgilio congiunto su per lo monte che l’anime cura e discendendo nel mondo defunto, ","Auf meiner Reise nach oben auf dem Berg, unter der Leitung von Virgilio, der die Seelen der Verstorbenen reinigte, machte ich einen Abstieg in das Reich des Jenseits."
" dette mi fuor di mia vita futura parole gravi, avvegna ch’io mi senta ben tetragono ai colpi di ventura","Mir wurde eine schwierige Zukunft diagnostiziert, aber ich bin zuversichtlich, dass ich mit den Schwierigkeiten fertig werden kann."
 per che la voglia mia saria contenta d’intender qual fortuna mi s’appressa,Wie wird meine Zukunft bestimmt sein?
 ché saetta previsa vien più lenta»,"Ein Pfeil wird erwartet, aber er kommt mit geringerer Geschwindigkeit."
 Così diss’ io a quella luce stessa che pria m’avea parlato,"Und ich sprach zu dem Licht, das er kurz zuvor zu mir gesprochen hatte."
" e come volle Beatrice, fu la mia voglia confessa","Mein Wunsch wurde erfüllt, so wie Beatrice es gewollt hatte."
" Né per ambage, in che la gente folle già s’inviscava pria che fosse anciso l’Agnel di Dio che le peccata tolle, ","Bevor das Lamm Gottes gekreuzigt wurde, um die Sünden der Welt zu beseitigen, waren die Heiden bereits involviert."
" ma per chiare parole e con preciso latin rispuose quello amor paterno, chiuso e parvente del suo proprio riso",Dieses wunderbare Lächeln des liebevollen Vaters erhellte seine Antwort mit klaren Worten und einer klaren Ansprache.
" «La contingenza, che fuor del quaderno de la vostra matera non si stende, tutta è dipinta nel cospetto etterno","Alles, was in eurer materiellen Wirklichkeit vor sich geht, ist Gott bekannt, noch bevor es geschieht."
 necessità però quindi non prende se non come dal viso in che si specchia nave che per torrente giù discende,"Es besteht keine Notwendigkeit, dass sie anwesend sind, ebenso wenig wie die Tatsache, dass ein Boot den Strom absenkt, wenn jemand auf sie schaut."
" Da indi, sì come viene ad orecchia dolce armonia da organo, mi viene a vista il tempo che ti s’apparecchia","Die Zeit, die sie sich für dich bereitet, kommt zu mir wie die süße Melodie eines Gehörorgans."
" Qual si partio Ipolito d’Atene per la spietata e perfida noverca, tal di Fiorenza partir ti convene",Wie Hippolitus wirst du wegen der grausamen Stiefmutter aus Florenz ausbrechen müssen.
" Questo si vuole e questo già si cerca, e tosto verrà fatto a chi ciò pensa là dove Cristo tutto dì si merca","Es wird versucht, dies umzusetzen, und bald wird es von denen erhalten, die Christus täglich anrufen."
" La colpa seguirà la parte offensa in grido, come suol","Die Scham wird auf dem Verliererteil zurückfallen, wie sie customary ist."
 ma la vendetta fia testimonio al ver che la dispensa,Aber die Unterdrückung wird allen die Wirklichkeit offenbaren.
 Tu lascerai ogne cosa diletta più caramente,"Du wirst dich von all den Dingen trennen, die du am meisten schätzt."
 e questo è quello strale che l’arco de lo essilio pria saetta,"Das Exil ist die Strafe, die zuerst verhängt wird und tiefen Schmerz mit sich bringt."
" Tu proverai sì come sa di sale lo pane altrui, e come è duro calle lo scendere e ’l salir per l’altrui scale","Du wirst erfahren, wie bitter es ist, Brot anderer zu essen, und wie schwer es ist, die Treppe eines anderen hinaufzusteigen und hinabzusteigen."
" E quel che più ti graverà le spalle, sarà la compagnia malvagia e scempia con la qual tu cadrai in questa valle","Du wirst eine echte Qual haben, wenn du gezwungen wirst, das Exil mit einem Haufen böser und verrückter Menschen zu teilen."
" che tutta ingrata, tutta matta ed empia si farà contr’ a te","Es wird alles unangenehm, töricht und ungerecht gegen dich werden."
" ma, poco appresso, ella, non tu, n’avrà rossa la tempia","werden sie, und nicht du, rot ins Gesicht werden nach kurzer Zeit"
 Di sua bestialitate il suo processo farà la prova,"Das Ergebnis dessen, was sie tun, wird ihre Dummheit beweisen."
 sì ch’a te fia bello averti fatta parte per te stesso,"Das war gut für dich, wenn du dich getrennt hast."
 Lo primo tuo refugio e ’l primo ostello sarà la cortesia del gran Lombardo che ’n su la scala porta il santo uccello,"Der große Lombard, der den heiligen Vogel auf sein Wappen bringt, wird dein erstes Zuhause und Zufluchtsort der Höflichkeit sein."
" ch’in te avrà sì benigno riguardo, che del fare e del chieder, tra voi due, fia primo quel che tra li altri è più tardo","Normalerweise wird er eine solche Haltung des Wohlwollens zu dir haben, dass du mit seinen Gefallen erfüllt sein wirst, bevor du darum bitten musst, im Gegensatz zu dem Üblichen."
" Con lui vedrai colui che ’mpresso fue, nascendo, sì da questa stella forte, che notabili fier l’opere sue","Du wirst die außergewöhnlichen Ergebnisse kennen, die dieser Planet bei ihm seit seiner Geburt erzielt hat, wenn du ihn an deiner Seite anrufst."
" Non se ne son le genti ancora accorte per la novella età, ché pur nove anni son queste rote intorno di lui torte",".Obwohl es noch jung ist, zählen die vergangenen Jahre dieses Himmels nur in neun Rotationen, aber niemand scheint sich dessen noch bewusst zu sein."
" ma pria che ’l Guasco l’alto Arrigo inganni, parran faville de la sua virtute in non curar d’argento né d’affanni","Bevor er versucht, den hohen Arrigo VII. von Luxemburg zu täuschen, wird er seine Qualitäten mit seiner Sorge um Reichtum und Sorgen zeigen."
" Le sue magnificenze conosciute saranno ancora, sì che ’ suoi nemici non ne potran tener le lingue mute","Sein Ruf wird so bekannt sein, daß selbst seine Gegner seine Existenz nicht mehr leugnen können."
 A lui t’aspetta e a’ suoi benefici,Lass dich von ihm und seinen Segnungen regieren.
" per lui fia trasmutata molta gente, cambiando condizion ricchi e mendici",Dank ihm werden Menschen aus allen gesellschaftlichen Schichten von der Veränderung profitieren.
" e portera’ne scritto ne la mente di lui, e nol dirai»","Du wirst diese Angaben über ihn in deinen Sinn bringen, die du nicht preisgeben sollst."
 e disse cose incredibili a quei che fier presente,"Sie sagte so erstaunliche Dinge, daß selbst diejenigen, die sie persönlich sahen, erstaunt waren."
 Poi giunse,Später sagte er:
" «Figlio, queste son le chiose di quel che ti fu detto","Hier, mein Sohn, die Erklärungen für das, was dir gesagt wurde."
 ecco le ’nsidie che dietro a pochi giri son nascose,"die Schäden, die sie in ein paar Jahren überfallen würden"
" Non vo’ però ch’a’ tuoi vicini invidie, poscia che s’infutura la tua vita vie più là che ’l punir di lor perfidie»","Bitte hast keinen Hass gegen deine Mitmenschen, denn dein Dasein übersteigt bei weitem die Strafe, die für ihre Bosheit bestimmt ist."
" Poi che, tacendo, si mostrò spedita l’anima santa di metter la trama in quella tela ch’io le porsi ordita, ","Nachdem die heilige Seele in Stille bewiesen hatte, daß sie die Geschichte in der Leinwand vollendet hatte, auf der ich ihr den Leitfaden gab,"
" io cominciai, come colui che brama, dubitando, consiglio da persona che vede e vuol dirittamente e ama","Ich begann auf der Suche nach einem weisen Rat von jemandem, der sieht, fühlt und handelt fair."
" «Ben veggio, padre mio, sì come sprona lo tempo verso me, per colpo darmi tal, ch’è più grave a chi più s’abbandona","Ich bin mir bewusst, mein Vater, dass die Zeit schnell zu mir kommt, um mich so stark zu beeinflussen, umso verheerender, je mehr man sich ihm hingibt."
" per che di provedenza è buon ch’io m’armi, sì che, se loco m’è tolto più caro, io non perdessi li altri per miei carmi","Ich muss sehr vorsichtig sein, so dass, wenn ich gezwungen bin, meinen geliebten Zufluchtsort zu verlassen, ich es nicht auch die anderen wegen meiner Worte wegnehmen."
" Giù per lo mondo sanza fine amaro, e per lo monte del cui bel cacume li occhi de la mia donna mi levaro, ","In der weiten Welt voller Bitterkeit, mit dem Blick meiner Frau, die mich vom herrlichen Gipfel des Berges geführt hat,"
" e poscia per lo ciel, di lume in lume, ho io appreso quel che s’io ridico, a molti fia sapor di forte agrume","Während meines Aufstiegs durch den Himmel des Paradieses habe ich Kenntnisse erworben, die von vielen nicht akzeptiert werden."
" e s’io al vero son timido amico, temo di perder viver tra coloro che questo tempo chiameranno antico»","Wenn ich mich nicht als mutiger Freund der Wahrheit erweisen werde, dann fürchte ich, dass ich keine Gelegenheit habe, unter denen zu leben, die diese Zeiten mit Nostalgie betrachten werden."
" La luce in che rideva il mio tesoro ch’io trovai lì, si fé prima corusca, quale a raggio di sole specchio d’oro","Das Licht, das von meinem Schatz ausging, das ich dort gefunden hatte, wurde lebendig und glitzernd wie ein goldener Spiegel unter den Strahlen der Sonne."
 indi rispuose,Da antwortete er und sprach:
 «Coscïenza fusca o de la propria o de l’altrui vergogna pur sentirà la tua parola brusca,"Ein Gewissen, das durch eigene oder andere Übertretungen befleckt ist, kann deine Rede nur als unliebsam empfinden."
" Ma nondimen, rimossa ogne menzogna, tutta tua visïon fa manifesta","Entferne alle inakzeptablen Lügen und zeige alles, was du gesehen hast."
 e lascia pur grattar dov’ è la rogna,"Lassen Sie diejenigen, die von einem Problem betroffen sind, es lösen."
" Ché se la voce tua sarà molesta nel primo gusto, vital nodrimento lascerà poi, quando sarà digesta","An wen sie gehört hat Wenn deine Stimme beim ersten Hören unangenehm klingt, dann wird sie dem, der sie empfangen hat, Kraft und geistige Nahrung geben."
" Questo tuo grido farà come vento, che le più alte cime più percuote","Deine Schreie werden zu den höchsten Gipfeln läuten, wie ein Windhauch."
 e ciò non fa d’onor poco argomento,Das ist Grund für großen Stolz
" Però ti son mostrate in queste rote, nel monte e ne la valle dolorosa pur l’anime che son di fama note, ","In diesen Himmeln, Fegefeuer und im schmerzhaften Höllental werden die berühmtesten Seelen gezeigt."
" che l’animo di quel ch’ode, non posa né ferma fede per essempro ch’aia la sua radice incognita e ascosa, ","Denn der Zuhörer mißt einem Beispiel, dessen Ursprung dunkel und geheimnisvoll ist, keinen Wert zu."
 né per altro argomento che non paia»,"Wir werden nicht über alles reden, was nicht klar ist."
" Già si godeva solo del suo verbo quello specchio beato, e io gustava lo mio, temprando col dolce l’acerbo","Der Selige liebte nun seine Worte, aber ich hörte ihnen zu, indem ich Bitterkeit und Zärtlichkeit schmeckte."
 e quella donna ch’a Dio mi menava disse,"Diese Frau sagte mir, dass sie mich zu Gott bringen würde."
 «Muta pensier,"Denke daran, dass die Dinge sich ändern können: Verliere nicht die Hoffnung, vergiss nicht, dass alles sich verändert."
 pensa ch’i’ sono presso a colui ch’ogne torto disgrava»,"Er denkt, daß ich von dem beschützt werde, der jeden Übergriff heilen wird."
 Io mi rivolsi a l’amoroso suono del mio conforto,"Ich wandte mich an die, die mich mit der süßen Melodie ihrer Stimme tröstete."
" e qual io allor vidi ne li occhi santi amor, qui l’abbandono","Ich kann keine genaue Beschreibung der Liebe geben, die ich in seinen hellen Augen sah."
" non perch’ io pur del mio parlar diffidi, ma per la mente che non può redire sovra sé tanto, s’altri non la guidi","Nicht nur, weil ich meine Ausdrucksfähigkeit bezweifle, sondern auch, weil mein Gedächtnis nicht stark genug ist, um das zu bewahren, an was ich mich erinnere, es sei denn, ich werde vom göttlichen Willen geleitet."
" Tanto poss’ io di quel punto ridire, che, rimirando lei, lo mio affetto libero fu da ogne altro disire, ","Ich fühlte mich, als ob mein Herz, wenn ich Beatrice nur ansah, vor allen anderen Gefühlen immun gewesen wäre."
" fin che ’l piacere etterno, che diretto raggiava in Bëatrice, dal bel viso mi contentava col secondo aspetto","Von seiner Schönheit, die ein Spiegelbild der ewigen Größe Gottes war, strahlte Beatrice auf mich aus."
" Vincendo me col lume d’un sorriso, ella mi disse","Die Helligkeit des Lächelns von Beatrice hatte mich besiegt, und sie sagte zu mir"
 «Volgiti e ascolta,Wickle und leihe Ohr.
 ché non pur ne’ miei occhi è paradiso»,"Es wird gesagt, dass das Paradies durch meine Augen gesehen werden kann."
" Come si vede qui alcuna volta l’affetto ne la vista, s’elli è tanto, che da lui sia tutta l’anima tolta, ","Ich spüre eine Liebe in der Tiefe des Blickes, wenn sie so intensiv ist, dass sie alles, was wir haben, übernimmt."
" così nel fiammeggiar del folgór santo, a ch’io mi volsi, conobbi la voglia in lui di ragionarmi ancora alquanto","Als ich mich zu diesem hellen heiligen Glanz wandte, verstand ich, wie sehr das verehrte Heilige immer noch Lust hatte, sich mit mir zu unterhalten."
 El cominciò,und lief hin und ging hinauf zum Galopp.
" «In questa quinta soglia de l’albero che vive de la cima e frutta sempre e mai non perde foglia, ","In diesem fünften Himmel des Baumes, der Leben vom Gipfel empfängt, ist er immer in Blüte und nie ohne Blätter."
" spiriti son beati, che giù, prima che venissero al ciel, fuor di gran voce, sì ch’ogne musa ne sarebbe opima","Bevor einige Menschen ins bessere Leben kamen, verdienten sie so viel Ruhm auf der Erde, dass sie zu potenziellen großen Museen wurden."
 Però mira ne’ corni de la croce,Zu den seitlichen Unterarmen des Kreuzes
" quello ch’io nomerò, lì farà l’atto che fa in nube il suo foco veloce»","Das Übernatürliche, das ich rufe, wird das tun, was der Blitz im Sturm vollbringt."
" Io vidi per la croce un lume tratto dal nomar Iosuè, com’ el si feo","Als Josua hörte, ging eine Pracht gleichzeitig durch das Kreuz."
 né mi fu noto il dir prima che ’l fatto,"Es stellte sich heraus, daß beide das Hören und Sehen gemeinsam erlebten."
" E al nome de l’alto Macabeo vidi moversi un altro roteando, e letizia era ferza del paleo","Ich sah ein weiteres Licht, das um den herrlichen Namen des Makkabäus kreiste, und die Freude war der Ansporn, der die Trophäe drehte."
" Così per Carlo Magno e per Orlando due ne seguì lo mio attento sguardo, com’ occhio segue suo falcon volando","Mein aufmerksamer Blick folgte zwei weiteren Namen, außer Karl dem Großen und Orlando, wie ein Jagdfan, der auf dem Auge seines Besitzers fliegt."
" Poscia trasse Guiglielmo e Rinoardo e ’l duca Gottifredi la mia vista per quella croce, e Ruberto Guiscardo","Wilhelm von Orange, Rinoard und Goffredo von Buglione nahmen meine Aufmerksamkeit mit diesem Kreuz auf sich, wie Roberto Guiscardo es tat."
" Indi, tra l’altre luci mota e mista, mostrommi l’alma che m’avea parlato qual era tra i cantor del cielo artista","Nachdem ich zu den Sternen gegangen war, wurde meine Seele, die mit mir gesprochen hatte, ein geschickter Musiker unter diesen himmlischen Hymnen."
" Io mi rivolsi dal mio destro lato per vedere in Beatrice il mio dovere, o per parlare o per atto, segnato","Als ich mich nach rechts drehte, beobachtete ich Beatrice, die mir erklärte, was ich durch ihre Worte und Taten zu tun hatte."
" e vidi le sue luci tanto mere, tanto gioconde, che la sua sembianza vinceva li altri e l’ultimo solere","Ich sah seinen Ausdruck so strahlend, seine Pupillen voller Zufriedenheit, die in herrlicher Pracht andere typische und frühere Emotionen bewundert übertrafen."
" E come, per sentir più dilettanza bene operando, l’uom di giorno in giorno s’accorge che la sua virtute avanza, ","Da der Mensch also merkt, daß es ihm Freude macht, Gutes zu tun, entwickelt er Tag für Tag seine eigene Tugend."
" sì m’accors’ io che ’l mio girare intorno col cielo insieme avea cresciuto l’arco, veggendo quel miracol più addorno","Mir wurde klar, daß sich mein himmlischer Weg ausgedehnt hatte, als ich die größere Schönheit Beatrices beobachtete."
" E qual è ’l trasmutare in picciol varco di tempo in bianca donna, quando ’l volto suo si discarchi di vergogna il carco, ","Wie eine Frau mit blassem Gesicht kehrt ihre Farbe schnell zu dem Zeitpunkt zurück, zu dem die Scham aus ihren Haltungen verschwindet."
" tal fu ne li occhi miei, quando fui vòlto, per lo candor de la temprata stella sesta, che dentro a sé m’avea ricolto","Als ich mich umdrehte, sah ich mit eigenen Augen die helle Schönheit des sechsten Sterns, den er in sich aufgenommen hatte."
 Io vidi in quella giovïal facella lo sfavillar de l’amor che lì era segnare a li occhi miei nostra favella,"Der Stern des Jupiters strahlte ein strahlendes Licht aus, auf dem Briefe geschrieben waren, die ich dank der darin gehosteten Seelen deutlich sehen konnte."
" E come augelli surti di rivera, quasi congratulando a lor pasture, fanno di sé or tonda or altra schiera, ","Wie Vögel, die sich aus dem Fluss erheben, die anscheinend mit dem Essen zufrieden sind und sich manchmal in Kreise oder andere Konfigurationen gruppieren, bewegen sie sich unbeschwert."
" sì dentro ai lumi sante creature volitando cantavano, e faciensi or D, or I, or L in sue figure","Im Licht der Sterne drehten sich die heiligen Seelen schnell und verwandelten sich zunächst in ein ""D,"" dann in ein ""I"" und schließlich in ein ""L."""
" Prima, cantando, a sua nota moviensi","Sie fingen an, sich im Rhythmus ihres Liedes zu bewegen und zu singen."
" poi, diventando l’un di questi segni, un poco s’arrestavano e taciensi",Und sie verwandelten sich in eines der Symbole und hörten auf und blieben still und still für einen Augenblick.
" O diva Pegasëa che li ’ngegni fai glorïosi e rendili longevi, ","Du, Pegasea, wunderschöne Göttin, machst deinen Verstand groß und verlängerst das Leben der Ideen."
" ed essi teco le cittadi e ’ regni, ",Dank dir werden Städte und Königreiche auf die gleiche Weise regiert.
" illustrami di te, sì ch’io rilevi le lor figure com’ io l’ho concette","Erleuchte mich mit deiner Intuition, damit ich mich an diese Szenen erinnern kann, wie ich sie gelebt habe."
 paia tua possa in questi versi brevi,Deine Kraft leuchtet durch diese wenigen Worte
 Mostrarsi dunque in cinque volte sette vocali e consonanti,Zwischen Vokalen und Konsonanten gab es insgesamt 35 Buchstaben.
" e io notai le parti sì, come mi parver dette","Ich erinnerte mich an die Briefe, so wie ich sie gesehen hatte."
" ‘DILIGITE IUSTITIAM’, primai fur verbo e nome di tutto ’l dipinto","""Gerechtigkeit wird geliebt"" war das erste, was man im Bild sah."
" ‘QUI IUDICATIS TERRAM’, fur sezzai","""Die, die die Erde beurteilten,"" waren die Letzten."
 Poscia ne l’emme del vocabol quinto rimasero ordinate,Sie versperrten sich im nächsten halben Wort.
 sì che Giove pareva argento lì d’oro distinto,Damit Jupiter silbernen Farbe herausragte mit ihrem glänzenden Gold.
" E vidi scendere altre luci dove era il colmo de l’emme, e lì quetarsi cantando, credo, il ben ch’a sé le move","Ich nahm mehrere Lichter zur Kenntnis, die vom oberen Teil des ""M"" abstammten, sah sie dann stehen und sah ermunternde Lieder, um Gott für alles zu ehren, was er an sich gezogen hatte."
" Poi, come nel percuoter d’i ciocchi arsi surgono innumerabili faville, onde li stolti sogliono agurarsi, ","Als glühender Stamm zerstreuen sich zahlreiche Funken in die Luft, und der dumme Verstand prophezeit großartige Ereignisse nach ihren Visionen."
" resurger parver quindi più di mille luci e salir, qual assai e qual poco, sì come ’l sol che l’accende sortille",".Als die Sonne die tausend Lichter anbrannte, waren einige mehr als erwartet aufgestanden und andere weniger, wie sie es beschlossen hatte."
" e quïetata ciascuna in suo loco, la testa e ’l collo d’un’aguglia vidi rappresentare a quel distinto foco",Ich sah ein außergewöhnliches Szenario: Die Bilder hatten sich in der gewünschten Position festgehalten und zusammen den Kopf und den Hals eines Adlers gebildet.
" Quei che dipinge lì, non ha chi ’l guidi",Der Maler hat keinen Lehrer.
" ma esso guida, e da lui si rammenta quella virtù ch’è forma per li nidi","Er ist der Inspirator, und wir erkennen in ihm das Merkmal der Schaffung von Wohnungen, die für jedes Wesen notwendig sind."
" L’altra bëatitudo, che contenta pareva prima d’ingigliarsi a l’emme, con poco moto seguitò la ’mprenta","Die anderen Lichter der Seligen, die bereit waren, eine heraldische Lilie aus dem 'M' zu bilden, ergänzten das Bild des Adlers mit subtilen Variationen."
" O dolce stella, quali e quante gemme mi dimostraro che nostra giustizia effetto sia del ciel che tu ingemme","O wunderbarer Stern, welcher Reichtum der Gnade du mir darbrachtest, um zu beweisen, daß unsere menschliche Gerechtigkeit eine von dir so verherrlichte himmlische Gabe ist."
" Per ch’io prego la mente in che s’inizia tuo moto e tua virtute, che rimiri ond’ esce il fummo che ’l tuo raggio vizia","Ich bete zu deinem Geist, aus dem die Erleuchtung deiner Tugend strahlt, um herauszufinden, woher der trübe Rauch kommt, der seine strahlende Helligkeit verdunkelt."
 sì ch’un’altra fïata omai s’adiri del comperare e vender dentro al templo che si murò di segni e di martìri,"Der Bau des Tempels, der durch Wunder und Märtyrertod geschehen ist, weckt ein weiteres Mal die Empörung wegen des Standes, der dort stattfindet."
" O milizia del ciel cu’ io contemplo, adora per color che sono in terra tutti svïati dietro al malo essemplo","Heute beten wir darum, daß alle, die von den bösen Beispielen der Päpste auf der Erde abgewichen sind, von den göttlichen Heerscharen des Himmels beschützt und gesegnet werden."
 Già si solea con le spade far guerra,Früher kämpfte man gewöhnlich mit Schwertern.
 ma or si fa togliendo or qui or quivi lo pan che ’l pïo Padre a nessun serra,"Gott bietet jedem ohne Einschränkung Brot an, aber wir nehmen es jemandem weg."
" Ma tu che sol per cancellare scrivi, pensa che Pietro e Paulo, che moriro per la vigna che guasti, ancor son vivi","Denken Sie daran, dass St. Peter und St. Paul, tot, um den Weinberg zu verteidigen, von dem Sie verderben, sind immer noch in unserem Gedächtnis."
 Ben puoi tu dire,"Sie haben sicher die Möglichkeit, Ja zu sagen."
" «I’ ho fermo ’l disiro sì a colui che volle viver solo e che per salti fu tratto al martiro, ","Ich sehne mich nach dem, der sich entschieden hat, in der Wüste zu leben, und dann wurde er mit einem Tanz ins Flehen gebracht."
 ch’io non conosco il pescator né Polo»,Ich bin weder mit dem Fischer noch mit Polo vertraut.
 Parea dinanzi a me con l’ali aperte la bella image che nel dolce frui liete facevan l’anime conserte,"Ein Meer milder Seelen, reflektiert in der süßen Vision Gottes, erstreckte sich mit den Flügeln vor mir in einem schönen Bild."
" parea ciascuna rubinetto in cui raggio di sole ardesse sì acceso, che ne’ miei occhi rifrangesse lui","Jede Seele glänzte wie ein kostbarer Rubin, der im Sonnenlicht funkelte und meine Augen durchbohrte."
" E quel che mi convien ritrar testeso, non portò voce mai, né scrisse incostro, né fu per fantasia già mai compreso","Nicht das, was ich beschreiben muss, wurde je laut formuliert, weder auf Papier mit Tinte gezeichnet, noch von der menschlichen Phantasie gedacht."
" ch’io vidi e anche udi’ parlar lo rostro, e sonar ne la voce e «io» e «mio», quand’ era nel concetto e ‘noi’ e ‘nostro’","Ich beobachtete und hörte den Adler, der mit seiner Stimme sprach: ""Johannes"" und ""Johannes,"" aber er meinte in Wirklichkeit ""Johannes"" und ""Johannes."""
 E cominciò,"zu schreiben, fing an, Worte auf das Blatt zu legen"
 «Per esser giusto e pio son io qui essaltato a quella gloria che non si lascia vincere a disio,"Nachdem ich ein gerechtes und gottesfürchtiges Leben gelebt hatte, wurde mir eine Herrlichkeit gewährt, die kein sterbliches Verlangen überwältigen kann."
" e in terra lasciai la mia memoria sì fatta, che le genti lì malvage commendan lei, ma non seguon la storia»","Ich hinterließ einen so tiefen Abdruck auf der Erde, dass sogar die Bösen ihre Erinnerungen lobten, obwohl niemand ihr beitritt."
" Così un sol calor di molte brage si fa sentir, come di molti amori usciva solo un suon di quella image","Wie eine Flamme von den vielen Funken brennt, so kam ein Gesang von allen Seelen, die dieses Bild bildeten."
 Ond’ io appresso,Also rief ich aus.
" «O perpetüi fiori de l’etterna letizia, che pur uno parer mi fate tutti vostri odori, ","O unsterbliche Blumen des immensen Glücks, die mich wie ein Aroma von all denen aussehen lassen, die sie ausstrahlen."
" solvetemi, spirando, il gran digiuno che lungamente m’ha tenuto in fame, non trovandoli in terra cibo alcuno","Bedrücke mit der herrlichen Lautstärke deiner Stimme den großen Hunger, den ich lange erdulden mußte, ohne Nahrung auf der Erde zu finden, mit der ich mich ernähren konnte."
" Ben so io che, se ’n cielo altro reame la divina giustizia fa suo specchio, che ’l vostro non l’apprende con velame","Eure Vision vom Himmel ist durch kein Hindernis begrenzt und spiegelt klar die Engelshierarchie wider, die die göttliche Gerechtigkeit begleitet."
 Sapete come attento io m’apparecchio ad ascoltar,"Ihr wisst, wie sehr ich bereit bin, aufmerksam zuzuhören."
 sapete qual è quello dubbio che m’è digiun cotanto vecchio»,"Was ist das historische Dilemma, das zu meiner längeren Abstinenz geführt hat?"
" Quasi falcone ch’esce del cappello, move la testa e con l’ali si plaude, voglia mostrando e faccendosi bello, ","Wie ein Falke, der sich von der Kapuze befreit hat, den Kopf bewegt und die Flügel bewegt, indem er stolze Willens- und Stolzschreie aussendet."
" vid’ io farsi quel segno, che di laude de la divina grazia era contesto, con canti quai si sa chi là sù gaude","Damit nur ein himmlisches Wesen zu schätzen weiß, erlebte ich den Adler, der aus Dankliedern für die göttliche Gnade gebildet wurde."
 Poi cominciò,Er lächelte und lächelte.
" «Colui che volse il sesto a lo stremo del mondo, e dentro ad esso distinse tanto occulto e manifesto, ","Er war der Schöpfer, der die Grenzen des Universums zog und zwischen sichtbaren und unsichtbaren Dingen unterschied, der Schöpfer, der ihn verwirklichte."
" non poté suo valor sì fare impresso in tutto l’universo, che ’l suo verbo non rimanesse in infinito eccesso","Er konnte seine Größe nicht überall geltend machen, denn seine Botschaft blieb mit den Fähigkeiten des Menschen für immer unerreichbar."
" E ciò fa certo che ’l primo superbo, che fu la somma d’ogne creatura, per non aspettar lume, cadde acerbo","Die vollkommenste aller Geschöpfe hat ihre göttliche Stellung verloren, weil sie die ihm von Gott angebotene Hilfe und seinen Stolz nicht annehmen wollte."
 e quinci appar ch’ogne minor natura è corto recettacolo a quel bene che non ha fine e sé con sé misura,"Man versteht also, daß jedes demütigere Wesen nicht das unendliche Gut besitzen kann, das jedem zugrunde liegt."
" Dunque vostra veduta, che convene esser alcun de’ raggi de la mente di che tutte le cose son ripiene, ","Daher entspricht eure Vision einer der vielen Strahlen der göttlichen Weisheit, die in jedem Geschöpf wohnt."
" non pò da sua natura esser possente tanto, che suo principio discerna molto di là da quel che l’è parvente","Seiner Natur nach ist er nicht mächtig genug, um das Prinzip zu erkennen, das weit über die Grenzen seines Verständnisses hinausgeht."
" Però ne la giustizia sempiterna la vista che riceve il vostro mondo, com’ occhio per lo mare, entro s’interna","Die Menschen spüren göttliche Gerechtigkeit, wie das Auge ins Meer eindringt, mit einem empfindlichen Blick."
" che, ben che da la proda veggia il fondo, in pelago nol vede","Obwohl er den Meeresboden vom Ufer aus sehen kann, ist er auf hoher See nicht mehr sichtbar."
