Original,Translate,Translate_GPT_1
Perché vestisse drappo di colore.,För att han hade färggranna kläder.,För att han hade livliga kläder på sig.
"Né lui, né altri già ciò non credesse",Varken han eller andra tror på det.,Ingen av dem och ingen av dem har någon tro.
Ché ’n ognie roba porta frutto e fiore,att i allt finns frukt och blomma,att i allt vi har hänt och dekoration
"Religion, ma’ che ’l cuor  le si desse.","av religion, men det beror på hjärtat som ägnar uppmärksamhet åt det.","av tro, men det beror på hjärtat som bryr sig om den."
"Molti buon’ santi   à l’uon visti morire,",Många goda helgon har sett döden,Många vördnadsvärda helgon bevittnade döden.
"E molte buone sante gloriose,","och många goda, förhärligade helgon,",Och många välsignade helgon vördade.
"Che fuor divote e ben religiose,","de som var hängivna [Guds] tjänare och som levde ett rättskaffens liv,",som var hängivna och djupt andliga.
"E robe di color’ volean vestire,",och ville bära färgglada kläder:,och ville klä upp livliga kläder
"Né non lasciar per ciò già di santire,",Men det betyder inte att de inte helgade.,Men detta visar inte att de inte tillbad.
"Ma elle non fur anche dispittose,",Men de var aldrig illvilliga;,Aldrig fientlig; Aldrig illvillig.
"Anz’eran caritevoli, e pietose,",De var i stället välvilliga och hängivna,Men de var vänliga och nitiska.
E sofferian per Dio d’esser martire.,och led för att Gud skulle bli martyr.,och led för att Gud skulle offras.
«E s’i’ volesse i’ n’andre’ assa’ nomando.,"""Och om jag ville, kunde jag nämna många av dem.",Om jag ville kunde jag räkna upp många av dem.
"Ma apressoché tutte le sante e santi,","Men för alla helgon och helgon,","Alla helgon och helgon,"
"Che•ll’uon va per lo mondo ogi adorando,","att människan i dag tillber för världen,","att människan i dag vördar jorden,"
"Tener famiglie, e sì fecier anfanti.",De hade familjer och hade barn.,De hade familjer och frambringade avkomma.
"Vergine, e caste, e donne gir portando","Jungfrur, kyskor och kvinnor förde med sig","Jungfruer, pölar och honor."
"Cotte, e sorcotti di colori, e manti.","Klänningar och rockar i olika färger.""",Klänning och capes av olika färger.
"L’undicimilia vergini beate,","De elva tusen saliggjorda jungfrurna,","De elva tusen avskilda jungfrurna,"
"Che davanti da Dio fanno lumera,","som gör ljus inför Gud,","som lyser inför Gud,"
In roba di color ciaschedun’era,De var klädda i klänningar av olika färger,De hade olika färger.
"Il giorno, ch’elle fur martoriate,","den Dag då de blev martyrer,",Dagen då de offrades.
Non ne fur per ciò da Dio schifate.,men därför förkastades de inte av Gud.,men därför förkastades de inte av Gud.
Dunque chi dicie che•ll’anima pèra,Så vem säger att själen förlorar?,Så vem säger att själen förlorar
"Per roba di color, già ciò non chera,",På grund av kläderna är han inte rätt.,På grund av kläderna har han inget rättfärdigande.
Ché già non fiar per ciò di men salvate:,för det sparar inte mindre för detta:,Eftersom du inte kan spara mindre av den anledningen.
"Ché ’l salvamento vien del buon coragio,","Ty frälsning kommer från gott mod,","ty frälsningen kommer av värde,"
La roba non vi toglie né non vi dona.,kläderna inte ta av eller ge bort.,Kläder ger eller subtraherar inte.
"E questo si dé creder ognie sagio,","Och detta måste man tro på för varje vis man,",Detta måste beaktas av varje vis man.
"Che non sia intendimento di persona,","som inte är beroende av valet av person,",oberoende av individens valmöjlighet.
"Che que’, che veste l’abito salvagio,","att den som bär en vild mantel,",Den som bär en exotisk klänning.
"Si salvi, s’e’ nonn-à l’opera bona.",Du räddar inte dig själv om du inte gör goda gärningar.,Du räddar inte dig själv om du inte gör goda gärningar.
Chi della pelle del monton fasciasse,Vem av fårköttets hud var klädd,De som bar fårköttets hud
"I•lupo, e tra•lle pecore il mettesse,","vargen och satte honom bland fåren,",Vargen satte honom bland fåren.
"Credete voi, perch’e’ monton paresse,",Du tror det för att du ser ut som en bagge.,Tror du att eftersom det verkar som ett får
Che de le pecore e’ non divorasse?,Skulle han inte äta får?,Skulle det inte mata fåren?
"Già men lor sangue non desiderasse,",Deras blod skulle faktiskt vilja ha ännu mer.,I stället längtar deras blod efter ännu mer
Ma vie più tosto inganar le potesse.,och skulle kunna lura dem lättare.,och skulle kunna förödmjuka dem med större enkelhet.
"Po’ che•lla pecora no ’l conosciesse,","Ty fåren ville icke känna igen honom,","Ty fåren ville icke känna igen honom,"
"S’e’ si fugisse, inpresso lui n’andasse.","Och om han rymde, skulle han kunna träffa honom.","Och om han rymde, skulle han träffa honom."
Così vo io mi’ abito divisando,På samma sätt valde jag min klänning.,Samtidigt valde jag min klänning.
"Ched i’ per lupo non sia conosciuto,","så att han icke bliver igenkänd som en varg,",för att han inte skall identifieras som en varg.
Tutto vad’io le gienti divorando.,Jag ska äta upp alla människor.,Jag slåss mot alla individer.
"E, Dio merzé, i’ son sì proveduto,","Tack gode Gud, jag är så skicklig.",Och lyckligtvis är jag så kompetent.
"Ched i’ vo tutto ’l mondo ogi truffando,",som bedrar hela världen idag,som bedrar hela världen idag
E sì son santo e produomo tenuto.,och jag betraktas som helig och dygdig.,Jag anses helig och rättrådig.
"Sed e’ ci à guari di cota’ lupelli,","Men det finns många vargar,",Men det är en hel del misstag.
"La Santa Chiesa sì è malbalita,",Den heliga kyrkan är sjuk.,"Den heliga kyrkan är sjuk,"
Po’ che•lla sua città è asalita,För hans stad är belägrad.,eftersom hans stad är omringad
"Per questi apostoli, c’or son novelli,","för dessa apostlar, som nu äro nya,","För dessa missionärer, som nyligen har kommit."
"Ch’i’ son ciertan, po’ ch’e’ son suo’ rubelli,","Jag är säker, ty de äro hans fiender,","Det är jag säker på, för de är motståndare."
Ch’ella non potrà essere guarentita:,som inte kan botas,som inte kan botas
"Presa sarà sanza darvi fedita,","Hon kommer att bli tillfångatagen utan tro,",Hon kommer att fängslas utan att tro.
"Né di trabochi, né di manghanelli.",och fällor och batonger.,"Inga fällor, inga batonger."
"Se Dio non vi vuol metter argomento,","Om Gud inte vill ingripa,","Om Gud inte beslutar sig för att handla,"
"La guera si fie tosto capitata,",Kriget är snart över.,Frågan kommer snart att vara avslutad.
Sì ch’ognie cosa andrà a perdimento.,och allting kommer att vara på ett sådant sätt att allting kommer att vara i fördärvet.,Och allt kommer att förstöras.
"Ed a me par ch’E’ l’à dimenticata,","Och det verkar som om han har glömt henne,",Jag tycker att han har försummat henne.
Po’ sòfera cotanto tradimento,för han uthärdar så mycket svek,för han tolererar så mycket otrohet
"Da color, a chui guardia l’à lasciata.",genom dem som han har lämnat sin vakt åt.,Från dem du anförtrodde vårdnaden till.
"Sed e’ vi piacie, i’ sì m’andrò posando,","Men om du vill, så slutar jag.","Om du vill, så stannar jag."
Sanza di questi fatti più parlare.,För att inte nämna dessa extra fakta.,utan att ytterligare diskutera dessa frågor.
"Ma tuttor   sì vi vo’ convenenzare,","Men hur som helst, jag vill peka ut dig,",Men jag skulle vilja betona följande:
"Che tutti i vostri amici andrò avanzando,","att alla dina vänner kommer att hjälpa,",att alla dina kamrater kommer att stödja.
Ma’ che comeco ciascun vada usando:,Men alla måste agera med försiktighet:,Men alla måste vara försiktiga.
"Sì son e’ morti, s’e’ no ’l voglion fare.",De är döda om de inte vill göra det här.,De är omkomna om de inte har för avsikt att göra det.
"E la mia amica convien honorare,","Och min vän bör hedra,","Och min vän förtjänar att bli respekterad,"
O ’l fatto lor andrà pur pegiorando.,Annars kommer deras situation att förvärras.,eller deras tillstånd kommer att bli allvarligare.
"Egli è ben vero ched i’ son traditore,",Det är helt sant att jag är en förrädare.,Det är obestridligt att jag är otrogen.
"E per ladron m’à Dio, pez’à, giugiato,",Och under en tid dömde Gud mig till en tjuv.,Och för en tid trodde Gud att jag var en skurk.
Perch’i’ ò messo il mondo in tanto erore.,För att jag har gjort så många misstag i världen.,För att jag har orsakat så mycket oordning i världen.
"Per molte volte mi son pergiurato,","För många gånger har jag lovat falskt,","För många tillfällen har jag ljugit,"
"Ma i’ fo il fatto mio sanza romore,","Men jag gör min plikt i tystnad,",Men jag gör mitt jobb tyst.
Sì che nessun se n’è ancora adato.,Så ingen har märkt det än.,så att ingen ännu har insett det.
I’ fo sì finta mente ognie mio fatto,Jag låtsas i alla mina affärer.,Jag låtsas i varje projekt jag har.
"Che Proteùsso, che già si solea","att Proteus, som redan vanligtvis","Vilken Proteus, som vanligtvis"
"Mirare   in tutto ciò, ched e’ volea,","kan ändra form som han vill,",kan ändra dess konfiguration till ditt tycke.
Non sepe unquanche il quarto di baratto,"inte vet en fjärdedel av bedrägeri,",Jag vet inte ens en bråkdel av fusket.
"Come fo io, che non tenni ancor patto.","Som jag gör, att jag aldrig har ingått något förbund,","Som jag gör, jag har aldrig skrivit på ett avtal."
"E’ nonn-è ancor nessun, che se n’adea,",Det finns ingen här än som har någon aning.,Det finns fortfarande ingen att veta om det.
"Tanto no•stea   con meco, o mangi, o bea,",Inte ens den som tillbringar tid eller äter eller dricker med mig;,"Ingen som tillbringar tid, konsumerar eller dricker med mig."
Che nella fine no•gli faccia un tratto.,att han till slut inte förråder honom.,att du till slut inte bedrar honom.
Chéd i’ so mia fazone sì ben canbiare,För jag vet hur jag ska förändra mitt ansikte så väl.,För att jag kan förvandla mitt ansikte så bra.
Ched i’ non fui unquanche conosciuto,att jag aldrig har blivit igenkänd,som jag aldrig har blivit uppskattad
"In luogo, tanto vi potesse usare,",Ingenstans där jag använde den här skickligheten.,Ingenstans har jag tillämpat denna kompetens.
"Ché chi mi crede più aver veduto,","Och som tror att jag har sett,",Och vem tror du att jag har sett?
"Cogli atti miei gli so gli ochi fasciare,","med mina handlingar jag blundar hans ögon,",Genom mina handlingar skymmer jag hans syn.
Sì ch’e’ m’à incontanente isconosciuto.,så att han inte känner igen mig omedelbart.,Så att han inte identifierar mig omedelbart.
"I’ sì so ben per cuor ognie linguagio,",Jag kan alla språk väl.,Jag blir utgjuten i varje språk.
"Le vite d’esto mondo i’ ò provate,","Jag har prövat alla liv i den här världen,",Jag har upplevt universums alla existenser.
"Ch’un’or divento prete, un’altra frate,","En timme blir jag präst, en munk till.","Om en timme blir jag präst, vid ett annat tillfälle munk."
"Or prinze, or cavaliere,   or fante, or pagio,","Nu, prinsen, nu riddaren, nu spädbarnet, nu tjänaren,","Nu härskare, nu krigare, nu fotgängare, nu tjänare."
Secondo ched i’ vegio mi’ vantagio;,beroende på vad jag ser som min fördel;,"på grundval av vad jag anser vara användbart,"
"Un’altr’or son prelato, un’altra abate,","En annan gång är jag prelat, ännu en abbot,","En annan gång föregicks jag, en annan gång var jag överlägsen."
"Molto mi piaccion giente regolate,",Jag gillar folk som följer reglerna.,Jag gillar folk som respekterar reglerna.
Ché co•llor cuopr’i’ meglio il mi’ volpagio;,För med dem kan jag bättre dölja min rävnatur.,För med dem kan jag bättre dölja mitt räven temperament.
"Ancor mi fo romito, e pellegrino,",Jag blir också eremit och pilgrim.,Jag blir också munk och tiggare.
"Cherico, e avocato e gustiziere,","Präst, advokat och hämnare.","Präst, juridisk, domare."
"E monaco, e calonaco, e bighino;","munk, skomakare och tiggare,","ibland ungdomlig, gammal och välvd"
"E castellan mi fo, e forestiere,","Och jag är ett slott och en utlänning,",Och jag är infödd och utlänning.
"E giovane alcun’ora, e vechio chino:","Och ung ibland, och gammal böjd:",Som ett resultat av detta valde jag att följa med min vän.
"A brieve motti, i’ son d’ogni’ mestiere.","Kort sagt, de tillhör alla yrken.","Kort sagt, de tillhör alla yrken."
"Sì prendo poi, per seguir mia conpagna,","Så, för att följa min partner,","Som ett resultat, att följa med min vän,"
"Cioè madona Costretta-Astinenza,","Det vill säga, fru Restriktion-Astinence,",Fru Restrict-Abnegation.
"Altri dighisamenti a sua voglenza,","Jag tar fler forsar efter hans vilja,",Jag tar mer avhållsamhet efter din diskretion.
"Perch’ella mi sollaza, e m’aconpagna;","därför att hon tröstar mig och följer mig,",För att hon kittlar mig och följer mig.
E metto pena perch’ella rimagnia,Och jag tycker synd om dig för att du är nöjd.,Jag straffar för att hon gläder sig.
"Comeco, perch’ell’è di gran sofrenza,","och därför att han är så lidande,","och varför det är så smärtsamt,"
"E s’amostra a•ttal gran benvoglienza,",och han visar sig så välsinnad,och är så vänligt sinnad
Ch’ella vorebe che fosse in Ispagnia.,som vill att du ska vara i Spanien.,som vill att jag ska vara i Spanien.
"Ella si fa pinzochera, e badessa,","Hon blir nypad, och abbedissan,","Du uppför dig arrogant, och auktoritet."
"E monaca, e rinchiusa, e serviziale,","och nunna, och inlåsta, och tjänst,",och som är religiösa och som är begränsade och som lyder
"E fassi sopriora, e prioressa.","och högre fakta, och tidigare.","och högre fakta, och tidigare. -> och göra dig själv bättre, och föregå."
Idio sa ben sed ell’è spiritale!,Gud vet att han är andlig!,Gud vet om han är religiös!
"Altr’or si fa noviza, altr’or professa,","Vid andra tillfällen finns det nybörjare, vid andra tillfällen bekände,","Vid andra tillfällen är du nybörjare, vid andra tillfällen expert."
"Ma, che che faccia, non pensa c’a male.","Men vad han gör, han tänker inte illa.","Men, du arbetar, missuppfatta inte."
Ancor sì no•mi par nulla travaglia,Dessutom verkar det inte tröttsamt för mig.,Dessutom verkar det inte svårt för mig.
"Gir per lo mondo, inn-ogne regione,",resa runt i världens regioner,"Utforska, navigera, omge jordklotets länder."
E riciercar ognie religione;,"och söka varje religion,","undersöka och undersöka varje tro,"
"Ma della religion,   sa•nulla faglia,","men jag begår inga misstag,",Men i tron har jag inte fel.
"I’ lascio il grano, e prendone la paglia,",Jag lämnar säden och tar halmen.,Jag överger säden och väljer strået.
"Ch’i’ non vo’ che•ll’abito a lor fazone,",Jag vill inte att klänningen ska vara trendig.,Jag vill inte att klänningen ska vara trendig.
E predicar dolze predicazione:,och predikar ljuvliga predikningar:,"förmana, förmana, förmana, inskärpa"
Con questi due argomenti il mondo abaglia.,Med dessa två argument bedrar jag världen.,Med dessa två teman jag trom globen.
"Così vo io mutando e suono, e verso,",Så jag ändrar ton och riktning,På så sätt kan jag variera mitt register och riktning.
"E diciendo parole humili e piane,","och jag talar ödmjuka och enkla ord,",Och jag talar med ödmjuka och blygsamma ord.
Ma molt’è il fatto mio a•dir diverso:,Men mycket är mitt annorlunda beteende:,Men min inställning är mycket olika.
"Ché tutti que’, c’ogi manucar pane,","För alla som saknar bröd idag,",För alla i dag har ingen mat.
"No•mi terian ch’i’ non gisse traverso,",De skulle se mig som om jag inte vore en bedragare.,De skulle se mig som om jag inte vore en bedragare.
Ch’i’ ne son ghiotto più che d’unto il cane».,För jag är mer girig än hunden.,För jag är hungrig mer än hunden.
Falso-Senbiante si volle sofrire,Falsk-sembient ville lida,Falsk-sembient ville lida
"Sanza dir  de suo’ fatti più in avante,","För att inte nämna hans fakta framåt,",För att inte tala om hans framsteg.
Ma ’l Die d’Amor non fecie pa senbiante,men kärlekens Gud har inte gett något tecken,Men Gud av påverkan har inte gett någon ledtråd
"Ched e’ fosse anoiato dell’udire,","att han var trött på att höra,",att han var trött på att lyssna.
"Anzi gli disse, per lui ringioire:",Och han sade till honom: »För att få honom att ångra sig.»,"Men han sade till honom, att han skulle ångra sig."
"«E’ convien al postutto, Falsenbiante,","""Det är nödvändigt, Falkesembian,","Det är oumbärligt, låtsas,"
"C’ognie tua tradigion tu sì•cci cante,",att du erkänner alla dina svek,att du erkänner alla dina svek
Sì ch’e’ non vi rimanga nulla a dire.,så att det inte finns något kvar att säga.,Så det finns inget kvar att säga.
"Ché•ttu mi pari un uon di Giesocristo,","Eftersom du verkar för mig som en man av Jesus Kristus,","Eftersom du verkar för mig som en man av Jesus Kristus,"
E ’l portamento fai di santo hermito».,"och gör som en helig eremit.""",Ta attityden av en helig anacoreta.
"«Egli è ben vero, ma i’ sono ipocristo».","""Det är sant, men jag är en hycklare.""","""Det stämmer, men jag är en bluff."""
«Predicar astinenza i’ t’ò udito».,"""Jag hörde dig predika avhållsamhet""",Jag hörde att du predikade temperament.
"«Ver è, ma, per ch’i’ faccia il viso tristo,","""Det är sant, men för att få mig att se ledsen ut,","""Det stämmer, men för att få mig att se melankolisk ut,"
I’ son di buon’ morselli dentro farsito.,"Jag är full av goda munnar.""",Jag är full av läckra bett.
"Di buon’ morselli i’ sì m’enpio la pancia,","Jag fyller min mage med goda munnar,",Jag fyller min mage med läckra delikatesser.
"E, s’e’ si truova al mondo di buon vino,","Och om det finns gott vin i den här världen,","Om det finns utmärkt vin i denna värld,"
"E’ convien ch’i’ me ne enpia lo bolino,",Det är nödvändigt för mig att fylla mitt glas.,Jag måste fylla min kopp.
"Ad ag’io   vo’ star più che ’l re di Francia,",Jag vill leva bättre än kungen av Frankrike.,Jag vill leva mer bekvämt än Frankrikes härskare.
Ché gli altru’ fatti so’ tutti una ciancia,eftersom de andra fakta är bara prat,För de andra fakta är bara rykten.
"Verso de’ mie’, ch’e’ son mastro divino,","jämfört med min, som är gudomliga,","Jämfört med min, som är sublima,"
"E le cose sacrete m’indovino,","Och de heliga saker jag vet hur man gissar,",Och de gudomliga saker jag vet.
E tutto ’l mondo peso   a mia bilancia.,Och hela världen väger på mina skalor.,och hela jordklotet viktas mot min stadera.
"Ancor vo’ da le gienti tal vantagio,","Dessutom vill jag utnyttja människor,",Jag vill också ha en fördel framför andra.
"Ch’i’ vo’ riprender, sanz’esser ripreso,","som jag vill ta, utan att bli tagen,","som jag vill förvärva, utan att bli tillrättavisad."
"Ed è ben dritto, ch’i’ sono ’l più sagio,","och det är rätt, att jag är den visaste,","Och det är rätt, att jag är den visaste,"
"S’i’ porto tuttor sotto l’arco teso,","Om jag håller min båge under eld hela tiden,",Jag håller alltid fören hårt.
"Per dar a quel cotal male e damagio,",för att orsaka dem som besvärar mig,Provocera dem som irriterar mig
Che ’n gastigar vi stesse punto inteso».,"ett lämpligt straff, utan straff.""","En lämplig sanktion, utan att drabbas av ett straff."
"«Tu sì va’ predicando povertate,","""Du predikar fattigdom,",Du sprider elände.
"E lodila». «Ver è, ad uopo altrui,","Och prisa henne."" ""Det är sant, för andra,","Och prisa det, ja, till de andra,"
"Ch’i’ non son già su’ amico, né ma’ fui,","Men jag är inte hans vän, och det var inte jag heller.","Men jag är ännu inte hans allierade, och det var inte jag heller."
Anzi le porto crudel nimistate:,"Tvärtom, jag ger henne en grym fientlighet.",Men jag ger henne en hänsynslös motvilja.
Ch’i’ amerei assa’ meglio l’amistate,Jag föredrar mycket mer vänskap.,Jag föredrar mycket vänskap.
"Del re di Francia, che quella a colui,","av Frankrikes kung, att till honom","Frankrikes härskare, att till honom"
"Che va caendo per l’uscial altrui,","faller vid andras dörr,",Glider genom andras öppning.
"E muor sovente di neciessitate,","och dör ofta av nödvändighet,","och som ofta förgår av nödtvång,"
"E ben avess’egli anima di santo,","Och även om han hade ett helgons själ,","Även om han hade en välsignad mans själ,"
"Il pover no•mi piaci’, e sua conteza,","Jag gillar inte de fattiga, och hans tillstånd,","Jag gillar inte de olyckliga, och hans situation."
"E più, ch’i’ posso, i’ ’l metto da l’un canto;",och mer än jag kan lägga det åt sidan;,"Och mer än jag kan, behåller jag det."
"E se d’amor gli mostro, si è finteza,","Och om jag visar honom kärlek, så är det fiktion.","Och om jag visar honom tillgivenhet, är det simulering."
Ma convien ch’i’ mi cuopra di quel manto:,Men det är upp till mig att täcka mig med manteln:,Men det är tillrådligt att jag sveper in mig med filten.
"Per mostrar ch’i’ sia buon, lor fo careza.","För att bevisa att jag är god, ger jag dem uppmärksamhet.","För att vittna om min godhet, bryr jag mig om dem."
E quand’io vego igniudi que’ truanti,"Och när jag ser dessa nakna tiggare,","När jag tittar på de stackars avklädda,"
"Su’ monti del litame star tremando,","bävan i dyngabergen,",Chocker på sophögarna.
"Che fredo e fame gli fa sì acorando,",och lider så mycket av kyla och hunger,att uthärda och lida intensivt av frost och inesi
"Ch’e’ non posson pregiar né Die, né santi,","att varken Gud eller de heliga kan bedja,",som varken kan åkalla Gud eller de välsignade.
"E ’l più, ch’i’ posso, lor fugo davanti","Och så mycket jag kan, flyr jag framför dem,","Och så mycket jag kan, springer jag framför dem."
Sanza girne nessun riconfortando.,"utan att trösta någon av dem,",utan att trösta någon av dem.
"Anzi lor dico: “Al Diavol v’acomando,","Ja, jag säger till dem: ""Jag anförtror er åt djävulen.","I stället utropar vi dem: "" Jag ger er åt djävulen"
"Con tutti que’, che non àn de’ bisanti”.","med alla dem som inte har några pengar.""",Med alla som inte har likviditet.
Ché•lla lor conpressione è freda e secca,"Eftersom deras fattigdom är kall och torr,",Därför att deras fattigdom är kall och torr.
"Sì ch’i’ non so, ch’i’ di lor trar potesse.",Jag vet inte om jag kan dra nytta av det.,Jag vet inte om jag kan utnyttja det.
"Or che dir a colui, che ’l coltel lecca?",Vad ska jag säga till dem som slickar en kniv?,Vad föreslår du att slicka ett svärd?
"Di gran follia, credo, m’intramettesse",Jag tror att det skulle vara galet.,Jag tror att det skulle vara en stor dum sak.
"Voler insegniar vender frutta a trecha,",Vill lära dig hur man säljer rutten frukt,Vill lära dig att byta dålig frukt
O ch’i’ a•letto del cane unto chiedesse.,eller be om den smorda hundens olja.,Stressa oljan från den feta kanid.
"Ma, quand’i’ truovo un ben ricco usuraio","Men när jag hittar en rik ockrare,",När jag hittar en rik ockrare
"Infermo, vo ’l sovente a vicitare,","Jag är sjuk, jag träffar honom ofta.","Sjuk, jag besöker henne ofta,"
Chéd i’ ne credo danari aportare,För jag tror att jag ger honom pengar.,För att jag tror att jag ger honom pengar.
"Non con giomelle, anzi a colmo staio.","Inte med småsaker, men i överflöd.","Inte med leksaker, men i stora mängder."
"E, quando posso, e’ non riman danaio","Och när jag kan, lämnar jag inte hans familj utan pengar,","När jag kan, överger jag inte hans familj utan ekonomiska resurser."
"A•ssua famiglia, ond’e’ possa ingrassare.",för sin familj med vilken de kan gå upp i vikt.,För hans familj kan de bli rika med.
"Quand’egli è morto, i’ ’l convio a sotterare","När han är död, skickar jag honom att begrava","När han dog, skickade jag honom för att inumera."
"Po’ torno, e sto più ad agio che Gienaio.",Sen kommer jag tillbaka och är mer avslappnad än jag var i januari.,Så jag kommer tillbaka och är tystare än jag var i januari.
"E sed i’ sono da nessun biasmato,","Och om ingen klandrar mig,","Om jag inte kritiseras,"
"Perch’io il pover lascio, e ’l rico stringo,","för att jag lämnar de fattiga och drar åt de rika,",För att jag överger de mindre välbärgade och etablerar relationer med de välbärgade.
"Intender fo che ’l ricco à più peccato,","Jag förstår att den rike mannen har syndat mer,",Jag har förstått att de rikare har överträtt mer.
"E perciò sì ’l conforto e sì ’l consiglio,","Och för detta tröstar jag honom och ger honom råd,",Därför uppmuntrar jag honom och ger honom förslag.
"Insin ch’e’ d’ognie ben s’è spodestato,","Så länge han gör sig av med allt gott,",Så länge han gör sig av med alla ägodelar.
"E dato   à me, che ’n paradiso il pingo.","Och ge den till mig, så att han kan måla den i himlen.","Och du gör det åt mig, så att du målar det som en plats av lycka."
Io dico che ’n sì grande dannazione,Jag säger att själen hamnar i en stor fördömelse.,Jag säger att själen hamnar i ett stort fördömande.
"Va l’anima per grande povertade,",för stor fattigdom går själen,"För guds skull, själen försvinner."
"Come per gran ricceza, in veritade;","[och] som en rik källa,","som av ett enormt överflöd, verkligen."
"E ciaschedun dé aver questa ’ntenzione,","och alla bör ha den avsikten,",Och alla borde ha detta syfte.
Ché ’n un su’ dicie Salamone:,Ty Salomo säger i sitt tal:,Därför att Salomo i ett av sina ordspråk säger:
"“Guardami, Idio, per la Tua gran pietade","""Se på mig, Gud, för din stora nåds skull","""Se till mig, Gudomen, efter din enorma nåd."
"Di gran richeza, e di mendichitade;","av stor rikedom och utblottning,",från överflöd och fattigdom.
"E dàmi del Tu’ ben sol per ragione,","Och ge mig ditt goda bara av skäl,",och ge mig Din nåd endast av förnuft.
"Ché que’, c’à gran richeza, si oblia",för att de som har stor rikedom skall glömma,För dem som har stort överflöd förbise
"Que’, che ’l criò, per lo su’ gran riccore,","Han som har skapat dem på grund av deras begär efter rikedom,","Han som har skapat dem för deras välviljas skull,"
Di che l’anima mette in mala via.,och sätt deras själar på en dålig väg.,och leda deras väsen på fel väg.
"Colui, cui Povertà tien in dolore,","Den som håller fattigdom i smärta,",Den som plågar misären.
"Convien che•ssia ladrone,   o muor d’envia,","Han måste bli en tjuv, eller dö av avund,","Han måste bli en skurk, eller dö av svartsjuka."
"O serà falsonier, o mentitore”.","eller är en lögnare eller en lögnare.""",Var oärlig eller förfalska dig.
Ancor sì non comanda la Scrittura,Men skriften säger inget om det.,Förslaget dominerar dock inte.
"Che possent’uon di corpo chegia pane,",en man med en frisk kropp att be om bröd,En individ med en frisk organism att tigga om mat.
Né che si metta a viver d’altru’ ane:,inte heller lever han av andras ägodelar.,som du stöder med andras rikedom
"Questo non piacie a Dio, né non n’à cura,","Detta behagar inte Gud och bryr sig inte om honom,","Detta behagar inte Gud, och han bryr sig inte om det."
"Né non vuol, che•ll’uon faccia sale, o mura,","Han vill inte heller att någon skall bygga salt eller murar,",Inte heller vill han att en elegant man ska gå upp eller ramparts.
"De le limosine alle gient’istrane,","med främlingars allmosor,",med erbjudanden från okända personer.
"Ma vuol c’uon le diparta a giente humane,",Men han vill att de ska delas ut till människor.,men vill att de ska delas ut till människor
Di cui forza e santade à gran paura.,vars styrka och hälsa oroar honom.,vars styrka och välbefinnande ger honom anledning till oro.
"E sì difendea buono Giustiziano,","Och så skyddade han den gode Executor,",Därför försvarade han den rättfärdige domaren.
E questo fecie scriver nella Legie:,och hade detta skrivet i lagen:,Och han befallde honom att vara inskriven i lagen:
"Che nesun dia limosina a huon sano,",att ingen ger allmosor till en frisk person,Låt ingen ge förfrågningar till en frisk individ.
"Che truovi a guadagniare, e•ttu t’avegi","att du finner dig själv kunna tjäna, och du själv inser","i en position att få, och du själv inser det"
Ch’a lavorare e’ non vuol metter mano;,som inte vill komma till jobbet;,som inte vill jobba.
"Ma vuol che•ttu ’l gastighi, e cacci, e fegi.",Men han vill att du straffar honom och sparkar ut honom och gör det.,"Men han vill att du ska straffa honom, och avvisa honom och göra det."
"Chi di cota’ limosine è ’ngrassato,","Den som blir fet med dessa allmosor,",De som har berikat sig med dessa offergåvor.
"In paradiso non dé atender pregio,",Förvänta er ingen belöning i paradiset.,Vänta inte på belöningen i himlen
"Anzi vi dé atender gran dispregio,","Han måste faktiskt förvänta sig stort förakt,","snarare än att förvänta sig stort förakt,"
Almen s’e’ non è privilegiato;,"åtminstone om den inte är privilegierad,",Minsta om inte gynnad
"E s’alcun n’è, sì n’è fatto, ingannato","Och om någon är det, har han blivit lurad.","Om någon är vilseledd, har han blivit lurad."
"È ’l Papa, che li dié il su’ Colegio,","av påven som gav honom sitt privilegium,",Från påven som gav honom sin ynnest.
Ché dar non credo doveria privilegio,För jag tycker inte att du ska ge privilegier.,Därför att jag inte anser att favorisering bör beviljas.
"C’uon sano e forte gisse mendicato: ",till en frisk och stark person som lever på allmosor.,Till en frisk och kraftfull individ som lever i välgörenhet.
"Ché•lle limosine, che sono donate",Därför att allmosorna som ges,Varför erbjuds allmosor?
"A’ vechi, o magagniati san’ posanza,","till gamla eller sjuka utan styrka,","För gamla eller sjuka, svaga, maktlösa."
"A chui la morte seria gran santate,","för vilken döden skulle vara en stor välsignelse,",För honom skulle döden vara en stor nåd.
"Colui, che•lle manuca, i’ l’ò ’n gravanza:","Den som använder dem, ser jag som en börda:",Jag ser dem som en börda.
Elle gli fieno ancor ben pagate.,De kommer fortfarande att få bra betalt.,De kommer fortfarande att få generöst betalt.
Di questo non bisognia aver dottanza.,Det behövs ingen kunskap om detta.,Det behöver du inte veta.
"Tanto quanto Gesù andò per terra,","Så mycket som Jesus vandrade på jorden,","Så mycket som Jesus vandrade på jorden,"
I suo’ disciepoli e’ non dimandaro,Hans lärjungar frågade inte,Hans efterföljare ifrågasatte inte
"Né pane, né vino, anzi il guadagniaro","varken bröd eller vin, men de vann","Ingen mat, ingen dryck, men de jagade."
"Co•le lor man, se•llo non erra.","Med sina händer, utan att göra ett misstag.","Med fingrarna, inga misstag."
