Original,Translate_de_1
 e quinci appar ch’ogne minor natura è corto recettacolo a quel bene che non ha fine e sé con sé misura,"Und von hier aus wird man verstehen, daß jedes Geschöpf, das ihm unterlegen ist, nicht in sich das Gute enthalten kann, das keine Grenzen hat, und es ist das einzige Maß an sich selbst."
" Dunque vostra veduta, che convene esser alcun de’ raggi de la mente di che tutte le cose son ripiene, ","Darum eure Sehkraft, die nichts anderes ist als eine der Strahlen des Verstandes Gottes, die in allen Dingen vorhanden ist,"
" non pò da sua natura esser possente tanto, che suo principio discerna molto di là da quel che l’è parvente","kann von Natur aus nicht so stark sein, sein Prinzip zu sehen, das weit über die Fähigkeiten seiner Sinne hinausgeht"
" Però ne la giustizia sempiterna la vista che riceve il vostro mondo, com’ occhio per lo mare, entro s’interna",Darum dringt das empfindliche Sehvermögen der Menschen in die göttliche Gerechtigkeit ein wie das Auge im Meer.
" che, ben che da la proda veggia il fondo, in pelago nol vede","und er, wenn er vom Ufer aus den Grund sieht, sieht ihn nicht mehr auf hoher See."
" e nondimeno è li, ma cela lui l’esser profondo","Und gewiß, er ist da, aber die Tiefe verbirgt ihn."
" Lume non è, se non vien dal sereno che non si turba mai","Es gibt kein wahres Licht für den menschlichen Verstand, wenn es nicht aus jener Ruhe kommt, die nie verschwommen ist"
 anzi è tenèbra od ombra de la carne o suo veleno,"jeder andere ist dunkel, oder verwöhnt von den Sinnen, oder lockt zum Irrtum"
" Assai t’è mo aperta la latebra che t’ascondeva la giustizia viva, di che facei question cotanto crebra","Nun ist dir die Höhle geöffnet, die die göttliche Gerechtigkeit vor dir verborgen hat, die in dir große Zweifel weckte."
 ché tu dicevi,Denn du hast gesagt:
" “Un uom nasce a la riva de l’Indo, e quivi non è chi ragioni di Cristo né chi legga né chi scriva","""Ein Mensch wird an den Ufern des Indus geboren, und hier spricht oder lehrt oder schreibt über Christus"
" e tutti suoi voleri e atti buoni sono, quanto ragione umana vede, sanza peccato in vita o in sermoni","aber alle seine Begierden und seine Gesten sind tugendhaft, so viel die menschliche Vernunft richten kann, ohne Sünde in Taten oder Worten."
 Muore non battezzato e sanza fede,Er stirbt ohne Taufe und ohne Glauben
 ov’ è questa giustizia che ’l condanna? ,Welche Gerechtigkeit verurteilt ihn?
" ov’ è la colpa sua, se ei non crede?”","Was ist Ihre Schuld, wenn Sie nicht glauben?"
" Or tu chi se’, che vuo’ sedere a scranna, per giudicar di lungi mille miglia con la veduta corta d’una spanna? ","""Wer bist du jetzt, der dich zum Richter erheben und tausend Meilen entfernt ein Urteil fällen will, mit dem Anblick, der kaum zu einer Spanne führt?"
" Certo a colui che meco s’assottiglia, se la Scrittura sovra voi non fosse, da dubitar sarebbe a maraviglia","Gewiß, der Unvernünftige, der über mich redet, mag auf erstaunliche Weise zweifeln, wenn die Heilige Schrift nicht über euch wäre."
 Oh terreni animali,"Oh, irdische Kreaturen"
 oh menti grosse,"Oh, du fetter Idiot."
" La prima volontà, ch’è da sé buona, da sé, ch’è sommo ben, mai non si mosse","Der erste Wille, der an sich gut ist, hat sich nie von sich selbst bewegt, der der höchste ist, der gut ist."
 Cotanto è giusto quanto a lei consuona,"Alles, was damit übereinstimmt, ist richtig."
" nullo creato bene a sé la tira, ma essa, radïando, lui cagiona»","kein erschaffenes Gut zieht es zu sich, aber es ist es, die Begnadigung, die es bestimmt,"
" Quale sovresso il nido si rigira poi c’ha pasciuti la cicogna i figli, e come quel ch’è pasto la rimira","Wie der Storch, nachdem er seine Jungen ernährt hatte, fliegt er über das Nest und wie die Storchs, die es gegessen haben, sie beobachten,"
" cotal si fece, e sì leväi i cigli, la benedetta imagine, che l’ali movea sospinte da tanti consigli","Also tat er das heilige Bild, das die Flügel bewegte von vielen Seligen, und ich schaute auf sie."
" Roteando cantava, e dicea",Er drehte sich um und sang und sagte:
" «Quali son le mie note a te, che non le ’ntendi, tal è il giudicio etterno a voi mortali»","Wie du den Gesang, den ich dir singe, nicht verstehst, so ist das göttliche Gericht euch Sterblichen nicht zu erkennen."
" Poi si quetaro quei lucenti incendi de lo Spirito Santo ancor nel segno che fé i Romani al mondo reverendi, esso ricominciò","Nachdem jene heiligen Lichter, voll des Heiligen Geistes, stehengeblieben waren und wiederkamen, um das Zeichen darzustellen, das die Römer der Welt würdig gemacht hatte, fing es wieder an."
" «A questo regno non salì mai chi non credette ’n Cristo, né pria né poi ch’el si chiavasse al legno","In diesem Königreich ist niemand aufgefahren, der nicht an Christus geglaubt hat vor oder nach seiner Kreuzigung."
 Ma vedi,Aber siehst du?
" molti gridan “Cristo, Cristo”, ","Viele schreien ""Christus, Christus,"""
"che saranno in giudicio assai men prope a lui, che tal che non conosce Cristo","Und der Tag des Gerichts wird ihm viel weniger nahe sein als denen, die ihn nie kennengelernt haben."
" e tai Cristian dannerà l’Etïòpe, quando si partiranno i due collegi, l’uno in etterno ricco e l’altro inòpe","und diese Christen werden von dem Äthiopier verdammt werden, wenn die zwei Heerscharen geteilt werden, eine ewiglich reich und die andere armselig."
" Che poran dir li Perse a’ vostri regi, come vedranno quel volume aperto nel qual si scrivon tutti suoi dispregi? ","Was können die Perser zu euren Königen sagen, wenn sie das Buch, in dem alle Bösen geschrieben sind, geöffnet sehen?"
" Lì si vedrà, tra l’opere d’Alberto, quella che tosto moverà la penna, per che ’l regno di Praga fia diserto","Dort werden wir sehen, unter den Werken von Alberto, das, was bald bemerkt werden wird, und so wird das Königreich von Prag zerstört werden"
" Lì si vedrà il duol che sovra Senna induce, falseggiando la moneta, quel che morrà di colpo di cotenna","Dort wird man den Schmerz sehen, der über der Seine weht, indem man falsche Münze prägt, den, der durch den Schuß eines Wildschweins stirbt."
" Lì si vedrà la superbia ch’asseta, che fa lo Scotto e l’Inghilese folle, sì che non può soffrir dentro a sua meta","Dort wird man den Hochmut sehen, der den Durst nach Macht nährt und die Könige von Schottland und England verrückt macht, die es nicht ertragen, in ihren Grenzen zu bleiben."
" Vedrassi la lussuria e ’l viver molle di quel di Spagna e di quel di Boemme, che mai valor non conobbe né volle","Man wird sehen die Lust und das verderbliche Leben des Königs von Spanien und des Königs von Böhmen, die sie nie kannten und wollten keinen Wert."
" Vedrassi al Ciotto di Ierusalemme segnata con un i la sua bontate, quando ’l contrario segnerà un emme","Man wird sehen, daß seine guten Taten mit einem ""I"" und den bösen mit einem Emma gekennzeichnet werden."
" Vedrassi l’avarizia e la viltate di quei che guarda l’isola del foco, ove Anchise finì la lunga etate","Man wird sehen die Habgier und die Fröhlichkeit dessen, der die Feuerinsel regiert, wo Anchises starb."
" e a dare ad intender quanto è poco, la sua scrittura fian lettere mozze, che noteranno molto in parvo loco","Und um zu beweisen, daß er seine Sünden beweise, sollen sie mit verkürzten Schriftzeichen aufgezeichnet werden, daß sie vieles schreiben in wenig Raum."
" E parranno a ciascun l’opere sozze del barba e del fratel, che tanto egregia nazione e due corone han fatte bozze","Und allen wird offenbar werden die unwürdigen Werke seines Onkels und seines Bruders, die ein so edles Haus und zwei Kronen entehren."
" E quel di Portogallo e di Norvegia lì si conosceranno, e quel di Rascia che male ha visto il conio di Vinegia","Und dort wird man die Könige von Portugal und Norwegen kennenlernen , und die Könige von Serbien, die die venezianische Währung mit ihrem Schaden gesehen haben ."
" Oh beata Ungheria, se non si lascia più malmenare","Oh glücklich Ungarn, wenn Sie sich nicht mehr schlecht regieren lassen"
" e beata Navarra, se s’armasse del monte che la fascia","und fröhlich Navarra, wenn sie nur die Berge, die sie verbinden, als Waffe benutzte."
" E creder de’ ciascun che già, per arra di questo, Niccosïa e Famagosta per la lor bestia si lamenti e garra, ","Und jeder muss glauben, im Voraus, dass bereits die Insel Zypern beklagt und trauert über das Tier, das sie regiert ,"
 che dal fianco de l’altre non si scosta»,die nicht sehr weit von den anderen Beispielen abweicht
" Quando colui che tutto ’l mondo alluma de l’emisperio nostro sì discende, che ’l giorno d’ogne parte si consuma, ","Wenn der, der die ganze Welt erleuchtet, von unserer Hemisphäre untergeht, so daß der Tag überall verschwindet,"
" lo ciel, che sol di lui prima s’accende, subitamente si rifà parvente per molte luci, in che una risplende","der Himmel, der zuerst mit Licht leuchtet, wird bald wieder glänzend für viele Sterne, in denen die Sonne reflektiert wird."
" e questo atto del ciel mi venne a mente, come ’l segno del mondo e de’ suoi duci nel benedetto rostro fu tacente","Und das fiel mir ein, als das Symbol der Welt und ihrer Führer in den gesegneten Schnabel trat."
" però che tutte quelle vive luci, vie più lucendo, cominciaron canti da mia memoria labili e caduci","Denn alle diese Lichter, die heller wurden, fingen an zu singen, daß sie aus meinem Gedächtnis verschwanden."
" O dolce amor che di riso t’ammanti, quanto parevi ardente in que’ flailli, ch’avieno spirto sol di pensier santi","O süße Liebe, die dich erleuchtet von deinem Lächeln, wie du in den sanften Klängen glühend aussahst, die nur durch einen Geist heiliger Gedanken durchdrungen waren."
" Poscia che i cari e lucidi lapilli ond’ io vidi ingemmato il sesto lume puoser silenzio a li angelici squilli, ","Nachdem die kostbaren und funkelnden Edelsteine, von denen ich den sechsten Himmel sah, aufhörten,"
" udir mi parve un mormorar di fiume che scende chiaro giù di pietra in pietra, mostrando l’ubertà del suo cacume","Und es kam mir vor, als ob ich das Murren eines Stromes höre, der hinabzieht nach dem Tal, von Stein zu Stein, und die Fülle des Wassers auf seinem Gipfel zeige."
" E come suono al collo de la cetra prende sua forma, e sì com’ al pertugio de la sampogna vento che penètra, ","Und wie sich der Klang auf dem Griff der Zetra bildet und wie sich der Atem der Luft anfühlt, die in das Loch der Zampogna eindringt,"
" così, rimosso d’aspettare indugio, quel mormorar de l’aguglia salissi su per lo collo, come fosse bugio","Also ging das Murren des Adlers an seinen Hals, als ob er durchbohrt wäre."
" Fecesi voce quivi, e quindi uscissi per lo suo becco in forma di parole, quali aspettava il core ov’ io le scrissi","Und da er sich in seine Stimme verwandelte, ging er von da heraus durch den Schnabel in verschiedene Worte, auf die mein Herz wartete, da ich sie bemerkte."
" «La parte in me che vede e pate il sole ne l’aguglie mortali», ","Der Teil von mir, der in den sterblichen Adlern die Sonne sieht und erduldet,"
" incominciommi, ",fing er an.
" «or fisamente riguardar si vole, perché d’i fuochi ond’ io figura fommi, quelli onde l’occhio in testa mi scintilla, e’ di tutti lor gradi son li sommi","Nun soll er von dir mit Sorgfalt bestimmt werden; denn von allen Seelen, aus denen ich schöpfe, sind die, die in meinem Auge leuchten, die würdigsten aller Seligen."
" Colui che luce in mezzo per pupilla, fu il cantor de lo Spirito Santo, che l’arca traslatò di villa in villa","Der in der Mitte leuchtete wie die Pupille war der Sänger des Heiligen Geistes, der die heilige Lade von Stadt zu Stadt transportierte."
" ora conosce il merto del suo canto, in quanto effetto fu del suo consiglio, per lo remunerar ch’è altrettanto","nun weiß er das Verdienst seines Gesangs; denn es war ein Zeichen seines Willens, durch die Seligkeit, die ihm angemessen ist."
" Dei cinque che mi fan cerchio per ciglio, colui che più al becco mi s’accosta, la vedovella consolò del figlio","Von den fünf Seligen, die den Kreis bilden, der mir als Wimpern dient, tröstete der, der meinem Schnabel am nächsten ist, die Witwe, indem er des Sohnes Gerechtigkeit stiftete."
" ora conosce quanto caro costa non seguir Cristo, per l’esperïenza di questa dolce vita e de l’opposta","nun weiß er, wie teuer es ist, Christus nicht nachzufolgen, denn er hat sowohl das Leben im Paradies als auch das Leben in der Hölle erfahren."
" E quel che segue in la circunferenza di che ragiono, per l’arco superno, morte indugiò per vera penitenza","Und der Selige, der ihm folgte in dem Kreis, von dem ich spreche, im oberen Teil, verspätete seinen Tod mit wahrer Buße."
" ora conosce che ’l giudicio etterno non si trasmuta, quando degno preco fa crastino là giù de l’odïerno","Nun weiß er, daß das ewige Gericht nicht verändert wird, wenn das Gebet einer würdigen Seele auf der Erde aufgeschoben wird, was bereits gesprochen worden ist."
" L’altro che segue, con le leggi e meco, sotto buona intenzion che fé mal frutto, per cedere al pastor si fece greco","Und der andere, der danach kam, nach einer guten Absicht, die er dann böse Frucht brachte, um dem Hirten zu überlassen, wurde Grieche."
" ora conosce come il mal dedutto dal suo bene operar non li è nocivo, avvegna che sia ’l mondo indi distrutto","nun sieht er, daß das Böse, das aus seinen guten Taten hervorging, ihm nicht geschadet hat, obwohl die Welt verdorben ist."
" E quel che vedi ne l’arco declivo, Guiglielmo fu, cui quella terra plora che piagne Carlo e Federigo vivo","Und der du siehst im absteigenden Bogen, war König Wilhelm der Gute, der bereut von jenen Ländern, die jetzt von den lebendigen Karl II. von Anjou und Friedrich II. von Aragon regiert werden."
" ora conosce come s’innamora lo ciel del giusto rege, e al sembiante del suo fulgore il fa vedere ancora","nun weiß er, daß der Himmel einen gerechten König schätzt, und er zeigt es immer noch mit der Pracht seines Aussehens."
 Chi crederebbe giù nel mondo errante che Rifëo Troiano in questo tondo fosse la quinta de le luci sante? ,"Wer in der verirrten Welt könnte glauben, dass der Trojaner Rifeus das fünfte der heiligen Lichter war?"
" Ora conosce assai di quel che ’l mondo veder non può de la divina grazia, ben che sua vista non discerna il fondo»","Jetzt weiß er viel mehr als das, was die Menschen von der göttlichen Gnade wissen, obwohl sein Blick nicht in die Tiefe kommen kann."
" Quale allodetta che ’n aere si spazia prima cantando, e poi tace contenta de l’ultima dolcezza che la sazia, ","Wie die Lerche, die zuerst in der Luft fliegt und singt und dann schweigt und sich über die letzte Süße des Gesangs freut, die ihr Freude bereitet,"
" tal mi sembiò l’imago de la ’mprenta de l’etterno piacere, al cui disio ciascuna cosa qual ell’ è diventa","so schien mir das Bild des göttlichen Fußabdrucks, für dessen Wunsch alles wird, wie es ist"
" E avvegna ch’io fossi al dubbiar mio lì quasi vetro a lo color ch’el veste, tempo aspettar tacendo non patio, ","Und obwohl ich zweifelnd wie ein Glas war, das die Farbe dessen annahm, was es bedeckt, konnte ich es nicht ertragen zu warten,"
" ma de la bocca, «Che cose son queste?», mi pinse con la forza del suo peso","Aber aus dem Munde: ""Was ist das alles?"" Er ging heraus mit der Kraft des Zweifels."
 per ch’io di coruscar vidi gran feste,"Da sah ich die Seligen funkeln vor der Freude, mir zu antworten."
" Poi appresso, con l’occhio più acceso, lo benedetto segno mi rispuose per non tenermi in ammirar sospeso","Gleich darauf antwortete mir das gesegnete Zeichen mit dem noch helleren Auge, daß sie mich nicht in meinem Erstaunen auf den Dornen halten sollten."
" «Io veggio che tu credi queste cose perch’ io le dico, ma non vedi come","Ich sehe, daß du das glaubst, weil ich es dir sage, aber du verstehst nicht, warum."
" sì che, se son credute, sono ascose","in einer solchen Welt, auch wenn sie glauben, sie sind dunkel"
" Fai come quei che la cosa per nome apprende ben, ma la sua quiditate veder non può se altri non la prome","Du tust wie das, was das Ding versteht, mit dem Namen, der es anzeigt, aber du verstehst es nicht, wenn jemand anderes es ihr nicht erklärt."
" Regnum celorum vïolenza pate da caldo amore e da viva speranza, che vince la divina volontate","Das Königreich des Himmels erduldet die Gewalttat, die aus der warmen Liebe der Liebe und aus der lebendigen Hoffnung kommt, die den göttlichen Willen besiegt"
" non a guisa che l’omo a l’om sobranza, ma vince lei perché vuole esser vinta, e, vinta, vince con sua beninanza","nicht wie ein Mann, der einen anderen überwältigt, sondern ihn besiegt, weil er siegen will, und wenn er siegt, so gewinnt er durch seine Güte."
" La prima vita del ciglio e la quinta ti fa maravigliar, perché ne vedi la regïon de li angeli dipinta","Die erste und die fünfte Seele, die den Wimpern bilden, staunen dich; denn du siehst, daß sie im Lande der Engel wohnen."
" D’i corpi suoi non uscir, come credi, Gentili, ma Cristiani, in ferma fede quel d’i passuri e quel d’i passi piedi","Sie gingen nicht hinaus, wie du glaubst, aus ihren Leibern, sondern Christen, Ich glaube an das künftige Martyrium Christi und Trajan in dem, was bereits geschehen ist."
" Ché l’una de lo ’nferno, u’ non si riede già mai a buon voler, tornò a l’ossa","Denn der erste auferstanden aus der Hölle, von wo man nie wieder zu einem guten Willen zurückkehrte, kehrte zu den Gebeinen zurück."
 e ciò di viva spene fu mercede,Und das war der Preis einer lebendigen Hoffnung.
" di viva spene, che mise la possa ne’ prieghi fatti a Dio per suscitarla, sì che potesse sua voglia esser mossa","von einer lebendigen Hoffnung, die in die Gebete an Gott die Kraft legte, ihn aufzuerwecken, damit sein Wille zu einem besseren Begehren umgewandelt werde."
" L’anima glorïosa onde si parla, tornata ne la carne, in che fu poco, credette in lui che potëa aiutarla","Und die herrliche Seele, von der ich rede, kehrte ins Fleisch zurück, da sie wenig blieb, glaubte an den, der ihr helfen konnte."
" e credendo s’accese in tanto foco di vero amor, ch’a la morte seconda fu degna di venire a questo gioco","Und da er glaubte, leuchtete er in einem Eifer wahrer Liebe, daß er, nachdem er zum zweiten Mal gestorben war, würdig war, zu dieser Seligkeit hinaufzugehen."
" L’altra, per grazia che da sì profonda fontana stilla, che mai creatura non pinse l’occhio infino a la prima onda, ","Der andere, durch die göttliche Gnade, die aus einer so tiefen Quelle hervorsprudelt, dass nie ein Geschöpf den Blick bis zur Quelle durchdringen konnte,"
 tutto suo amor là giù pose a drittura,Und er legte seine ganze Liebe in Gerechtigkeit.
" per che, di grazia in grazia, Dio li aperse l’occhio a la nostra redenzion futura","Und Gott öffnete ihm die Augen unserer künftigen Erlösung, indem er die Gnade vervielfachte."
" ond’ ei credette in quella, e non sofferse da indi il puzzo più del paganesmo","Und er glaubte an sie und erduldete von da an nicht mehr den Gestank des Heidentums,"
 e riprendiene le genti perverse,und kritisierte die verkehrten Gefährten
" Quelle tre donne li fur per battesmo che tu vedesti da la destra rota, dinanzi al battezzar più d’un millesmo","Und die drei Weiber, die du gesehen hast am rechten Rad des Wagens, ließen ihn taufen mehr als tausend Jahre, ehe er eingesetzt war."
" O predestinazion, quanto remota è la radice tua da quelli aspetti che la prima cagion non veggion tota","O Prädestination, wie weit dein Ursprung von jenen Blicken entfernt ist, die Gott nicht in seiner Gesamtheit sehen können"
" E voi, mortali, tenetevi stretti a giudicar","Und ihr Männer, seid vorsichtig beim Richten."
" ché noi, che Dio vedemo, non conosciamo ancor tutti li eletti","Denn wir, die wir Gott sehen, kennen noch nicht die genaue Zahl der Auserwählten."
" ed ènne dolce così fatto scemo, perché il ben nostro in questo ben s’affina, ","und unser Mangel an Erkenntnis ist für uns so süß, daß unsere Freude sich verfeinert."
" che quel che vole Iddio, e noi volemo»","und wir wollen nur, was Gott will."
" Così da quella imagine divina, per farmi chiara la mia corta vista, data mi fu soave medicina","So gab mir das göttliche Bild, um mein unvollkommenes Sehen zu riskieren, eine süße Medizin."
" E come a buon cantor buon citarista fa seguitar lo guizzo de la corda, in che più di piacer lo canto acquista, ","Und wie ein guter Chitrrist den guten Sänger mit dem Klang der Saiten begleitet, was die Freude des Gesangs erhöht,"
" sì, mentre ch’e’ parlò, sì mi ricorda ch’io vidi le due luci benedette, pur come batter d’occhi si concorda, con le parole mover le fiammette","Also, da sie redete, erinnere ich mich, daß ich die zwei gesegneten Lichter gesehen habe, wie der Schlag der Augen gleichzeitig geschah, mit den Worten, die die Flammen bewegten."
" Già eran li occhi miei rifissi al volto de la mia donna, e l’animo con essi, e da ogne altro intento s’era tolto","Und meine Augen waren wieder auf das Angesicht meines Weibes gerichtet, und meine Seele mit ihnen ohne jegliches Interesse."
 E quella non ridea,Und sie hat nicht gelächelt.
" ma «S’io ridessi», mi cominciò, ","Aber wenn ich lächelte, fing er an, mir zu sagen:"
 «tu ti faresti quale fu Semelè quando di cener fessi,"Du würdest so werden, wie Samele wurde, als sie verbrannt wurde."
" ché la bellezza mia, che per le scale de l’etterno palazzo più s’accende, ","Denn meine Schönheit, die sich erhöht, wenn wir die Treppe des ewigen Palastes hinaufsteigen,"
" com’ hai veduto, ","Wie du gesehen hast,"
" quanto più si sale, se non si temperasse, tanto splende, che ’l tuo mortal podere, al suo fulgore, sarebbe fronda che trono scoscende","Wäre sie nicht gedämpft, so würde sie leuchten, daß dein sterbliches Antlitz bei ihrem Glanz ein Zweig wäre, der vom Blitze zerschmettert wäre."
" Noi sem levati al settimo splendore, che sotto ’l petto del Leone ardente raggia mo misto giù del suo valore","Wir sind in den siebenten Himmel aufgestiegen, der unter der brennenden Konstellation des Löwen seinen Einfluß auf die Erde verstreut hat mit dem Einfluß der Konstellation selbst."
" Ficca di retro a li occhi tuoi la mente, e fa di quelli specchi a la figura che ’n questo specchio ti sarà parvente»","Jetzt schaue sehr genau hin und mach deinen Verstand zu einem Spiegel, in dem du die Show dieses Himmels siehst."
" Qual savesse qual era la pastura del viso mio ne l’aspetto beato quand’ io mi trasmutai ad altra cura, ","Wer die Seligkeit meines Blickes kannte, als ich Beatrice anstarrte, als ich weiterging, um etwas anderes zu beobachten,"
" conoscerebbe quanto m’era a grato ubidire a la mia celeste scorta, contrapesando l’un con l’altro lato","Er wüsste, wie sehr es mir gefiel, meiner himmlischen Führung zu gehorchen, indem ich die eine und die andere ausbalancierte."
" Dentro al cristallo che ’l vocabol porta, cerchiando il mondo, del suo caro duce sotto cui giacque ogne malizia morta, ","Innerhalb des Himmels, der um die Erde kreist und den Namen des Gottes trägt, unter dem alle Bosheit weggetilgt wurde,"
" di color d’oro in che raggio traluce vid’ io uno scaleo eretto in suso tanto, che nol seguiva la mia luce","Ich sah eine goldene und glänzende Leiter der Strahlen der Sonne, die nach oben hinaufstiegen, so daß ich das Ende nicht sehen konnte."
" Vidi anche per li gradi scender giuso tanti splendor, ch’io pensai ch’ogne lume che par nel ciel, quindi fosse diffuso","Und ich sah, daß viele Lichter hinabstiegen, bis ich dachte, daß sich alle Sterne des Himmels darin ausbreiteten."
" E come, per lo natural costume, le pole insieme, al cominciar del giorno, si movono a scaldar le fredde piume","Und wie die grauen Krähen, durch ihre natürliche Gewohnheit, im Morgengrauen bewegen, ihre kalten Federn zu erwärmen,"
" poi altre vanno via sanza ritorno, altre rivolgon sé onde son mosse, e altre roteando fan soggiorno","Und einige gehen ohne zurückzukehren, andere kehren an den Punkt zurück, an dem sie angefangen haben, und wieder andere wenden sich an den gleichen Ort,"
" tal modo parve me che quivi fosse in quello sfavillar che ’nsieme venne, sì come in certo grado si percosse","Also schien es die Bewegung dieser funkelnden Lichter zu sein, sobald sie eine Treppe erreicht hatten."
" E quel che presso più ci si ritenne, si fé sì chiaro, ch’io dicea pensando","Und der, der uns näher stand, ward so hell, daß ich unter mir dachte."
 ‘Io veggio ben l’amor che tu m’accenne,"""Ich sehe die Liebe, die du mir zeigst"
" Ma quella ond’ io aspetto il come e ’l quando del dire e del tacer, si sta","Wer aber darauf wartet, daß er mir sagt, wann er redet und still ist, der tut nichts."
" ond’ io, contra ’l disio, fo ben ch’io non dimando’","Ich bin zwar gegen meinen Wunsch, aber es ist gut, nicht zu fragen."
" Per ch’ella, che vedëa il tacer mio nel veder di colui che tutto vede, mi disse","Da sah sie die Gründe meines Schweigens in dem Sinn dessen, der alles sieht, und sprach zu mir:"
 «Solvi il tuo caldo disio»,Deine glühende Begierde entfesseln
 E io incominciai,Und ich fing an
 «La mia mercede non mi fa degno de la tua risposta,"""Mein Verdienst macht mich deiner Antwort nicht würdig"
" ma per colei che ’l chieder mi concede, vita beata che ti stai nascosta dentro a la tua letizia, ","aber im Namen derer, die mich bitten lassen, o selige Seele, die dich in deiner eigenen Freude verbirgt,"
 fammi nota la cagion che sì presso mi t’ha posta,"Zeig mir, warum du zu mir gekommen bist."
" e dì perché si tace in questa rota la dolce sinfonia di paradiso, che giù per l’altre suona sì divota»","und sag mir, warum in diesem Himmel nicht die süße Sinfonie des Paradieses zu hören ist, die in den anderen Untergebenen so gottesfürchtig klingt"
" «Tu hai l’udir mortal sì come il viso», rispuose a me","""Du hast ein tödliches Gehör wie ein Sehvermögen,"" antwortete er."
 «onde qui non si canta per quel che Bëatrice non ha riso,"Darum singt man hier nicht, aus demselben Grund, warum Beatrice nicht gelächelt hat."
 Giù per li gradi de la scala santa discesi tanto sol per farti festa col dire e con la luce che mi ammanta,"Ich bin auf den Stufen der heiligen Leiter hinabgestiegen, nur um deine Gegenwart zu feiern, mit Worten und mit dem Licht, das mich umgibt."
" né più amor mi fece esser più presta, ",Ich war nicht mehr für eine besondere Zuneigung zu dir
" ché più e tanto amor quinci sù ferve, sì come il fiammeggiar ti manifesta","Denn je höher die Liebe der Seelen ist, desto höher ist die Liebe meiner, wie ihre Pracht dir zeigt."
" Ma l’alta carità, che ci fa serve pronte al consiglio che ’l mondo governa, sorteggia qui sì come tu osserve»","Aber die hohe Liebe, die uns bereit macht, dem Gericht Gottes zu gehorchen, das die Welt regiert, weist uns Aufgaben zu, wie du siehst:"
" «Io veggio ben», diss’ io, ","""Ich seh's gut,"" sagte ich."
" «sacra lucerna, come libero amore in questa corte basta a seguir la provedenza etterna","o heiliges Licht, wie die freie Liebe in diesem Himmel genug ist, um den Willen der ewigen Vorsehung auszuführen"
" ma questo è quel ch’a cerner mi par forte, perché predestinata fosti sola a questo officio tra le tue consorte»","Aber genau das scheint mir schwer zu verstehen, denn du allein bist für diese besondere Aufgabe im Vergleich zu den anderen Seelen bestimmt."
" Né venni prima a l’ultima parola, che del suo mezzo fece il lume centro, girando sé come veloce mola","Ich konnte das letzte Wort nicht sprechen, dass das Licht begann, horizontal auf der eigenen Achse wie eine schnelle Mühle der Mühle zu drehen"
 poi rispuose l’amor che v’era dentro,"Dann antwortete die Liebe, die darin war,"
" «Luce divina sopra me s’appunta, penetrando per questa in ch’io m’inventro, ","Das Licht Gottes dringt in mich ein, durch dieses Licht, in das ich gehüllt bin,"
" la cui virtù, col mio veder congiunta, mi leva sopra me tanto, ch’i’ veggio la somma essenza de la quale è munta","deren Tugend, verbunden mit meinem intellektuellen Anblick, mich so hoch über mir erhebt, daß ich das höchste Wesen sehe, aus dem ich komme."
 Quinci vien l’allegrezza ond’ io fiammeggio,"Von hier kommt die Freude, die ich erstrahle"
" per ch’a la vista mia, quant’ ella è chiara, la chiarità de la fiamma pareggio","Denn mein Glanz gleicht meiner Vision Gottes, gleichwie sie hell ist."
" Ma quell’ alma nel ciel che più si schiara, quel serafin che ’n Dio più l’occhio ha fisso, ","Aber jene Seele im Himmel, die am meisten von Gott erleuchtet ist, jener Seraphim, der sein Auge in Gott stärker einprägt,"
" a la dimanda tua non satisfara, ","könnte deine Frage nicht beantworten,"
" però che sì s’innoltra ne lo abisso de l’etterno statuto quel che chiedi, che da ogne creata vista è scisso","Denn was du begehrst, liegt so tief in dem Abgrund des göttlichen Gerichts, daß es fern ist vom Blicke jedes Geschöpfes."
" E al mondo mortal, quando tu riedi, questo rapporta, sì che non presumma a tanto segno più mover li piedi","Und wenn du auf die Erde zurückkehrst, bring diese Botschaft, damit die Menschen nicht die Vermutung haben, etwas so Unkenntliches verstehen zu wollen."
" La mente, che qui luce, in terra fumma","Der menschliche Verstand, der hier erleuchtet ist, ist auf der Erde verschwommen"
 onde riguarda come può là giù e quel che non pote perché ’l ciel l’assumma»,"Nun, sieh, wie er da unten tun könnte, was er nicht kann, auch wenn er im Himmel angenommen wird."
" Sì mi prescrisser le parole sue, ch’io lasciai la quistione e mi ritrassi a dimandarla umilmente chi fue","Und sie geboten mir seine Worte, und ich verließ die Sache und fragte nur demütig, wer sie sei."
" «Tra ’ due liti d’Italia surgon sassi, e non molto distanti a la tua patria, ","Zwischen den beiden Küsten Italiens gibt es Berge, nicht weit von deinem Vaterland entfernt,"
" tanto che’ troni assai suonan più bassi, e fanno un gibbo che si chiama Catria, ","So hoch, dass die Donner viel tiefer fallen, und sie bilden einen Gipfel namens Catria,"
" di sotto al quale è consecrato un ermo, che suole esser disposto a sola latria»","unter welchem ein Einsiedler geweiht ist, der gewöhnlich dem Gottesdienst vorbehalten ist."
 Così ricominciommi il terzo sermo,So begann seine dritte Ansprache
" e poi, continuando, disse","und dann, weiter, sagte er"
