Original,Translate,Translate_GPT_1
"Che truovi a guadagniare, e•ttu t’avegi","dat je in staat bent om te verdienen, en je realiseert je","in een positie om te verkrijgen, en je realiseert het je zelf"
Ch’a lavorare e’ non vuol metter mano;,die niet aan het werk wil;,Die niet aan het werk wil.
"Ma vuol che•ttu ’l gastighi, e cacci, e fegi.","Maar hij wil dat je hem straft, en hem eruit schopt en het doet.",Maar hij wil dat jij hem straft en hem afwendt en het doet.
"Chi di cota’ limosine è ’ngrassato,","Wie dik wordt met deze aalmoezen,",Degenen die zichzelf verrijkt hebben met deze offers.
"In paradiso non dé atender pregio,",Verwacht geen beloning in het paradijs.,Wacht niet op beloning in de hemel.
"Anzi vi dé atender gran dispregio,","In feite moet hij grote minachting verwachten,","in plaats van grote minachting te verwachten,"
Almen s’e’ non è privilegiato;,ten minste indien het niet bevoorrecht is;,minimum indien niet begunstigd
"E s’alcun n’è, sì n’è fatto, ingannato","En als er iemand is, is hij bedrogen.","Als iemand misleid is, is hij bedrogen."
"È ’l Papa, che li dié il su’ Colegio,","door de paus die hem zijn voorrecht gaf,",Van de paus die hem zijn gunst verleende.
Ché dar non credo doveria privilegio,Omdat ik denk dat je geen privileges moet geven.,Omdat ik vind dat er geen voorkeursbehandeling moet worden gegeven.
"C’uon sano e forte gisse mendicato: ",aan een gezond en sterk persoon die leeft op aalmoezen.,Op een gezond en krachtig individu dat in liefdadigheid leeft.
"Ché•lle limosine, che sono donate",Omdat de aalmoezen die gegeven worden,Waarom worden aalmoezen aangeboden?
"A’ vechi, o magagniati san’ posanza,","naar oud of ziek zonder kracht,","Op de oude of de zieke, zwakke, machteloze."
"A chui la morte seria gran santate,","Voor wie de dood een grote zegen zou zijn,",Voor wie de dood een grote genade zou zijn.
"Colui, che•lle manuca, i’ l’ò ’n gravanza:","Degene die ze gebruikt, beschouw ik als een last:","Die hen in dienst nemen, ik beschouw hen als een last."
Elle gli fieno ancor ben pagate.,Ze zullen nog steeds goed betaald worden.,Ze zullen nog steeds royaal betaald worden.
Di questo non bisognia aver dottanza.,Hiervan is geen kennis nodig.,Er is geen reden om het te weten.
"Tanto quanto Gesù andò per terra,","Zoveel als Jezus op aarde liep,","Zoveel als Jezus op aarde liep,"
I suo’ disciepoli e’ non dimandaro,Zijn discipelen vroegen niet,Zijn volgelingen twijfelden niet.
"Né pane, né vino, anzi il guadagniaro","noch brood, noch wijn, maar zij verkregen","Geen eten, geen drank, maar ze jaagden."
"Co•le lor man, se•llo non erra.","Met hun handen, zonder een fout te maken.","Met hun vingers, geen vergissing."
"Co’ buon’ mastri divin’ ne feci guerra,",Ik heb oorlog gevoerd met de goede leraren.,Ik vocht tegen de wijze leraren.
Perch’e’ questo sermone predicaro,omdat ze deze leer predikten,Waarom ze deze doctrine verspreidden
"Al popolo a Parigi, e sì ’l provaro","Aan de mensen in Parijs, en dat hebben ze bewezen.",Het volk van Parijs heeft dit duidelijk laten zien.
"C’uon, ch’è truante, col Diavol s’aferra.",Diegene die leeft op aalmoezen voegt zich bij de duivel.,Laat een man die in limousines woont zich bij de duivel voegen.
"Ancor, po’ che Giesù si tornò in cielo,","Nogmaals, nadat Jezus terugkeerde naar de hemel,","Nogmaals, nadat Jezus in de hemel was opgestegen,"
San Paolo predicava i conpagnioni,Paulus predikte aan zijn metgezellen,Paulus predikte aan zijn reizende metgezellen.
"Ched e’ sì non vendeser lo,","die niets verkocht,",Dat ze niets boden.
"Sì ch’e’ di grazia fecier lor sermoni,",Opdat hunne gesprekken van gunst waren.,Zodat hun toespraken van elegantie waren.
"Di lor lavor vivieno, già no ’l vi cielo,",Zij leefden van hun werk en verwachtten niets van de hemel.,"Ze leven met hun beroep, zonder iets van boven te verwachten."
"Sanza fondar castella, né magioni.",zonder kastelen of grote huizen te bouwen.,zonder grote paleizen of huizen te bouwen.
"Ver è ch’e’ ci à persone ispeziali,",Het is waar dat er speciale mensen zijn.,Het lijdt geen twijfel dat er uitzonderlijke mensen zijn.
"Che van cherendo lor vita per Dio,",Zij leven hun leven voor God.,Degenen die voor Allah leven.
Per ch’i’   vi dico ben c’al parer mio,"Daarom zeg ik je, naar mijn mening,","Daarom zeg ik tegen u dat, naar mijn mening,"
Egli è mercié far   bene a que’ cotali.,Het is het waard om deze mensen goed te doen.,Het is lovenswaardig om deze mensen goed te doen.
"Di questi sono alquanti bestiali,",Daarvan zijn zij onwetend.,Deze zijn vrij ongecultiveerd.
"Che non ànno iscienza in lavorio,",En zij hebben geen kennis van het werk.,En zij hebben geen kennis van het werk.
"Ed altri v’à, che l’ànno, ma è rio","en anderen die het hebben, maar het is","en anderen die het bezitten, maar het is zeldzaam"
"Il tenpo, e lor guadagni sì son frali.",De tijd en hun inkomsten zijn broos.,Tijd en winst zijn instabiel.
"À ’ncor di gientil giente discacciata,",Er zijn nog steeds aardige mensen opgejaagd.,Er zijn nog steeds aardige mensen van school gestuurd.
"Che non son costumati a lavorare,","die niet gewend zijn aan werken,",Ze zijn niet bekend op het werk.
Ma son viuti sol di lor entrata.,om alleen met hun inkomen te leven.,Alleen bestaan met hun inkomen.
"A cota’   gienti dé ciascun donare,","Aan deze mensen is het goed om te geven,","Voor deze mensen is het gepast om te schenken,"
Ché lor limosina è bene inpiegata:,Want hun aalmoezen zijn goed besteed.,omdat hun liefdadigheid goed is geïnvesteerd
Si è mercié atarli   governare.,Het is goed om ze te regeren.,"Controleer ze, leid ze."
"Ad alcun altro, che•ffa lavoraggio,","Aan iemand anders, die wel werkt.","Aan iemand anders, die wel werkt."
"Ma ben sua vita trar non ne poria,",maar ze konden niet alleen overleven;,Maar ze konden het niet alleen weerstaan.
"Sì gli consente Idio ben truandia,",God laat hen leven door aalmoezen te geven.,God laat hen leven door liefdadigheid.
"Per quel, che gli falliscie al su’ managio;",vanwege wat hij mist om te leven;,Om wat het nodig heeft om te overleven.
"Od altro povero, c’avesse   coragio",of voor andere armen die de moed hebben,andere arme mensen die de moed hebben
"Di volere studiar   in chericia,","van het willen studeren in geestelijken,",Aspiratie voor een studiebeurs in het seminarie.
Gran mercied’è a farli cortesia,Het is een geweldige liefdadigheid om hen te helpen.,Het is een grote goedheid om hen te helpen.
Insin ch’e’ sia   de la scienza sagio;,Totdat zij verstandig worden in kennis.,Totdat zij verstand verwerven.
E se ’n cavalleria   alcun volesse,En als iemand de cavalerie wilde...,Als iemand de cavalerie wilde.
"Intender per la fede asealzare,",Totdat hij goed kon rijden en de wapens had.,Zolang als hij goed kon klimmen en zich van de wapens kon ontdoen.
"Non falleria   già, sed e’ chiedesse","Hij zou niet verkeerd zijn om te smeken,",Hij zou niet verkeerd zijn om te smeken.
"Infin ch’e’ sé potesse   ben montare,",Totdat hij zich kon ophopen.,Totdat hij in staat was zich te verzamelen.
E avere spezieria   ch’e’ potesse,en beschikken over het nodige kapitaal waarmee,en beschikken over het onmisbare kapitaal waarmee
Conduciersi nella terra d’oltremare».,Wandelen in het Overzeese Land,Verken het vreemde land
"«Dì, Falsenbiante, in che maniera puote","Zeg, Falsenbiante, hoe kun je...","Uitroepen, Impostor, hoe"
"Seguire Idio chi à tutto venduto,","Volgt God, die alles verkocht heeft.","Aanbidt God, die alles heeft weggegeven."
"Ed àllo tutto a’ pover’ dispenduto,",en gaf alles uit aan de armen,En Hij heeft alles voor de behoeftigen verjaagd.
"E le sue borse son rimase vote,",En zijn zakken zijn leeg.,En zijn tassen zijn verlaten.
"Ed è forte, e possente, e à grosse gote?",En hij is sterk en krachtig en met grote wangen?,En hij is machtig en machtig en met prominente wangen?
Gli sarebe per dritto concieduto,Het zou hem met recht worden verleend.,Het had zijn recht moeten zijn.
"C’a trar sua vita domandasse aiuto,","om hulp te vragen om zijn leven op te vrolijken,",hulp vragen om zijn bestaan te verhogen.
"Come quest’altri, che•ttu or mi note?».",Zoals die anderen die je me nu hebt laten zien?,Zoals die anderen die je me nu hebt laten zien?
«Dico di no: che se Dio fe’ comando,"Ik zeg niet: ""Als God het bevel heeft gegeven,",Verkeerd uitroepen: Als God het bevel heeft gegeven
"C’on desse tutto a’ poveri, e po’ ’L sieva,","om alles aan de armen te geven, en dan te zaaien","Verdeel alles aan de behoeftige, en verspreid je dan."
"La Sua ’ntenzion non fu in truandando,","Zijn bedoeling was niet om te stelen,","Op Zijn wil was het niet om af te trekken,"
"E questo intendimento ti ne lieva,","En deze intentie bevrijdt je,",en deze ambitie emancipeert u
"Ma con buon’opere tuttor lavorando,",Maar met goede daden die altijd werken.,Maar hij handelde altijd met goede daden.
C’uon forte in truandar l’anima grieva.,Je vermijdt je ziel te belasten met stelen.,Je verzacht je ziel door te stelen.
"Ancor una crudel costuma abiamo,",We hebben nog steeds een wrede gewoonte:,We hebben nog steeds een gebruikelijke wreedheid.
Contra cui no’ prendiamo   la nimistade:,Waartegen wij niet vijandig zijn.,Waartegen wij geen vijandigheid tonen.
"Quanti no’ siamo,   in buona veritade,","Hoeveel zijn wij, in goede waarheid,","Hoeveel van ons zijn we eigenlijk,"
In difamarlo noi ci asottigliamo;,Wij belasteren elkaar.,We gaan ten onder aan laster.
"E se, per aventura, noi sapiamo",En als we het toevallig weten...,"En als, gelukkig, we weten"
"Com’e’ possa venire a dignitade,","hoe het tot waardigheid kan komen,",Hoe hij eer kan winnen.
"Nascosamente noi facciàn   tagliate,","Verborgen, hebben we hem gesneden,",Schijnbaar maken we snijwonden voor hem.
Sì che di quella via noi ’l ne gittiamo.,Zodat we hem van die weg af kunnen krijgen.,Zodat je hem van die weg kan schoppen.
"E ciò facciamo   noi sì tracielato,",En we doen het zo sluw,En we doen het op zo'n onopvallende manier.
"Ch’e’ non saprà per chui l’avrà perduto,","dat hij niet zal weten van wie hij het heeft verloren,",dat hij niet zal weten van waar zij werd verspreid.
Infin ch’e’ non ne fia di fuor gittato;,Totdat het eruit wordt gegooid.,Totdat hij van school gestuurd wordt.
"Ché, s’e’ l’avese da prima saputo,","Want als hij het eerst had geweten,","Want als hij het van tevoren had geweten,"
Per aventura e’ si saria scusato,Misschien zou hij zich verontschuldigen.,Misschien heeft hij er spijt van.
Sì ch’i’ ne saria menzonier tenuto».,De Voorzitter. - Aan de orde is het gecombineerd debat over,Zodat ik het niet had moeten zeggen.
"«Cotesta mi par gran dislealtate»,",Dat klinkt erg oneerlijk.,Dit lijkt me een grote ontrouw.
"Rispose Amore, «Or non credi tu ’n Cristo?».","Liefde antwoordde: ""Geloof je niet in Christus?","Liefde antwoordde: ""Heb je geen geloof in Christus?"""
"«I’ non, chéd e’ sarà pover, e tristo","Dat doe ik niet, want hij zal arm en verdrietig zijn.","Ik niet, want het zal melancholie en melancholie zijn."
"Colu’, che viverà di lealtade,",degene die zal leven door loyaliteit,Degene die met eerlijkheid zal leven.
"Sì ch’io non vo’ per me quelle ghignate,",Zo erg dat ik die lach niet voor mezelf wil hebben.,Zo erg dat ik die lach niet voor mezelf wil.
"Ma, come ched i’ possa, i’ pur aquisto,","maar, zoals ik kan, kopen","Echter, hoe kan ik verkrijgen, kopen"
Ché da nessun nonn-è volontier visto,want niemand houdt ervan om te zien,omdat niemand vrijwillig wil observeren
"Colui, che man terrà di Povertate,","Wie in armoede gelooft,",Hij die zich aan Armoede houdt.
"Anzi l’alunga ciascuno, ed incaccia,",En Hij verdrijft hem en verdrijft hem.,"In plaats van hem weg te duwen, hem af te wijzen,"
"Già no•lli fia sì amico, né parente,",Hij zal nooit zijn vriend of familielid zijn.,Hij zal nooit zijn vriend of zijn buurman zijn.
Ch’egli il vega volontieri in faccia.,Ik ben bereid hem in het gezicht te zien.,Ik wil hem persoonlijk onder ogen komen.
"Sì ch’i’ vogl’anzi c’on mi sia ubidente,","Zozeer dat ik mezelf gehoorzaam wil zijn,",Hoe graag ik ook wil dat hij gehoorzaam is.
"Come ch’io a Cristo   ne dispiaccia,",wat betreft de ongenoegen van Christus,wat betreft Christus bedroefd
Ched eser in servagio della giente.,om ten dienste van het volk te staan.,beschikbaar te zijn voor de bevolking.
"Vedete che danari ànno usorieri,",Zie je hoeveel geld de woekeraars hebben?,Zoek uit hoeveel geldschieters hebben.
"Siniscalchi, e provosti, e piatitori,","De Sinishalks, de Provosts en de Petizers,","Ridders, bestuurders, aanvragers."
Che tutti quanti son gran piatitori:,Dat ze allemaal grote gierigaards zijn.,Dat alles grote smeekbeden zijn.
"E’ si son argogliosi molto, e fieri.",En ze zijn erg trots en trots.,Ze zijn zeer tevreden en opscheppend.
"Ancor borghesi, sopra i cavalieri,","Zelfs de bourgeois, boven de ridders,","De bourgeois, boven de edelen, waren ook belangrijk."
Son ogi tutti quanti venditori,Het zijn allemaal verkopers.,Het zijn allemaal kooplui.
"Di lor derrate, e aterminatori,","van hun voedsel en hun landers,",van hun voorraden en vliegtuigen.
"Sì c’ognie gientil huon farà panieri,",Zodat iedere heer manden zal maken.,Zo zelfs dat elke ridder manden zal produceren.
"E’ conviene, ch’e’ vendan casa o terra",Het is noodzakelijk dat ze huizen of land te verkopen,Het is noodzakelijk dat zij huizen of eigendommen verhandelen.
"Infin che i borghesi siar pagati,","Totdat de bourgeois worden betaald,",Totdat de bourgeois worden gecompenseerd.
Che giorno e notte gli tegnono in serra.,Die hen dag en nacht in de kas bewaren.,Die hen dag en nacht in de kas bewaren.
"Ma io, che porto panni devisati,","Maar ik, die ondeugende kleren draagt,","Ik, die versleten kleren draagt."
"Fo creder lor che ciascheun sì erra,",Ik laat ze geloven dat iedereen het mis heeft.,Ik laat ze aannemen dat iedereen fouten maakt.
E ’nganno ingannatori   e ingannati.,En verleidt de bedriegers en de misleiders.,en zowel de boeven als de slachtoffers te slim af zijn.
"Chi se ’n vuol adirar, sì se n’adiri,","Wie boos wil zijn, om boos te zijn,","Wie boos wil worden, wie boos wordt."
"Chéd i’ vi pur conterò ognie mio fatto,","Want ik zal u al mijn daden vertellen,",Want ik zal je al mijn acties laten zien.
"S’i’ dovess’eser istrutto intrafatto,","Als ik diep van binnen geleerd zou worden,",Als ik goed opgeleid zou zijn.
"O morto, a torto, com’ furo i martìri,","of dood, zoals de martelaren,","Dood, onrechtvaardig, zoals de heiligen."
"O discacciato,   com’e’ fu ’l buon siri","Of verstoten, net als de goede heer.","Verbannen, net als de heer."
"Guillermo, che di Santo Amor fu stratto,","Guillermo, die werd gesleept door Heilige Liefde,","Guillermo, die overweldigd werd door goddelijke liefde,"
"Così ’l conciò la mogle di Baratto,","Dus gaf de vrouw van Baratto hem,",Dus Baratto's vrouw bereidde het voor.
Però ch’e’ mi ronpea   tutti mie’ giri;,Omdat hij al mijn schoot gebroken heeft.,Omdat hij al mijn plannen verpestte.
"Chéd e’ sì fu per lei sì discacciato,","Omdat hij zo gedreven was voor haar,",Omdat hij zo ver van haar verwijderd was.
"E sol per verità, ch’e’ sostenea,","en alleen voor de waarheid die hij vasthield,",En alleen voor de waarheid die hij bewees.
Ched e’ fu del reame isbandegiato.,Die verbannen werd uit het koninkrijk.,Verbannen uit het koninkrijk.
"De mia vita fe’ libro, e sì legiea","Hij maakte een boek van mijn leven en las het,",Hij schreef een boek over mijn bestaan en zette het uit.
Ch’e’ non volea   ch’i’ gisse mendicato:,die niet wilde dat ik zou leven met bedelen;,Hij wilde niet dat ik zou bedelen.
Verso mia madre troppo misprendea!,Ze had te weinig respect voor mijn moeder.,Hij had te weinig respect voor mijn moeder.
Questo buonuon volea ch’i’ rinegasse,Deze goede man wilde dat ik het ontkende.,Deze meneer wilde dat ik mezelf verloochende.
"Mendichità e gisse lavorando,","De bedelaarschap en ik leefden werken,","Armoede en je leefde jezelf in stand te houden,"
S’i’ non avea che mia vita passando,Als ik m'n leven niet had gehad...,Als ik mijn leven niet had om door te brengen
"Potesse, sanza c’altro domandasse.","Zou kunnen, zonder om iets anders te vragen.","Zou kunnen, zonder iets anders te vragen."
A quel consigl’io mai no•m’acordasse:,Ik heb me nooit aangepast aan dat advies:,Ik heb me nooit aan die suggestie gehouden.
Tropp’è gran noia l’andar travagliando.,Teveel verveling gaat werken.,Onverdraaglijke eentonigheid werkt.
"Megl’i’amo star davante adorando,","Ik ben liever voor je aan het aanbidden,",Ik ben liever op de eerste rij aan het aanbidden.
Ched i’ a lavorar ma’ faticasse;,in plaats van moe te worden van het werken.,In plaats van hard te werken.
Ché ’l lavorar sì no•mi può piaciere,"Ik hou niet van werken, want ik hou niet van werk.","dat om te opereren, omdat het werk me niet bevalt"
"Néd a•cciò consentir no•mi poria,","En ik kon nooit akkoord gaan met jou,","En ik kon het nooit toestaan,"
Ché molte volte fallarei in dolere.,Omdat ik vaak zou falen in pijn.,Omdat ik me vaak zou onderwerpen aan kwelling.
Più amo il manto di Papalardia,Ik draag liever Papalardia's mantel.,Ik draag liever Papalardia's mantel.
"Portar, per ciò ch’egl’è magior savere,",Omdat het het beste is om te doen.,Omdat het de juiste keuze is.
Ché di lui cuopr’io mia   gran rinaldia.,Want daarmee bedek ik mijn grote kwaadaardigheid.,Want daarmee is mijn grote sluwheid snel.
"I’ sì nonn-ò più cura d’ermitagi,",Ik wil niet langer als kluizenaar leven.,Ik ga niet meer leven als een eenling.
"Né di star in diserti, né ’n foresta,","noch in woestijnen of in het woud te staan,",Noch om te stoppen in verlaten plaatsen of in het bos.
Ch’e’ vi cade sovente la tenpesta.,Omdat de storm vaak op ons valt.,Omdat de storm vaak instort.
"S’i’ chito a San Giovanni que•bboscagi,","Als ik me in San Giovanni vestig, in het bos,","Als ik in St. John's zit, in het bos,"
"In cittadi, e ’n castella fo mie’ stagi",Ik stop in de stad en in kastelen.,Ik verken mijn bestemmingen in de stad en in de manieren.
Mostrando ched i’ faccia vita agresta;,"Om een boerenleven te maken,",een rustieke levensstijl vertonen.
"Ma, s’alla villa buon morsel s’aresta,","Maar als er een goede maaltijd is in de villa,","Als er een groot banket in de villa is,"
E’ pur convien per forza ch’i’ n’asagi.,Je moet het proeven.,Het is noodzakelijk dat je het proeft.
E vo diciendo ch’i’ vo’ fuor del mondo,En jij zegt dat ik de wereld uit wil.,Je zegt dat ik de wereld wil verlaten.
"Per ch’i’ mi giuochi in sale e in palazi,","om plezier te hebben in zout en paleizen,",Om me te verrassen in hallen en gebouwen.
"Ma, chi vuol dire vero, i’ mi v’afondo,","Maar wie de waarheid wil vertellen, zink ik.","Degenen die de realiteit willen uiten, duik ik onder."
"S’i’ posso trovar via d’aver grand’agi,",Als ik een manier kan vinden om grote vreugde te hebben,Als ik een manier kan vinden om veel voldoening te krijgen.
Or siate cierto ch’i’ no•mi nascondo,Zorg ervoor dat ik me niet verberg.,Wees er nu absoluut van overtuigd dat ik dat helemaal niet ben.
"Ancor, s’i’ m’intrametto in far   mogliazo,","Ook al ben ik betrokken bij het plannen van bruiloften,","Ook al probeer ik bruiloften te regelen,"
"Altr’or fo paci, altr’or sì son sensale,","andere keren maak ik vrede, andere keren ben ik tussenpersoon,","andere keren ben ik een wapenstilstand, andere keren ben ik een bemiddelaar,"
"Manovaldo mi fo, ma quel cotale,","Ik ben aan het werk, maar dat is wat ik doe.","Ik draag mezelf op aan handwerk, maar dat"
"Che mi vi mette, l’abiate per pazo","Dat zet me in, je hebt hem uit je hoofd.","Dat zet me in, je hebt het krankzinnig"
"Ché de’ suo’ beni i’ fo torre, e palazo,",Voor zijn bezit maak ik torens en paleizen.,Door zijn bezittingen bouw ik torens en kastelen.
"Over be’ dormitori, o belle sale;","of mooie slaapzalen, of prachtig zout;","Gastheer slaapzalen, mooie kamers."
"Sì che, s’egli à figluol, poco gli vale:","Zodat, als hij een zoon heeft, hij weinig waard is:","Als hij een kind heeft, is hij van weinig waarde voor hem."
I ben’ del padre sì ’l te ne rispazo.,Ik neem zijn vaders eigendom van hem af.,Het eigendom van de voorvader neem ik van hem af.
"E, se voi aveste nulla cosa a fare,","En als je iets te doen hebt,","Als je iets te doen hebt,"
"Intorno di colui, con ch’i’ riparo,","Over waar ik mee te maken heb,","Over waar ik mee omga,"
"Diràllami, faròlla capitare.","Zeg het me, ik zorg dat het gebeurt.","Hou me op de hoogte, dat zal ik mogelijk maken."
Ma non convien mostrar   ch’e’ vi si’ amaro,Maar je wilt niet laten zien dat je bitter bent.,Je wilt niet laten zien dat je je schaamt.
"A larga mente sapermi donare,",Voor een groot deel weet ik hoe ik het moet geven.,"Gulle gully gully give me, gully give my request."
Ché ’l mi’ servigio i’ ’l vendo molto caro.,Omdat ik mijn dienst zeer dierbaar verkoop.,Want ik bied mijn dienst aan tegen een hoge prijs.
"I’ sì son de’ valletti d’Antecristo,","Ik ben een van de bedienden van Antichrist,",Ik ben een dienaar van Antichrist.
"Di quel’ ladron’, che dicie la,",Van die dief zeggen ze:,De boosdoener zeggen zij.
"Ch’e’ fanno molto santa portatura,","die een zeer heilige houding hebben,",die er heilig uitzien.
E ciaschedun di loro è ipocristo.,En ieder van hen is een huichelaar.,En ieder van hen is een bedrieger.
"Agniol pietoso par, quand’uon l’à visto,","Ziet eruit als een zielig lam, als je het ziet,",Hij ziet eruit als een onschuldig wezen als je naar hem kijkt.
Di fora sì fa dolze portatura,Buiten maak je een zoete portatuur,Er is een mooie presentatie buiten.
"Ma egli è dentro lupo, per natura,","Maar het is in een wolf, van nature,","Maar het is in een wolf, in wezen,"
Che divora la giente Giesocristo.,Die het volk van Jezus Christus verslindt.,Die de volgelingen van Jezus Christus onderwerpt.
"Così abiamo inpreso mare e terra,","Dus namen we zee en land,",Op deze manier hebben we zowel de zee als de aarde veroverd.
E sì facciàn per tutto ordinamento:,En we maken overal orders:,en we creëren overal discipline
"Chi no•l’oserva, diamo c’a fede erra.","En wie hem niet in acht neemt: voorwaar, wij zullen hem zeker in dwaling brengen.","Wie hem niet respecteert, veroordelen we met overtuiging."
"Tanto facciamo co•nostro tradimento,",We doen het toch met onze traditie.,"Laten we het toch doen met onze gewoonte,"
"Che tutto ’l mondo à preso co•noi guerra,","dat de hele wereld oorlog tegen ons heeft gevoerd,","dat de hele wereld ons heeft aangevallen,"
Ma tutti gli mettiamo a perdimento.,Maar we verpesten ze allemaal.,Maar we maken ze allemaal kapot.
"Sed i’ truovo in cittade o in castello,","Maar als ik mezelf in de stad of in het kasteel vind,","Als ik erachter kom in de stad of in het fort,"
"Colà ove paterino sia riparato,","waar de vader een vluchteling is,",Waar de voorouder een vluchteling is.
"Credente ched e’ sia o consolato,","Geloofde, dat hij gerustgesteld is.",Hij gelooft dat hij oprecht is.
"Od altr’uon, ma’ ch’e’ sia mio ribello,","of een andere, maar mag hij mijn rebel zijn,","In plaats van een andere, maar om mijn rebel te zijn,"
"O prete ched e’ sia, o chericiello,","hetzij een priester, of een geestelijke,","Een priester, een geestelijke,"
"Che tenga amica, o giolivo parlato,","om vrienden te houden, of om vreugdevol te spreken,","om vrienden te houden, of om zich vrolijk uit te drukken."
"E’ convien ch’e’ per me sia gastigato,",En het is beter voor mij om gestraft te worden.,En het is passend dat ik gestraft word.
"Ché ciaschedun mi dubita, sì son fello.","Want iedereen vreest me, ik ben zo slecht.","Omdat iedereen bang voor me is, ben ik zo slecht."
"Ancor gastigo altressì usurai,",Ik straf ook woekeraars.,Ik straf usurers.
"E que’ che sopravendono a credenza,",En degenen die de gelovigen overwinnen.,En degenen die de overtuiging tarten.
"Roffiane, et forziere, e bordelai.","Dieven, pestkoppen en bordelen.","De rovers, de inbrekers, de wolven."
E ’n ciascuno i’ ò malivoglenza;,En in elk ervan heb ik een slecht gevoel;,Ik heb een wrok tegen iedereen.
"Ma che che duolo tu senti, no ’l dirai,","Maar wat voor pijn je ook voelt, je zegt het niet.","Maar wat voor lijden je ook voelt, je zult het niet uitdrukken."
Sì fortemente dotti mia sentenza.,Zo sterk is mijn straf.,Zo vastberaden is mijn oordeel.
"Que’, che vorrà canpar del mi’ furore,","Wat hij van mijn toorn zal kopen,","Wat hij wenst te kopen van mijn toorn,"
Eco qui preste le mie difensioni:,Hier zijn mijn verdedigers klaar:,Hier zijn mijn advocaten klaar.
"Grosse lanprede, over di gran salmoni","grote paling of grote zalm,","Grote paling, grote zalm."
"Aporti, lucci, sanza far sentore,","Pikes, geen lawaai,","Pikes, geen lawaai,"
"La buona anguilla nonn-è già pegiore,","de goede paling is al niet slechter,",de gezonde paling is nog niet inferieur.
"Alose, o tinche, o buoni   storioni,","Alose, of tinche, of goede steuren,","Zalm, forel, prachtige zwaardvis."
"Torte battute, o tartere, o fiadoni:",Tartaarten en sprookjes:,"Cakes, grappen, truffels of Florentijnen."
Queste son cose d’aquistar mi’ amore.,Dit zijn dingen om mijn liefde te kopen.,Dit zijn offers om mijn genegenheid te winnen.
"O s’e’ mi manda ancor grossi cavretti,","Of als hij me grote kinderen stuurt,",Als hij me ook grote geiten stuurt.
"O gran capponi   di muda be nodriti,","of grote recentelijk groeiende kaponen,",enorme nieuw ontwikkelde haantjes
"O paperi novelli, o coniglietti.","of nieuwe eenden, of konijntjes.","Jonge vogels, of konijnen."
"Da ch’e’ ci avrà di ta’ morse’ serviti,","Sinds hij hen met die monden diende,","Sinds hij hen serveerde met die glimlachen,"
No gli bisognia di far gran disdetti:,Hij hoeft niet erg hatelijk te zijn.,Hij hoeft geen grote slechte dingen te doen.
"Dica ch’è guoco, e giuoca a tutti ’nviti.",Zeg dat het een spel is en dat je met alle gasten speelt.,Je beweert dat het leuk is en je trekt iedereen hierheen.
"Que’, che non pensa d’aver l’armadure,","Degene die denkt dat hij geen harnas heeft,",Degene die denkt dat hij geen bescherming heeft.
"Ch’i’ v’ò contate, over preziosi vini,","die ik heb vermeld, of kostbare wijnen,","die ik heb vermeld, o kostbare nectar"
"Over di be’ sachetti di fiorini,","of mooie zakken met florijnen,",Mooie portemonnees van florijnen.
Le mie sentenze   lor fier troppo dure.,Mijn zinnen zullen te hard zijn voor hen.,Mijn beweringen zullen te hard zijn voor hen.
"Né non si fidi già in ,",En vertrouw me nu al niet.,Vertrouw me nu nog niet.
"Ch’e’ saccian, ché, co•mie’ mastri divini,","Die weten, omdat, zoals mijn goddelijke leraren,","Wie weet, omwille van mijn eerbiedwaardige leraren."
"I’ proverò ched e’ son paterini,",Ik zal bewijzen dat ze vaders zijn.,Ik zal bewijzen dat ze ouders zijn.
"E farò lor sentir le gran calure,",En Ik zal hen de grote vlammen doen voelen.,En Ik zal hen de enorme vlammen laten waarnemen.
"Od i’ farò almen ch’e’ fien murati,",Of ik zal ze in ieder geval opbergen.,Ik zorg er tenminste voor dat ze klaar zijn.
"O darò lor sì dure   penitenze,",Of ik zal hen eene strenge straf opleggen.,Ik zal ze zulke strenge sancties opleggen.
Che me’ lor fora ch’e’ non fosser nati.,"""Dat ik beter af zou zijn geweest als ze nooit geboren waren",Dat ik beter af was geweest als ze nooit waren gegenereerd.
"A Prato, ed a Arezo, e a Firenze","In Prato, Arezzo en Florence","In Prato, Arezzo en Florence: dichtbij, dichtbij, dichtbij, dichtbij."
N’ò io distrutti molti e iscacciati:,Ik heb velen van hen vernietigd en verdreven.,Ik heb er veel verwoest en weggejaagd.
"Dolente è que’, che cade a mie sentenze».","Bedroefd is hij die onder mijn oordelen valt.""",Pijnlijk is hij die onder mijn oordelen valt.
"«Dì, Falsenbiante, per gran cortesia,","""Zeg, Falsenbiante, alsjeblieft,","Kom tevoorschijn, leugenaar, alsjeblieft."
"Po’ ch’i’ t’ò ritenuto di mia giente,",Want ik heb u van mijn volk weggehouden.,Want ik heb u onder mijn volk gehouden.
"E ò•tti fatto don sì bel’e giente,","En ik gaf je een geschenk van zo'n mooi volk,",Ik heb je zulke aardige mensen gegeven.
"Che•ttu sè Re della baratteria,","dat jij de koning van de fraude bent,",Dat jij de heerser van bedrog bent.
"Afideròmi in te, o è follia?","Ga ik je vertrouwen, of is dit gek?","Ga ik je vertrouwen, of is dit gek?"
"Fa che•ttu me ne facci conosciente,",Laat me je ontmoeten.,Laat het ons weten.
