Original,Translate,Translate_GPT_1
"E ciò facciamo   noi sì tracielato,",And we do it so deviously,And we do it in such a stealthy way.
"Ch’e’ non saprà per chui l’avrà perduto,","that he will not know from whom he has lost it,",that he will not know from where she was dispersed.
Infin ch’e’ non ne fia di fuor gittato;,until it is thrown out;,Until he's expelled.
"Ché, s’e’ l’avese da prima saputo,","because, if he had known it at first,","Because, if he had known in advance,"
Per aventura e’ si saria scusato,Maybe he'd apologize.,Maybe he'd regret it.
Sì ch’i’ ne saria menzonier tenuto».,so that I would not be obliged to mention it,so that I shouldn't have mentioned
"«Cotesta mi par gran dislealtate»,",That sounds very dishonest to me.,This seems to me to be a great disloyalty.
"Rispose Amore, «Or non credi tu ’n Cristo?».","Love answered, ""Do you not believe in Christ?","Love replied, ""Do you have no faith in Christ?"""
"«I’ non, chéd e’ sarà pover, e tristo","I will not, for he will be poor and sad.","Not me, because it will be melancholy and melancholy."
"Colu’, che viverà di lealtade,",the one who will live by loyalty,The one who will live with honesty.
"Sì ch’io non vo’ per me quelle ghignate,","So much so that I don't want those laughs for myself,",So much so that I don't want those laughs for myself.
"Ma, come ched i’ possa, i’ pur aquisto,","but, as I can, purchase","However, how can I obtain, buy"
Ché da nessun nonn-è volontier visto,because no one likes to see,because no one willingly wishes to observe
"Colui, che man terrà di Povertate,","He who believes in Poverty,",He who adheres to Poverty.
"Anzi l’alunga ciascuno, ed incaccia,","and drives him away, and drives him away,","Instead of pushing him away, rejecting him,"
"Già no•lli fia sì amico, né parente,","He will never be his friend or relative,",He will never be his friend or his neighbor.
Ch’egli il vega volontieri in faccia.,I'm willing to see him in the face.,I'm willing to face him face-to-face.
"Sì ch’i’ vogl’anzi c’on mi sia ubidente,","So much so that I want to be obedient to myself,",As much as I want him to be obedient.
"Come ch’io a Cristo   ne dispiaccia,",as to Christ's displeasure,as to Christ saddened
Ched eser in servagio della giente.,to be at the service of the people.,to be available to the population.
"Vedete che danari ànno usorieri,","You see what money money the usurers have,",Find out how much money lenders have.
"Siniscalchi, e provosti, e piatitori,","The Sinishalks, and the Provosts, and the Petizers,","Knights, administrators, applicants."
Che tutti quanti son gran piatitori:,that all of them are great pitiers:,that all are great supplications
"E’ si son argogliosi molto, e fieri.",And they're very proud and proud.,They are extremely satisfied and bragging.
"Ancor borghesi, sopra i cavalieri,","Even the bourgeois, above the knights,","The bourgeois, above the nobles, were also significant."
Son ogi tutti quanti venditori,They're all salesmen.,They're all merchants.
"Di lor derrate, e aterminatori,","of their foodstuffs and landers,",of their supplies and planes.
"Sì c’ognie gientil huon farà panieri,","so that every gentleman will make baskets,",So much so that every knight will produce baskets.
"E’ conviene, ch’e’ vendan casa o terra",it is necessary that they sell houses or lands,It is necessary that they trade houses or properties.
"Infin che i borghesi siar pagati,","until the bourgeois are paid,",Until the bourgeois are compensated.
Che giorno e notte gli tegnono in serra.,who keep them in the greenhouse day and night.,who keep them in the greenhouse day and night.
"Ma io, che porto panni devisati,","But I, who wear mischievous clothes,","Me, wearing worn-out clothes."
"Fo creder lor che ciascheun sì erra,","I make them believe that everyone is wrong,",I make them assume that everyone makes mistakes.
E ’nganno ingannatori   e ingannati.,And deceive both the deceivers and the deceivers.,and cunning both the crooks and the victims.
"Chi se ’n vuol adirar, sì se n’adiri,","Who wants to be angry, to be angry,","Who wants to get angry, who gets angry."
"Chéd i’ vi pur conterò ognie mio fatto,","For I will tell you all my deeds,",Because I'll show you all my actions.
"S’i’ dovess’eser istrutto intrafatto,","If I were to be taught deep down,",If I were to be well-educated.
"O morto, a torto, com’ furo i martìri,","or dead, unjustly, like the martyrs,","dead, unjustly, like the saints"
"O discacciato,   com’e’ fu ’l buon siri","Or cast out, as was the good lord.","Exiled, as was the gentleman."
"Guillermo, che di Santo Amor fu stratto,","Guillermo, who was dragged by Holy Love,","Guillermo, who was overwhelmed by divine love,"
"Così ’l conciò la mogle di Baratto,","So the wife of Baratto gave him,",So Baratto's wife prepared it.
Però ch’e’ mi ronpea   tutti mie’ giri;,because he broke all my laps;,because he spoiled all my plans.
"Chéd e’ sì fu per lei sì discacciato,","because he was so driven out for her,",Because he was so far removed from her.
"E sol per verità, ch’e’ sostenea,","and only for the truth that he held,",and only for the truth he professed.
Ched e’ fu del reame isbandegiato.,who was banished from the kingdom.,Exiled from the kingdom.
"De mia vita fe’ libro, e sì legiea","He made a book of my life and read it,",He wrote a volume about my existence and turned it off.
Ch’e’ non volea   ch’i’ gisse mendicato:,who didn't want me to live begging;,He didn't want me to live begging.
Verso mia madre troppo misprendea!,She had too little regard for my mother!,He had too little respect for my mother!
Questo buonuon volea ch’i’ rinegasse,This good man wanted me to deny,This gentleman wanted me to self-denial.
"Mendichità e gisse lavorando,","the beggarhood and I lived working,","poverty and you lived sustaining yourself,"
S’i’ non avea che mia vita passando,If I didn't have my life to pass,If I didn't have my life to spend
"Potesse, sanza c’altro domandasse.","could, without asking for anything else.","could, without asking anything else."
A quel consigl’io mai no•m’acordasse:,I never adapted to that advice:,I've never conformed to that suggestion.
Tropp’è gran noia l’andar travagliando.,Too much boredom is going to work.,Unbearable monotony is working.
"Megl’i’amo star davante adorando,","I'd rather be in front of you adoring,",I'd rather be in the front row adoring.
Ched i’ a lavorar ma’ faticasse;,rather than get tired of working.,Instead of working hard.
Ché ’l lavorar sì no•mi può piaciere,"I don't like working, because I don't like work.","that to operate, because the work does not please me"
"Néd a•cciò consentir no•mi poria,","and I could never consent to you,","and I could never grant it,"
Ché molte volte fallarei in dolere.,because many times I would fail in pain.,Because many times I would submit to torment.
Più amo il manto di Papalardia,"I prefer to wear Papalardia's cloak,",I prefer to wear Papalardia's cloak.
"Portar, per ciò ch’egl’è magior savere,","because it's the best thing to do,",Because it's the right choice.
Ché di lui cuopr’io mia   gran rinaldia.,For with it I cover my great malice.,For with it my great craftiness is swift.
"I’ sì nonn-ò più cura d’ermitagi,","I no longer care to live as a hermit,",I'm not going to live like a loner anymore.
"Né di star in diserti, né ’n foresta,","nor to stand in desert places or in the forest,",Nor to stop in desolate places or in the forest.
Ch’e’ vi cade sovente la tenpesta.,because the storm often falls down on us.,Because the storm often breaks down.
"S’i’ chito a San Giovanni que•bboscagi,","If I settle in San Giovanni, in the woods,","If I sit in St. John's, in the woods,"
"In cittadi, e ’n castella fo mie’ stagi","I make my stops in the city and in castles,",I explore my destinations in the city and in the manners.
Mostrando ched i’ faccia vita agresta;,"Showing to make a farm life,",exhibiting a rustic lifestyle.
"Ma, s’alla villa buon morsel s’aresta,","But if there is a good meal in the villa,","If there's a great banquet in the villa,"
E’ pur convien per forza ch’i’ n’asagi.,You need to taste it.,It is imperative that you taste it.
E vo diciendo ch’i’ vo’ fuor del mondo,"And you say I want out of the world,",You say I want to leave the globe.
"Per ch’i’ mi giuochi in sale e in palazi,","to have fun in salt and palaces,",To delight me in halls and buildings.
"Ma, chi vuol dire vero, i’ mi v’afondo,","But who wants to tell the truth, I sink,","Those who wish to express reality, I immerse myself."
"S’i’ posso trovar via d’aver grand’agi,",If I can find a way to have great joys,If I can find a way to get great satisfaction.
Or siate cierto ch’i’ no•mi nascondo,Now be sure I'm not hiding.,Now be absolutely convinced that I am not at all.
"Ancor, s’i’ m’intrametto in far   mogliazo,","Even though I get involved in planning weddings,","Even though I'm trying to arrange weddings,"
"Altr’or fo paci, altr’or sì son sensale,","other times I make peace, other times I am intermediary,","other times I'm a truce, other times I'm a mediator,"
"Manovaldo mi fo, ma quel cotale,","I'm working, but that's what I'm doing.","I dedicate myself to manual work, but that"
"Che mi vi mette, l’abiate per pazo","that puts me in, you've got him out of your mind","that puts me in, you've got it insane"
"Ché de’ suo’ beni i’ fo torre, e palazo,","For of his wealth I make towers and palaces,",Because of his possessions I build towers and castles.
"Over be’ dormitori, o belle sale;","or beautiful dormitories, or beautiful salt;","Host dorms, nice rooms."
"Sì che, s’egli à figluol, poco gli vale:","so that, if he has a son, he is worth little:","If he has a child, he is of little value to him."
I ben’ del padre sì ’l te ne rispazo.,I'll take his father's property away from him.,The property of the ancestor I take away from him.
"E, se voi aveste nulla cosa a fare,","And if you have something to do,","If you have anything to do,"
"Intorno di colui, con ch’i’ riparo,","About what I'm dealing with,","about what I interact with,"
"Diràllami, faròlla capitare.","Tell me, I'll make it happen.","Notify me, I'll make that possible."
Ma non convien mostrar   ch’e’ vi si’ amaro,But you don't want to show that you're bitter.,You don't want to show that you're embarrassed.
"A larga mente sapermi donare,","to a large extent know how to give me,","generously grant me, grant my request."
Ché ’l mi’ servigio i’ ’l vendo molto caro.,because I sell my service very dear.,Because I offer my service at a high price.
"I’ sì son de’ valletti d’Antecristo,","I am one of the valets of Antichrist,",I am a servant of Antichrist.
"Di quel’ ladron’, che dicie la,","of that thief they say,",The evildoer they say.
"Ch’e’ fanno molto santa portatura,","who have a very holy bearing,",who look very sacred.
E ciaschedun di loro è ipocristo.,And each one of them is a hypocrite.,and each of them is a pretender.
"Agniol pietoso par, quand’uon l’à visto,","Looks like a pitiful lamb, when you see it,",He looks like an innocent creature when you look at him.
Di fora sì fa dolze portatura,Outside you make a sweet portature,There's a nice presentation outside.
"Ma egli è dentro lupo, per natura,","But it's in a wolf, by nature,","but it is inside a wolf, by essence,"
Che divora la giente Giesocristo.,that devours the people of Jesus Christ.,who subdues the followers of Jesus Christ.
"Così abiamo inpreso mare e terra,","So we took sea and land,",In this way we have conquered both the sea and the earth.
E sì facciàn per tutto ordinamento:,And we make orders everywhere:,and we create discipline everywhere
"Chi no•l’oserva, diamo c’a fede erra.","He who does not observe him, we harm him with error of faith.","Who does not respect him, we condemn him with credulity."
"Tanto facciamo co•nostro tradimento,","We do it with our tradition anyway,","Let's do it with our custom anyway,"
"Che tutto ’l mondo à preso co•noi guerra,","that the whole world has waged war on us,","that the whole world has attacked us,"
Ma tutti gli mettiamo a perdimento.,But we're all ruining them.,But we're all devastating them.
"Sed i’ truovo in cittade o in castello,","But if I find myself in the city or in the castle,","If I find out in the city or in the fortress,"
"Colà ove paterino sia riparato,","where the father is a refugee,",Where the ancestor is a refugee.
"Credente ched e’ sia o consolato,","Believing that he is comforted,",Believing he's heartfelt.
"Od altr’uon, ma’ ch’e’ sia mio ribello,","or another, but may he be my rebel,","Instead of another, but to be my rebel,"
"O prete ched e’ sia, o chericiello,","or a priest, or a cleric,","A priest, a clergyman,"
"Che tenga amica, o giolivo parlato,","to keep friends, or to speak joyfully,","to keep friends, or to express themselves cheerfully."
"E’ convien ch’e’ per me sia gastigato,","And it is better for me to be chastised,",and it is fitting that I be punished.
"Ché ciaschedun mi dubita, sì son fello.","For everyone fears me, I am so evil.","Because everyone fears me, I'm so evil."
"Ancor gastigo altressì usurai,",I also punish usurers.,I'm punishing usurers.
"E que’ che sopravendono a credenza,","and those who overcome the belief,",and those who defy conviction.
"Roffiane, et forziere, e bordelai.","thieves, bullies and brothels.","The robbers, the burglars, the wolves."
E ’n ciascuno i’ ò malivoglenza;,And in each one I have a bad feeling;,I have a grudge in everyone.
"Ma che che duolo tu senti, no ’l dirai,","But whatever pain you feel, you won't say it,","But whatever suffering you feel, you won't express it."
Sì fortemente dotti mia sentenza.,So strong is my sentence.,So determined is my verdict.
"Que’, che vorrà canpar del mi’ furore,","What he will buy from my wrath,","What he desires to buy from my wrath,"
Eco qui preste le mie difensioni:,Here are my defenders ready:,Here are my lawyers ready.
"Grosse lanprede, over di gran salmoni","large eels, or large salmons,","Big eels, big salmons."
"Aporti, lucci, sanza far sentore,","Pikes, no noise,","Pikes, no noise,"
"La buona anguilla nonn-è già pegiore,","the good eel is not worse already,",the healthy eel is not already inferior.
"Alose, o tinche, o buoni   storioni,","Alose, or tinche, or good sturgeons,","salmon, trout, magnificent swordfish."
"Torte battute, o tartere, o fiadoni:",Tartar cakes or fairy-tales:,"Cakes, jokes, truffles or Florentines."
Queste son cose d’aquistar mi’ amore.,These are things to buy my love.,These are offerings to win my affection.
"O s’e’ mi manda ancor grossi cavretti,","Or if he sends me big kids,","If he sends me big goats, too."
"O gran capponi   di muda be nodriti,","or large recently growing capons,",huge newly developed roosters
"O paperi novelli, o coniglietti.","or new ducks, or bunnies.","Young birds, or rabbits."
"Da ch’e’ ci avrà di ta’ morse’ serviti,","Ever since he served them with those mouths,","Ever since he served them with those smiles,"
No gli bisognia di far gran disdetti:,He won't need to be very spiteful.,He won't need to do big bad things.
"Dica ch’è guoco, e giuoca a tutti ’nviti.","Say it's a game, and you play with all the guests.","You claim it's fun, and you draw everyone in here."
"Que’, che non pensa d’aver l’armadure,","The one who doesn't think he has armor,",The one who doesn't think he has protection.
"Ch’i’ v’ò contate, over preziosi vini,","which I have listed, or precious wines,","which I have listed, O precious nectar"
"Over di be’ sachetti di fiorini,","or beautiful bags of florins,",Beautiful purses of florins.
Le mie sentenze   lor fier troppo dure.,My sentences will be too harsh for them.,My claims will be too harsh for them.
"Né non si fidi già in ,",And don't trust me already.,Don't confide already.
"Ch’e’ saccian, ché, co•mie’ mastri divini,","who know, because, like my divine teachers,","Who know, because of, likewise, my venerable teachers."
"I’ proverò ched e’ son paterini,","I'll prove they're fathers,",I'll prove they're parents.
"E farò lor sentir le gran calure,","and I will make them feel the great flames,",and I will make them perceive the immense flames.
"Od i’ farò almen ch’e’ fien murati,","Or at least I'll have them walled up,",At least I'll get them set up.
"O darò lor sì dure   penitenze,","Or I will give them such severe penances,",I will give them such severe sanctions.
Che me’ lor fora ch’e’ non fosser nati.,"""That I would have been better off if they were never born",That I would have been better off if they were never generated.
"A Prato, ed a Arezo, e a Firenze","In Prato, Arezzo and Florence","In Prato, Arezzo and Florence: near, near, near, near."
N’ò io distrutti molti e iscacciati:,I have destroyed and cast out many of them;,I've devastated and driven away numerous.
"Dolente è que’, che cade a mie sentenze».","sorrowful is he who falls under my judgments.""",Painful is he who falls under my judgments.
"«Dì, Falsenbiante, per gran cortesia,","""Say, Falsenbiante, please,","Come out, you liar, please."
"Po’ ch’i’ t’ò ritenuto di mia giente,",For I have kept thee from my people.,For I have kept thee among my people.
"E ò•tti fatto don sì bel’e giente,","And I gave you a gift from such a beautiful people,",I gave you such a kind people.
"Che•ttu sè Re della baratteria,","that you are the king of fraud,",that you are the ruler of deception.
"Afideròmi in te, o è follia?","Am I gonna trust you, or is this crazy?","Am I gonna trust you, or is this crazy?"
"Fa che•ttu me ne facci conosciente,",Let me meet you.,Let us know. Let me know.
"Chéd i’ sarei doman troppo dolente,","because tomorrow I'd be too sad,",because tomorrow I'd be too melancholy
Se•ttu pensassi a farmi villania».,"if you think you're gonna hurt me.""",If you thought you'd hurt me...
"«Per Dio merzé, messer, non vi dottate,","""By God rewards, do not doubt,","By divine grace, do not hesitate,"
"Chéd i’ vi do la fé, tal com’i’ porto,","that I give you my word, as I carry it,","I assure you, transport."
Ched i’ vi terrò pura lealtate».,"that I will keep your faithfulness pure.""","""that I will show you unconditional loyalty"""
"«Allor», sì disse Amor, «ogniò si’  acorto","""Then,"" said Love, ""everyone arms themselves.","Then, he declared Love, ""Let each man give himself up."
"D’armarsi con su’ arme devisate,",to arm himself with his special weapons,Equipped with his own unique weapons.
"E vadasi al castel, che•ssì m’à morto».","and go to the castle that killed me.""","""and proceed to the manor that overwhelmed me"""
A l’armadure ciaschedun si prese:,Everyone took his own armor;,Everyone took their own armor.
E’ sì s’armar co•molto gran valore,They armed themselves with great value,They equipped themselves with great courage.
"Per dar a Gielosia pene e dolore,",To give Jealousy penis and pain,To inflict to Jealousy suffering and torment
Se contra lor stesse alle difese;,if they defend themselves against themselves;,If they'd defend themselves.
"Ed alcun prese   scudo, altro pavese,","and some took shields, some swords,","Some of them took shields, other sharps."
"Ispade, e lancie, a molto gran romore,","and spears, with great noise,","and throws, with great thunder."
Diciendo ciaschedun al Die d’Amore,saying each one to the God of Love,invoking the Lord of Love
"Che quelle guardie saran morte, e prese.",that those guards would be killed and captured.,that those guards would be murdered and imprisoned.
"Or sì vi conterò la contenenza,",I'll tell you what happened.,I'll tell you what happened.
Che Falsenbiante fecie in quella andata,what Falsenbian did in that way,What Falsenbian did at that time
Colla su’ amica Costretta-Astinenza:,with her friend Costretta-Astinenza:,With her forced-abstinence friend.
"E’ non menar co•llor già giente armata,","They didn't move with those armed people,","They didn't move with those armed people,"
"Ma come giente di gran penitenza,","but as people of great penance,","But as people of great repentance,"
Si mosser per fornir ben lor giornata.,They moved to provide them with a good day.,They moved to provide them with a wonderful day.
"Astinenza Costretta, la primera,","Forced abstinence, the first,","Forced abstinence, the first"
"Sì si vestì di roba di renduta,","And he clothed himself with garments which he had given up,",He dressed in modest clothes.
"Velata che non fosse conosciuta,","veiled so as not to be recognized,",hidden so as not to be identified.
Con un i•man faciea preghera;,with a rosary in his hand he prayed;,with a crown of pearls in his hand begged.
"La ciera sua non parea molto fera,","his appearance didn't seem too fierce,",His appearance didn't seem too threatening.
Anz’era humile e piana divenuta.,"indeed, he had become humble and simple.","Instead, he had become humiliated and modest."
Al una filza avea penduta,He hung a rosary around his neck.,He hung a prayer crown around his neck.
"Di paternostri, e ’l laccio di fil iera;",of our father and a cord of iron wire,Fatherly prayer and a metal chain.
Ed i•mano un bordone di ladorneccio,and in the hand a stick of fir wood,and in the hand a wooden spruce reed
"Portava, il qual le donò ser Baratto:","He wore, that Mr. Baratto had given her:","He was carrying, which Mr. Baratto conferred upon you."
"Già non era di melo, né di leccio:",It was neither apple nor holm oak:,It wasn't apple or beech.
"Il suocier le l’avea tagliato, e fatto;",the father-in-law had cut them off and made them;,Her father-in-law had cut them down and produced them.
La scarsella avea piena di forneccio.,The bag was full of stolen goods.,The bag was full of stolen goods.
Ver’ Mala-Bocca andò per darli matto.,He went to Mala-Bocca to freak out.,He went to Mala-Bocca to go crazy.
"Falso-Senbiante, sì com’on di coro,","False-Senbian, as a church man","False-Senbian, as a religious man"
"Religioso, e di santa vita,",Religious of Holy Life,"Devoted, pious, holy."
S’aparechiò: e’ si avea vestita,"He got ready, he got dressed.","He prepared himself, he had dressed."
La roba frate Alberto d’Agi-moro;,with the clothes of the friar Alberto d'Agi-moro;,in the clothes of friar Alberto d'Agi-moro.
Il su’ bordon non fu di secomoro,His staff was not sycamore,His stick wasn't maple.
Ma di gran falsità ben ripulita;,but of great falsehood well smoothed;,but of great mendacity well smoothed.
La sua scarsella avea pien’ e fornita,his bag was full and supplied,His bag was full and well stocked.
Di tradigion più che d’argiento o d’oro;,of betrayal rather than of silver or gold;,of infidelity rather than of money or wealth.
Ed una al collo tutta sola,And one around her neck all alone,Ella had a necklace on her own.
"Portava, in seno avea rasoio taglente,","He wore, he had a sharp razor in his bosom,","He carried, he had a sharp razor in his chest."
"Ch’e ’l fecie fabricare a Taglia-gola,","which he had made in Tagliagola,",which he commissioned in Tagliagola
Di che quel Malabocca maldiciente,with which that malicious malicious man,With whom that malevolent murmurer
"Fu poi strangolato, ch’e’ tal gola","He was then strangled, because that throat",He was then suffocated because of that neck.
Avea de dir male d’ognie giente.,He always had bad words about every people.,He always had harsh words about every person.
Così n’andaro in lor pellegrinagio,So they left on their pilgrimage,They began their pilgrimage journey
La buona pellegrina e ’l pellegrino;,the good pilgrim and the pilgrim;,The benevolent traveler and the traveler.
"Ver’ Mala-Bocca tener lor camino,","to Malabossa they kept their way,",Towards Malabossa they proceeded along their path.
Ch’e’ troppo ben guardava su’ passagio.,who watched over their passage too well.,who carefully watched their transit.
"E Falsenbiante, malizioso e sagio,","And Falsenbian, mischievous and cunning,","Clever, cunning, and evil,"
"Il salutò col capo molto chino,","He greeted him with his head very bowed,",He greeted him with a deep bow.
"E’ sì gli dissi: «I’ son mastro divino,","and said to him, ""I am a divine teacher,","He said to her: ""I am a divine instructor,"
Sì siàn venuti a voi per ostellagio».,"We came to you for hospitality.""",We came to you for welcome.
"Mala-Bocca conobe ben Senbiante,","Mala-Bocca knew Senbiante well,",Mala-Bocca was aware of Senbiante.
Ma non ch’e’•ffose Falso; sì rispuose,but he didn't know it was False; he answered,But he didn't know it was Falsity; he answered
C’ostel darebe lor: «Venite avante».,"that would give him hospitality: ""Come forward.""","that would give him hospitality: ""Have a seat."""
"Ad Astinenza molto mente puose,","He gave a lot of attention to abstinence,",He devoted a lot of treatment to abstinence.
"Ch’e’ veduta l’avea per volte mante,","who had seen her in the past,",which he had previously observed.
Ma per Costretta già mai no•lla spuose.,"But for Constetta, she never noticed anything.",But he'd never noticed anything for Obligated.
Malabocca sì ’nchiede i pellegrini,Malabocca churches to pilgrims,Malabocca questioned the travelers
Di loro stato e di lor condizione;,their status and condition;,of their situation and position.
E’ dimandò qual era la cagione,and asked what was the reason,and asked what was the reason
Ch’e’ gli andavan sì matti e sì tapini.,So they went so crazy and so poor.,So they went so crazy and so destitute.
"Que’ disser: «No’ sì siàn mastri divini,","They said, ""We are not divine teachers,","They said, ""We are not heavenly rulers,"
E sì cierchiamo in ognie regione,and we search in every region,Let's explore every area and search all areas.
"De l’anime, che vanno a perdizione,","souls that go to perdition,","Souls that go to extinction,"
Per rimenargli a lor dritti camini.,to put them back on their right path.,Take them back to the right path.
Or par che•ssia piaciuto al Salvatore,Now it looks like the Savior liked it.,Now it seems to have been appreciated by the Redeemer
"D’averci qui condotti per vo’ dire,","of having brought us here to you to speak,",to have guided us here to discuss.
E gastigar del vostro grande errore,and to correct your big mistake,Correct your big mistake
S’e’ vi piacie d’intender e d’udire».,if you like to listen and hear.,If it delights you to listen and perceive.
"O fatto, i’ sì son presto d’ubidire».","Now, I'm ready to obey.","Now, I am prepared to obey."
"Astinenza sì cominciò a parlare,","Abstinence began to speak,",He began to talk.
"E disse: «La vertude più sovrana,","and said, ""The most sovereign virtue.","And he proclaimed: ""The highest quality"
"Che possa aver la criatura humana,",that he may have a human creature,That a person possesses
Si è della sua lingua rifrenare.,is to control his tongue.,is to watch over his speech.
"Sovr’ogn’altra persona, a noi sì pare,","To us it seems, more than any other person,","It appears to us, more than anyone else,"
Ch’esto peccato in voi fioriscie e grana;,May this sin flourish and multiply in you;,may this error sprout and spread in you.
"Se no ’l lasciate, egli è cosa ciertana","If you do not leave him, he is certain","If you don't abandon him, it's inevitable."
"Che nello ’Nferno vi conviene andare,","that you should go to hell,",that in hell you are advised to go.
Ché pez’à c’una truffola levaste,because with a fraud you have conned,Because with a scam you have deceived
"Sopra ’l valetto, che vo’ ben sapete.","the valet, whom you know well.","The servant, whom you well know."
Con grande torto voi il difamaste,With great wrong you have slandered him.,You have unjustly slandered him.
"Ch’e’ non pensava a•cciò, che vo’ credete.",saying he didn't think about what you believe.,Saying that he did not have in mind what you think.
"Bellacoglienza tanto ne gravaste,","Bellacoglienza so oppressed,","Warm welcome, very oppressed."
Ch’ella fu messa là ove vo’ vedete».,which has been placed where you see it.,which has been placed where you see it.
Udendo Mala-Bocca c’Astinenza,Hearing Malabocca that Abstinence,Listening to Malabocca that Abstinence
"Sì forte il biasimava, e riprendea,","He blamed him so hard,",He blamed him so severely.
"Sì•ssi crucciò, e disse ch’e’ volea",he grieved and said he wanted,He grieved and declared that he desired
C’andasser fuor   della su’apartenenza:,"that they should go out of his house,",that they should turn away from his dwelling place.
«Vo’ credete coprir Bellacoglienza,"""You think you're covering for Bellacoglienza","""You think you're hiding Bellacoglienza"
"Di ciò, che quel valetto far credea.",for what that valet said he had done.,For what that servant claimed to have accomplished.
Bello dissi e dirò ch’ela volea,I'll tell you what she wanted.,I declared and reiterated that she desired
"Donargli il Fior, e quest’era sua ’ntenza.","Give him the Flower, and that was his intention.","Give him the bud, and that was his purpose."
"Que’ lo ’nnerrò del bascio, quest’è cierto,","He deceived him with a kiss, that's for sure.","He cheated with a kiss, that's indisputable."
"Per ch’i’ vi dico, a voi divinatori,","So I tell you, you preachers,","That is why I urge you, the speakers."
Che questo fatto non fia già coverto.,that this fact will never be covered.,that this event will never be concealed.
Vo’ mi parete due inganatori:,You look like two crooks:,You look like two con men.
"Andate fuor di casa, che ’n aperto","Go away from home, for openly","Start from home, for clearly"
Vi dico ch’i’ non vo’ tapinatori».,"I'm telling you, I don't want to cheat.","I'm telling you, I don't want scammers."
Falso-Senbiante disse: «Per merzede,"False-Senbian said: ""Please","False Simulator said, ""Please,"
"Vi priego, Malabocca, c’ascoltiate;","Please, Malabocca, listen;","I beseech you, Evil, hear."
"Ché, quand’uon conta pura veritate,","because when someone only tells the truth,","Because when someone just tells reality,"
"Molt’è folle colu’, che no•lla crede.",It's very crazy who doesn't believe it.,It's very crazy who doesn't accept it.
Vo’ sete ben ciertano che•ll’uon non vede,You are sure that man does not see,You are absolutely convinced that man does not perceive
Che ’l valletto vi porti nimistade;,that the valet beareth no grudge against you.,that the servant has no resentment
Sed egli amasse tanto l’amistade,but if he loved friendship so much,but if he had appreciated friendship so much
"Del Fior, quanto vo’ dite, a buona fede,","of the Flower, as you say, with sincerity,","Del Fiore, as you say, with honesty."
"Egli à gran peza ch’e’ v’avria morto,",He would have had great reasons to kill you.,He would have had great reasons to eliminate you.
Avendogli voi fatto tal oltraggio.,having done such an outrage to him.,offend him so badly.
"Ma non vi pensa e non si n’è acorto,",But he doesn't think about it and he doesn't notice it.,But he doesn't think about it and he doesn't realize it.
E tuttor sì vi mostra buon coragio:,"and always shows you good courage,",and always shows good value to you.
"E’ servirebevi a dritto e a torto,","He rightly and unjustly serves you,",You need justly and unjustly.
"Come que’ ch’è cortese, e prode, e saggio».","as those who are courteous, valiant and wise.","As kind, brave, and wise."
Ser Malabocca si fu ripentuto,Ser Malabocca repented,Ser Malabocca regretted.
"Di ciò, ch’egli avea detto o perpensato,","of what he said or thought,",of what he said or conceived
Ched e’ credette ben aver fallato;,believing that he was wrong;,I'm convinced I made a mistake.
Sì disse a Falsenbiante: «Il vostro aiuto,"He said to Falsenbian: ""Your help","said to Falsenbian: ""Your contribution"
"Convien ch’i’ agia, ch’i’ non sia perduto».","It is fitting that I have, that I am not lost","It is beneficial that I possess, so as not to be dispersed."
"E, mantenente si fu inginochiato,",And immediately he knelt,Instinctively he bowed
E’ disse: «I’ si vogli’esser confessato,"and said, ""I want to be confessed.","""And he declared, ""I wish to be acquitted."""
"D’ognie peccato,   che m’è avenuto».",from every sin that I have committed,"from every transgression, which I have committed"
"Astinenza-Costretta il prese allora,","Abstinence-Coast took him then,","Exitation-Strengthening grabbed him then,"
"Che•ss’era molto ben sobarcolata,","because she was very experienced,",Since she was very experienced.
E Falsenbiante col rasoio lavora:,and Falsenbiante worked with the razor:,Falsenbian was dedicated to the use of the razor.
A Mala-Bocca la gola à tagliata.,In Malabocia the throat is cut,In Malabocia the throat is cut
E po’ ruper la porta san’ dimora:,Then they broke the door to the house.,Then they broke through the door of the house.
Largheza e Cortesia l’àno passata.,and Width and Courtesy pass it,Spaciousness and kindness will transmit it.
Tutti quatro passarono il portale,All four will pass through the portal.,All four crossed the threshold.
E si trovarono dentro a la porpresa.,and the surprise they found inside,and the discovery was found inside
"La Vechia, che del castro era sciesa,","The old woman, who had come down from the tower.","La Vecchia, who had descended from the tower."
"Quando gli vide, le ne parve male,","When he saw him, he displeased him,","When he saw him, he regretted him,"
Ma tuttavia non ne fecie segniale.,But he didn't signal it.,But he gave no indication of it.
"Largheza e Cortesia sì l’àno atesa,","Width and Courtesy were waiting for him,",Wideness and kindness awaited him.
"E disserle: «Madonna, san’ difesa","And they said, Madonna, without defense.","They exclaimed, ""Saint, helpless."""
Potete prender quanto il nostro vale:,you can take everything that is ours,Collect everything that belongs to us.
"Chéd egli è vostro, sanza farne parte.",For he is yours without being a part of it.,because he is yours without being an integral part of it.
"E sì ve ne doniàn già la sagina,","And if we give you the bag already,",If we already offer you the bag.
E sopra tutto vi vogliàn far carte».,"And above all, we want to make you cards.","Also, we particularly want to make you happy with gifts."
"La Vechia, che sapea ben la dottrina,","The Old woman, who knew the doctrine well,","The Elder, who was well informed of the doctrine,"
