id,Original,Translate
964," ma poco li valse, ch’io dissi: ""O tu che l’occhio a terra gette,  se le fazion che porti non son false, Venedico se’ tu Caccianemico","""»«Ahimè, a quel che sembra lo sguardo abbassato verso terra non gli servì a nulla perché io pronunciai la frase: 'Tu dev'essere Venedico Caccianemico, se le tue fattezze non sono false!'»"""
965," Ma che ti mena a sì pungenti salse?""",Che cosa hai fatto di tanto grave da meritare una punizione così severa?
966,"  Ed elli a me: ""Mal volontier lo dico","""»Lui, me lo disse con riluttanza."""
967," ma sforzami la tua chiara favella, che mi fa sovvenir del mondo antico",la tua voce nitida mi ricorda le cose della vita reale
968,"  I’ fui colui che la Ghisolabella condussi a far la voglia del marchese, come che suoni la sconcia novella","""Io sono colui che accompagnò mia sorella Ghisolabella per soddisfare i desideri del marchese, anche se questa storia avrà una notevole diffusione."""
969,"  E non pur io qui piango bolognese",Non sono l'unico Bolognese a versare lacrime qui.
970," anzi n’è questo loco tanto pieno, che tante lingue non son ora apprese  a dicer ’sipa’ tra Sàvena e Reno","""Questa Bolgia è così affollata da non essere neanche riconosciuta dalle lingue più antiche, che non hanno ancora imparato a dire 'sipa' tra Sàvena e Reno."""
971," e se di ciò vuoi fede o testimonio, rècati a mente il nostro avaro seno""","""Se desideri una prova sicura della nostra tendenza ad essere avari, pensaci su."""
972,"  Così parlando il percosse un demonio de la sua scurïada, e disse: ""Via, ruffian","""!Mentre stava parlando, un demone lo punì con il suo frustino e gli gridò: """"Via di qui, mascalzone!"""""""
973," qui non son femmine da conio""",Non ci sono donne qui in vendita.
974,"  I’ mi raggiunsi con la scorta mia",Io riunirmi con la mia guida.
975," poscia con pochi passi divenimmo là ’v’uno scoglio de la ripa uscia",in poche mosse saremmo arrivati al luogo in cui un antico ponte di pietra spuntava dalla montagna
976,"  Assai leggeramente quel salimmo",Ci arrampicammo su di esso senza difficoltà.
977," e vòlti a destra su per la sua scheggia, da quelle cerchie etterne ci partimmo","""Ci allontanammo da quell'eterno girare, voltandoci verso destra e salendo lungo di esso."""
978,"  Quando noi fummo là dov’el vaneggia di sotto per dar passo a li sferzati, lo duca disse: ","""Arrivati al punto in cui un ponte formava un lago per dare sfogo ai flutti, il maestro disse:"""
979,"  ""Attienti, e fa che feggia  lo viso in te di quest’altri mal nati, ai quali ancor non vedesti la faccia però che son con noi insieme andati""","""Mantieni l'attenzione per essere certo di vedere i volti di questi altri disgraziati, anche se procediamo nella stessa direzione."""
980,"  Del vecchio ponte guardavam la traccia che venìa verso noi da l’altra banda, e che la ferza similmente scaccia","""Dall'altra parte del vecchio ponte, vedevamo una fila che avanzava verso di noi e veniva incitata da colpi di frusta."""
981,"  E ’l buon maestro, sanza mia dimanda, mi disse: ""Guarda quel grande che vene, e per dolor non par lagrime spanda:  ","""Il maestro, senza che io domandassi nulla, mi disse: """"Guarda colui là che sta avanzando e non sembra piangere per il suo dolore""""."""
982,"  quanto aspetto reale ancor ritene"," la residenza?Quale lucentezza regale è ancora presente nella dimora?"
983," Quelli è Iasón, che per cuore e per senno li Colchi del monton privati féne","""Giasone, grazie alla sua audacia e al suo ingegno, sottrasse con successo il vello d'oro ai Colchi."""
984,"  Ello passò per l’isola di Lenno poi che l’ardite femmine spietate tutti li maschi loro a morte dienno","""Dopo che le donne di Lemno avevano commesso la spietata atrocità di uccidere tutti i loro mariti, Egli passò per l'isola."""
985,"  Ivi con segni e con parole ornate Isifile ingannò, la giovinetta che prima avea tutte l’altre ingannate","""Isifile, la giovinetta che aveva imbrogliato tutti gli altri, fu ingannata a sua volta con gesti e parole di raffinatezza da chi si trovava lì."""
986,"  Lasciolla quivi, gravida, soletta","""Lei se ne andò lasciandola qui, incinta e senza aiuto."""
987," tal colpa a tal martiro lui condanna",Questo delitto comporta questa punizione.
988," e anche di Medea si fa vendetta","""Medea è stata ingannata, e il colpevole è stato punito per la sua azione."""
989,"  Con lui sen va chi da tal parte inganna",Chi cerca di ingannarlo va avanti in questo modo.
990," e questo basti de la prima valle sapere e di color che ’n sé assanna""",Ti sia sufficiente sapere questo della Bolgia I e dei suoi condannati che viene punita.
991,"  Già eravam là ’ve lo stretto calle con l’argine secondo s’incrocicchia, e fa di quello ad un altr’arco spalle",""".Gli estremi punti del ponte roccioso si univano al secondo argine, da cui iniziava un altro cammino."""
992,"  Quindi sentimmo gente che si nicchia ne l’altra bolgia e che col muso scuffa, e sé medesma con le palme picchia",""".Sentimmo lamenti provenienti dalla successiva Bolgia, con il suono del soffio nasale e orale, accompagnato da colpi dati con le mani."""
993,"  Le ripe eran grommate d’una muffa, per l’alito di giù che vi s’appasta, che con li occhi e col naso facea zuffa","""Gli strati di muffa incrostata sui muri della Bolgia erano così spessi da irritare occhi e narici a causa dell'afa proveniente dalle profondità, impastandosi alle pareti."""
994,"  Lo fondo è cupo sì, che non ci basta loco a veder sanza montare al dosso de l’arco, ove lo scoglio più sovrasta","""Non riuscivamo a scorgere nulla tranne salendo fino all'apice dell'arco, la posizione da cui il ponte sormontava maggiormente il fossato, poiché lì era estremamente buio."""
995,"  Quivi venimmo",Siamo arrivati qui
996," e quindi giù nel fosso vidi gente attuffata in uno sterco che da li uman privadi parea mosso",Vidi alla base degli inferi gente dannata che pareva fossero in un letamaio scaturito dalle fogne dell'umanità.
997,"  E mentre ch’io là giù con l’occhio cerco, vidi un col capo sì di merda lordo, che non parëa s’era laico o cherco","""Mentre scrutavo dall'alto, vidi un uomo che aveva una tale abbondanza di escrementi sul capo da non riuscire a stabilire se fosse chierico o laico."""
998,"  Quei mi sgridò: ""Perché se’ tu sì gordo di riguardar più me che li altri brutti?""",Quello mi rifferì: «Perché stai fissandomi più a lungo rispetto agli altri che hanno subito dannazione?»
999," E io a lui: ""Perché, se ben ricordo,  già t’ ho veduto coi capelli asciutti, e se’ Alessio Interminei da Lucca: però t’adocchio più che li altri tutti""","""Ricordo bene, tu sei Alessio Interminelli da Lucca, ed è stato notevole vederti con i capelli asciutti, di conseguenza mi fisso su di te più che tutti gli altri."""
1000,"  Ed elli allor, battendosi la zucca: ""Qua giù m’ hanno sommerso le lusinghe ond’io non ebbi mai la lingua stucca""","""Colpendo se stesso sulla testa, lui esclamò: «Sono stato inondato di elogi ed io non ne ho mai avuto abbastanza!»"""
1001,"  Appresso ciò lo duca ""Fa che pinghe"", mi disse, ""il viso un poco più avante, ","""Dopo di ciò, la mia guida mi esortò ad alzare lo sguardo più in là."""
1002,"  sì che la faccia ben con l’occhio attinghe  di quella sozza e scapigliata fante che là si graffia con l’unghie merdose, e or s’accoscia e ora è in piedi stante","""così che tu veda la faccia di quella donna scapigliata con nitidezza, e il modo in cui affonda le sue unghie sporche di sterco nella pelle, piegandosi su se stessa ora da seduta e ora da in piedi."""
1003,"  Taïde è, la puttana che rispuose al drudo suo quando disse ""Ho io grazie grandi apo te?"": ""Anzi maravigliose""","""""""Quando il suo amante domandò """"Ho io grande valore per te?"""" Taide, la prostituta, gli rispose con entusiasmo """"Direi di sì, un grandissimo""""."""
1004,"  E quinci sian le nostre viste sazie""",Si possa contemplare con piacere ciò che abbiamo creato.
1005," O Simon mago, o miseri seguaci che le cose di Dio, che di bontate deon essere spose, e voi rapaci per oro e per argento avolterate, ","""Oh Simon the Magician and his wretched followers, who greedily prostitute God's things for gold and silver that should be espoused to goodness."""
1006," or convien che per voi suoni la tromba, però che ne la terza bolgia state","""Siete nella III Bolgia, quindi è tempo per voi di suonare la tromba."""
1007,"  Già eravamo, a la seguente tomba, montati de lo scoglio in quella parte ch’a punto sovra mezzo ’l fosso piomba","""Ci eravamo arrampicati, nella Bolgia successiva, su un ponte fino a quando la linea verticale passava dritta nel mezzo della voragine."""
1008,"  O somma sapïenza, quanta è l'arte che mostri in cielo, in terra e nel mal mondo, e quanto giusto tua virtù comparte","""!Oh, somma saggezza! Quant'è perfetta la tua manifestazione nei cieli, sulla terra e all'Inferno, e con qual grande giustizia la tua bontà premia e punisce!"""
1009,"  Io vidi per le coste e per lo fondo piena la pietra livida di fóri, d’un largo tutti e ciascun era tondo","""Io notai la parete scura punteggiata di fori tondeggianti della stessa dimensione, che circondavano l'intera area e il fondo della fossa."""
1010,"  Non mi parean men ampi né maggiori che que’ che son nel mio bel San Giovanni, fatti per loco d’i battezzatori",Non erano più stretti o più estesi dei fontanili utilizzati come sorgenti per il battesimo nel noto Battistero di San Giovanni a Firenze.
1011,"  l’un de li quali, ancor non è molt’anni, rupp’io per un che dentro v’annegava: e questo sia suggel ch’ogn’omo sganni","""Ne ho infranto uno alcuni anni fa per salvare qualcuno che stava affogando, con l'intenzione di correggere la disinformazione di chi fosse mal consigliato."""
1012,"  Fuor de la bocca a ciascun soperchiava d’un peccator li piedi e de le gambe infino al grosso, e l’altro dentro stava","""I piedi e le gambe di un peccatore spuntavano dai bordi di ogni buca, fino alle cosce, mentre la parte superiore del corpo rimaneva al suo interno."""
1013,"  Le piante erano a tutti accese intrambe",Le sue piante dei piedi erano illuminate.
1014," per che sì forte guizzavan le giunte, che spezzate averien ritorte e strambe","""con una forza tale da mandare in pezzi le corde più resistenti, i maledetti scalciavano con tutte le loro articolazioni."""
1015,"  Qual suole il fiammeggiar de le cose unte muoversi pur su per la strema buccia, tal era lì dai calcagni a le punte","""Come piccoli raggi di luce, si muovevano quelle fiammelle dal calcagno alla punta dei piedi come una fiamma che tocca appena la superficie delle cose unte."""
1016,"  ""Chi è colui, maestro, che si cruccia guizzando più che li altri suoi consorti"", diss’io, ""e cui più roggia fiamma succia?""","""Chiesi al mio maestro chi fosse il malcapitato che stava soffrendo più degli altri, e su cui sembrava esserci un'ardente fiamma ardere?"""
1017,"  Ed elli a me: ""Se tu vuo’ ch’i’ ti porti là giù per quella ripa che più giace, da lui saprai di sé e de’ suoi torti""","""E lui disse a me: «Se desideri che io ti porti al basso lungo la pendenza più dolce, glielo chiederai tu stesso chi sia e qual è il suo peccato»."""
1018,"  E io: ""Tanto m'è bel, quanto a te piace: tu se' segnore, e sai ch'i' non mi parto dal tuo volere, e sai quel che si tace""","""Io : """"Seguo la tua guida, capisco cosa mi stai dicendo anche senza che tu lo esprima chiaramente. Quello che ti piace a me va bene""""."""
1019,"  Allor venimmo in su l’argine quarto",Giungemmo all'argine successivo
1020," volgemmo e discendemmo a mano stanca là giù nel fondo foracchiato e arto","""Cominciammo a percorrere il fondo della Bolgia, fiancheggiato da buchi e strettoie, voltandoci verso sinistra."""
1021,"  Lo buon maestro ancor de la sua anca non mi dipuose, sì mi giunse al rotto di quel che si piangeva con la zanca","""Il buon maestro non mi lasciò andare via, rimanendo al mio fianco fino a quando non giungemmo alla fossa in cui quella sciagurata era distesa con le sue gambe."""
1022,"  ""O qual che se’ che ’l di sù tien di sotto, anima trista come pal commessa"", comincia’ io a dir, ""se puoi, fa motto""","""Incominciai a supplicare: «Qualsiasi sia il tuo nome, ora che sei rivoltato in basso, spirito malinconico come un paletto gettato nella terra, faresti bene a rispondermi»."""
1023,"  Io stava come ’l frate che confessa lo perfido assessin, che, poi ch’è fitto, richiama lui per che la morte cessa","""Mi trovavo lì come un frate che ascoltava la confessione del malfattore, il quale, dopo essere stato calato nella fossa, lo chiamava disperatamente per ritardare l'esecuzione."""
1024,"  Ed el gridò: ""Se' tu già costì ritto, se' tu già costì ritto, Bonifazio? Di parecchi anni mi mentì lo scritto","""»Lui gridò: «Bonifacio, sei già in piedi? Il libro del futuro mi aveva ingannato per diversi anni!»"""
1025,"  Se’ tu sì tosto di quell’aver sazio per lo qual non temesti tòrre a ’nganno la bella donna, e poi di farne strazio?""","""Hai esaurito la tua fame di ricchezza, non avendo remore a trarre in inganno quella donna bellissima per poi abusarne?"""
1026,"  Tal mi fec’io, quai son color che stanno, per non intender ciò ch’è lor risposto, quasi scornati, e risponder non sanno","""Divenni simile a coloro che non riescono ad interpretare la risposta ricevuta, per cui si sentono spaesati e non sanno come replicare."""
1027,"  Allor Virgilio disse: ""Dilli tosto: ""Non son colui, non son colui che credi""""",Virgilio ordinò: «Dille immediatamente: 'Non sono chi pensi'»
1028," e io rispuosi come a me fu imposto","""Come mi era stato comandato, diedi una risposta."""
1029,"  Per che lo spirto tutti storse i piedi",Lo spirito piegò completamente i piedi
1030," poi, sospirando e con voce di pianto, mi disse: ""Dunque che a me richiedi?","""»Con un profondo sospiro, disse con tono triste: «Qual è la tua domanda?»"""
1031," Se di saper ch’i’ sia ti cal cotanto, che tu abbi però la ripa corsa, sappi ch’i’ fui vestito del gran manto",Avevo indossato il manto papale se eri tanto curioso da scendere fin qui per sapere chi sono.
1032,"  e veramente fui figliuol de l’orsa, cupido sì per avanzar li orsatti, che sù l’avere e qui me misi in borsa","""Diventai un figlio legittimo dell'orsa, tanto desideroso di migliorare la sorte dei miei familiari che sacrificai tutto ciò che avevo per ottenerlo - compreso me stesso."""
1033,"  Di sotto al capo mio son li altri tratti che precedetter me simoneggiando, per le fessure de la pietra piatti","""Gli altri che mi hanno preceduto nella pratica della simonia sono schiacciati in fondo, sotto la mia testa, nelle fessure della roccia."""
1034,"  Là giù cascherò io altresì quando verrà colui ch’i’ credea che tu fossi, allor ch’i’ feci ’l sùbito dimando","""Laggiù finirò anch'io quando chi avevo creduto fosse tu verrà, ricordandomi della domanda che ti feci improvvisamente."""
1035,"  Ma più è ’l tempo già che i piè mi cossi e ch’i’ son stato così sottosopra, ch’el non starà piantato coi piè rossi:  ",Ho trascorso più tempo ad agonizzare per i miei piedi affaticati e al contrario di quanto accadrà a lui con i suoi arrossati.
1036,"  ché dopo lui verrà di più laida opra, di ver’ ponente, un pastor sanza legge, tal che convien che lui e me ricuopra","""Seguiremo un altro papa da occidente, il quale non rispetterà alcuna legge e commetterà azioni ancora peggiori di lui; questo mi ricoprirà assieme a lui di disonore."""
1037,"  Nuovo Iasón sarà, di cui si legge ne’ Maccabei",La storia di un nuovo Giasone viene narrata nel Libro dei Maccabei.
1038," e come a quel fu molle suo re, così fia lui chi Francia regge""",Il re di Francia sarà altrettanto accondiscendente con il papa come lo era stato con lui.
1039,"  Io non so s’i’ mi fui qui troppo folle, ch’i’ pur rispuosi lui a questo metro: ","""Non sono sicuro se la mia reazione fosse troppo scortese, dato che gli risposi con tale tono."""
1040,"  ""Deh, or mi dì: quanto tesoro volle  Nostro Segnore in prima da san Pietro ch’ei ponesse le chiavi in sua balìa? ","""Prima di dare a san Pietro le chiavi del regno dei cieli, nostro Signore quanto denaro voleva?"""
1041,"  Certo non chiese se non ""Viemmi retro""","""Le disse semplicemente """"Vieni con me""""."""
1042,"  Né Pier né li altri tolsero a Matia oro od argento, quando fu sortito al loco che perdé l’anima ria","""Pietro e gli altri non presero nulla da Mattia, quando fu designato a prendere il posto che Giuda aveva abbandonato."""
1043,"  Però ti sta, ché tu se’ ben punito",Resta qui come punizione.
1044," e guarda ben la mal tolta moneta ch’esser ti fece contra Carlo ardito","""conserva il frutto di un tranello, che ti fece osare di sfidare Carlo d'Angiò."""
1045,"  E se non fosse ch’ancor lo mi vieta la reverenza de le somme chiavi che tu tenesti ne la vita lieta,  io userei parole ancor più gravi","""Se non fosse per il profondo rispetto che nutro per i fondamentali valori che hai protetto durante la tua esistenza qui sulla terra, userei parole ancora più forti."""
1046," ché la vostra avarizia il mondo attrista, calcando i buoni e sollevando i pravi","""In effetti, la vostra avarizia porta tristezza al mondo, schiacciando coloro che sono di buon cuore e innalzando coloro che non hanno scrupoli."""
1047,"  Di voi pastor s’accorse il Vangelista, quando colei che siede sopra l’acque puttaneggiar coi regi a lui fu vista",L'Evangelista si rese conto della malvagità dei pastori quando vide la donna di strada seduta sulle acque fare prostituzione con i sovrani.
1048,"  quella che con le sette teste nacque, e da le diece corna ebbe argomento, fin che virtute al suo marito piacque","""Lei è nata con sette teste ed ha tratto forza dalle dieci corna, fino a quando il marito apprezzò le sue virtù."""
1049,"  Fatto v’avete dio d’oro e d’argento",Avete creato un dio di oro e argento.
1050," e che altro è da voi a l’idolatre, se non ch’elli uno, e voi ne orate cento?  ","""Qual è la distinzione tra voi e il pagano, se non quello che uno venera solo un dio mentre l'altro prega più divinità?"""
1051," Ahi, Costantin, di quanto mal fu matre, non la tua conversion, ma quella dote che da te prese il primo ricco patre""","""Ahimè, Costantino, quanto male è stato inflitto non dalla tua conversione ma a causa dell'enorme donazione che hai fatto al primo papa benestante."""
1052,"  E mentr’io li cantava cotai note, o ira o coscïenza che ’l mordesse, forte spingava con ambo le piote","""Mentre gli rivolgevo quelle parole, il dannato si agitava con forza sia per rabbia che per rammarico."""
1053,"  I’ credo ben ch’al mio duca piacesse, con sì contenta labbia sempre attese lo suon de le parole vere espresse","""Credo che il mio maestro abbia approvato, poiché ascoltò con un volto pacifico la mia sincera presentazione."""
1054,"  Però con ambo le braccia mi prese",Mi strinse forte a se con entrambe le braccia.
1055," e poi che tutto su mi s’ebbe al petto, rimontò per la via onde discese","""Dopodiché, abbracciandomi stretto al suo petto, risalì lungo la stessa strada da cui era disceso."""
1056,"  Né si stancò d’avermi a sé distretto, sì men portò sovra ’l colmo de l’arco che dal quarto al quinto argine è tragetto","""Non si stancò di stringermi forte fino a quando non mi portò in cima al ponte, che collega l'argine numero quattro con il quinto."""
1057,"  Quivi soavemente spuose il carco, soave per lo scoglio sconcio ed erto che sarebbe a le capre duro varco","""Depose gentilmente a terra il carico, la cui dolcezza non era sufficiente per affrontare l'arrampicata sulla roccia ripida e scoscesa; un cammino che sarebbe stato arduo persino per le capre."""
1058,"  Indi un altro vallon mi fu scoperto",Fui condotto in un'altra Bolgia da quel luogo.
1059," Di nova pena mi conven far versi e dar matera al ventesimo canto de la prima canzon, ch’è d’i sommersi",""".Devo scrivere versi riguardanti un nuovo castigo e così fornire materiale per l'ultimo Canto della prima Cantica, dedicato ai condannati."""
1060," Io era già disposto tutto quanto a riguardar ne lo scoperto fondo, che si bagnava d’angoscioso pianto","""Io ero deciso a scendere negli abissi della Bolgia, riempiti dai pianti di disperazione."""
1061,"  e vidi gente per lo vallon tondo venir, tacendo e lagrimando, al passo che fanno le letane in questo mondo","""Vidi anime condannate che procedevano con andatura triste e silenziosa nel fossato rotondo, come se stesse sfilando una processione funebre."""
1062,"  Come ’l viso mi scese in lor più basso, mirabilmente apparve esser travolto ciascun tra ’l mento e ’l principio del casso,  ","""Non appena li scrutai più attentamente, mi parve che ognuno avesse una gola profondamente affondata tra il mento e l'inizio della cassa toracica."""
1063,"  ché da le reni era tornato ’l volto, e in dietro venir li convenia, perché ’l veder dinanzi era lor tolto","""Essi non potevano guardare al futuro, dal momento che il volto era rivolto alla loro schiena e così erano costretti ad andare indietro."""
1064,"  Forse per forza già di parlasia si travolse così alcun del tutto",Potrebbe essere che qualcuno sia stato colpito da una paralisi così grave da renderlo irriconoscibile.
1065," ma io nol vidi, né credo che sia",Non ne ho alcuna memoria e dubito che sia mai avvenuto.
1066,"  Se Dio ti lasci, lettor, prender frutto di tua lezione, ","""Che possiate voi, lettori, prendere la lezione a buon grado."""
1067,"  or pensa per te stesso com'io potea tener lo viso asciutto,  ",pensa come avrei potuto trattenere le lacrime.
1068,"  quando la nostra imagine di presso vidi sì torta, che ’l pianto de li occhi le natiche bagnava per lo fesso","""Quando mi ritrovai in presenza di una figura umana disperata che piangeva a dirotto, con le lacrime che scorrevano lungo la fessura sulla parte posteriore"""
1069,"  Certo io piangea, poggiato a un de’ rocchi del duro scoglio, sì che la mia scorta mi disse: ","""Mentre io ero lì adagiarmi su una delle sporgenze della roccia e sfogare le mie lacrime, la mia guida mi rivolse queste parole:"""
1070,"  ""Ancor se' tu de li altri sciocchi?  Qui vive la pietà quand’è ben morta",»Sei anche tu un membro di quelli che non hanno compassione? Qui il perdono è apprezzato solo se non esiste più.
1071," chi è più scellerato che colui che al giudicio divin passion comporta?  ","""Chi è più malvagio di colui che tenta di ingannare il volere del Cielo, previsionando quello che avverrà?"""
1072," Drizza la testa, drizza, e vedi a cui s’aperse a li occhi d’i Teban la terra","""Alza la vista, sollevala, e contempla colui che divise il suolo ai Tebani sotto i loro stessi occhi."""
1073," per ch’ei gridavan tutti: ""Dove rui,  Anfïarao? perché lasci la guerra?""","""Tutti gridavano a voce alta: """"Anfiarao, perché hai lasciato la battaglia? Dove stai andando?"""""""
1074," E non restò di ruinare a valle fino a Minòs che ciascheduno afferra",Continuò a cadere finché non raggiunse Minosse che prendeva ogni anima destinata alla dannazione.
1075,"  Mira c' ha fatto petto de le spalle",Vedi come si è rivolto verso l'avvenire e ora ha davanti un petto forte.
1076," perché volse veder troppo davante, di retro guarda e fa retroso calle","""Si trova adesso a tornare verso il passato, avendo guardato oltre quel che voleva."""
1077,"  Vedi Tiresia, che mutò sembiante quando di maschio femmina divenne, cangiandosi le membra tutte quante","""Tiresia, che esperì il cambiamento da uomo in donna modificando ogni suo arto, fu visto."""
1078,"  e prima, poi, ribatter li convenne li duo serpenti avvolti, con la verga, che rïavesse le maschili penne",""" intorno alla vitaPer recuperare le sue prerogative maschili, dovette scontrarsi con i suoi stessi simboli di potere usando la stessa verga per respingere i due serpenti che gli avviluppavano il corpo."""
1079,"  Aronta è quel ch’al ventre li s’atterga, che ne’ monti di Luni, dove ronca lo Carrarese che di sotto alberga, ebbe tra ’ bianchi marmi la spelonca per sua dimora","""Arunte, che abitava nella spelonca incastonata tra le bianche rocce dei monti di Luni, ha la schiena appoggiata al proprio ventre; sotto di lui disboscavano i Carraresi presenti nella pianura."""
1080," onde a guardar le stelle e ’l mar non li era la veduta tronca","""Dalla posizione in cui si trovava, aveva una visuale spettacolare delle stelle e dell'oceano."""
1081,"  E quella che ricuopre le mammelle, che tu non vedi, con le trecce sciolte, e ha di là ogne pilosa pelle,  Manto fu, che cercò per terre molte","""Manto, che visitò una moltitudine di luoghi, è coperta da trecce sciolte e ha il pelo su ogni parte del corpo tranne quelle che tu non vedi."""
1082," poscia si puose là dove nacqu’ io",poi scelse di fissare la propria residenza nella mia città natale
1083," onde un poco mi piace che m’ascolte",vorrei che tu prendessi del tempo per ascoltarmi adesso
1084,"  Poscia che ’l padre suo di vita uscìo e venne serva la città di Baco, questa gran tempo per lo mondo gio","""Dopo la morte del padre e che la città natale divenne un luogo di culto per Bacco, lei ha viaggiato a lungo nel mondo."""
1085,"  Suso in Italia bella giace un laco, a piè de l’Alpe che serra Lamagna sovra Tiralli, c’ ha nome Benaco","""In Tirolo, posto alla frontiera tra Italia e Germania, si trova il lago Benaco situato ai piedi delle Alpi."""
1086,"  Per mille fonti, credo, e più si bagna tra Garda e Val Camonica e Pennino de l’acqua che nel detto laco stagna","""Mille e più fonti alimentano il lago che si trova nel territorio tra Garda, la Valcamonica e le Alpi Pennine, generando un'abbondante riserva d'acqua."""
1087,"  Loco è nel mezzo là dove ’l trentino pastore e quel di Brescia e ’l veronese segnar poria, s’e’ fesse quel cammino","""Nel centro di quell'area potrebbero convergere i vescovi di Trento, Brescia e Verona per ricevere una benedizione, se volessero intraprendere quel viaggio."""
1088,"  Siede Peschiera, bello e forte arnese da fronteggiar Bresciani e Bergamaschi, ove la riva ’ntorno più discese","""Sorge a Peschiera, bella e solida fortezza costruita in un punto dove la riva è più bassa; essa serve per contrastare i Bresciani e i Bergamaschi."""
1089,"  Ivi convien che tutto quanto caschi ciò che ’n grembo a Benaco star non può, e fassi fiume giù per verdi paschi",Di qui l'acqua in eccesso al bacino del lago scorre in un ruscello che si snoda tra i prati verdi.
1090,"  Tosto che l’acqua a correr mette co, non più Benaco, ma Mencio si chiama fino a Governol, dove cade in Po","""Una volta che ha iniziato a fluire, l'acqua prende il nome di Mincio fino al punto di arrivo a Govèrnolo, dove immette nel Po."""
1091,"  Non molto ha corso, ch’el trova una lama, ne la qual si distende e la ’mpaluda","""Seguendo il suo flusso, un'ampia depressione è stata scavata nella superficie, producendo una palude."""
1092," e suol di state talor esser grama",Talvolta d'estate è a secco.
1093,"  Quindi passando la vergine cruda vide terra, nel mezzo del pantano, sanza coltura e d’abitanti nuda",""" Mentre passava di lì, la donna senza cuore notò un tratto incolto e disabitato in mezzo all'acquitrino."""
1094,"  Lì, per fuggire ogne consorzio umano, ristette con suoi servi a far sue arti, ",Si trasferì in quell'area per evitare ogni sorta di rapporto con gli esseri umani e dedicarsi alle sue pratiche mistiche insieme ai suoi servitori.
1095,"  e visse, e vi lasciò suo corpo vano",Lei ha trascorso la sua vita lì e fu seppellita al termine della sua esistenza.
1096,"  Li uomini poi che ’ntorno erano sparti s’accolsero a quel loco, ch’era forte per lo pantan ch’avea da tutte parti","""Dopo, i maschi che stavano diffusi in quel territorio si radunarono lì, protetti da un pantano che ne cingeva l'area."""
1097,"  Fer la città sovra quell’ossa morte",Costruirono una città sulla sua tomba.
1098," e per colei che ’l loco prima elesse, Mantüa l’appellar sanz’altra sorte",Si dice che Mantova abbia preso il nome da colei che decise per prima la sua ubicazione e non attraverso altri rituali.
1099,"  Già fuor le genti sue dentro più spesse, prima che la mattia da Casalodi da Pinamonte inganno ricevesse","""La follia di Pinamonte, l'astuto conte di Casalodi, aveva indotto la città ad essere meno abitata prima."""
1100,"  Però t’assenno che, se tu mai odi originar la mia terra altrimenti, la verità nulla menzogna frodi""","""Ti avverto che, se dovessi venire a conoscenza di versioni diverse riguardo all'origine della mia terra, siano bandite le bugie in modo da preservare la verità."""
1101,"  E io: ""Maestro, i tuoi ragionamenti mi son sì certi e prendon sì mia fede, che li altri mi sarien carboni spenti","""»Io dico al Maestro che le sue argomentazioni sono così precise e convincenti, che gli altri non possono tenerle testa."""
1102,"  Ma dimmi, de la gente che procede, se tu ne vedi alcun degno di nota",Ma dimmi se identifichi qualcun altro degno di nota tra i condannati che procedono.
1103," ché solo a ciò la mia mente rifiede""",Ho tutta la mia attenzione focalizzata su questo.
1104,"  Allor mi disse: ""Quel che da la gota porge la barba in su le spalle brune, fu - quando Grecia fu di maschi vòta,  sì ch’a pena rimaser per le cune - ","""Poi mi disse: """"Quando la Grecia non aveva quasi più abbastanza uomini da nutrire nelle culle, il destino tracciò sul volto di chi fosse rimasto un segno premonitore della barba che avrebbe popolato le sue spalle scure""""."""
1105,"  augure, e diede ’l punto con Calcanta in Aulide a tagliar la prima fune","""Fu una figura di spicco, e calcolò insieme a Calcante il momento più favorevole nella baia di Aulide affinché la marina greca potesse salpare."""
1106,"  Euripilo ebbe nome, e così ’l canta l’alta mia tragedìa in alcun loco: ben lo sai tu che la sai tutta quanta","""Lui era Euripilo, come riportato nel mio longo poema; ne sei consapevole, dato che lo avrai interamente letto."""
1107,"  Quell’altro che ne’ fianchi è così poco, Michele Scotto fu, che veramente de le magiche frode seppe ’l gioco","""Michele Scotto, dall'esile fisico e le sue abili contestazioni al gioco delle frodi magiche, è diventato ben note."""
1108,"  Vedi Guido Bonatti",Hai visto Guido Bonatti
1109," vedi Asdente, ch’avere inteso al cuoio e a lo spago ora vorrebbe, ma tardi si pente","""Asdente ha capito l'errore che ha fatto non dedicandosi al cuoio e allo spago, ma ormai il rimpianto arriva troppo tardi."""
1110,"  Vedi le triste che lasciaron l’ago, la spuola e ’l fuso, e fecersi ’ndivine","""Guarda le donne allontanarsi, abbandonando ago, spola e fuso meccanico per esplorare il mondo dell'indovinazione"""
1111," fecer malie con erbe e con imago",praticarono la magia con erbe sacre e amuleti.
1112,"  Ma vienne omai, ché già tiene ’l confine d’amendue li emisperi e tocca l’onda sotto Sobilia Caino e le spine","""Mentre la luna sta per calare sotto il mare di Siviglia dopo aver toccato i confini entrambi gli emisferi, arriva il momento che tu te ne vada."""
1113,"  e già iernotte fu la luna tonda: ben ten de’ ricordar, ché non ti nocque alcuna volta per la selva fonda""","""Ieri sera era pieno di luna, dovresti ricordartelo poiché ti è stato d'aiuto un tempo mentre stavi attraversando la foresta buia."""
