Original,Translate_IT
" Aronta è quel ch'al ventre li s'atterga, che ne' monti di Luni, dove ronca lo Carrarese che di sotto alberga, ebbe tra ' bianchi marmi la spelonca per sua dimora"," Nei monti della Lunigiana, dove i carraresi che abitano in pia-nura disboscano, ebbe tra le bianche rocce la spe-lonca come sua dimora"
 onde a guardar le stelle e 'l mar non li era la veduta tronca, Da lì poteva guardare fa-cilmente le stelle e il mare
" E quella che ricuopre le mammelle, che tu non vedi, con le trecce sciolte, e ha di là ogne pilosa pelle, Manto fu, che cercò per terre molte"," Manto e l’origine di Mantova E quella che ricopre con le trecce sciolte le mam-melle, che tu non vedi, e che dall’altra parte ha la pelle ricoperta di peli, fu Manto"
 poscia si puose là dove nacqu'io," Vagò per molte terre, ma poi si stabilì là dove io nacqui"
 onde un poco mi piace che m'ascolte, Perciò vor-rei che tu mi ascoltassi un po’
" Poscia che 'l padre suo di vita uscìo e venne serva la città di Baco, questa gran tempo per lo mondo gio"," Dopo che suo padre Tiresia uscì di vita e Tebe, la città di Bacco, diven-ne serva di Creonte, costei vagò a lungo per il mon-do"
" Suso in Italia bella giace un laco, a piè de l'Alpe che serra Lamagna sovra Tiralli, c'ha nome Benaco"," Su, nell’Italia bella, giace un lago ai piedi delle Alpi che confinano con la Germania sopra il castello di Tirolo"
" Per mille fonti, credo, e più si bagna tra Garda e Val Camonica e Pennino de l'acqua che nel detto laco stagna", Ha nome Benaco (=il lago di Garda)
" Loco è nel mezzo là dove 'l trentino pastore e quel di Brescia e 'l veronese segnar poria, s'e' fesse quel cammino"," Per mille e più fonti, io credo, il territorio tra Garda, la Valcamonica e le alpi Pennine è bagnato dall’acqua che ristagna in questo lago"
" Siede Peschiera, bello e forte arnese da fronteggiar Bresciani e Bergamaschi, ove la riva 'ntorno più discese"," Al centro di esso c’è un’isola dove potrebbero benedire il vescovo di Trento, quello di Brescia e quello di Verona, se fa-cessero quel cammino"
" Ivi convien che tutto quanto caschi ciò che 'n grembo a Benaco star non può, e fassi fiume giù per verdi paschi"," Dove la riva è più bassa sor-ge Peschiera, una bella e solida fortezza con cui fronteggiare bresciani e bergamaschi"
" Tosto che l'acqua a correr mette co, non più Benaco, ma Mencio si chiama fino a Governol, dove cade in Po", Lì si riversa tutta l’acqua che non può stare nel bacino del lago e che si fa fiume giù per i verdi pascoli della pianura Padana
" Non molto ha corso, ch'el trova una lama, ne la qual si distende e la 'mpaluda"," Non appena l’acqua inizia a scorrere, non si chiama più Benaco, ma Mincio e conserva tale no-me fino a Govèrnolo, dove si getta nel Po"
 e suol di state talor esser grama," Dopo un breve corso trova un avvallamento, che riempie e impaluda, e che talvolta d’estate è in secca"
" Quindi passando la vergine cruda vide terra, nel mezzo del pantano, sanza coltura e d'abitanti nuda"," Passan-do di qui, la vergine solitaria vide una terra in mez-zo all’acquitrino, incolta e disabitata"
" Lì, per fuggire ogne consorzio umano, ristette con suoi servi a far sue arti, e visse, e vi lasciò suo corpo vano"," Per fuggire ad ogni contatto umano, si stabilì in quel luogo, con i suoi servi, a fare le sue arti magiche"
" Li uomini poi che 'ntorno erano sparti s'accolsero a quel loco, ch'era forte per lo pantan ch'avea da tutte parti", Qui visse per tutta la vita e infine vi lasciò il suo corpo mortale
 Fer la città sovra quell'ossa morte," In seguito gli uomini che erano sparsi tutt’intorno si raccolsero in quel luogo, che era ben difeso dal pan-tano che lo circondava"
" e per colei che 'l loco prima elesse, Mantüa l'appellar sanz'altra sorte"," Costruirono la città sopra il suo sepolcro e da colei, che scelse per prima il luo-go, la chiamarono Mantova, senza ricorrere a sorti-legi"
" Già fuor le genti sue dentro più spesse, prima che la mattia da Casalodi da Pinamonte inganno ricevesse"," Un tempo le sue genti furono più numerose, prima che il conte Roberto da Casalodi, che aveva perso la ragione, fosse ingannato da Pinamonte dei Bonacol-si"
" Però t'assenno che, se tu mai odi originar la mia terra altrimenti, la verità nulla menzogna frodi”"," Perciò ti richiamo alla ragione affinché, se mai tu udissi che la mia terra ha un’origine diversa da que-sta, nessuna menzogna ti frodi della verità»"
" E io: “Maestro, i tuoi ragionamenti mi son sì certi e prendon sì mia fede, che li altri mi sarien carboni spenti"," Euripilo e Calcante Ed io: «O maestro, i tuoi ragionamenti sono così certi e conquistano a tal punto la mia fiducia, che gli altri sarebbero per me come carboni spenti che non ri-scaldano"
" Ma dimmi, de la gente che procede, se tu ne vedi alcun degno di nota"," Ma dimmi se tra la gente che qui viene avanti tu vedi qualcuno degno di nota, perché sol-tanto per lui la mia mente prova interesse"
 ché solo a ciò la mia mente rifiede”,"» Allora mi disse: «Quello che dalle guance fa scendere la barba sulle spalle brune, quando la Grecia rimase priva di ma-schi, partiti per la guerra contro Troia, tanto che a malapena ne rimasero nelle culle, fu àugure e, con Calcante, in Aulide indicò il momento propizio per far salpare la flotta greca"
" Allor mi disse: “Quel che da la gota porge la barba in su le spalle brune, fu - quando Grecia fu di maschi vòta, sì ch'a pena rimaser per le cune - augure, e diede 'l punto con Calcanta in Aulide a tagliar la prima fune"," Ebbe nome Euripilo e così lo canta il mio grande poema (=l’Eneide), in qual-che passo"
" Euripilo ebbe nome, e così 'l canta l'alta mia tragedìa in alcun loco: ben lo sai tu che la sai tutta quanta"," Tu lo sai bene, perché lo hai letto tutto"
" Quell'altro che ne' fianchi è così poco, Michele Scotto fu, che veramente de le magiche frode seppe 'l gioco"," Michele Scotto, Guido Bonatti, maestro Benvenuto detto Asdente Quell’altro che ha i fianchi così esili fu Michele Scotto, che conobbe in modo approfondito il gioco delle frodi magiche"
 Vedi Guido Bonatti," Vedi l’astrologo Guido Bonatti, vedi maestro Benvenuto, detto Asdente, che ora vor-rebbe essere rimasto a fare il calzolaio, ma si è pen-tito troppo tardi"
" vedi Asdente, ch'avere inteso al cuoio e a lo spago ora vorrebbe, ma tardi si pente"," Vedi le tristi donne che lasciarono l’ago, la spola e il fuso, per diventare indovine, e fecero sortilegi con erbe magiche e con le figure di cera"
" Vedi le triste che lasciaron l'ago, la spuola e 'l fuso, e fecersi 'ndivine"," Ma ormai vieni via, poiché Caino e le spine (=la Luna) occupa già il confine tra i due emisferi e 4 9 tocca il mare sotto Siviglia"
 fecer malie con erbe e con imago," E già ieri notte fu pleni-lunio: te ne devi ben ricordare, poiché la Luna piena ti facilitò il viaggio nella selva oscura»"
" Ma vienne omai, ché già tiene 'l confine d'amendue li emisperi e tocca l'onda sotto Sobilia Caino e le spine"," Così mi parlava, e intanto andavamo"
" e già iernotte fu la luna tonda: ben ten de' ricordar, ché non ti nocque alcuna volta per la selva fonda”",
"Così di ponte in ponte, altro parlando che la mia comedìa cantar non cura, venimmo","Così di ponte in ponte, parlando di molte altre cose che la mia opera non cura di cantare, scendemmo nella quinta bolgia"
" e tenavamo 'l colmo, quando restammo per veder l'altra fessura di Malebolge e li altri pianti vani"," Eravamo sul culmine del ponte, quando ci fermammo per vedere la bolgia sottostan-te di Malebolge e udire i nuovi e inutili pianti"
 e vidila mirabilmente oscura, La vidi mirabilmente oscura
" Quale ne l'arzanà de' Viniziani bolle l'inverno la tenace pece a rimpalmare i legni lor non sani, ché navicar non ponno - in quella vece chi fa suo legno novo e chi ristoppa le coste a quel che più vïaggi fece"," Come d’inverno nell’arsenale di Venezia si fa bollire la pece tenace per riparare le imbarcazioni danneggiate, che non possono navigare (invece di navigare c’è chi costrui-sce una nuova barca e chi ristoppa i fianchi a quella che fece più viaggi; chi rafforza la prua e chi la poppa; altri fa remi e altri prepara le corde; chi rat-toppa la vela più piccola e quella più grande); allo stesso modo, non a causa del fuoco, ma a causa dell’arte divina, ribolliva laggiù una pece spessa, che rendeva appiccicosa la riva da ogni parte"
 chi ribatte da proda e chi da poppa," Io vedevo la pece, ma non vedevo in essa nient’altro che le bolle che il calore sollevava, vedevo che si gonfiava tutta e poi cadeva giù di nuovo compatta"
 altri fa remi e altri volge sarte," Uno degli anziani di Santa Zita Mentre io guardavo laggiù con gli occhi fissi, la mia guida, dicendo “Stai attento, stai attento"
" chi terzeruolo e artimon rintoppa -: tal, non per foco ma per divin'arte, bollia là giuso una pegola spessa, che 'nviscava la ripa d'ogne parte","”, mi trasse a sé dal luogo in cui mi trovavo"
" I' vedea lei, ma non vedëa in essa mai che le bolle che 'l bollor levava, e gonfiar tutta, e riseder compressa"," Allora mi volsi in-dietro come l’uomo che indugia a vedere quel che gli conviene fuggire e a cui l’improvvisa paura to-glie le forze, e che, pur guardando, non rimanda la partenza"
" Mentr'io là giù fisamente mirava, lo duca mio, dicendo “Guarda, guarda", E vidi dietro a noi un diavolo nero venire di corsa su per il ponte
"”, mi trasse a sé del loco dov'io stava"," Ahi, quanto era feroce nell’aspetto e quanto mi pareva crudele nell’atteg-giamento, con le ali aperte e leggero sopra i piedi"
" Allor mi volsi come l'uom cui tarda di veder quel che li convien fuggire e cui paura sùbita sgagliarda, che, per veder, non indugia 'l partire: e vidi dietro a noi un diavol nero correndo su per lo scoglio venire"," Un peccatore con ambedue le anche gravava sul suo omero, che era arcuato e superbo, ed egli lo teneva ghermito per i garretti dei piedi"
 Ahi quant'elli era ne l'aspetto fero," Dal nostro ponte disse: «O Malebranche, ecco uno degli anziani di Santa Zita"
" e quanto mi parea ne l'atto acerbo, con l'ali aperte e sovra i piè leggero"," Mettetelo sotto la pece, che io torno di nuovo in quella terra di Lucca, che ne è ben fornita: lì ogni uomo è barattiere, fuorché Bonturo (=il demonio è sarcastico verso il dannato)"
" L'omero suo, ch'era aguto e superbo, carcava un peccator con ambo l'anche, e quei tenea de' piè ghermito 'l nerbo", Lì per i denari il no di-venta sì»
" Del nostro ponte disse: “O Malebranche, ecco un de li anzïan di Santa Zita"," Lo buttò giù nel fondo, poi ritornò indietro per il ponte fatto di roccia: non ci fu mai un mastino sciol-to dalla catena che avesse tanta fretta ad inseguire un ladro"
" Mettetel sotto, ch'i' torno per anche a quella terra, che n'è ben fornita: ogn'uom v'è barattier, fuor che Bonturo"," Quello cadde a tuffo, poi ritornò su, tutto imbrattato"
" del no, per li denar, vi si fa ”"," Ma i demoni, che erano sotto l’arco del ponte, gridarono: «Qui non si mostra il Santo Volto: qui si nuota in modo ben diverso che nel fiume Serchio"
" Là giù 'l buttò, e per lo scoglio duro si volse"," Perciò, se non vuoi provare i nostri uncini, non stare a galla sopra la pece"
 e mai non fu mastino sciolto con tanta fretta a seguitar lo furo,"» Poi lo addentarono con più di cento raffi, e dissero: «Qui tu balli al coperto sotto la pece; così, se ti rie-sce, arraffi di nascosto"
" Quel s'attuffò, e tornò sù convolto","» Non diversamente dal demonio i cuochi ai loro aiu-tanti fanno immergere in mezzo alla caldaia la carne con gli uncini, per evitare che galleggi"
" ma i demon che del ponte avean coperchio, gridar: “Qui non ha loco il Santo Volto"," Virgilio e i diavoli di Malebranche Il buon maestro: «È meglio che tu nasconda la tua presenza» mi dis-se, «perciò acquàttati giù dietro una roccia, che ti faccia da schermo"
 qui si nuota altrimenti che nel Serchio," E non temere, per nessuna offesa che mi sia fatta"
" Però, se tu non vuo' di nostri graffi, non far sopra la pegola soverchio”"," So già come comportarmi, perché anche in un’altra occasione ebbi uno scontro con lo-ro»"
" Poi l'addentar con più di cento raffi, disser: “Coverto convien che qui balli, sì che, se puoi, nascosamente accaffi”"," Poi passò dall’altro capo del ponte; e, come giunse sulla riva della sesta bolgia, si fece forza per assu-mere un aspetto sicuro di sé"
" Non altrimenti i cuoci a' lor vassalli fanno attuffare in mezzo la caldaia la carne con li uncin, perché non galli"," Con quel furore e con quella tempesta di latrati con cui i cani si precipita-no addosso al poverello che sùbito chiede l’elemosina lì dove si è fermato, i diavoli uscirono sotto il ponticello, e volsero contro di lui tutti gli uncini"
" Lo buon maestro “Acciò che non si paia che tu ci sia”, mi disse, “giù t'acquatta dopo uno scheggio, ch'alcun schermo t'aia", Ma egli gridò: «Nessuno di voi tradisca la parola data
" e per nulla offension che mi sia fatta, non temer tu, ch'i' ho le cose conte, perch'altra volta fui a tal baratta”"," Prima che il vostro uncino mi pigli, venga avanti uno di voi per ascoltarmi"
 Poscia passò di là dal co del ponte, Poi decidete se uncinarmi
" e com'el giunse in su la ripa sesta, mestier li fu d'aver sicura fronte",» Tutti gridarono: «Vada Malacoda
" Con quel furore e con quella tempesta ch'escono i cani a dosso al poverello che di sùbito chiede ove s'arresta, usciron quei di sotto al ponticello, e volser contra lui tutt'i runcigli","» Allora uno di loro si mosse, mentre gli altri stettero fermi, e venne da lui dicendo: «Che ci guadagna costui a parlare?» «Credi tu, o Malacoda, di essere venuto a vedermi qui» disse il mio maestro, «dove sono al sicuro da tutti i vostri ostacoli, senza il volere divino e le cir-costanze favorevoli? Làsciaci andare, perché in cie-lo si vuole che io mostri ad altri questo cammino selvaggio…» A queste parole Malacoda perse l’atteggiamento baldanzoso, tanto che lasciò cadere l’uncino per ter-ra, e disse agli altri: «Non colpitelo"
 ma el gridò: “Nessun di voi sia fello,"» E la mia guida a me: «Tu, che te ne stai quatto quatto tra le rocce scheg-giate del ponte, avvicìnati ora a me senza alcun ti-more"
" Innanzi che l'uncin vostro mi pigli, traggasi avante l'un di voi che m'oda, e poi d'arruncigliarmi si consigli”",» Perciò io mi mossi e sùbito lo raggiunsi
 Tutti gridaron: “Vada Malacoda," I diavoli però si fecero tutti avanti, tanto che io temetti che non mantenessero il patto"
”," Così io vidi una volta pieni di paura i soldati che dopo la resa uscivano dal castello di Caprona, vedendosi circondati da tanti nemici"
 per ch'un si mosse - e li altri stetter fermi - e venne a lui dicendo: “Che li approda?”," Io mi accostai con tutta la persona al fianco della mia guida, e non distoglievo gli occhi dal loro viso che non prometteva niente di buono"
" “Credi tu, Malacoda, qui vedermi esser venuto”, disse 'l mio maestro, “sicuro già da tutti vostri schermi, sanza voler divino e fato destro? Lascian' andar, ché nel cielo è voluto ch'i' mostri altrui questo cammin silvestro”"," Essi chi-navano gli uncini, mentre si dicevano l’uno all’altro: «Vuoi che lo tocchi sul groppone?» E rispondevano: «Sì, fàglielo assaggiare"
" Allor li fu l'orgoglio sì caduto, ch'e' si lasciò cascar l'uncino a' piedi, e disse a li altri: “Omai non sia feruto”","» Ma quel demonio, che teneva discorso con la mia guida, si volse in tutta fretta, e disse: «Sta’ fermo, sta’ fermo, Scarmiglione"
" E 'l duca mio a me: “O tu che siedi tra li scheggion del ponte quatto quatto, sicuramente omai a me ti riedi”","» Malacoda indica la strada Poi disse a noi: «Non si può andare più oltre per questo ponte, per-ché giace tutto spezzato in fondo alla sesta bolgia"
 Per ch'io mi mossi e a lui venni ratto," Se volete ugualmente proseguire, andate su per que-sta parete rocciosa"
" e i diavoli si fecer tutti avanti, sì ch'io temetti ch'ei tenesser patto", Non lontano è un altro scoglio che fa da strada
" così vid'ïo già temer li fanti ch'uscivan patteggiati di Caprona, veggendo sé tra nemici cotanti"," Ieri, cinque ore più tardi di quest’ora, son passati 1"
" I' m'accostai con tutta la persona lungo 'l mio duca, e non torceva li occhi da la sembianza lor ch'era non buona",266 anni da quando qui la via fu interrotta
" Ei chinavan li raffi e “Vuo' che 'l tocchi”, diceva l'un con l'altro, “in sul groppone?”", Io sto mandando verso quel luogo 5 1 alcuni dei miei compagni per controllare se qualcu-no affiora dalla pece
" E rispondien: “Sì, fa che gliel'accocchi”"," Andate con loro, che non si comporteranno male»"
" Ma quel demonio che tenea sermone col duca mio, si volse tutto presto e disse: “Posa, posa, Scarmiglione"," Barbariccia organizza la spedizione «Venite avanti, Alichino, e Calcabrina» cominciò a dire, «e tu, Cagnazzo"
”, Barbariccia guida il gruppo
" Poi disse a noi: “Più oltre andar per questo iscoglio non si può, però che giace tutto spezzato al fondo l'arco sesto"," Venga pure Libicocco e Draghignazzo, Ciriatto zan-nalesta, Graffiacane, Farfarello e Rubicante il paz-zo"
" E se l'andare avante pur vi piace, andatevene su per questa grotta", Cercate intorno alle panie bollenti
 presso è un altro scoglio che via face," Non impor-tunate costoro fino all’altro ponte, che collega tutto intero le due bolge»"
" Ier, più oltre cinqu'ore che quest'otta, mille dugento con sessanta sei anni compié che qui la via fu rotta"," «Ohimè, o maestro, che è quel che vedo?» dissi"
 Io mando verso là di questi miei a riguardar s'alcun se ne sciorina," «Deh, andiamocene da soli senza la scorta, se tu co-nosci la strada, perché io da me non la voglio"
" gite con lor, che non saranno rei”"," Se sei così accorto come sei di solito, non vedi che digri-gnano i denti e che con le ciglia minacciano dolo-ri?» Ed egli a me: «Non voglio che tu abbia paura: làsciali pure digri-gnare a loro piacimento"
" “Tra'ti avante, Alichino, e Calcabrina”, cominciò elli a dire, “e tu, Cagnazzo"," Lo fanno per intimorire i dannati messi a lessare nella pece…» Svoltammo per l’argine sinistro; ma prima ciascun diavolo aveva stretto la lingua con i denti, verso il loro comandante, per cenno che erano pronti alla partenza"
 e Barbariccia guidi la decina, Ed egli aveva del culo fatto trombetta
" Libicocco vegn'oltre e Draghignazzo, Cirïatto sannuto e Graffiacane e Farfarello e Rubicante pazzo",
"Io vidi già cavalier muover campo, e cominciare stormo e far lor mostra, e talvolta partir per loro scampo","Io vidi in altre occasioni dei cavalieri mettersi in marcia, attaccare battaglia e sfilare in parata, e tal-volta darsi anche alla fuga"
" corridor vidi per la terra vostra, o Aretini, e vidi gir gualdane, fedir torneamenti e correr giostra"," Vidi cavalieri cavalcare per la vostra terra, o aretini, e vidi fare incursioni, combattere ai tornei e correre la giostra ora al suono delle trombe, ora a quello delle campane, ora al suono dei tamburi e ora ai segnali dai castelli, ora al suono di strumenti nostrani e ora a quello di stru-menti stranieri"
" quando con trombe, e quando con campane, con tamburi e con cenni di castella, e con cose nostrali e con istrane"," Ma non vidi mai cavalieri né fanti muoversi al suono di un così bizzarro strumento a fiato, né una nave partire per un segnale simile ve-nuto da terra o dal cielo"
" né già con sì diversa cennamella cavalier vidi muover né pedoni, né nave a segno di terra o di stella", Noi andavamo con i dieci diavoli
 Noi andavam con li diece demoni," Ahi, che feroce compagnia"
 Ahi fiera compagnia, Ma in chiesa si va con i santi e in taver-na con i ghiottoni
" ma ne la chiesa coi santi, e in taverna coi ghiottoni"," La mia attenzione era rivolta sol-tanto alla pece, per vedere tutto il contenuto della bolgia e tutta la gente (=i barattieri) che vi era bru-ciata dentro"
" Pur a la pegola era la mia 'ntesa, per veder de la bolgia ogne contegno e de la gente ch'entro v'era incesa"," Come i delfini, quando con l’arco della schiena segnalano ai marinai di prepararsi a salvare la loro nave dalla tempesta in arrivo; così talvolta, per alleviare la loro pena, alcuni peccatori mostra-vano il dorso fuori della pece e poi si immergevano più veloci di un fulmine"
" Come i dalfini, quando fanno segno a' marinar con l'arco de la schiena che s'argomentin di campar lor legno, talor così, ad alleggiar la pena, mostrav'alcun de' peccatori 'l dosso e nascondea in men che non balena"," E, come i ranocchi stanno sull’acqua di un fosso con il muso fuori e celano le zampe e il resto del corpo, così stavano i peccatori da ogni parte"
" E come a l'orlo de l'acqua d'un fosso stanno i ranocchi pur col muso fuori, sì che celano i piedi e l'altro grosso, sì stavan d'ogne parte i peccatori"," Ma, non appena si avvicinava Barba-riccia, si ritiravano sotto la pece bollente"
" ma come s'appressava Barbariccia, così si ritraén sotto i bollori"," Ciàmpolo di Navarra Io vidi, e ancora il mio cuore prova raccapriccio, un dannato che esitava, come quando una rana rimane in superficie e un’altra s’immerge"
" I' vidi, e anco il cor me n'accapriccia, uno aspettar così, com'elli 'ncontra ch'una rana rimane e l'altra spiccia"," Graffiacane, che gli era proprio di fronte, lo uncinò per i capelli im-pegolati e lo tirò su come se fosse una lontra"
" e Graffiacan, che li era più di contra, li arruncigliò le 'mpegolate chiome e trassel sù, che mi parve una lontra"," Io sa-pevo già il nome di tutti i demoni, perché li avevo annotati quando furono scelti, e feci attenzione quando furono chiamati"
" I' sapea già di tutti quanti 'l nome, sì li notai quando fuorono eletti, e poi ch'e' si chiamaro, attesi come"," I maledetti gridavano tutti insieme: «O Rubicante, méttigli gli unghioni addosso e scuo-ialooo"
" “O Rubicante, fa che tu li metti li unghioni a dosso, sì che tu lo scuoi","» Ed io: «O maestro mio, se puoi, cerca di sapere chi è lo sventurato che è caduto nelle mani dei suoi avversa-ri"
"”, gridavan tutti insieme i maladetti", » Il mio maestro gli si avvicinò di lato e gli domandò da dove venisse
" E io: “Maestro mio, fa, se tu puoi, che tu sappi chi è lo sciagurato venuto a man de li avversari suoi”", Quello rispose: «Io sono Ciàmpolo e nacqui nel regno di Navarra
 Lo duca mio li s'accostò allato, Mia madre mi mise al servizio di un signore
" domandollo ond'ei fosse, e quei rispuose: “I' fui del regno di Navarra nato", Mi a-veva generato con un ribaldo che scialacquò le sue ricchezze e poi si uccise
" Mia madre a servo d'un segnor mi puose, che m'avea generato d'un ribaldo, distruggitor di sé e di sue cose", Fui servitore del buon re Tebaldo II di Champagne
 Poi fui famiglia del buon re Tebaldo," Qui mi misi a fare barat-teria, di cui sconto la pena in questa pece bollente»"
" quivi mi misi a far baratteria, di ch'io rendo ragione in questo caldo”"," E Ciriatto, a cui da ogni lato della bocca usciva una zanna come a un cinghiale, gli fece sentire come una sola zanna lacerava le carni"
" E Cirïatto, a cui di bocca uscia d'ogne parte una sanna come a porco, li fé sentir come l'una sdruscia"," Il dannato era come un topo finito tra gatte malvage, ma Barbariccia lo strinse con le braccia, dicendo: «State lontani, mentre lo stringo da dietro"
 Tra male gatte era venuto 'l sorco,"» Poi si rivolse al mio maestro, dicendogli: «Domandagli ancora, se desideri sapere altro da lui, prima che un altro diavolo lo faccia a pezzi"
" ma Barbariccia il chiuse con le braccia e disse: “State in là, mentr'io lo 'nforco”","» I compagni di Ciàmpolo: frate Romita e Michele Zanche Allora la mia guida: «Ora dimmi, tra gli altri dannati sotto la pece cono-sci qualcuno che sia italiano?» E quello: «Io mi separai poco fa da uno che veniva da un pae-se vicino (=la Sardegna)"
 E al maestro mio volse la faccia," Vorrei essere ancora con lui coperto dalla pece, perché così non temerei né gli artigli né gli uncini dei Malebranche"
" “Domanda”, disse, “ancor, se più disii saper da lui, prima ch'altri 'l disfaccia”",» E Libicocco: «Abbiamo pazientato troppo
 Lo duca dunque: “Or dì: de li altri rii conosci tu alcun che sia latino sotto la pece?”,"» Lo prese per il braccio con l’uncino, lo stracciò e gli portò via un brandello di carne"
" E quelli: “I' mi partii, poco è, da un che fu di là vicino"," Anche Draghignaz-zo lo volle uncinare giù, sulle gambe, ma il loro ca-po li guardò tutti con un’occhiata severa"
" Così foss'io ancor con lui coperto, ch'i' non temerei unghia né uncino"," Quando essi si furono un po’ calmati, la mia guida domandò senza indugio al dannato, che ancora guardava la sua ferita: «Chi fu colui dal quale dici che ti sei malamente se-parato per venire a riva?» Ed egli rispose: «Fu frate Gomita, quello della Gallura, ricettacolo di ogni frode, che ebbe in mano i nemici del suo si-gnore (=Nino Visconti), e con loro si comportò in modo che ciascuno fu contento"
”," Prese danari da essi e li liberò facilmente, così come racconta"
" E Libicocco “Troppo avem sofferto”, disse"," E negli altri incarichi fu barattiere non piccolo, ma grande"
" e preseli 'l braccio col runciglio, sì che, stracciando, ne portò un lacerto", Di solito sta con lui messer Michele Zanche di Lo-gudoro
 Draghignazzo anco i volle dar di piglio giuso a le gambe, Le loro lingue non si stancano mai di parla-re della Sardegna
 onde 'l decurio loro si volse intorno intorno con mal piglio," Ahimè, vedete il diavolo che di-grigna i denti… Io direi altro, ma temo che quello sia pronto a grattarmi la rogna"
" Quand'elli un poco rappaciati fuoro, a lui, ch'ancor mirava sua ferita, domandò 'l duca mio sanza dimoro: “Chi fu colui da cui mala partita di' che facesti per venire a proda?”","» E il gran capo Barbariccia, rivolto a Farfarello che stralunava gli occhi per colpire, disse: «Fàtti più in là, uccello del malaugurio"
" Ed ei rispuose: “Fu frate Gomita, quel di Gallura, vasel d'ogne froda, ch'ebbe i nemici di suo donno in mano, e fé sì lor, che ciascun se ne loda","» Ciàmpolo sfugge ai Malebranche Poi il dannato, spaurito, ricominciò: «Se voi volete vedere o udire toscani o lombardi, io li farò venire"
" Danar si tolse e lasciolli di piano, sì com'e' dice"," Ma i Malebranche devono stare un po’ indietro, così i dannati non temono le loro puni-zioni"
" e ne li altri offici anche barattier fu non picciol, ma sovrano"," Ed io, restando in questo stesso luogo, in cambio di uno solo come me ne farò venire sette, quando fischierò, come siamo soliti fare quando qualcuno affiora dalla pece»"
 Usa con esso donno Michel Zanche di Logodoro," A quelle parole Cagnazzo alzò il muso, scrollò il capo e disse: «Si sente la malizia che egli ha pensato per gettarsi sotto la pece"
 e a dir di Sardigna le lingue lor non si sentono stanche,"» Allora il dannato, che conosceva inganni in gran quantità, rispose: «Sarei più malizioso, se procurassi ai miei compagni maggiori tormenti"
" Omè, vedete l'altro che digrigna","» Alichino intervenne e, contro i dubbi degli altri de-moni, gli disse: «Se tu tenti di immergerti, io non ti inseguirò cor-rendo, ma volando sopra la pece"
" i' direi anche, ma i' temo ch'ello non s'apparecchi a grattarmi la tigna”"," Noi lasceremo il culmine di quest’argine e ci nasconderemo dietro 5 3 l’argine opposto, così vedremo se tu da solo vali più di tutti noi"
" E 'l gran proposto, vòlto a Farfarello che stralunava li occhi per fedire, disse: “Fatti 'n costà, malvagio uccello","» O lettore, adesso ascolterai una nuova farsa: ogni diavolo rivolse lo sguardo all’argine opposto, per primo Cagnazzo, che era più restio a farlo"
”," I diavoli si azzuffano e i poeti si allonta-nano Il navarrese colse bene il momento propizio, puntò i piedi a terra e di colpo saltò e si liberò dalla stretta del loro capo Barbariccia"
" “Se voi volete vedere o udire”, ricominciò lo spaürato appresso, “Toschi o Lombardi, io ne farò venire"," Ciascuno di loro si dolse per l’inganno, ma soprattutto Alichino che l’aveva provocato"
" ma stieno i Malebranche un poco in cesso, sì ch'ei non teman de le lor vendette", Perciò si mosse e gridò al dannato: «Adesso ti prendo
" e io, seggendo in questo loco stesso, per un ch'io son, ne farò venir sette quand'io suffolerò, com'è nostro uso di fare allor che fori alcun si mette”","» Ma gli valse poco, perché le ali non poterono vince-re la paura del barattiere: quello si immerse nella pece, l’altro drizzò il petto in alto, continuando a volare"
" Cagnazzo a cotal motto levò 'l muso, crollando 'l capo, e disse: “Odi malizia ch'elli ha pensata per gittarsi giuso"," Come fa l’anitra di colpo, quando il falcone si avvicina: essa si tuffa in acqua e il rapace ritorna in aria indispettito e scornato"
”," Calcabrina, adirato per la beffa, lo inseguì volando e desiderò che il dannato scappasse per azzuffarsi"
" Ond'ei, ch'avea lacciuoli a gran divizia, rispuose: “Malizioso son io troppo, quand'io procuro a' mia maggior trestizia”"," Non appena il ba-rattiere scomparve nella pece, rivolse gli artigli con-tro il suo compagno e si avvinghiarono sopra il fos-sato"
" Alichin non si tenne e, di rintoppo a li altri, disse a lui: “Se tu ti cali, io non ti verrò dietro di gualoppo, ma batterò sovra la pece l'ali"," Ma l’altro, come uno sparviero minaccioso, fu pronto ad artigliarlo per bene"
" Lascisi 'l collo, e sia la ripa scudo, a veder se tu sol più di noi vali”", Così ambedue cadde-ro in mezzo allo stagno bollente
" O tu che leggi, udirai nuovo ludo: ciascun da l'altra costa li occhi volse, quel prima, ch'a ciò fare era più crudo"," Il caldo li fece su-bito dividere, ma non poterono sollevarsi in volo, perché avevano le ali imbrattate di pece"
 Lo Navarrese ben suo tempo colse," Barbaric-cia, avvilito come tutti gli altri diavoli, ne fece vola-re quattro sull’altro argine con tutti gli uncini"
" fermò le piante a terra, e in un punto saltò e dal proposto lor si sciolse", Quel-li discesero rapidamente da un lato e dall’altro per tornare al loro posto
" Di che ciascun di colpa fu compunto, ma quei più che cagion fu del difetto"," Poi porsero gli uncini ai due compagni caduti nella pece, che si erano già cotti sotto la superficie"
 però si mosse e gridò: “Tu se' giunto, Noi li lasciammo lì così impacciati
